productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extRarity,extNumber,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost
453466,Crown Zenith Booster Pack,Crown Zenith Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/453466_200w.jpg,3,17688,https://cpt.tcgcsv.com/lpF5,2023-01-20T14:25:15.467,1,Each Crown Zenith booster pack contains 10 random cards.,4.75,14.95,29.99,13.4,,Normal,,,,,,,,,,,
453467,Crown Zenith Collection [Regieleki V],Crown Zenith Collection Regieleki V,https://tcgplayer-cdn.tcgplayer.com/product/453467_200w.jpg,3,17688,https://cpt.tcgcsv.com/mpF5,2023-01-20T14:25:15.467,1,"Two previously unknown Legendary Pokémon have awakened in the frozen tundra! Discover the power of the Lightning-type Regieleki or the Dragon-type Regidrago in these two collections. The star Pokémon appears as a ready-to-play foil promo card and an oversize card for display, accompanied by a foil card featuring its counterpart and a handful of booster packs from the special Pokémon TCG: Crown Zenith expansion.
<br>
Each Pokémon TCG: Crown Zenith Collection—Pokémon V includes:
<br>
• 1 foil promo card featuring Regieleki V or Regidrago V
<br>
• 1 foil card featuring Regidrago or Regieleki
<br>
• 1 foil oversize card featuring Regieleki V or Regidrago V
<br>
• 4 Pokémon TCG: Crown Zenith booster packs
<br>
• A code card for Pokémon TCG Live",55.0,63.0,69.98,48.79,,Normal,820650871832,,,,,,,,,,
453468,Crown Zenith Collection [Regidrago V],Crown Zenith Collection Regidrago V,https://tcgplayer-cdn.tcgplayer.com/product/453468_200w.jpg,3,17688,https://cpt.tcgcsv.com/npF5,2023-01-20T14:25:15.467,1,"Two previously unknown Legendary Pokémon have awakened in the frozen tundra! Discover the power of the Lightning-type Regieleki or the Dragon-type Regidrago in these two collections. The star Pokémon appears as a ready-to-play foil promo card and an oversize card for display, accompanied by a foil card featuring its counterpart and a handful of booster packs from the special Pokémon TCG: Crown Zenith expansion.
<br>
Each Pokémon TCG: Crown Zenith Collection—Pokémon V includes:
<br>
• 1 foil promo card featuring Regieleki V or Regidrago V
<br>
• 1 foil card featuring Regidrago or Regieleki
<br>
• 1 foil oversize card featuring Regieleki V or Regidrago V
<br>
• 4 Pokémon TCG: Crown Zenith booster packs
<br>
• A code card for Pokémon TCG Live",52.92,60.5,99.99,48.83,,Normal,820650871832,,,,,,,,,,
453470,Crown Zenith Elite Trainer Box,Crown Zenith Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/453470_200w.jpg,3,17688,https://cpt.tcgcsv.com/qpF5,2023-10-27T13:23:31.313,1,"The Legendary heroes Zacian and Zamazenta shine with new VSTAR Powers, and an all-star assembly of Pokémon and Trainers arrive to celebrate the era of Pokémon V! Discover dazzling special illustrations in the Galarian Gallery, and wield the strength of rare and powerful Pokémon, including Charizard as both a Pokémon VSTAR and Radiant Pokémon. Many more Pokémon have their own tales to tell in battle as the Sword & Shield Series reaches its towering peak in the TCG: Crown Zenith expansion!
<br>
The Pokémon TCG: Crown Zenith Elite Trainer Box includes:
<br>
• 10 Pokémon TCG: Crown Zenith booster packs
<br>
• 1 etched foil promo card featuring Lucario VSTAR
<br>
• 65 card sleeves featuring Lucario
<br>
• 45 Pokémon TCG Energy cards
<br>
• A player’s guide to the Crown Zenith expansion
<br>
• 6 damage-counter dice
<br>
• 1 competition-legal coin-flip die
<br>
• 2 acrylic condition markers
<br>
• 1 acrylic VSTAR marker
<br>
• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>
• A code card for Pokémon Trading Card Game Live",225.01,284.99,4999.99,222.03,,Normal,820650851476,,,,,,,,,,
453471,Crown Zenith Elite Trainer Box Case,Crown Zenith Elite Trainer Box Case,https://tcgplayer-cdn.tcgplayer.com/product/453471_200w.jpg,3,17688,https://cpt.tcgcsv.com/rpF5,2023-01-20T14:25:15.467,1,Each sealed Elite Trainer Box case contains 10 Elite Trainer Boxes,2699.0,2798.0,5000.0,2012.36,,Normal,820650851474,,,,,,,,,,
453474,Crown Zenith Collection [Set of 2],Crown Zenith Collection Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/453474_200w.jpg,3,17688,https://cpt.tcgcsv.com/vpF5,2023-01-20T14:25:15.467,1,"Two previously unknown Legendary Pokémon have awakened in the frozen tundra! Discover the power of the Lightning-type Regieleki or the Dragon-type Regidrago in these two collections. The star Pokémon appears as a ready-to-play foil promo card and an oversize card for display, accompanied by a foil card featuring its counterpart and a handful of booster packs from the special Pokémon TCG: Crown Zenith expansion.
<br>
Each Pokémon TCG: Crown Zenith Collection—Pokémon V includes:
<br>
• 1 foil promo card featuring Regieleki V or Regidrago V
<br>
• 1 foil card featuring Regidrago or Regieleki
<br>
• 1 foil oversize card featuring Regieleki V or Regidrago V
<br>
• 4 Pokémon TCG: Crown Zenith booster packs
<br>
• A code card for Pokémon TCG Live",119.0,119.99,149.99,96.11,,Normal,820650871832,,,,,,,,,,
453477,Code Card - Crown Zenith Elite Trainer Box,Code Card Crown Zenith Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/453477_200w.jpg,3,17688,https://cpt.tcgcsv.com/zpF5,2023-06-20T17:28:06.713,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",0.01,0.06,2.95,0.05,,Normal,,Code Card,,,,,,,,,
453478,Code Card - Crown Zenith Collection [Regidrago V],Code Card Crown Zenith Collection Regidrago V,https://tcgplayer-cdn.tcgplayer.com/product/453478_200w.jpg,3,17688,https://cpt.tcgcsv.com/BpF5,2023-06-20T19:09:53.54,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",0.01,0.09,0.34,0.09,,Normal,,Code Card,,,,,,,,,
453479,Code Card - Crown Zenith Collection [Regieleki V],Code Card Crown Zenith Collection Regieleki V,https://tcgplayer-cdn.tcgplayer.com/product/453479_200w.jpg,3,17688,https://cpt.tcgcsv.com/CpF5,2023-06-20T18:48:03.66,1,"This listing is <strong>not</strong> a physical item. Please keep in mind that this <strong>Code Card</strong> listing represents a digital copy of the stated item for the Pokémon TCG Online <strong>and/or</strong> the Pokémon TCG Live games. You may receive the physical <strong>Code Card</strong>. Upon purchase, please work with your specific Seller by sending them a message using the <strong>Contact Seller</strong> button on the order details in your <a href=https://store.tcgplayer.com/myaccount/orderhistory>Order History</a> to opt in to having your <strong>Code Card</strong> code delivered digitally due to the nature of the product.",0.01,0.05,0.79,0.05,,Normal,,Code Card,,,,,,,,,
453488,Crown Zenith Mini Tin [Marnie & Morpeko],Crown Zenith Mini Tin Marnie and Morpeko,https://tcgplayer-cdn.tcgplayer.com/product/453488_200w.jpg,3,17688,https://cpt.tcgcsv.com/NpF5,2023-02-17T05:03:11.33,1,"In this Pokémon TCG: Crown Zenith Mini Tin, you’ll find:
<br>
• 2 Pokémon TCG: Crown Zenith booster packs
<br>
• 1 sticker sheet
<br>
• A Pokémon art card showing the art from this Mini Tin—you can collect and combine all 5!",33.62,37.48,99.0,33.62,,Normal,820650861925,,,,,,,,,,
453489,Crown Zenith Mini Tin [Leon & Charizard],Crown Zenith Mini Tin Leon and Charizard,https://tcgplayer-cdn.tcgplayer.com/product/453489_200w.jpg,3,17688,https://cpt.tcgcsv.com/PpF5,2023-02-17T05:03:11.33,1,"In this Pokémon TCG: Crown Zenith Mini Tin, you’ll find:
<br>
• 2 Pokémon TCG: Crown Zenith booster packs
<br>
• 1 sticker sheet
<br>
• A Pokémon art card showing the art from this Mini Tin—you can collect and combine all 5!",34.0,37.49,99.0,27.75,,Normal,820650861925,,,,,,,,,,
453490,Crown Zenith Mini Tin [Hop & Wooloo],Crown Zenith Mini Tin Hop and Wooloo,https://tcgplayer-cdn.tcgplayer.com/product/453490_200w.jpg,3,17688,https://cpt.tcgcsv.com/QpF5,2023-02-17T05:03:11.33,1,"In this Pokémon TCG: Crown Zenith Mini Tin, you’ll find:
<br>
• 2 Pokémon TCG: Crown Zenith booster packs
<br>
• 1 sticker sheet
<br>
• A Pokémon art card showing the art from this Mini Tin—you can collect and combine all 5!",35.0,48.49,99.0,24.59,,Normal,820650861925,,,,,,,,,,
453491,Crown Zenith Mini Tin [Bede & Hatenna],Crown Zenith Mini Tin Bede and Hatenna,https://tcgplayer-cdn.tcgplayer.com/product/453491_200w.jpg,3,17688,https://cpt.tcgcsv.com/RpF5,2023-02-17T05:03:11.33,1,"In this Pokémon TCG: Crown Zenith Mini Tin, you’ll find:
<br>
• 2 Pokémon TCG: Crown Zenith booster packs
<br>
• 1 sticker sheet
<br>
• A Pokémon art card showing the art from this Mini Tin—you can collect and combine all 5!",34.98,99.0,99.0,25.4,,Normal,820650861925,,,,,,,,,,
453492,Crown Zenith Mini Tin [Sonia & Yamper],Crown Zenith Mini Tin Sonia and Yamper,https://tcgplayer-cdn.tcgplayer.com/product/453492_200w.jpg,3,17688,https://cpt.tcgcsv.com/SpF5,2023-02-17T05:03:11.33,1,"In this Pokémon TCG: Crown Zenith Mini Tin, you’ll find:
<br>
• 2 Pokémon TCG: Crown Zenith booster packs
<br>
• 1 sticker sheet
<br>
• A Pokémon art card showing the art from this Mini Tin—you can collect and combine all 5!",30.0,42.5,99.0,24.45,,Normal,820650861925,,,,,,,,,,
453493,Crown Zenith Mini Tin Display,Crown Zenith Mini Tin Display,https://tcgplayer-cdn.tcgplayer.com/product/453493_200w.jpg,3,17688,https://cpt.tcgcsv.com/TpF5,2025-01-22T12:46:52.89,1,"Featuring 2 of each Crown Zenith Mini Tins (for a total of 10). Each tin contains with two booster packs, a sticker sheet, and featured Pokemon art card.",305.0,348.5,850.0,269.18,,Normal,820650861925,,,,,,,,,,
453494,Crown Zenith Mini Tin [Set of 5],Crown Zenith Mini Tin Set of 5,https://tcgplayer-cdn.tcgplayer.com/product/453494_200w.jpg,3,17688,https://cpt.tcgcsv.com/VpF5,2023-02-17T05:03:11.33,1,"This product contains 5 Mini Tins designs.
<br>
In each Pokémon TCG: Crown Zenith Mini Tin, you’ll find:
<br>
• 2 Pokémon TCG: Crown Zenith booster packs
<br>
• 1 sticker sheet
<br>
• A Pokémon art card showing the art from this Mini Tin—you can collect and combine all 5!",140.0,190.25,227.97,147.3,,Normal,820650861925,,,,,,,,,,
454246,Crown Zenith Pokemon Center Elite Trainer Box Plus,Crown Zenith Pokemon Center Elite Trainer Box Plus,https://tcgplayer-cdn.tcgplayer.com/product/454246_200w.jpg,3,17688,https://cpt.tcgcsv.com/XJF5,2023-01-20T14:25:15.467,1,"This Pokémon TCG: Crown Zenith Pokémon Center Elite Trainer Box Plus can be found only at Pokémon Center and comes with exclusive accessories—a deck box, metal dice, metal coin, and metal condition markers—plus 12 booster packs (two more than in the standard Crown Zenith Elite Trainer Box).
<br>
• 12 Pokémon TCG: Crown Zenith booster packs — Each booster pack contains 10 cards and 1 basic Energy or 1 VSTAR marker. Cards vary by pack.
<br>
• 1 etched foil promo card featuring Lucario VSTAR
<br>
• 65 card sleeves featuring Lucario
<br>
• 1 deck box featuring Lucario, with a separate space for storing accessories
<br>
• 45 Pokémon TCG Energy cards
<br>
• A player’s guide to the Crown Zenith expansion
<br>
• 6 metal damage-counter dice
<br>
• 1 metal coin featuring Lucario
<br>
• 2 metal condition markers
<br>
• 1 acrylic VSTAR marker
<br>
• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>
• A code card for Pokémon Trading Card Game Live",436.01,500.0,1550.0,451.98,,Normal,,,,,,,,,,,
454247,Crown Zenith Pokemon Center Elite Trainer Box Plus Case,Crown Zenith Pokemon Center Elite Trainer Box Plus Case,https://tcgplayer-cdn.tcgplayer.com/product/454247_200w.jpg,3,17688,https://cpt.tcgcsv.com/ZJF5,2023-01-20T14:25:15.467,1,Each sealed Pokemon Center Elite Trainer Box Plus Case contains 4 Elite Trainer Boxes.,1950.0,2149.99,5000.0,1386.66,,Normal,,,,,,,,,,,
454452,Pikachu VMAX Special Collection,Pikachu VMAX Special Collection,https://tcgplayer-cdn.tcgplayer.com/product/454452_200w.jpg,3,17688,https://cpt.tcgcsv.com/3PF5,2023-02-17T05:03:11.747,1,"Includes five Crown Zenith booster packs, one etched promo card and one oversize promo card featuring Pikachu VMAX and one foil promo card featuring Pikachu V.",90.0,115.0,300.0,74.1,,Normal,820650871887,,,,,,,,,,
