productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
231299,First Partner Pack (Galar),First Partner Pack Galar,https://tcgplayer-cdn.tcgplayer.com/product/231299_200w.jpg,3,2776,https://cpt.tcgcsv.com/_wS2,2021-03-05T05:03:21.527,1,"Includes three oversize promo cards featuring the first partner Pokémon of the
Galar region—Grookey, Scorbunny, and Sobble—plus two regular Pokémon TCG boosters.",0820650809613,23.98,28.49,49.0,18.09,,Normal,,,,,,,,,,
231300,First Partner Pack (Alola),First Partner Pack Alola,https://tcgplayer-cdn.tcgplayer.com/product/231300_200w.jpg,3,2776,https://cpt.tcgcsv.com/0xS2,2021-04-02T04:03:07.323,1,"Includes three oversize promo cards featuring the first partner Pokémon of the Alola region—Rowlet, Litten, and Popplio—plus two regular Pokémon TCG boosters.",0820650819629,15.0,23.0,29.99,18.24,,Normal,,,,,,,,,,
231301,First Partner Pack (Kalos),First Partner Pack Kalos,https://tcgplayer-cdn.tcgplayer.com/product/231301_200w.jpg,3,2776,https://cpt.tcgcsv.com/2xS2,2021-05-07T04:03:11.703,1,"Includes three oversize promo cards featuring the first partner Pokémon of the Kalos region—Chespin, Fennekin, and Froakie—plus two regular Pokémon TCG boosters.",0820650819636,19.0,25.0,29.99,16.06,,Normal,,,,,,,,,,
231302,First Partner Pack (Unova),First Partner Pack Unova,https://tcgplayer-cdn.tcgplayer.com/product/231302_200w.jpg,3,2776,https://cpt.tcgcsv.com/3xS2,2021-06-04T04:03:36.873,1,"Includes three oversize promo cards featuring the first partner Pokémon of the Unova region—Snivy, Tepig, and Oshawott—plus two regular Pokémon TCG boosters.",0820650819643,11.99,19.99,29.99,15.03,,Normal,,,,,,,,,,
231303,First Partner Pack (Sinnoh),First Partner Pack Sinnoh,https://tcgplayer-cdn.tcgplayer.com/product/231303_200w.jpg,3,2776,https://cpt.tcgcsv.com/5xS2,2021-07-09T04:03:08.203,1,"Includes three oversize promo cards featuring the first partner Pokémon of the Sinnoh region—Turtwig, Chimchar, and Piplup—plus two regular Pokémon TCG boosters.",0820650819650,16.78,22.0,29.99,16.78,,Normal,,,,,,,,,,
231304,First Partner Pack (Hoenn),First Partner Pack Hoenn,https://tcgplayer-cdn.tcgplayer.com/product/231304_200w.jpg,3,2776,https://cpt.tcgcsv.com/6xS2,2021-08-12T04:03:07.89,1,"Includes three oversize promo cards featuring the first partner Pokémon of the Hoenn region—Treecko, Torchic, and Mudkip—plus two regular Pokémon TCG boosters.",0820650819674,14.0,24.94,25.0,15.81,,Normal,,,,,,,,,,
231305,First Partner Pack (Johto),First Partner Pack Johto,https://tcgplayer-cdn.tcgplayer.com/product/231305_200w.jpg,3,2776,https://cpt.tcgcsv.com/7xS2,2021-09-10T04:03:07.857,1,"Includes three oversize promo cards featuring the first partner Pokémon of the Johto region—Chikorita, Cyndaquil, and Totodile—plus two regular Pokémon TCG boosters.",0820650819674,45.0,50.0,59.96,43.63,,Normal,,,,,,,,,,
231306,First Partner Pack (Kanto),First Partner Pack Kanto,https://tcgplayer-cdn.tcgplayer.com/product/231306_200w.jpg,3,2776,https://cpt.tcgcsv.com/8xS2,2021-10-22T04:03:10.91,1,"Includes three oversize promo cards featuring the first partner Pokeémon of the Kanto region—Bulbasaur, Charmander, and Squirtle—plus two regular Pokémon TCG boosters.",0820650819681,45.0,57.48,99.99,39.61,,Normal,,,,,,,,,,
231307,Bulbasaur,Bulbasaur,https://tcgplayer-cdn.tcgplayer.com/product/231307_200w.jpg,3,2776,https://cpt.tcgcsv.com/9xS2,2021-12-31T13:03:26.363,1,,,1.48,3.34,49.99,2.97,,Normal,044/102,Promo,Grass,40,Basic,"[GG] Leech Seed (20)
<br>Unless all damage from this attack is prevented, you may remove 1 damage counter from Bulbasaur.",R,None,1,
231451,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/231451_200w.jpg,3,2776,https://cpt.tcgcsv.com/2CS2,2021-12-31T13:03:55.417,1,,,1.13,1.75,10.0,1.72,,Normal,046/102,Promo,Fire,50,Basic,[1] Scratch (10),W,None,1,"[1R] Ember (30)
<br>Discard 1 R Energy card attached to Charmander in order to use this attack."
