productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2
83462,Aegislash (85),Aegislash 85,https://tcgplayer-cdn.tcgplayer.com/product/83462_200w.jpg,3,1387,https://cpt.tcgcsv.com/gpH,2022-12-14T18:21:36.623,1,85/146,Rare,Metal,140,Stage 2,"Stance Change - Once during your turn (before your attack), you may switch this Pokemon with an Aegislash in your hand.  (Any cards attached to this Pokemon, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokemon.)  (Ability)",[2MM] Buster Swing (120) This attack's damage isn't affected by Resistance.,Rx2,P-20,3,0.28,0.6,1.49,0.63,,Normal,
83462,Aegislash (85),Aegislash 85,https://tcgplayer-cdn.tcgplayer.com/product/83462_200w.jpg,3,1387,https://cpt.tcgcsv.com/gpH,2022-12-14T18:21:36.623,1,85/146,Rare,Metal,140,Stage 2,"Stance Change - Once during your turn (before your attack), you may switch this Pokemon with an Aegislash in your hand.  (Any cards attached to this Pokemon, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokemon.)  (Ability)",[2MM] Buster Swing (120) This attack's damage isn't affected by Resistance.,Rx2,P-20,3,0.47,0.89,5.39,0.92,,Reverse Holofoil,
83463,Aegislash (86),Aegislash 86,https://tcgplayer-cdn.tcgplayer.com/product/83463_200w.jpg,3,1387,https://cpt.tcgcsv.com/hpH,2022-12-14T18:21:45.87,1,86/146,Holo Rare,Metal,140,Stage 2,"Stance Change - Once during your turn (before your attack), you may switch this Pokemon with an Aegislash in your hand.  (Any cards attached to this Pokemon, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokemon.)  (Ability)",[2MM] King's Shield (50) Prevent all damage done to this Pokemon by attacks during your opponent's next turn.  This Pokemon can't use King's Shield during your next turn.,Rx2,P-20,3,0.31,1.14,2.48,1.21,,Holofoil,
83463,Aegislash (86),Aegislash 86,https://tcgplayer-cdn.tcgplayer.com/product/83463_200w.jpg,3,1387,https://cpt.tcgcsv.com/hpH,2022-12-14T18:21:45.87,1,86/146,Holo Rare,Metal,140,Stage 2,"Stance Change - Once during your turn (before your attack), you may switch this Pokemon with an Aegislash in your hand.  (Any cards attached to this Pokemon, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokemon.)  (Ability)",[2MM] King's Shield (50) Prevent all damage done to this Pokemon by attacks during your opponent's next turn.  This Pokemon can't use King's Shield during your next turn.,Rx2,P-20,3,1.0,1.5,1.99,1.67,,Reverse Holofoil,
83571,Arbok,Arbok,https://tcgplayer-cdn.tcgplayer.com/product/83571_200w.jpg,3,1387,https://cpt.tcgcsv.com/rrH,2022-12-14T18:15:57.6,1,48/146,Rare,Psychic,90,Stage 1,,[1] Gastro Acid (20) The Defending Pokemon has no Abilities until the end of your next turn.,Px2,,1,0.39,0.69,1.81,0.69,,Normal,[2P] Poison Jab (50) Your opponent's Active Pokemon is now Poisoned.
83571,Arbok,Arbok,https://tcgplayer-cdn.tcgplayer.com/product/83571_200w.jpg,3,1387,https://cpt.tcgcsv.com/rrH,2022-12-14T18:15:57.6,1,48/146,Rare,Psychic,90,Stage 1,,[1] Gastro Acid (20) The Defending Pokemon has no Abilities until the end of your next turn.,Px2,,1,0.4,0.78,3.0,0.77,,Reverse Holofoil,[2P] Poison Jab (50) Your opponent's Active Pokemon is now Poisoned.
83627,Aromatisse,Aromatisse,https://tcgplayer-cdn.tcgplayer.com/product/83627_200w.jpg,3,1387,https://cpt.tcgcsv.com/zsH,2022-12-14T18:22:46.64,1,93/146,Holo Rare,Fairy,90,Stage 1,"Fairy Transfer - As often as you like during your turn (before your attack), you may move a Y Energy attached to 1 of your Pokemon to another of your Pokemon.  (Ability)",[1YY] Fairy Wind (60),Mx2,D-20,2,0.9,1.83,15.0,1.86,,Holofoil,
83627,Aromatisse,Aromatisse,https://tcgplayer-cdn.tcgplayer.com/product/83627_200w.jpg,3,1387,https://cpt.tcgcsv.com/zsH,2022-12-14T18:22:46.64,1,93/146,Holo Rare,Fairy,90,Stage 1,"Fairy Transfer - As often as you like during your turn (before your attack), you may move a Y Energy attached to 1 of your Pokemon to another of your Pokemon.  (Ability)",[1YY] Fairy Wind (60),Mx2,D-20,2,2.47,3.09,15.0,3.4,,Reverse Holofoil,
83774,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/83774_200w.jpg,3,1387,https://cpt.tcgcsv.com/vwH,2022-12-14T18:10:39.053,1,5/146,Rare,Grass,120,Stage 2,,[G] Poison Jab (20) Your opponent's Active Pokemon is now Poisoned.,Rx2,,1,0.25,0.62,5.72,0.62,,Normal,"[GG] Flash Needle (40x) Flip 3 coins.  This attack does 40 damage times the number of heads.  If all of them are heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn."
83774,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/83774_200w.jpg,3,1387,https://cpt.tcgcsv.com/vwH,2022-12-14T18:10:39.053,1,5/146,Rare,Grass,120,Stage 2,,[G] Poison Jab (20) Your opponent's Active Pokemon is now Poisoned.,Rx2,,1,0.41,0.75,1.99,1.04,,Reverse Holofoil,"[GG] Flash Needle (40x) Flip 3 coins.  This attack does 40 damage times the number of heads.  If all of them are heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn."
