productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2,extAttack3
107101,XY BREAKthrough Booster Box,XY BREAKthrough Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/107101_200w.jpg,3,1661,https://cpt.tcgcsv.com/2SS,2015-11-04T13:28:11.727,1,3788.88,3788.88,3788.88,2272.49,,Normal,,,,,,,,,,,,
107102,"BREAKthrough Theme Deck - ""Burning Spark"" [Raichu]",BREAKthrough Theme Deck Burning Spark Raichu,https://tcgplayer-cdn.tcgplayer.com/product/107102_200w.jpg,3,1661,https://cpt.tcgcsv.com/3SS,2018-10-03T13:07:22.803,1,39.99,39.99,39.99,30.0,,Normal,"<em>Let Sparks Fly!
<br>Run circles around your opponent's Pokemon with lightning speed, or burn them with a well-placed jet of flame--let loose with the full heat of the Burning Spark theme deck!</em>
<br>
<br><strong>Contents:</strong>
<br>• 1 60-card preconstructed deck
<br>• Damage counters
<br>• 1 coin",,,,,,,,,,,
107103,"BREAKthrough Theme Deck - ""Night Striker"" [Noivern]",BREAKthrough Theme Deck Night Striker Noivern,https://tcgplayer-cdn.tcgplayer.com/product/107103_200w.jpg,3,1661,https://cpt.tcgcsv.com/5SS,2018-10-03T13:08:21.53,1,34.99,39.49,39.99,,,Normal,"<em>Sound a Victory Cry!
<br>Let rip with a scream from the night, and weave your path to victory in the darkness. Seize the power of Noivern and Gengar in the Night Striker Theme Deck!</em>
<br>
<br><strong>Contents:</strong>
<br>• 1 60-card preconstructed deck
<br>• Damage counters
<br>• 1 coin",,,,,,,,,,,
107104,Mega Blaziken EX Premium Collection,Mega Blaziken EX Premium Collection,https://tcgplayer-cdn.tcgplayer.com/product/107104_200w.jpg,3,1661,https://cpt.tcgcsv.com/6SS,2015-11-04T13:27:50.093,1,,,,,,,,,,,,,,,,,,
107105,Mega Swampert EX Premium Collection,Mega Swampert EX Premium Collection,https://tcgplayer-cdn.tcgplayer.com/product/107105_200w.jpg,3,1661,https://cpt.tcgcsv.com/7SS,2015-11-04T13:27:55.65,1,1500.0,1500.0,1500.0,,,Normal,,,,,,,,,,,,
107106,Elite Trainer Box [Mewtwo X],Elite Trainer Box Mewtwo X,https://tcgplayer-cdn.tcgplayer.com/product/107106_200w.jpg,3,1661,https://cpt.tcgcsv.com/8SS,2015-11-04T13:27:24.623,1,1200.0,1600.0,1999.99,561.71,,Normal,,,,,,,,,,,,
107107,Elite Trainer Box [Mewtwo Y],Elite Trainer Box Mewtwo Y,https://tcgplayer-cdn.tcgplayer.com/product/107107_200w.jpg,3,1661,https://cpt.tcgcsv.com/9SS,2015-11-04T13:27:32.277,1,1200.0,1600.0,1999.99,515.45,,Normal,,,,,,,,,,,,
107108,Mega Blaziken EX & Mega Swampert EX Premium Collection (Set of 2),Mega Blaziken EX and Mega Swampert EX Premium Collection Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/107108_200w.jpg,3,1661,https://cpt.tcgcsv.com/bSS,2015-11-04T13:27:43.887,1,,,,,,,,,,,,,,,,,,
107109,XY BREAKthrough Collector Chest,XY BREAKthrough Collector Chest,https://tcgplayer-cdn.tcgplayer.com/product/107109_200w.jpg,3,1661,https://cpt.tcgcsv.com/cSS,2015-11-19T16:06:32.027,1,,,,,,,,,,,,,,,,,,
107110,BREAKthrough Pin Blisters [Mega Mewtwo] (Set of 2),BREAKthrough Pin Blisters Mega Mewtwo Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/107110_200w.jpg,3,1661,https://cpt.tcgcsv.com/dSS,2015-11-19T15:48:10.207,1,,,,,,,,,,,,,,,,,,
107111,BREAKthrough Mega Evolution 3 Pin Blister,BREAKthrough Mega Evolution 3 Pin Blister,https://tcgplayer-cdn.tcgplayer.com/product/107111_200w.jpg,3,1661,https://cpt.tcgcsv.com/fSS,2018-10-10T15:46:27.243,1,,,,,,,"Each blister comes with 3 XY—BREAKthrough booster packs and 3 collectible pins featuring Mega Charizard X, Mega Charizard Y, and Mega Lucario.",,,,,,,,,,,
107112,BREAKthrough Three Pack Pin Blisters [Mega Mewtwo X],BREAKthrough Three Pack Pin Blisters Mega Mewtwo X,https://tcgplayer-cdn.tcgplayer.com/product/107112_200w.jpg,3,1661,https://cpt.tcgcsv.com/gSS,2015-11-24T18:14:03.43,1,,,,,,,,,,,,,,,,,,
107113,BREAKthrough Three Pack Pin Blisters [Mega Mewtwo Y],BREAKthrough Three Pack Pin Blisters Mega Mewtwo Y,https://tcgplayer-cdn.tcgplayer.com/product/107113_200w.jpg,3,1661,https://cpt.tcgcsv.com/hSS,2015-11-24T18:14:25.657,1,,,,,,,,,,,,,,,,,,
107114,Pikachu EX Legendary Collection,Pikachu EX Legendary Collection,https://tcgplayer-cdn.tcgplayer.com/product/107114_200w.jpg,3,1661,https://cpt.tcgcsv.com/jSS,2015-11-19T15:50:50.257,1,,,,,,,,,,,,,,,,,,
107115,Hoopa EX Legendary Collection,Hoopa EX Legendary Collection,https://tcgplayer-cdn.tcgplayer.com/product/107115_200w.jpg,3,1661,https://cpt.tcgcsv.com/kSS,2015-11-19T15:48:27.407,1,999.99,999.99,999.99,412.5,,Normal,,,,,,,,,,,,
107116,Mega Mewtwo Collection (Set of 2),Mega Mewtwo Collection Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/107116_200w.jpg,3,1661,https://cpt.tcgcsv.com/lSS,2015-11-19T15:50:25.523,1,,,,,,,,,,,,,,,,,,
107117,BREAKthrough Legendary Collection (Set of 2),BREAKthrough Legendary Collection Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/107117_200w.jpg,3,1661,https://cpt.tcgcsv.com/mSS,2015-11-24T18:13:26.857,1,,,,,,,,,,,,,,,,,,
107118,Mega Mewtwo Collection [Mega Mewtwo X],Mega Mewtwo Collection Mega Mewtwo X,https://tcgplayer-cdn.tcgplayer.com/product/107118_200w.jpg,3,1661,https://cpt.tcgcsv.com/nSS,2015-11-19T15:50:31.697,1,499.0,499.0,499.0,299.0,,Normal,,,,,,,,,,,,
107119,Mega Mewtwo Collection [Mega Mewtwo Y],Mega Mewtwo Collection Mega Mewtwo Y,https://tcgplayer-cdn.tcgplayer.com/product/107119_200w.jpg,3,1661,https://cpt.tcgcsv.com/pSS,2015-11-19T15:50:36.957,1,,,,,,,,,,,,,,,,,,
107120,Paras,Paras,https://tcgplayer-cdn.tcgplayer.com/product/107120_200w.jpg,3,1661,https://cpt.tcgcsv.com/qSS,2025-02-05T21:20:31.35,1,0.02,0.16,1.49,0.14,,Normal,,1/162,Common,Grass,60,Basic,"[1] Blot (10)
<br>Heal 10 damage from this Pokemon.",Rx2,None,1,,
107120,Paras,Paras,https://tcgplayer-cdn.tcgplayer.com/product/107120_200w.jpg,3,1661,https://cpt.tcgcsv.com/qSS,2025-02-05T21:20:31.35,1,0.15,0.35,2.95,0.35,,Reverse Holofoil,,1/162,Common,Grass,60,Basic,"[1] Blot (10)
<br>Heal 10 damage from this Pokemon.",Rx2,None,1,,
107121,Parasect,Parasect,https://tcgplayer-cdn.tcgplayer.com/product/107121_200w.jpg,3,1661,https://cpt.tcgcsv.com/rSS,2022-12-15T17:16:49.413,1,0.1,0.3,1.49,0.3,,Normal,,2/162,Rare,Grass,100,Stage 1,"[1] Colorful Spores 
<br>Choose 3 of your Pokemon. For each of those Pokemon, search your deck for a different type of basic Energy card and attach it to that Pokemon. Shuffle your deck afterward.",Rx2,None,2,"[1G] X-Scissor (30+)
<br>Flip a coin. If heads, this attack does 30 more damage.",
107121,Parasect,Parasect,https://tcgplayer-cdn.tcgplayer.com/product/107121_200w.jpg,3,1661,https://cpt.tcgcsv.com/rSS,2022-12-15T17:16:49.413,1,0.15,0.5,3.0,0.51,,Reverse Holofoil,,2/162,Rare,Grass,100,Stage 1,"[1] Colorful Spores 
<br>Choose 3 of your Pokemon. For each of those Pokemon, search your deck for a different type of basic Energy card and attach it to that Pokemon. Shuffle your deck afterward.",Rx2,None,2,"[1G] X-Scissor (30+)
<br>Flip a coin. If heads, this attack does 30 more damage.",
107122,Pinsir,Pinsir,https://tcgplayer-cdn.tcgplayer.com/product/107122_200w.jpg,3,1661,https://cpt.tcgcsv.com/sSS,2024-01-24T04:03:48.847,1,0.05,0.25,1.49,0.26,,Normal,,3/162,Uncommon,Grass,100,Basic,"[G] Overhead Throw (30)
<br>This attack does 20 damage to 1 of your Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Rx2,None,2,"[2G] Heavy Suplex (40+)
<br>This attack does 2 0more damage for each Colorless in your opponent's Active Pokemon's Retreat Cost.",
107122,Pinsir,Pinsir,https://tcgplayer-cdn.tcgplayer.com/product/107122_200w.jpg,3,1661,https://cpt.tcgcsv.com/sSS,2024-01-24T04:03:48.847,1,0.16,0.43,5.01,0.42,0.35,Reverse Holofoil,,3/162,Uncommon,Grass,100,Basic,"[G] Overhead Throw (30)
<br>This attack does 20 damage to 1 of your Benched Pokemon. <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",Rx2,None,2,"[2G] Heavy Suplex (40+)
<br>This attack does 2 0more damage for each Colorless in your opponent's Active Pokemon's Retreat Cost.",
107123,Cacnea,Cacnea,https://tcgplayer-cdn.tcgplayer.com/product/107123_200w.jpg,3,1661,https://cpt.tcgcsv.com/tSS,2023-12-13T16:03:10,1,0.05,0.28,1.49,0.29,0.27,Normal,,4/162,Common,Grass,60,Basic,"[1] Swagger (10)
<br>Flip a coin. If heads, discard an Energy card attached to the Defending Pokemon.",Rx2,None,1,,
107123,Cacnea,Cacnea,https://tcgplayer-cdn.tcgplayer.com/product/107123_200w.jpg,3,1661,https://cpt.tcgcsv.com/tSS,2023-12-13T16:03:10,1,0.31,0.75,1.0,0.79,,Reverse Holofoil,,4/162,Common,Grass,60,Basic,"[1] Swagger (10)
<br>Flip a coin. If heads, discard an Energy card attached to the Defending Pokemon.",Rx2,None,1,,
107124,Pansage,Pansage,https://tcgplayer-cdn.tcgplayer.com/product/107124_200w.jpg,3,1661,https://cpt.tcgcsv.com/vSS,2022-12-15T17:17:08.673,1,0.03,0.19,1.49,0.14,,Normal,,5/162,Common,Grass,60,Basic,"[1] Fury Swipes (10x)
<br>Flip 3 coins. This attack does 10 damage times the number of heads.",Rx2,None,1,,
107124,Pansage,Pansage,https://tcgplayer-cdn.tcgplayer.com/product/107124_200w.jpg,3,1661,https://cpt.tcgcsv.com/vSS,2022-12-15T17:17:08.673,1,0.19,0.38,2.0,0.42,0.25,Reverse Holofoil,,5/162,Common,Grass,60,Basic,"[1] Fury Swipes (10x)
<br>Flip 3 coins. This attack does 10 damage times the number of heads.",Rx2,None,1,,
107125,Simisage,Simisage,https://tcgplayer-cdn.tcgplayer.com/product/107125_200w.jpg,3,1661,https://cpt.tcgcsv.com/wSS,2022-12-15T17:17:15.073,1,0.07,0.25,1.49,0.24,,Normal,,6/162,Rare,Grass,90,Stage 1,"[1] Fire Toss
<br>Put 3 Energy from your discard pile into your hand.",Rx2,None,1,"[2] Hand Sling (10x)
<br>This attack does 10 damage times the number of cards in your hand.",
107125,Simisage,Simisage,https://tcgplayer-cdn.tcgplayer.com/product/107125_200w.jpg,3,1661,https://cpt.tcgcsv.com/wSS,2022-12-15T17:17:15.073,1,0.19,0.5,1.65,0.56,,Reverse Holofoil,,6/162,Rare,Grass,90,Stage 1,"[1] Fire Toss
<br>Put 3 Energy from your discard pile into your hand.",Rx2,None,1,"[2] Hand Sling (10x)
<br>This attack does 10 damage times the number of cards in your hand.",
107126,Chespin (7),Chespin 7,https://tcgplayer-cdn.tcgplayer.com/product/107126_200w.jpg,3,1661,https://cpt.tcgcsv.com/xSS,2022-12-15T17:17:21.037,1,0.1,0.3,1.49,0.33,0.24,Normal,,7/162,Common,Grass,60,Basic,"[1] Nosh
<br>Heal 20 damage from this Pokemon.",Rx2,None,1,[2G] Seed Bomb (30),
107126,Chespin (7),Chespin 7,https://tcgplayer-cdn.tcgplayer.com/product/107126_200w.jpg,3,1661,https://cpt.tcgcsv.com/xSS,2022-12-15T17:17:21.037,1,0.3,0.64,2.98,0.6,0.76,Reverse Holofoil,,7/162,Common,Grass,60,Basic,"[1] Nosh
<br>Heal 20 damage from this Pokemon.",Rx2,None,1,[2G] Seed Bomb (30),
107127,Chespin (8),Chespin 8,https://tcgplayer-cdn.tcgplayer.com/product/107127_200w.jpg,3,1661,https://cpt.tcgcsv.com/zSS,2022-12-15T17:17:27.21,1,0.05,0.25,1.49,0.26,0.35,Normal,,8/162,Common,Grass,60,Basic,[1] Work (10),Rx2,None,1,[2G] Seed Bomb (30),
107127,Chespin (8),Chespin 8,https://tcgplayer-cdn.tcgplayer.com/product/107127_200w.jpg,3,1661,https://cpt.tcgcsv.com/zSS,2022-12-15T17:17:27.21,1,0.24,0.69,3.98,0.65,,Reverse Holofoil,,8/162,Common,Grass,60,Basic,[1] Work (10),Rx2,None,1,[2G] Seed Bomb (30),
107128,Chespin (9),Chespin 9,https://tcgplayer-cdn.tcgplayer.com/product/107128_200w.jpg,3,1661,https://cpt.tcgcsv.com/BSS,2022-12-15T17:17:32.48,1,0.07,0.29,1.49,0.29,,Normal,,9/162,Common,Grass,60,Basic,"[G] Tree Climb 
<br>Search your deck for a Grass Energy card, reveal it, and put it into your hand. Shuffle your deck afterward.",Rx2,None,1,[2G] Seed Bomb (30),
107128,Chespin (9),Chespin 9,https://tcgplayer-cdn.tcgplayer.com/product/107128_200w.jpg,3,1661,https://cpt.tcgcsv.com/BSS,2022-12-15T17:17:32.48,1,0.19,0.75,2.79,0.82,,Reverse Holofoil,,9/162,Common,Grass,60,Basic,"[G] Tree Climb 
<br>Search your deck for a Grass Energy card, reveal it, and put it into your hand. Shuffle your deck afterward.",Rx2,None,1,[2G] Seed Bomb (30),
107129,Quilladin,Quilladin,https://tcgplayer-cdn.tcgplayer.com/product/107129_200w.jpg,3,1661,https://cpt.tcgcsv.com/CSS,2025-02-05T21:20:31.4,1,0.25,0.5,2.95,0.53,,Normal,,10/162,Uncommon,Grass,90,Stage 1,[1G] Tackle (20),Rx2,None,3,"[1GG] Pin Missile (40x)
<br>Flip 4 coins. This attack does 40 damage times the number of heads.",
107129,Quilladin,Quilladin,https://tcgplayer-cdn.tcgplayer.com/product/107129_200w.jpg,3,1661,https://cpt.tcgcsv.com/CSS,2025-02-05T21:20:31.4,1,0.5,0.81,1.19,0.81,,Reverse Holofoil,,10/162,Uncommon,Grass,90,Stage 1,[1G] Tackle (20),Rx2,None,3,"[1GG] Pin Missile (40x)
<br>Flip 4 coins. This attack does 40 damage times the number of heads.",
107130,Chesnaught,Chesnaught,https://tcgplayer-cdn.tcgplayer.com/product/107130_200w.jpg,3,1661,https://cpt.tcgcsv.com/DSS,2022-12-15T17:17:44.557,1,0.5,1.27,6.5,1.28,,Holofoil,,11/162,Holo Rare,Grass,160,Stage 2,"[1GG] Spike Lariat (60+)
<br>If your opponent's Active Pokemon already has damage counters on it, this attack does 60 more damage.",Rx2,None,4,"[2GG] Adamantine Press (100)
<br>During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 20 <i>(after applying Weakness and Resistance)</i>.",
107130,Chesnaught,Chesnaught,https://tcgplayer-cdn.tcgplayer.com/product/107130_200w.jpg,3,1661,https://cpt.tcgcsv.com/DSS,2022-12-15T17:17:44.557,1,0.9,2.0,3.97,2.0,,Reverse Holofoil,,11/162,Holo Rare,Grass,160,Stage 2,"[1GG] Spike Lariat (60+)
<br>If your opponent's Active Pokemon already has damage counters on it, this attack does 60 more damage.",Rx2,None,4,"[2GG] Adamantine Press (100)
<br>During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 20 <i>(after applying Weakness and Resistance)</i>.",
107131,Chesnaught BREAK,Chesnaught BREAK,https://tcgplayer-cdn.tcgplayer.com/product/107131_200w.jpg,3,1661,https://cpt.tcgcsv.com/FSS,2024-04-19T14:33:07.673,1,1.19,2.59,5.75,2.48,,Holofoil,"Chesnaught BREAK retains the attacks, Abilities, Weakness, Resistance, and Retreat Cost of its previous Evolution.",12/162,Ultra Rare,Grass,190,BREAK Evolution,"[2GG] Tough Hammer (160)
<br>This Pokémon does 30 damage to itself. This attack does 30 damage to 1 of your opponent's Benched Pokémon. <i>(Don't apply Weakness and Resistance for Benched Pokémon.)</i>",None,None,0,,
107132,Scatterbug,Scatterbug,https://tcgplayer-cdn.tcgplayer.com/product/107132_200w.jpg,3,1661,https://cpt.tcgcsv.com/GSS,2022-12-15T17:17:57.83,1,0.02,0.15,1.49,0.13,0.05,Normal,,13/162,Common,Grass,30,Basic,"[G] String Shot 
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Rx2,None,1,[1G] Tackle (20),
107132,Scatterbug,Scatterbug,https://tcgplayer-cdn.tcgplayer.com/product/107132_200w.jpg,3,1661,https://cpt.tcgcsv.com/GSS,2022-12-15T17:17:57.83,1,0.15,0.36,1.5,0.37,0.37,Reverse Holofoil,,13/162,Common,Grass,30,Basic,"[G] String Shot 
<br>Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Rx2,None,1,[1G] Tackle (20),
107133,Spewpa,Spewpa,https://tcgplayer-cdn.tcgplayer.com/product/107133_200w.jpg,3,1661,https://cpt.tcgcsv.com/HSS,2022-12-15T17:18:04.357,1,0.05,0.22,1.49,0.22,,Normal,,14/162,Uncommon,Grass,70,Stage 1,"[G] Protect
<br>Flip a coin. If heads, prevent the effects of all attacks, including damage, done to this Pokemon during your opponent's next turn.",Rx2,None,2,[1G] Tackle (30),
107133,Spewpa,Spewpa,https://tcgplayer-cdn.tcgplayer.com/product/107133_200w.jpg,3,1661,https://cpt.tcgcsv.com/HSS,2022-12-15T17:18:04.357,1,0.12,0.54,2.0,0.69,0.25,Reverse Holofoil,,14/162,Uncommon,Grass,70,Stage 1,"[G] Protect
<br>Flip a coin. If heads, prevent the effects of all attacks, including damage, done to this Pokemon during your opponent's next turn.",Rx2,None,2,[1G] Tackle (30),
