productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extResistance,extAttack3
83444,Abra,Abra,https://tcgplayer-cdn.tcgplayer.com/product/83444_200w.jpg,3,1372,https://cpt.tcgcsv.com/VnH,2022-12-01T20:01:24.467,1,046/144,Common,Psychic,40,Basic,"<em>Poké-BODY — Psychoflow</strong>
<br>
As long as there is a Psychic Energy card attached to Abra, its Retreat Cost is 0.",[2] Headbutt (20),P,1,14.99,18.49,30.0,12.7,,Normal,,,
83444,Abra,Abra,https://tcgplayer-cdn.tcgplayer.com/product/83444_200w.jpg,3,1372,https://cpt.tcgcsv.com/VnH,2022-12-01T20:01:24.467,1,046/144,Common,Psychic,40,Basic,"<em>Poké-BODY — Psychoflow</strong>
<br>
As long as there is a Psychic Energy card attached to Abra, its Retreat Cost is 0.",[2] Headbutt (20),P,1,27.0,88.5,149.99,44.0,,Reverse Holofoil,,,
83465,Aerodactyl,Aerodactyl,https://tcgplayer-cdn.tcgplayer.com/product/83465_200w.jpg,3,1372,https://cpt.tcgcsv.com/kpH,2022-12-01T20:02:53.783,1,001/144,Rare,Fighting,70,Stage 1,"<strong>Poké-POWER — Ancient Wind</strong>
<br>
Once during your turn <em>(before your attack)</em>, if Aerodactyl is your Active Pokémon, you may ignore all Poké-Bodies until the end of your turn. This power can't be used if Aerodactyl is affected by a Special Condition.","[1F] Rising Lunge (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage.",W,2,49.99,50.0,51.6,43.0,,Normal,,,
83465,Aerodactyl,Aerodactyl,https://tcgplayer-cdn.tcgplayer.com/product/83465_200w.jpg,3,1372,https://cpt.tcgcsv.com/kpH,2022-12-01T20:02:53.783,1,001/144,Rare,Fighting,70,Stage 1,"<strong>Poké-POWER — Ancient Wind</strong>
<br>
Once during your turn <em>(before your attack)</em>, if Aerodactyl is your Active Pokémon, you may ignore all Poké-Bodies until the end of your turn. This power can't be used if Aerodactyl is affected by a Special Condition.","[1F] Rising Lunge (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage.",W,2,59.99,95.0,130.0,78.0,,Reverse Holofoil,,,
83498,Alakazam (H1),Alakazam H1,https://tcgplayer-cdn.tcgplayer.com/product/83498_200w.jpg,3,1372,https://cpt.tcgcsv.com/-pH,2022-12-01T20:06:27.51,1,H01/H32,Holo Rare,Psychic,100,Stage 2,"<strong>Poké-POWER — Energy Jump</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may move an Energy card from 1 of your Pokémon to another of your Pokémon. This power can't be used if Alakazam is affected by a Special Condition.","[3] Psychic (30+)
<br>This attack does 30 damage plus 10 more damage for each energy card attached to the Defending Pokémon.",P,2,,,,,,,,,
83499,Alakazam (2),Alakazam 2,https://tcgplayer-cdn.tcgplayer.com/product/83499_200w.jpg,3,1372,https://cpt.tcgcsv.com/_pH,2022-12-01T20:06:45.257,1,002/144,Rare,Psychic,100,Stage 2,"<strong>Poké-POWER — Energy Jump</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may move an Energy card from 1 of your Pokémon to another of your Pokémon. This power can't be used if Alakazam is affected by a Special Condition.","[3] Psychic (30+)
<br>This attack does 30 damage plus 10 more damage for each energy card attached to the Defending Pokémon.",P,2,58.0,61.77,70.0,83.32,,Normal,,,
83499,Alakazam (2),Alakazam 2,https://tcgplayer-cdn.tcgplayer.com/product/83499_200w.jpg,3,1372,https://cpt.tcgcsv.com/_pH,2022-12-01T20:06:45.257,1,002/144,Rare,Psychic,100,Stage 2,"<strong>Poké-POWER — Energy Jump</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may move an Energy card from 1 of your Pokémon to another of your Pokémon. This power can't be used if Alakazam is affected by a Special Condition.","[3] Psychic (30+)
<br>This attack does 30 damage plus 10 more damage for each energy card attached to the Defending Pokémon.",P,2,105.55,105.55,105.55,157.5,,Reverse Holofoil,,,
83552,Ancient Ruins,Ancient Ruins,https://tcgplayer-cdn.tcgplayer.com/product/83552_200w.jpg,3,1372,https://cpt.tcgcsv.com/3rH,2022-12-01T20:13:17.987,1,119/144,Uncommon,Stadium,,,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn <em>(before he or she attacks)</em>, if he or she has not played a Supporter card, that player may reveal his or her hand to his or her opponent. If that player reveals his or her hand and there is no Supporter card there, that player draws a card.",,,,3.39,5.14,9.99,4.71,6.49,Normal,,,
83552,Ancient Ruins,Ancient Ruins,https://tcgplayer-cdn.tcgplayer.com/product/83552_200w.jpg,3,1372,https://cpt.tcgcsv.com/3rH,2022-12-01T20:13:17.987,1,119/144,Uncommon,Stadium,,,"This card stays in play when you play it. Discard this card if another Stadium card comes into play.
<br>
Once during each player's turn <em>(before he or she attacks)</em>, if he or she has not played a Supporter card, that player may reveal his or her hand to his or her opponent. If that player reveals his or her hand and there is no Supporter card there, that player draws a card.",,,,30.36,34.0,40.66,39.98,,Reverse Holofoil,,,
83564,Apricorn Maker,Apricorn Maker,https://tcgplayer-cdn.tcgplayer.com/product/83564_200w.jpg,3,1372,https://cpt.tcgcsv.com/jrH,2022-12-01T20:14:16.37,1,121/144,Uncommon,Supporter,,,"You can play only 1 Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card.
<br>
Search your deck for up to 2 Trainer cards with Ball in their names, show them to your opponent, and put them into your hand. Shuffle your deck afterward.",,,,7.81,9.98,10.99,7.67,,Normal,,,
