productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost
265515,Astral Radiance Build & Battle Stadium,Astral Radiance Build and Battle Stadium,https://tcgplayer-cdn.tcgplayer.com/product/265515_200w.jpg,3,3040,https://cpt.tcgcsv.com/kd83,2024-12-23T19:25:35.56,1,"The Build & Battle Stadium includes everything you need for two players to prepare and battle. Inside this box, you’ll find:
<br>
<br>• 2 individual Build & Battle Boxes, each containing a 40-card ready-to-play deck
<br>• Each deck includes 1 of 4 unique foil promo cards
<br>• 4 additional Pokémon TCG: Sword & Shield — Astral Radiance booster packs, so you get 12 in all
<br>• 121 Pokémon TCG Energy cards
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 acrylic condition markers
<br>• A collector’s box to hold everything",0820650850400,92.99,114.99,200.0,90.09,,Normal,,,,,,,,,,
265519,Astral Radiance Booster Box,Astral Radiance Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/265519_200w.jpg,3,3040,https://cpt.tcgcsv.com/pd83,2022-05-27T04:03:19.25,1,Each Sword & Shield— Astral Radiance booster box contains 36 booster packs. <em>(Each pack contains 10 random cards)</em>,,450.0,530.44,9999.99,405.54,,Normal,,,,,,,,,,
265520,Astral Radiance Booster Box Case,Astral Radiance Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/265520_200w.jpg,3,3040,https://cpt.tcgcsv.com/qd83,2022-05-27T04:03:19.25,1,Each sealed booster box case contains 6 booster boxes of 36 booster packs. <em>(Each pack contains 10 random cards)</em>,,3333.0,3678.96,9999.99,2230.23,,Normal,,,,,,,,,,
265521,Astral Radiance Booster Pack,Astral Radiance Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/265521_200w.jpg,3,3040,https://cpt.tcgcsv.com/rd83,2022-05-27T04:03:19.25,1,Each Astral Radiance booster pack contains 10 random cards.,,5.0,8.0,50.0,7.16,,Normal,,,,,,,,,,
265522,Astral Radiance Single Pack Blister [Toxel],Astral Radiance Single Pack Blister Toxel,https://tcgplayer-cdn.tcgplayer.com/product/265522_200w.jpg,3,3040,https://cpt.tcgcsv.com/sd83,2022-08-04T14:49:22.02,1,"Each blister comes with 1 Astral Radiance booster pack, a coin, and a promotional card of Toxel. Please note: the included coin may vary.",,7.0,11.85,29.99,7.28,,Normal,,,,,,,,,,
265523,Astral Radiance Single Pack Blister [Oricorio],Astral Radiance Single Pack Blister Oricorio,https://tcgplayer-cdn.tcgplayer.com/product/265523_200w.jpg,3,3040,https://cpt.tcgcsv.com/td83,2022-05-27T04:03:19.25,1,"Each blister comes with 1 Astral Radiance booster pack, a coin, and a promotional card of Oricorio.",,8.76,12.99,29.99,6.84,,Normal,,,,,,,,,,
265524,Astral Radiance 3 Pack Blister [Eevee],Astral Radiance 3 Pack Blister Eevee,https://tcgplayer-cdn.tcgplayer.com/product/265524_200w.jpg,3,3040,https://cpt.tcgcsv.com/vd83,2022-05-27T04:03:19.25,1,"Each 3 Pack blister comes with 3 Astral Radiance booster packs, 1 coin, and a promotional card of Eevee.",,29.0,34.99,99.99,26.66,,Normal,,,,,,,,,,
265525,Astral Radiance 3 Pack Blister [Sylveon],Astral Radiance 3 Pack Blister Sylveon,https://tcgplayer-cdn.tcgplayer.com/product/265525_200w.jpg,3,3040,https://cpt.tcgcsv.com/wd83,2022-05-27T04:03:19.25,1,"Each 3 Pack blister comes with 3 Astral Radiance booster packs, 1 coin, and a promotional card of Sylveon.",,29.49,35.0,99.99,29.08,,Normal,,,,,,,,,,
265526,Astral Radiance Sleeved Booster Pack,Astral Radiance Sleeved Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/265526_200w.jpg,3,3040,https://cpt.tcgcsv.com/xd83,2022-05-27T04:03:19.25,1,Each Astral Radiance sleeved booster pack contains 10 random cards.,,7.99,9.75,19.99,8.63,,Normal,,,,,,,,,,
265527,Astral Radiance Elite Trainer Box,Astral Radiance Elite Trainer Box,https://tcgplayer-cdn.tcgplayer.com/product/265527_200w.jpg,3,3040,https://cpt.tcgcsv.com/zd83,2022-05-27T04:03:19.25,1,"<em><strong>(This product is not the Pokemon Center Exclusive)</em></strong>
<br><br>THE POKÉMON TCG: SWORD & SHIELD — Astral Radiance ELITE TRAINER BOX includes:
<br>• 8 Pokémon TCG: Sword & Shield—Astral Radiance booster packs
<br>• 65 card sleeves featuring Darkrai
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide
<br>• A Pokémon TCG rulebook
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 acrylic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for the Pokémon Trading Card Game Online",,85.75,100.0,350.99,90.56,,Normal,,,,,,,,,,
265528,Astral Radiance Pokemon Center Elite Trainer Box (Exclusive),Astral Radiance Pokemon Center Elite Trainer Box Exclusive,https://tcgplayer-cdn.tcgplayer.com/product/265528_200w.jpg,3,3040,https://cpt.tcgcsv.com/Bd83,2025-02-04T20:12:02.34,1,"This Pokémon TCG: Sword & Shield—Astral Radiance Pokémon Center Elite Trainer Box can be found only at Pokémon Center and comes with exclusive accessories—an extra set of 65 card sleeves and a metallic coin—plus 10 booster packs (two more than in a standard Elite Trainer Box).
<br><br>• 10 Pokémon TCG: Sword & Shield—Astral Radiance booster packs
<br>• 65 card sleeves featuring Darkrai
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Sword & Shield—Astral Radiance expansion
<br>• A Pokémon TCG rulebook
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 1 metallic coin featuring Mew
<br>• 2 acrylic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for the Pokémon Trading Card Game Online",,180.0,220.0,550.0,161.42,,Normal,,,,,,,,,,
265529,Astral Radiance Build & Battle Box,Astral Radiance Build and Battle Box,https://tcgplayer-cdn.tcgplayer.com/product/265529_200w.jpg,3,3040,https://cpt.tcgcsv.com/Cd83,2022-05-27T04:03:19.25,1,"EACH POKÉMON TCG: SWORD & SHIELD—Astral Radiance BUILD & BATTLE BOX INCLUDES:
<br>• 40-card ready-to-play decks
<br>• 1 of 4 promo cards
<br>• 4 Pokémon TCG: Sword & Shield—Astral Radiance booster packs
<br>• 1 deck-building tip sheet",,30.0,35.0,100.0,33.14,,Normal,,,,,,,,,,
265542,Astral Radiance Booster Pack Art Bundle [Set of 5],Astral Radiance Booster Pack Art Bundle Set of 5,https://tcgplayer-cdn.tcgplayer.com/product/265542_200w.jpg,3,3040,https://cpt.tcgcsv.com/Sd83,2022-05-27T04:03:19.25,1,"Collect each of the 5 unique art packs for Astral Radiance.
<br>Each Astral Radiance booster pack contains 10 random cards.",,42.0,45.29,100.0,36.89,,Normal,,,,,,,,,,
265543,Astral Radiance Sleeved Booster Pack Art Bundle [Set of 5],Astral Radiance Sleeved Booster Pack Art Bundle Set of 5,https://tcgplayer-cdn.tcgplayer.com/product/265543_200w.jpg,3,3040,https://cpt.tcgcsv.com/Td83,2022-05-27T04:03:19.25,1,"Collect each of the 5 unique art packs for Astral Radiance.
<br>Each Darkness Ablaze booster pack contains 10 random cards.",,45.09,52.55,69.99,45.1,,Normal,,,,,,,,,,
265544,Astral Radiance Sleeved Booster Pack Bundle [Set of 8],Astral Radiance Sleeved Booster Pack Bundle Set of 8,https://tcgplayer-cdn.tcgplayer.com/product/265544_200w.jpg,3,3040,https://cpt.tcgcsv.com/Vd83,2022-05-27T04:03:19.25,1,"Contains 8 Sleeved Booster Packs of Sword & Shield—Astral Radiance.
<br>Each Sword & Shield—Astral Radiance sleeved booster pack contains 10 random cards.",,,,,,,,,,,,,,,,,
