productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extResistance
83447,Abra,Abra,https://tcgplayer-cdn.tcgplayer.com/product/83447_200w.jpg,3,1375,https://cpt.tcgcsv.com/ZnH,2022-11-29T20:50:32.77,1,093/165,Common,Psychic,40,Basic,[1] Scratch (10),"[P] Confuse Ray
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",P,1,0.3,1.87,4.99,1.9,,Normal,,
83447,Abra,Abra,https://tcgplayer-cdn.tcgplayer.com/product/83447_200w.jpg,3,1375,https://cpt.tcgcsv.com/ZnH,2022-11-29T20:50:32.77,1,093/165,Common,Psychic,40,Basic,[1] Scratch (10),"[P] Confuse Ray
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",P,1,21.0,40.18,49.99,39.49,,Reverse Holofoil,,
83497,Alakazam (1),Alakazam 1,https://tcgplayer-cdn.tcgplayer.com/product/83497_200w.jpg,3,1375,https://cpt.tcgcsv.com/ZpH,2022-11-29T20:49:49.537,1,001/165,Holo Rare,Psychic,100,Stage 2,"[2P] Syncroblast (80)
<br>If Alakazam and the Defending Pokémon don't have the same number of Energy cards attached to them, this attack's base damage is 20 instead of 80.",,P,2,220.0,235.0,250.0,222.49,,Holofoil,"<strong>Poké-POWER — Psymimic</strong
<br>
Once during your turn, instead of Alakazam's normal attack, you may choose 1 of your opponent's Pokémon's attacks. Alakazam copies that attack including its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. <em>(No matter what type that Pokémon is, Alakazam's type is still Psychic.) This power can't be used if Alakazam is affected by a Special Condition.",
83497,Alakazam (1),Alakazam 1,https://tcgplayer-cdn.tcgplayer.com/product/83497_200w.jpg,3,1375,https://cpt.tcgcsv.com/ZpH,2022-11-29T20:49:49.537,1,001/165,Holo Rare,Psychic,100,Stage 2,"[2P] Syncroblast (80)
<br>If Alakazam and the Defending Pokémon don't have the same number of Energy cards attached to them, this attack's base damage is 20 instead of 80.",,P,2,125.0,200.0,248.39,46.35,,Reverse Holofoil,"<strong>Poké-POWER — Psymimic</strong
<br>
Once during your turn, instead of Alakazam's normal attack, you may choose 1 of your opponent's Pokémon's attacks. Alakazam copies that attack including its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. <em>(No matter what type that Pokémon is, Alakazam's type is still Psychic.) This power can't be used if Alakazam is affected by a Special Condition.",
83500,Alakazam (33),Alakazam 33,https://tcgplayer-cdn.tcgplayer.com/product/83500_200w.jpg,3,1375,https://cpt.tcgcsv.com/0qH,2022-11-29T20:51:34.59,1,033/165,Rare,Psychic,100,Stage 2,"[2P] Syncroblast (80)
<br>If Alakazam and the Defending Pokémon don't have the same number of Energy cards attached to them, this attack's base damage is 20 instead of 80.",,P,2,5.14,9.1,44.0,10.08,,Normal,"<strong>Poké-POWER — Psymimic</strong
<br>
Once during your turn, instead of Alakazam's normal attack, you may choose 1 of your opponent's Pokémon's attacks. Alakazam copies that attack including its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. <em>(No matter what type that Pokémon is, Alakazam's type is still Psychic.) This power can't be used if Alakazam is affected by a Special Condition.",
83500,Alakazam (33),Alakazam 33,https://tcgplayer-cdn.tcgplayer.com/product/83500_200w.jpg,3,1375,https://cpt.tcgcsv.com/0qH,2022-11-29T20:51:34.59,1,033/165,Rare,Psychic,100,Stage 2,"[2P] Syncroblast (80)
<br>If Alakazam and the Defending Pokémon don't have the same number of Energy cards attached to them, this attack's base damage is 20 instead of 80.",,P,2,36.0,55.5,75.0,38.0,,Reverse Holofoil,"<strong>Poké-POWER — Psymimic</strong
<br>
Once during your turn, instead of Alakazam's normal attack, you may choose 1 of your opponent's Pokémon's attacks. Alakazam copies that attack including its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. <em>(No matter what type that Pokémon is, Alakazam's type is still Psychic.) This power can't be used if Alakazam is affected by a Special Condition.",
83538,Ampharos (2),Ampharos 2,https://tcgplayer-cdn.tcgplayer.com/product/83538_200w.jpg,3,1375,https://cpt.tcgcsv.com/NqH,2022-11-29T20:56:21.627,1,002/165,Holo Rare,Lightning,100,Stage 2,"[2LL] Lightning Strike (40)
<br>You may discard all Lightning Energy cards attached to Ampharos. If you do, this attack's base damage is 80 instead of 40.",,F,2,68.04,75.0,199.99,111.12,,Holofoil,"<strong>Poké-POWER — Energy Connect</strong>
<br>
As often as you like during your turn <em>(before your attack)</em>, you may take a basic Energy card attached to 1 of your Benched Pokémon and attach it to your Active Pokémon. This power can't be used if Ampharos is affected by a Special Condition.",
83538,Ampharos (2),Ampharos 2,https://tcgplayer-cdn.tcgplayer.com/product/83538_200w.jpg,3,1375,https://cpt.tcgcsv.com/NqH,2022-11-29T20:56:21.627,1,002/165,Holo Rare,Lightning,100,Stage 2,"[2LL] Lightning Strike (40)
<br>You may discard all Lightning Energy cards attached to Ampharos. If you do, this attack's base damage is 80 instead of 40.",,F,2,29.0,39.1,49.2,39.68,,Reverse Holofoil,"<strong>Poké-POWER — Energy Connect</strong>
<br>
As often as you like during your turn <em>(before your attack)</em>, you may take a basic Energy card attached to 1 of your Benched Pokémon and attach it to your Active Pokémon. This power can't be used if Ampharos is affected by a Special Condition.",
83539,Ampharos (34),Ampharos 34,https://tcgplayer-cdn.tcgplayer.com/product/83539_200w.jpg,3,1375,https://cpt.tcgcsv.com/PqH,2022-11-29T20:57:01.677,1,034/165,Rare,Lightning,100,Stage 2,"[2LL] Lightning Strike (40)
<br>You may discard all Lightning Energy cards attached to Ampharos. If you do, this attack's base damage is 80 instead of 40.",,F,2,13.0,15.77,20.0,8.69,,Normal,"<strong>Poké-POWER — Energy Connect</strong>
<br>
As often as you like during your turn <em>(before your attack)</em>, you may take a basic Energy card attached to 1 of your Benched Pokémon and attach it to your Active Pokémon. This power can't be used if Ampharos is affected by a Special Condition.",
83539,Ampharos (34),Ampharos 34,https://tcgplayer-cdn.tcgplayer.com/product/83539_200w.jpg,3,1375,https://cpt.tcgcsv.com/PqH,2022-11-29T20:57:01.677,1,034/165,Rare,Lightning,100,Stage 2,"[2LL] Lightning Strike (40)
<br>You may discard all Lightning Energy cards attached to Ampharos. If you do, this attack's base damage is 80 instead of 40.",,F,2,14.66,17.79,19.88,20.47,,Reverse Holofoil,"<strong>Poké-POWER — Energy Connect</strong>
<br>
As often as you like during your turn <em>(before your attack)</em>, you may take a basic Energy card attached to 1 of your Benched Pokémon and attach it to your Active Pokémon. This power can't be used if Ampharos is affected by a Special Condition.",
