productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extResistance,extCardText
180449,Horsea - 3/12,Horsea 3 12,https://tcgplayer-cdn.tcgplayer.com/product/180449_200w.jpg,3,2364,https://cpt.tcgcsv.com/_bs2,2022-09-23T15:49:35.59,1,003/012,Promo,Water,60,Basic,"[W] Water Arrow
<br>This attack does 10 damage to 1 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",Gx2,1,4.96,13.96,25.0,12.22,,Holofoil,,,
180450,Growlithe - 1/12,Growlithe 1 12,https://tcgplayer-cdn.tcgplayer.com/product/180450_200w.jpg,3,2364,https://cpt.tcgcsv.com/0cs2,2022-09-23T15:48:13.577,1,001/012,Promo,Fire,80,Basic,"[2R] Take Down (60)
<br>This Pokémon does 20 damage to itself.",Wx2,2,3.0,4.99,1000.0,6.77,,Holofoil,,,
180451,Psyduck - 2/12,Psyduck 2 12,https://tcgplayer-cdn.tcgplayer.com/product/180451_200w.jpg,3,2364,https://cpt.tcgcsv.com/2cs2,2022-09-23T15:57:44.117,1,002/012,Promo,Water,70,Basic,"[1] Confusion Wave
<br>Both Active Pokémon are now Confused.",Gx2,2,20.86,38.3,1000.0,44.16,,Holofoil,,,
180452,Pikachu - 4/12,Pikachu 4 12,https://tcgplayer-cdn.tcgplayer.com/product/180452_200w.jpg,3,2364,https://cpt.tcgcsv.com/3cs2,2022-12-19T20:47:47.73,1,004/012,Promo,Lightning,60,Basic,"[1] Pika Draw
<br>Draw a card.",Fx2,1,7.5,10.3,22.39,19.02,,Holofoil,"[2] Quick Attack (20+)
<br>Flip a coin. If heads, this attack does 20 more damage.",M-20,
180453,Slowpoke - 5/12,Slowpoke 5 12,https://tcgplayer-cdn.tcgplayer.com/product/180453_200w.jpg,3,2364,https://cpt.tcgcsv.com/5cs2,2022-09-23T15:59:45.83,1,005/012,Promo,Psychic,70,Basic,[1] Headbutt (10),Px2,3,7.49,8.13,20.98,15.55,,Holofoil,"[2P] Whimsy Tackle (60)
<br>Flip a coin. If tails, this attack does nothing.",,
180454,Machop - 6/12,Machop 6 12,https://tcgplayer-cdn.tcgplayer.com/product/180454_200w.jpg,3,2364,https://cpt.tcgcsv.com/6cs2,2022-09-23T15:50:39.337,1,006/012,Promo,Fighting,60,Basic,[1F] Dynamic Chop (50),Px2,2,1.5,3.35,7.69,4.97,,Holofoil,,,
180455,Cubone - 7/12,Cubone 7 12,https://tcgplayer-cdn.tcgplayer.com/product/180455_200w.jpg,3,2364,https://cpt.tcgcsv.com/7cs2,2022-09-23T15:43:33.983,1,007/012,Promo,Fighting,70,Basic,"[1] Leer
<br>Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Gx2,2,11.82,12.84,23.36,20.56,,Holofoil,[2] Headbutt (20),,
180456,Magnemite - 8/12,Magnemite 8 12,https://tcgplayer-cdn.tcgplayer.com/product/180456_200w.jpg,3,2364,https://cpt.tcgcsv.com/8cs2,2022-09-23T15:52:42.02,1,008/012,Promo,Metal,60,Basic,"[1] Searching Magnet
<br>Search your deck for up to 3 Metal Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.",Rx2,1,0.9,1.35,4.99,2.42,,Holofoil,[M] Tackle (10),P-20,
180457,Dratini - 9/12,Dratini 9 12,https://tcgplayer-cdn.tcgplayer.com/product/180457_200w.jpg,3,2364,https://cpt.tcgcsv.com/9cs2,2022-09-23T15:44:56.07,1,009/012,Promo,Dragon,60,Basic,"[G] Signs of Evolution
<br>Search your deck for a Dratini, a Dragonair, and a Dragonite, reveal them, and put them into your hand. Then, shuffle your deck.",Yx2,2,4.49,11.4,18.0,11.92,,Holofoil,[L] Tail Smack (10),,
180458,Chansey - 10/12,Chansey 10 12,https://tcgplayer-cdn.tcgplayer.com/product/180458_200w.jpg,3,2364,https://cpt.tcgcsv.com/bcs2,2022-09-23T15:42:07.377,1,010/012,Promo,Colorless,110,Basic,"[2] Bind Wound
<br>Flip a coin. If heads, heal 30 damage from 1 of your Pokémon.",Fx2,2,0.7,2.39,3.71,2.74,,Holofoil,[4] Hammer In (80),,
180459,Eevee - 11/12,Eevee 11 12,https://tcgplayer-cdn.tcgplayer.com/product/180459_200w.jpg,3,2364,https://cpt.tcgcsv.com/ccs2,2022-09-23T15:46:26.093,1,011/012,Promo,Colorless,60,Basic,"[1] Quick Draw
<br>Flip a coin. If heads, draw a card.",Fx2,2,8.75,10.49,13.51,10.51,,Holofoil,,,"<strong>Ability — Energy Evolution</strong>
<br>When you attach a basic Energy card from your hand to this Pokémon during your turn, you may search your deck for a card that evolves from this Pokémon that is the same type as that Energy card and put it onto this Pokémon to evolve it. Then, shuffle your deck."
180460,Porygon - 12/12,Porygon 12 12,https://tcgplayer-cdn.tcgplayer.com/product/180460_200w.jpg,3,2364,https://cpt.tcgcsv.com/dcs2,2022-09-23T15:56:22.153,1,012/012,Promo,Colorless,60,Basic,"[1] Code Check
<br>Look at 1 of your opponent's face-down Prize cards.",Fx2,1,4.16,4.55,1000.0,4.23,,Holofoil,[1] Beam (10),,
