productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extResistance
83684,Azumarill,Azumarill,https://tcgplayer-cdn.tcgplayer.com/product/83684_200w.jpg,3,1430,https://cpt.tcgcsv.com/JtH,2024-12-15T05:38:35.587,1,18/130,Rare,Water,80,Stage 1,"[1] Defense Curl
<br>
Flip a coin. If heads, prevent all damage done to Azumarill during your opponent's next turn.","[WW] Bubble Pump (40+)
<br>
If Azumarill has 3 or more Energy attached to it, this attack does 40 damage plus 20 more damage. If Azurill is anywhere under Azumarill, flip a coin. If heads, the Defending Pokémon is now Paralyzed.",L+20,2,0.5,0.99,3.98,1.13,0.94,Normal,,
83684,Azumarill,Azumarill,https://tcgplayer-cdn.tcgplayer.com/product/83684_200w.jpg,3,1430,https://cpt.tcgcsv.com/JtH,2024-12-15T05:38:35.587,1,18/130,Rare,Water,80,Stage 1,"[1] Defense Curl
<br>
Flip a coin. If heads, prevent all damage done to Azumarill during your opponent's next turn.","[WW] Bubble Pump (40+)
<br>
If Azumarill has 3 or more Energy attached to it, this attack does 40 damage plus 20 more damage. If Azurill is anywhere under Azumarill, flip a coin. If heads, the Defending Pokémon is now Paralyzed.",L+20,2,1.69,2.0,8.98,3.17,,Reverse Holofoil,,
83690,Azurill,Azurill,https://tcgplayer-cdn.tcgplayer.com/product/83690_200w.jpg,3,1430,https://cpt.tcgcsv.com/QtH,2023-09-25T18:21:14.787,1,69/130,Common,Colorless,40,Basic,"[0] Delivery
<br>
Put any 1 card from your discard pile into your hand.",,F+10,1,3.5,3.5,3.5,3.94,,Normal,"<strong>Poké-POWER — Baby Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put Marill from your hand onto Azurill (this counts as evolving Azurill) and remove all damage counters from Azurill.",
83758,Beautifly,Beautifly,https://tcgplayer-cdn.tcgplayer.com/product/83758_200w.jpg,3,1430,https://cpt.tcgcsv.com/bwH,2023-09-25T17:26:29.697,1,19/130,Rare,Grass,100,Stage 2,"[2] Whirlwind (30)
<br>
Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.","[2GG] Giga Drain (50)
<br>After your attack, remove from Beautifly the number of damage counters equal to the damage you did to the Defending Pokémon.",R+20,1,0.25,0.87,3.98,1.03,,Normal,,F-20
83758,Beautifly,Beautifly,https://tcgplayer-cdn.tcgplayer.com/product/83758_200w.jpg,3,1430,https://cpt.tcgcsv.com/bwH,2023-09-25T17:26:29.697,1,19/130,Rare,Grass,100,Stage 2,"[2] Whirlwind (30)
<br>
Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.","[2GG] Giga Drain (50)
<br>After your attack, remove from Beautifly the number of damage counters equal to the damage you did to the Defending Pokémon.",R+20,1,0.96,1.66,3.57,2.49,,Reverse Holofoil,,F-20
83817,Bibarel,Bibarel,https://tcgplayer-cdn.tcgplayer.com/product/83817_200w.jpg,3,1430,https://cpt.tcgcsv.com/mxH,2023-09-25T17:27:05.477,1,20/130,Rare,Colorless,100,Stage 1,"[1] Rest
<br>
Remove all Special Conditions and 4 damage counters from Bibarel. Bibarel is now Asleep.","[3] Take Down (60)
<br>
Bibarel does 10 damage to itself.",F+20,2,0.99,1.95,4.98,2.11,,Normal,,
83817,Bibarel,Bibarel,https://tcgplayer-cdn.tcgplayer.com/product/83817_200w.jpg,3,1430,https://cpt.tcgcsv.com/mxH,2023-09-25T17:27:05.477,1,20/130,Rare,Colorless,100,Stage 1,"[1] Rest
<br>
Remove all Special Conditions and 4 damage counters from Bibarel. Bibarel is now Asleep.","[3] Take Down (60)
<br>
Bibarel does 10 damage to itself.",F+20,2,1.24,2.34,5.97,3.67,,Reverse Holofoil,,
83824,Bidoof,Bidoof,https://tcgplayer-cdn.tcgplayer.com/product/83824_200w.jpg,3,1430,https://cpt.tcgcsv.com/vxH,2023-09-25T18:21:17.373,1,70/130,Common,Colorless,50,Basic,"[1] Amnesia
<br>Choose 1 of the Defending Pokémon's attacks. That Pokémon can't use that attack during your opponent's next turn.","[1] Scavenge
<br>
Search your discard pile for a Trainer card, show it to your opponent, and put it into your hand.",F+10,1,0.15,0.99,1.19,0.97,,Normal,,
83824,Bidoof,Bidoof,https://tcgplayer-cdn.tcgplayer.com/product/83824_200w.jpg,3,1430,https://cpt.tcgcsv.com/vxH,2023-09-25T18:21:17.373,1,70/130,Common,Colorless,50,Basic,"[1] Amnesia
<br>Choose 1 of the Defending Pokémon's attacks. That Pokémon can't use that attack during your opponent's next turn.","[1] Scavenge
<br>
Search your discard pile for a Trainer card, show it to your opponent, and put it into your hand.",F+10,1,0.35,1.0,4.99,2.28,,Reverse Holofoil,,
83936,Bonsly,Bonsly,https://tcgplayer-cdn.tcgplayer.com/product/83936_200w.jpg,3,1430,https://cpt.tcgcsv.com/LBH,2023-09-25T18:21:22.357,1,71/130,Common,Fighting,40,Basic,"[0] Fake Tears
<br>
Flip a coin. If heads, your opponent can't play any Trainer cards from his or her hand during your opponent's next turn, and any damage done to Bonsly by attacks is reduced by 30 <em>(after applying Weakness and Resistance)</em>.",,G+10,1,6.01,8.01,15.9,9.77,,Normal,"<strong>Poké-POWER — Baby Evolution</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may put Sudowoodo from your hand onto Bonsly (this counts as evolving Bonsly) and remove all damage counters from Bonsly.",
