productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extResistance,extCardText
83442,Abomasnow,Abomasnow,https://tcgplayer-cdn.tcgplayer.com/product/83442_200w.jpg,3,1370,https://cpt.tcgcsv.com/SnH,2023-01-09T21:16:43.107,1,26/101,Uncommon,Water,120,Stage 1,[GG] Razor Leaf (40),[1GG] Bang Heads (80) Both this Pokemon and the Defending Pokemon are now Confused.,Mx2,2,0.14,0.29,1.0,0.24,,Normal,,
83442,Abomasnow,Abomasnow,https://tcgplayer-cdn.tcgplayer.com/product/83442_200w.jpg,3,1370,https://cpt.tcgcsv.com/SnH,2023-01-09T21:16:43.107,1,26/101,Uncommon,Water,120,Stage 1,[GG] Razor Leaf (40),[1GG] Bang Heads (80) Both this Pokemon and the Defending Pokemon are now Confused.,Mx2,2,0.28,0.5,2.02,0.61,,Reverse Holofoil,,
83461,Accelgor (Team Plasma),Accelgor Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/83461_200w.jpg,3,1370,https://cpt.tcgcsv.com/fpH,2023-01-09T21:12:15.933,1,8/101,Rare,Grass,80,Stage 1,"[1] Retribution (20) If an Escavalier you had in play was Knocked Out by damage from an opponent's attack during his or her last turn, put all Energy attached to the Defending Pokemon into your opponent's hand.",[1G] Signal Beam (30) The Defending Pokemon is now confused.,Rx2,0,0.2,0.46,1.25,0.4,,Normal,,
83461,Accelgor (Team Plasma),Accelgor Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/83461_200w.jpg,3,1370,https://cpt.tcgcsv.com/fpH,2023-01-09T21:12:15.933,1,8/101,Rare,Grass,80,Stage 1,"[1] Retribution (20) If an Escavalier you had in play was Knocked Out by damage from an opponent's attack during his or her last turn, put all Energy attached to the Defending Pokemon into your opponent's hand.",[1G] Signal Beam (30) The Defending Pokemon is now confused.,Rx2,0,0.24,0.64,3.98,0.79,0.41,Reverse Holofoil,,
83482,Aggron,Aggron,https://tcgplayer-cdn.tcgplayer.com/product/83482_200w.jpg,3,1370,https://cpt.tcgcsv.com/GpH,2023-01-09T21:25:06.883,1,59/101,Rare,Metal,140,Stage 2,[1M] Knock Back (50) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,[2MM] Aura of the Land (80) Does 20 damage to each Benched Pokemon (both your and your opponent's).  (Don't apply Weakness and Resistance for Benched Pokemon.),Rx2,4,0.39,0.69,2.0,0.73,,Normal,P-20,
83482,Aggron,Aggron,https://tcgplayer-cdn.tcgplayer.com/product/83482_200w.jpg,3,1370,https://cpt.tcgcsv.com/GpH,2023-01-09T21:25:06.883,1,59/101,Rare,Metal,140,Stage 2,[1M] Knock Back (50) Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.,[2MM] Aura of the Land (80) Does 20 damage to each Benched Pokemon (both your and your opponent's).  (Don't apply Weakness and Resistance for Benched Pokemon.),Rx2,4,0.87,1.85,4.99,1.95,,Reverse Holofoil,P-20,
83608,Archen,Archen,https://tcgplayer-cdn.tcgplayer.com/product/83608_200w.jpg,3,1370,https://cpt.tcgcsv.com/bsH,2023-07-08T15:47:46.067,1,53/101,Uncommon,Fighting,70,Restored,[2] Wing Attack (20),,Gx2,1,0.3,0.69,1.99,0.87,0.5,Normal,,"Prehistoric Call - Once during your turn (before your attack), if this Pokemon is in your discard pile, you may put this Pokemon on the bottom of your deck.  (Ability)"
83608,Archen,Archen,https://tcgplayer-cdn.tcgplayer.com/product/83608_200w.jpg,3,1370,https://cpt.tcgcsv.com/bsH,2023-07-08T15:47:46.067,1,53/101,Uncommon,Fighting,70,Restored,[2] Wing Attack (20),,Gx2,1,0.45,0.74,1.5,0.78,,Reverse Holofoil,,"Prehistoric Call - Once during your turn (before your attack), if this Pokemon is in your discard pile, you may put this Pokemon on the bottom of your deck.  (Ability)"
83611,Archeops,Archeops,https://tcgplayer-cdn.tcgplayer.com/product/83611_200w.jpg,3,1370,https://cpt.tcgcsv.com/fsH,2023-01-09T21:24:18.527,1,54/101,Holo Rare,Fighting,120,Stage 1,[F] Acrobatics (20+) Flip 2 coins.  This attack does 20 more damage for each heads.,"[FF] Swift Dive (100) If this Pokemon's remaining HP is 50 or less, this attack's base damage is 50.",Gx2,0,1.0,1.48,2.99,1.73,,Holofoil,,
83611,Archeops,Archeops,https://tcgplayer-cdn.tcgplayer.com/product/83611_200w.jpg,3,1370,https://cpt.tcgcsv.com/fsH,2023-01-09T21:24:18.527,1,54/101,Holo Rare,Fighting,120,Stage 1,[F] Acrobatics (20+) Flip 2 coins.  This attack does 20 more damage for each heads.,"[FF] Swift Dive (100) If this Pokemon's remaining HP is 50 or less, this attack's base damage is 50.",Gx2,0,1.09,4.99,10.95,5.16,,Reverse Holofoil,,
83641,Aron,Aron,https://tcgplayer-cdn.tcgplayer.com/product/83641_200w.jpg,3,1370,https://cpt.tcgcsv.com/RsH,2023-01-09T21:24:47.387,1,57/101,Common,Metal,60,Basic,[M] Iron Head (10x) Flip a coin until you get tails.  This attack does 10 damage times the number of heads.,[2M] Headbutt (30),Rx2,2,0.04,0.22,1.41,0.2,,Normal,P-20,
83641,Aron,Aron,https://tcgplayer-cdn.tcgplayer.com/product/83641_200w.jpg,3,1370,https://cpt.tcgcsv.com/RsH,2023-01-09T21:24:47.387,1,57/101,Common,Metal,60,Basic,[M] Iron Head (10x) Flip a coin until you get tails.  This attack does 10 damage times the number of heads.,[2M] Headbutt (30),Rx2,2,0.21,0.62,1.0,0.62,,Reverse Holofoil,P-20,
83672,Axew,Axew,https://tcgplayer-cdn.tcgplayer.com/product/83672_200w.jpg,3,1370,https://cpt.tcgcsv.com/stH,2023-01-09T21:26:26.833,1,67/101,Common,Dragon,50,Basic,"[1] Strong Bond - Search your deck for a Supporter card named Iris, reveal it, and put it into your hand.  Shuffle your deck afterward.",[FM] Dragon Claw (20),Ox2,1,0.11,0.25,1.49,0.25,0.22,Normal,,
83672,Axew,Axew,https://tcgplayer-cdn.tcgplayer.com/product/83672_200w.jpg,3,1370,https://cpt.tcgcsv.com/stH,2023-01-09T21:26:26.833,1,67/101,Common,Dragon,50,Basic,"[1] Strong Bond - Search your deck for a Supporter card named Iris, reveal it, and put it into your hand.  Shuffle your deck afterward.",[FM] Dragon Claw (20),Ox2,1,0.35,0.49,1.0,0.44,,Reverse Holofoil,,
83676,Azelf,Azelf,https://tcgplayer-cdn.tcgplayer.com/product/83676_200w.jpg,3,1370,https://cpt.tcgcsv.com/xtH,2023-01-09T21:19:55.17,1,38/101,Rare,Psychic,60,Basic,[1] Trading Places - Switch this Pokemon with 1 of your Benched Pokemon.,[2P] Psyjamming - Move as many Special Energy attached to your opponent's Pokemon to your opponent's other Pokemon in any way you like.,Px2,1,0.2,0.45,2.98,0.46,,Normal,,
83676,Azelf,Azelf,https://tcgplayer-cdn.tcgplayer.com/product/83676_200w.jpg,3,1370,https://cpt.tcgcsv.com/xtH,2023-01-09T21:19:55.17,1,38/101,Rare,Psychic,60,Basic,[1] Trading Places - Switch this Pokemon with 1 of your Benched Pokemon.,[2P] Psyjamming - Move as many Special Energy attached to your opponent's Pokemon to your opponent's other Pokemon in any way you like.,Px2,1,0.55,1.01,6.49,0.96,,Reverse Holofoil,,
