productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
236257,Chilling Reign Booster Pack,Chilling Reign Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/236257_200w.jpg,3,2807,https://cpt.tcgcsv.com/9wV2,2022-02-25T15:31:57.263,1,Each Chilling Reign booster pack contains 10 random cards.,0820650808463,5.48,9.99,20.0,8.77,,Normal,,,,,,,,,,
236258,Chilling Reign Booster Box,Chilling Reign Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/236258_200w.jpg,3,2807,https://cpt.tcgcsv.com/bwV2,2021-06-18T04:03:13.16,1,Each Chilling Reign booster box contains 36 booster packs. <em>(Each pack contains 10 random cards)</em>,0820650818462,549.99,610.0,1685.0,570.67,,Normal,,,,,,,,,,
236259,Chilling Reign Booster Box Case,Chilling Reign Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/236259_200w.jpg,3,2807,https://cpt.tcgcsv.com/cwV2,2021-06-18T04:03:13.16,1,Each sealed booster box case contains 6 booster boxes of 36 booster packs. <em>(Each pack contains 10 random cards)</em>,0820650818461,3900.0,4998.49,9999.99,2940.04,,Normal,,,,,,,,,,
236260,Chilling Reign Elite Trainer Box [Ice Rider Calyrex],Chilling Reign Elite Trainer Box Ice Rider Calyrex,https://tcgplayer-cdn.tcgplayer.com/product/236260_200w.jpg,3,2807,https://cpt.tcgcsv.com/dwV2,2021-06-18T12:39:22.457,1,"THE POKÉMON TCG: SWORD & SHIELD — CHILLING REIGN ELITE TRAINER BOX includes:
<br>• 8 Pokémon TCG: Sword & Shield—Chilling Reign booster packs
<br>• 65 card sleeves featuring Ice Rider Calyrex
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Sword & Shield—Chilling Reign expansion
<br>• A Pokémon TCG rulebook
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 acrylic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for the Pokémon Trading Card Game Online",0820650808630,100.0,135.0,249.99,94.86,,Normal,,,,,,,,,,
236261,Chilling Reign Elite Trainer Box [Shadow Rider Calyrex],Chilling Reign Elite Trainer Box Shadow Rider Calyrex,https://tcgplayer-cdn.tcgplayer.com/product/236261_200w.jpg,3,2807,https://cpt.tcgcsv.com/fwV2,2021-06-18T12:39:55.877,1,"THE POKÉMON TCG: SWORD & SHIELD — CHILLING REIGN ELITE TRAINER BOX includes:
<br>• 8 Pokémon TCG: Sword & Shield—Chilling Reign booster packs
<br>• 65 card sleeves featuring Shadow Rider Calyrex
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Sword & Shield—Chilling Reign expansion
<br>• A Pokémon TCG rulebook
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 acrylic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for the Pokémon Trading Card Game Online",0820650808630,98.66,137.49,249.99,98.66,,Normal,,,,,,,,,,
236263,Chilling Reign Elite Trainer Box Case,Chilling Reign Elite Trainer Box Case,https://tcgplayer-cdn.tcgplayer.com/product/236263_200w.jpg,3,2807,https://cpt.tcgcsv.com/hwV2,2021-06-18T04:03:13.16,1,Each sealed Elite Trainer Box case contains 10 Elite Trainer Boxes <em>(5 of each variety.)</em>,0820650828638,1974.5,1974.5,1974.5,1121.25,,Normal,,,,,,,,,,
236265,Chilling Reign Build & Battle Box,Chilling Reign Build and Battle Box,https://tcgplayer-cdn.tcgplayer.com/product/236265_200w.jpg,3,2807,https://cpt.tcgcsv.com/kwV2,2021-06-18T04:03:13.16,1,"EACH POKÉMON TCG: SWORD & SHIELD—CHILLING REIGN BUILD & BATTLE BOX INCLUDES:
<br>• A 23-card Evolution pack featuring key cards from current and prior sets, including 1 of 4 alternate-art promo cards
<br>• 4 Pokémon TCG: Sword & Shield—Chilling Reign booster packs
<br>• 1 deck-building tip sheet",0820650808609,48.01,59.0,79.99,41.17,,Normal,,,,,,,,,,
236266,Chilling Reign Build & Battle Box Display,Chilling Reign Build and Battle Box Display,https://tcgplayer-cdn.tcgplayer.com/product/236266_200w.jpg,3,2807,https://cpt.tcgcsv.com/lwV2,2023-05-03T19:15:42.477,1,Each display contains 10 Chilling Reign Build & Battle Boxes.,820650818608,788.0,809.0,830.0,409.59,,Normal,,,,,,,,,,
236268,Chilling Reign 3 Pack Blister [Eevee],Chilling Reign 3 Pack Blister Eevee,https://tcgplayer-cdn.tcgplayer.com/product/236268_200w.jpg,3,2807,https://cpt.tcgcsv.com/nwV2,2021-06-18T04:03:13.16,1,"Each 3 Pack blister comes with 3 Chilling Reign booster packs, 1 coin, and a promotional card of Eevee.",0820650808500,40.0,51.97,99.99,36.38,,Normal,,,,,,,,,,
236269,Chilling Reign 3 Pack Blister [Snorlax],Chilling Reign 3 Pack Blister Snorlax,https://tcgplayer-cdn.tcgplayer.com/product/236269_200w.jpg,3,2807,https://cpt.tcgcsv.com/pwV2,2021-06-18T04:03:13.16,1,"Each 3 Pack blister comes with 3 Chilling Reign booster packs, 1 coin, and a promotional card of Snorlax.",0820650808500,40.0,47.95,100.0,39.52,,Normal,,,,,,,,,,
236272,Chilling Reign Single Pack Blister [Phanpy],Chilling Reign Single Pack Blister Phanpy,https://tcgplayer-cdn.tcgplayer.com/product/236272_200w.jpg,3,2807,https://cpt.tcgcsv.com/swV2,2021-06-18T04:03:13.16,1,"Each blister comes with 1 Chilling Reign booster pack, a coin, and a promotional card of Phanpy.",0820650806568,11.69,14.95,30.0,12.71,,Normal,,,,,,,,,,
236273,Chilling Reign Single Pack Blister [Morpeko],Chilling Reign Single Pack Blister Morpeko,https://tcgplayer-cdn.tcgplayer.com/product/236273_200w.jpg,3,2807,https://cpt.tcgcsv.com/twV2,2021-06-18T04:03:13.16,1,"Each blister comes with 1 Chilling Reign booster pack, a coin, and a promotional card of Morpeko.",0820650806568,49.99,49.99,49.99,12.07,,Normal,,,,,,,,,,
236276,Chilling Reign Premium Checklane Blister [Blaziken],Chilling Reign Premium Checklane Blister Blaziken,https://tcgplayer-cdn.tcgplayer.com/product/236276_200w.jpg,3,2807,https://cpt.tcgcsv.com/xwV2,2021-06-18T04:03:13.16,1,"Contains 1 Chilling Reign booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",,23.95,23.95,23.95,23.99,,Normal,,,,,,,,,,
236278,Chilling Reign Premium Checklane Blister [Decidueye],Chilling Reign Premium Checklane Blister Decidueye,https://tcgplayer-cdn.tcgplayer.com/product/236278_200w.jpg,3,2807,https://cpt.tcgcsv.com/BwV2,2021-06-18T04:03:13.16,1,"Contains 1 Chilling Reign booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",,18.99,18.99,18.99,18.99,,Normal,,,,,,,,,,
240975,Ice Rider Calyrex V Box,Ice Rider Calyrex V Box,https://tcgplayer-cdn.tcgplayer.com/product/240975_200w.jpg,3,2807,https://cpt.tcgcsv.com/wpX2,2021-08-06T04:03:12.697,1,"The Pokémon TCG: Ice Rider Calyrex V Box includes:
<br>• 1 of 2 promo cards featuring Ice Rider Calyrex V
<br>• 1 of 2 foil oversize cards featuring Ice Rider Calyrex V
<br>• 4 Pokémon TCG booster packs
<br>• A code card for the Pokémon Trading Card Game Online
<br><br><em>(Pokemon TCG booster packs vary by product.)</em>",820650829000,44.99,46.47,59.95,35.63,,Normal,,,,,,,,,,
240977,Shadow Rider Calyrex V Box,Shadow Rider Calyrex V Box,https://tcgplayer-cdn.tcgplayer.com/product/240977_200w.jpg,3,2807,https://cpt.tcgcsv.com/zpX2,2021-08-06T04:03:12.697,1,"The Pokémon TCG: Shadow Rider Calyrex V Box includes:
<br>• 1 of 2 promo cards featuring Shadow Rider Calyrex V
<br>• 1 of 2 foil oversize cards featuring Shadow Rider Calyrex V
<br>• 4 Pokémon TCG booster packs
<br>• A code card for the Pokémon Trading Card Game Online
<br><br><em>(Pokemon TCG booster packs vary by product.)</em>",820650829000,39.99,46.99,69.99,37.35,,Normal,,,,,,,,,,
241648,Weedle,Weedle,https://tcgplayer-cdn.tcgplayer.com/product/241648_200w.jpg,3,2807,https://cpt.tcgcsv.com/-GX2,2021-06-18T04:03:13.16,1,,,0.01,0.1,2.0,0.07,0.03,Normal,001/198,Common,Grass,40,Basic,[G] Pierce (20),Rx2,None,1,
241648,Weedle,Weedle,https://tcgplayer-cdn.tcgplayer.com/product/241648_200w.jpg,3,2807,https://cpt.tcgcsv.com/-GX2,2021-06-18T04:03:13.16,1,,,0.04,0.2,2.0,0.18,0.07,Reverse Holofoil,001/198,Common,Grass,40,Basic,[G] Pierce (20),Rx2,None,1,
241649,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/241649_200w.jpg,3,2807,https://cpt.tcgcsv.com/_GX2,2021-06-18T04:03:13.16,1,,,0.04,0.2,2.0,0.16,0.08,Reverse Holofoil,002/198,Uncommon,Grass,80,Stage 1,"[G] Stiffen
<br>During your opponent's next turn, this Pokemon takes 40 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,None,3,
241649,Kakuna,Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/241649_200w.jpg,3,2807,https://cpt.tcgcsv.com/_GX2,2021-06-18T04:03:13.16,1,,,0.01,0.1,2.0,0.09,,Normal,002/198,Uncommon,Grass,80,Stage 1,"[G] Stiffen
<br>During your opponent's next turn, this Pokemon takes 40 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,None,3,
241650,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/241650_200w.jpg,3,2807,https://cpt.tcgcsv.com/0HX2,2025-02-07T20:12:48.763,1,,,0.05,0.26,4.99,0.25,,Holofoil,003/198,Holo Rare,Grass,130,Stage 2,"[G] Persist Sting
<br>If your opponent's Active Pokemon has any Special Energy attached, it is Knocked Out.",Rx2,None,1,"[G] Jet Spear (110)
<br>Discard an Energy from this Pokemon."
241650,Beedrill,Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/241650_200w.jpg,3,2807,https://cpt.tcgcsv.com/0HX2,2025-02-07T20:12:48.763,1,,,0.1,0.3,4.99,0.3,,Reverse Holofoil,003/198,Holo Rare,Grass,130,Stage 2,"[G] Persist Sting
<br>If your opponent's Active Pokemon has any Special Energy attached, it is Knocked Out.",Rx2,None,1,"[G] Jet Spear (110)
<br>Discard an Energy from this Pokemon."
241651,Ledyba,Ledyba,https://tcgplayer-cdn.tcgplayer.com/product/241651_200w.jpg,3,2807,https://cpt.tcgcsv.com/2HX2,2022-05-28T08:17:24.273,1,,,0.01,0.1,2.0,0.07,0.19,Normal,004/198,Common,Grass,60,Basic,"[1] Collect
<br>Draw a card.",Rx2,None,1,[2] Punch (20)
241651,Ledyba,Ledyba,https://tcgplayer-cdn.tcgplayer.com/product/241651_200w.jpg,3,2807,https://cpt.tcgcsv.com/2HX2,2022-05-28T08:17:24.273,1,,,0.04,0.2,5.06,0.15,,Reverse Holofoil,004/198,Common,Grass,60,Basic,"[1] Collect
<br>Draw a card.",Rx2,None,1,[2] Punch (20)
241652,Ledian,Ledian,https://tcgplayer-cdn.tcgplayer.com/product/241652_200w.jpg,3,2807,https://cpt.tcgcsv.com/3HX2,2021-06-18T04:03:13.16,1,,,0.02,0.17,5.08,0.15,,Reverse Holofoil,005/198,Uncommon,Grass,90,Stage 1,"[1] Rapid Draw (20)
<br>Draw 2 cards.",Rx2,None,1,"[3] Air Slash (100)
<br>Discard an Energy from this Pokemon."
241652,Ledian,Ledian,https://tcgplayer-cdn.tcgplayer.com/product/241652_200w.jpg,3,2807,https://cpt.tcgcsv.com/3HX2,2021-06-18T04:03:13.16,1,,,0.01,0.11,2.0,0.1,0.14,Normal,005/198,Uncommon,Grass,90,Stage 1,"[1] Rapid Draw (20)
<br>Draw 2 cards.",Rx2,None,1,"[3] Air Slash (100)
<br>Discard an Energy from this Pokemon."
241653,Heracross,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/241653_200w.jpg,3,2807,https://cpt.tcgcsv.com/5HX2,2021-06-18T04:03:13.16,1,,,0.03,0.2,1.49,0.16,0.08,Reverse Holofoil,006/198,Common,Grass,120,Basic,[1] Horn Attack (20),Rx2,None,2,"[1G] Single-Horn Throw (40+)
<br>Flip 2 coins. If both of them are heads, this attack does 160 more damage."
241653,Heracross,Heracross,https://tcgplayer-cdn.tcgplayer.com/product/241653_200w.jpg,3,2807,https://cpt.tcgcsv.com/5HX2,2021-06-18T04:03:13.16,1,,,0.01,0.1,2.0,0.07,0.05,Normal,006/198,Common,Grass,120,Basic,[1] Horn Attack (20),Rx2,None,2,"[1G] Single-Horn Throw (40+)
<br>Flip 2 coins. If both of them are heads, this attack does 160 more damage."
241654,Celebi V,Celebi V,https://tcgplayer-cdn.tcgplayer.com/product/241654_200w.jpg,3,2807,https://cpt.tcgcsv.com/6HX2,2025-02-07T20:12:48.827,1,,,0.75,1.18,49.99,1.07,,Holofoil,007/198,Ultra Rare,Grass,190,Basic,"[G] Leaflet Dance
<br>Attach any number of Grass Energy cards from your hand to your Pokemon in any way you like.",Rx2,None,1,"[1G] Slash Back (60)
<br>Switch this Pokemon with 1 of your Benched Pokemon."
241655,Celebi V (Full Art),Celebi V Full Art,https://tcgplayer-cdn.tcgplayer.com/product/241655_200w.jpg,3,2807,https://cpt.tcgcsv.com/7HX2,2024-10-14T12:55:23.333,1,,,5.99,8.77,100.0,7.74,10.26,Holofoil,160/198,Ultra Rare,Grass,190,Basic,"[G] Leaflet Dance
<br>Attach any number of Grass Energy cards from your hand to your Pokemon in any way you like.",Rx2,None,1,"[1G] Slash Back (60)
<br>Switch this Pokemon with 1 of your Benched Pokemon."
241656,Celebi VMAX,Celebi VMAX,https://tcgplayer-cdn.tcgplayer.com/product/241656_200w.jpg,3,2807,https://cpt.tcgcsv.com/8HX2,2025-03-21T19:23:46.463,1,"<strong>Ability — Curative Forest</strong>
<br>Once during your turn, you may heal 20 damage from each of your Grass Pokemon.",,2.28,3.13,100.0,2.95,4.23,Holofoil,008/198,Ultra Rare,Grass,310,VMAX,"[1G] Max Plant (130)
<br>Search your deck for up to 2 Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.",Rx2,None,1,
241657,Celebi VMAX (Secret),Celebi VMAX Secret,https://tcgplayer-cdn.tcgplayer.com/product/241657_200w.jpg,3,2807,https://cpt.tcgcsv.com/9HX2,2021-06-18T04:03:13.16,1,"<strong>Ability — Curative Forest</strong>
<br>Once during your turn, you may heal 20 damage from each of your Grass Pokemon.",,13.99,40.0,49.99,17.5,40.0,Holofoil,199/198,Secret Rare,Grass,310,VMAX,"[1G] Max Plant (130)
<br>Search your deck for up to 2 Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.",Rx2,None,1,
241658,Snover,Snover,https://tcgplayer-cdn.tcgplayer.com/product/241658_200w.jpg,3,2807,https://cpt.tcgcsv.com/bHX2,2025-02-07T20:12:48.867,1,,,0.01,0.1,2.0,0.05,,Normal,009/198,Common,Grass,80,Basic,[2G] Whap Down (60),Rx2,None,2,
241658,Snover,Snover,https://tcgplayer-cdn.tcgplayer.com/product/241658_200w.jpg,3,2807,https://cpt.tcgcsv.com/bHX2,2025-02-07T20:12:48.867,1,,,0.04,0.17,2.0,0.11,,Reverse Holofoil,009/198,Common,Grass,80,Basic,[2G] Whap Down (60),Rx2,None,2,
241659,Abomasnow,Abomasnow,https://tcgplayer-cdn.tcgplayer.com/product/241659_200w.jpg,3,2807,https://cpt.tcgcsv.com/cHX2,2025-02-07T20:12:48.913,1,"<strong>Ability — Toughness Boost</strong>
<br>Your Single Strike Pokemon in play, except any Abomasnow, get +50 HP. You can't apply more than 1 Toughness Boost Ability at a time.",,0.09,0.24,4.99,0.2,,Reverse Holofoil,010/198,Rare,Grass,140,Stage 1,[2G] Mega Punch (90),Rx2,None,3,
241659,Abomasnow,Abomasnow,https://tcgplayer-cdn.tcgplayer.com/product/241659_200w.jpg,3,2807,https://cpt.tcgcsv.com/cHX2,2025-02-07T20:12:48.913,1,"<strong>Ability — Toughness Boost</strong>
<br>Your Single Strike Pokemon in play, except any Abomasnow, get +50 HP. You can't apply more than 1 Toughness Boost Ability at a time.",,0.01,0.15,2.0,0.1,,Normal,010/198,Rare,Grass,140,Stage 1,[2G] Mega Punch (90),Rx2,None,3,
241660,Deerling,Deerling,https://tcgplayer-cdn.tcgplayer.com/product/241660_200w.jpg,3,2807,https://cpt.tcgcsv.com/dHX2,2021-06-18T04:03:13.16,1,,,0.01,0.13,2.0,0.14,0.19,Normal,011/198,Common,Grass,60,Basic,"[1] Growl
<br>During your opponent's next turn, the Defending Pokemon's attacks do 20 less damage <em>(before applying Weakness and Resistance)</em>.",Rx2,None,1,[1G] Rear Kick (20)
241660,Deerling,Deerling,https://tcgplayer-cdn.tcgplayer.com/product/241660_200w.jpg,3,2807,https://cpt.tcgcsv.com/dHX2,2021-06-18T04:03:13.16,1,,,0.05,0.2,2.0,0.18,0.14,Reverse Holofoil,011/198,Common,Grass,60,Basic,"[1] Growl
<br>During your opponent's next turn, the Defending Pokemon's attacks do 20 less damage <em>(before applying Weakness and Resistance)</em>.",Rx2,None,1,[1G] Rear Kick (20)
241661,Sawsbuck,Sawsbuck,https://tcgplayer-cdn.tcgplayer.com/product/241661_200w.jpg,3,2807,https://cpt.tcgcsv.com/fHX2,2022-05-07T15:31:30.207,1,,,0.09,0.25,5.1,0.26,,Reverse Holofoil,012/198,Rare,Grass,110,Stage 1,[1] Tackle (30),Rx2,None,1,"[2G] Winter Horn (80+)
<br>If you have a Stadium in play, this attack does 80 more damage."
241661,Sawsbuck,Sawsbuck,https://tcgplayer-cdn.tcgplayer.com/product/241661_200w.jpg,3,2807,https://cpt.tcgcsv.com/fHX2,2022-05-07T15:31:30.207,1,,,0.02,0.2,2.0,0.19,,Normal,012/198,Rare,Grass,110,Stage 1,[1] Tackle (30),Rx2,None,1,"[2G] Winter Horn (80+)
<br>If you have a Stadium in play, this attack does 80 more damage."
241662,Bounsweet,Bounsweet,https://tcgplayer-cdn.tcgplayer.com/product/241662_200w.jpg,3,2807,https://cpt.tcgcsv.com/gHX2,2025-06-05T06:28:09.447,1,,,0.01,0.2,2.0,0.15,,Reverse Holofoil,013/198,Common,Grass,60,Basic,[2] Splash (30),Rx2,None,1,
241662,Bounsweet,Bounsweet,https://tcgplayer-cdn.tcgplayer.com/product/241662_200w.jpg,3,2807,https://cpt.tcgcsv.com/gHX2,2025-06-05T06:28:09.447,1,,,0.01,0.1,5.01,0.06,0.04,Normal,013/198,Common,Grass,60,Basic,[2] Splash (30),Rx2,None,1,
241663,Steenee,Steenee,https://tcgplayer-cdn.tcgplayer.com/product/241663_200w.jpg,3,2807,https://cpt.tcgcsv.com/hHX2,2021-06-18T04:03:13.16,1,,,0.01,0.11,2.0,0.1,,Normal,014/198,Uncommon,Grass,80,Stage 1,[1] Splash (20),Rx2,None,1,"[2G] Stomp (50+)
<br>Flip a coin. If heads, this attack does 30 more damage."
241663,Steenee,Steenee,https://tcgplayer-cdn.tcgplayer.com/product/241663_200w.jpg,3,2807,https://cpt.tcgcsv.com/hHX2,2021-06-18T04:03:13.16,1,,,0.04,0.2,2.0,0.17,0.15,Reverse Holofoil,014/198,Uncommon,Grass,80,Stage 1,[1] Splash (20),Rx2,None,1,"[2G] Stomp (50+)
<br>Flip a coin. If heads, this attack does 30 more damage."
241664,Tsareena,Tsareena,https://tcgplayer-cdn.tcgplayer.com/product/241664_200w.jpg,3,2807,https://cpt.tcgcsv.com/jHX2,2021-06-18T04:03:13.16,1,,,0.04,0.22,2.95,0.22,0.09,Reverse Holofoil,015/198,Rare,Grass,140,Stage 2,"[2] Tread On (10+)
<br>This attack does 50 more damage for each Colorless in your opponent's Active Pokemon's Retreat Cost.",Rx2,None,2,[2G] Solar Beam (120)
