productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extDescription,extUPC
58998,Noble Knight Artorigus,Noble Knight Artorigus,https://tcgplayer-cdn.tcgplayer.com/product/58998_200w.jpg,2,578,https://cpt.tcgcsv.com/-Ct,2024-03-28T16:48:35.853,1,GAOV-EN000,Super Rare,LIGHT,Warrior,Normal Monster,1800,1800,0.2,0.64,1.8,0.62,,Unlimited,,
58998,Noble Knight Artorigus,Noble Knight Artorigus,https://tcgplayer-cdn.tcgplayer.com/product/58998_200w.jpg,2,578,https://cpt.tcgcsv.com/-Ct,2024-03-28T16:48:35.853,1,GAOV-EN000,Super Rare,LIGHT,Warrior,Normal Monster,1800,1800,0.3,0.74,1.98,0.71,,1st Edition,,
58999,Wattaildragon,Wattaildragon,https://tcgplayer-cdn.tcgplayer.com/product/58999_200w.jpg,2,578,https://cpt.tcgcsv.com/_Ct,2024-03-28T16:48:35.93,1,GAOV-EN001,Common,LIGHT,Dragon,Normal Monster,2500,1000,0.01,0.24,1.49,0.22,,Unlimited,,
58999,Wattaildragon,Wattaildragon,https://tcgplayer-cdn.tcgplayer.com/product/58999_200w.jpg,2,578,https://cpt.tcgcsv.com/_Ct,2024-03-28T16:48:35.93,1,GAOV-EN001,Common,LIGHT,Dragon,Normal Monster,2500,1000,0.1,0.25,1.41,0.23,,1st Edition,,
59000,Hieratic Seal of the Sun Dragon Overlord,Hieratic Seal of the Sun Dragon Overlord,https://tcgplayer-cdn.tcgplayer.com/product/59000_200w.jpg,2,578,https://cpt.tcgcsv.com/0Dt,2024-03-28T16:48:35.977,1,GAOV-EN002,Common,LIGHT,Dragon,Normal Monster,0,0,0.08,0.25,1.43,0.24,,Unlimited,,
59000,Hieratic Seal of the Sun Dragon Overlord,Hieratic Seal of the Sun Dragon Overlord,https://tcgplayer-cdn.tcgplayer.com/product/59000_200w.jpg,2,578,https://cpt.tcgcsv.com/0Dt,2024-03-28T16:48:35.977,1,GAOV-EN002,Common,LIGHT,Dragon,Normal Monster,0,0,0.1,0.31,1.99,0.36,,1st Edition,,
59001,Overlay Owl,Overlay Owl,https://tcgplayer-cdn.tcgplayer.com/product/59001_200w.jpg,2,578,https://cpt.tcgcsv.com/2Dt,2024-03-28T16:48:36.037,1,GAOV-EN003,Common,WIND,Winged Beast,Effect Monster,800,1600,0.02,0.15,1.33,0.08,,Unlimited,Once per turn: You can pay 600 Life Points; detach 1 Xyz Material from a monster on the field.,
59001,Overlay Owl,Overlay Owl,https://tcgplayer-cdn.tcgplayer.com/product/59001_200w.jpg,2,578,https://cpt.tcgcsv.com/2Dt,2024-03-28T16:48:36.037,1,GAOV-EN003,Common,WIND,Winged Beast,Effect Monster,800,1600,0.04,0.21,1.36,0.13,,1st Edition,Once per turn: You can pay 600 Life Points; detach 1 Xyz Material from a monster on the field.,
59002,Tasuke Knight,Tasuke Knight,https://tcgplayer-cdn.tcgplayer.com/product/59002_200w.jpg,2,578,https://cpt.tcgcsv.com/3Dt,2024-03-28T16:48:36.087,1,GAOV-EN004,Super Rare,LIGHT,Warrior,Effect Monster,1700,100,0.1,0.25,2.0,0.18,,Unlimited,"When an opponent's monster declares an attack; while you have no cards in your hand and this card is in your Graveyard: You can Special Summon this card from the Graveyard, then end the Battle Phase. Each player can only use the effect of ""Tasuke Knight"" once per Duel.",
59002,Tasuke Knight,Tasuke Knight,https://tcgplayer-cdn.tcgplayer.com/product/59002_200w.jpg,2,578,https://cpt.tcgcsv.com/3Dt,2024-03-28T16:48:36.087,1,GAOV-EN004,Super Rare,LIGHT,Warrior,Effect Monster,1700,100,0.08,0.3,2.5,0.15,,1st Edition,"When an opponent's monster declares an attack; while you have no cards in your hand and this card is in your Graveyard: You can Special Summon this card from the Graveyard, then end the Battle Phase. Each player can only use the effect of ""Tasuke Knight"" once per Duel.",
59003,Gagaga Gardna,Gagaga Gardna,https://tcgplayer-cdn.tcgplayer.com/product/59003_200w.jpg,2,578,https://cpt.tcgcsv.com/5Dt,2024-03-28T16:48:36.147,1,GAOV-EN005,Rare,EARTH,Warrior,Effect Monster,1500,2000,0.07,0.25,1.45,0.1,,Unlimited,When an opponent's monster declares a direct attack: You can Special Summon this card from your hand. When this card is targeted for an attack: You can discard 1 card; this card cannot be destroyed by that battle.,
59003,Gagaga Gardna,Gagaga Gardna,https://tcgplayer-cdn.tcgplayer.com/product/59003_200w.jpg,2,578,https://cpt.tcgcsv.com/5Dt,2024-03-28T16:48:36.147,1,GAOV-EN005,Rare,EARTH,Warrior,Effect Monster,1500,2000,0.09,0.26,1.5,0.17,,1st Edition,When an opponent's monster declares a direct attack: You can Special Summon this card from your hand. When this card is targeted for an attack: You can discard 1 card; this card cannot be destroyed by that battle.,
59004,Cardcar D,Cardcar D,https://tcgplayer-cdn.tcgplayer.com/product/59004_200w.jpg,2,578,https://cpt.tcgcsv.com/6Dt,2024-03-28T16:48:36.38,1,GAOV-EN006,Secret Rare,EARTH,Machine,Effect Monster,800,400,5.0,7.39,23.95,6.9,,Unlimited,"Cannot be Special Summoned. During your Main Phase 1, if this card was Normal Summoned this turn: You can Tribute this card, draw 2 cards, then it becomes the End Phase of this turn. You cannot Special Summon during the turn you activate this effect.",
59004,Cardcar D,Cardcar D,https://tcgplayer-cdn.tcgplayer.com/product/59004_200w.jpg,2,578,https://cpt.tcgcsv.com/6Dt,2024-03-28T16:48:36.38,1,GAOV-EN006,Secret Rare,EARTH,Machine,Effect Monster,800,400,13.64,19.99,39.95,13.64,,1st Edition,"Cannot be Special Summoned. During your Main Phase 1, if this card was Normal Summoned this turn: You can Tribute this card, draw 2 cards, then it becomes the End Phase of this turn. You cannot Special Summon during the turn you activate this effect.",
