productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extCardType,extMonsterType,extAttack,extDefense,extLinkRating,extLinkArrows
169438,Cybernetic Horizon Booster Box,Cybernetic Horizon Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/169438_200w.jpg,2,2267,https://cpt.tcgcsv.com/NNm2,2018-06-25T19:37:44.277,1,"Past and present collide in Cybernetic Horizon, the first 100-card booster set of the 2018-2019 Dueling season! This set modernizes popular themes from the Yu-Gi-Oh! GX, 5D’s, and ZEXAL eras, provides brand-new Link Monsters, and new cards to bolster strategies introduced in Code of the Duelist, Circuit Break, Extreme Force, Flames of Destruction, Dark Saviors, and more!
<br><br>
Here’s just some of what you have to look forward to! 
<br>• Upgrade your Cyber Dragon Deck for the new era of Dueling! Cyber Dragon returned in last year’s Legendary Dragon Decks, and Cybernetic Horizon includes brand-new cards for Cyber Dragon Decks, including a Link Monster that grafts its 2100 ATK on to other Machines! 
<br>• Famous Ritual Monsters return! Demise, King of Armageddon was once the king of competition. Now, new forms of Demise as well as Ruin, Queen of Oblivion tell the tale of these memorable monsters. You’ll also find Cyberse Ritual Monsters, and new cards to help assemble the required components of a Ritual Summon without spending your all-important Normal Summon for the turn! 
<br>• A speck of dust on a camera lens, or a monster hiding in plain sight? Monsters have allegedly walked, swam, and flown among us since the beginning of recorded history, but no one has been able to produce solid evidence of their existence - until now! These monsters lurk in your hand and force your opponent to try and discover them. If they fail, the monster is Summoned to your field and you draw a card!
<br><br>
You can also find new cards for strategies like Mekk-Knight, Neo-Spacian, Dragunity, Noble Knight, and more!
<br><br>
The Cybernetic Horizon booster set contains 100 cards: 
<br>• 48 Commons 
<br>• 20 Rares 
<br>• 14 Super Rares 
<br>• 10 Ultra Rares 
<br>• 8 Secret Rares
<br><br>
24 packs per booster box and 9 cards per pack",083717838537,58.88,61.36,109.79,59.0,,Normal,,,,,,,,,
169440,Cybernetic Horizon Booster Pack,Cybernetic Horizon Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/169440_200w.jpg,2,2267,https://cpt.tcgcsv.com/QNm2,2018-06-25T19:37:31.087,1,"Past and present collide in Cybernetic Horizon, the first 100-card booster set of the 2018-2019 Dueling season! This set modernizes popular themes from the Yu-Gi-Oh! GX, 5D’s, and ZEXAL eras, provides brand-new Link Monsters, and new cards to bolster strategies introduced in Code of the Duelist, Circuit Break, Extreme Force, Flames of Destruction, Dark Saviors, and more!
<br><br>
Here’s just some of what you have to look forward to! 
<br>• Upgrade your Cyber Dragon Deck for the new era of Dueling! Cyber Dragon returned in last year’s Legendary Dragon Decks, and Cybernetic Horizon includes brand-new cards for Cyber Dragon Decks, including a Link Monster that grafts its 2100 ATK on to other Machines! 
<br>• Famous Ritual Monsters return! Demise, King of Armageddon was once the king of competition. Now, new forms of Demise as well as Ruin, Queen of Oblivion tell the tale of these memorable monsters. You’ll also find Cyberse Ritual Monsters, and new cards to help assemble the required components of a Ritual Summon without spending your all-important Normal Summon for the turn! 
<br>• A speck of dust on a camera lens, or a monster hiding in plain sight? Monsters have allegedly walked, swam, and flown among us since the beginning of recorded history, but no one has been able to produce solid evidence of their existence - until now! These monsters lurk in your hand and force your opponent to try and discover them. If they fail, the monster is Summoned to your field and you draw a card!
<br><br>
You can also find new cards for strategies like Mekk-Knight, Neo-Spacian, Dragunity, Noble Knight, and more!
<br><br>
The Cybernetic Horizon booster set contains 100 cards: 
<br>• 48 Commons 
<br>• 20 Rares 
<br>• 14 Super Rares 
<br>• 10 Ultra Rares 
<br>• 8 Secret Rares
<br><br>
9 cards per pack",,3.0,3.04,6.25,3.04,,Normal,,,,,,,,,
170575,Contact Gate,Contact Gate,https://tcgplayer-cdn.tcgplayer.com/product/170575_200w.jpg,2,2267,https://cpt.tcgcsv.com/wfn2,2024-07-26T17:14:27.45,1,"Banish 2 ""Neo-Spacian"" monsters with different names from your GY; Special Summon 2 ""Neo-Spacian"" monsters with different names from your hand, Deck, and/or GY, also, for the rest of this turn you cannot Special Summon monsters from the Extra Deck, except Fusion Monsters. If a face-up Fusion Monster that lists ""Elemental HERO Neos"" as material returns from your field to the Extra Deck: You can banish this card from your GY; Special Summon 1 of your banished ""Neo-Spacian"" monsters. You can only activate 1 ""Contact Gate"" per turn.",,0.05,0.22,1.49,0.15,,1st Edition,CYHO-EN000,Common,SPELL,Normal Spell,,,,,
170575,Contact Gate,Contact Gate,https://tcgplayer-cdn.tcgplayer.com/product/170575_200w.jpg,2,2267,https://cpt.tcgcsv.com/wfn2,2024-07-26T17:14:27.45,1,"Banish 2 ""Neo-Spacian"" monsters with different names from your GY; Special Summon 2 ""Neo-Spacian"" monsters with different names from your hand, Deck, and/or GY, also, for the rest of this turn you cannot Special Summon monsters from the Extra Deck, except Fusion Monsters. If a face-up Fusion Monster that lists ""Elemental HERO Neos"" as material returns from your field to the Extra Deck: You can banish this card from your GY; Special Summon 1 of your banished ""Neo-Spacian"" monsters. You can only activate 1 ""Contact Gate"" per turn.",,0.04,0.2,1.49,0.12,0.1,Unlimited,CYHO-EN000,Common,SPELL,Normal Spell,,,,,
170576,Contact Gate (CYHO-ENSP1),Contact Gate CYHO ENSP1,https://tcgplayer-cdn.tcgplayer.com/product/170576_200w.jpg,2,2267,https://cpt.tcgcsv.com/xfn2,2022-08-30T20:28:19.837,1,"Banish 2 ""Neo-Spacian"" monsters with different names from your GY; Special Summon 2 ""Neo-Spacian"" monsters with different names from your hand, Deck, and/or GY, also, for the rest of this turn you cannot Special Summon monsters from the Extra Deck, except Fusion Monsters. If a face-up Fusion Monster that lists ""Elemental HERO Neos"" as material returns from your field to the Extra Deck: You can banish this card from your GY; Special Summon 1 of your banished ""Neo-Spacian"" monsters. You can only activate 1 ""Contact Gate"" per turn.",,0.15,0.36,1.99,0.3,,Limited,CYHO-ENSP1,Ultra Rare,SPELL,Normal Spell,,,,,
170577,SIMM Tablir,SIMM Tablir,https://tcgplayer-cdn.tcgplayer.com/product/170577_200w.jpg,2,2267,https://cpt.tcgcsv.com/zfn2,2018-09-14T19:19:05.463,1,"You can reveal this card in your hand, then target 1 Level 4 Cyberse monster in your GY; Special Summon this card from your hand to your zone a linked Link Monster you control points to, and if you do, return the targeted monster to the hand. You can only use this effect of ""SIMM Tablir"" once per turn.",,0.01,0.25,2.5,0.19,0.11,1st Edition,CYHO-EN001,Rare,DARK,Effect Monster,Cyberse,0,1800,,
170577,SIMM Tablir,SIMM Tablir,https://tcgplayer-cdn.tcgplayer.com/product/170577_200w.jpg,2,2267,https://cpt.tcgcsv.com/zfn2,2018-09-14T19:19:05.463,1,"You can reveal this card in your hand, then target 1 Level 4 Cyberse monster in your GY; Special Summon this card from your hand to your zone a linked Link Monster you control points to, and if you do, return the targeted monster to the hand. You can only use this effect of ""SIMM Tablir"" once per turn.",,0.07,0.25,1.39,0.1,0.11,Unlimited,CYHO-EN001,Rare,DARK,Effect Monster,Cyberse,0,1800,,
170578,Cluster Congester,Cluster Congester,https://tcgplayer-cdn.tcgplayer.com/product/170578_200w.jpg,2,2267,https://cpt.tcgcsv.com/Bfn2,2018-09-14T19:19:17.183,1,"If this card is Normal or Special Summoned and you control no Link Monsters: You can Special Summon 1 ""Congester Token"" (Cyberse/DARK/Level 1/ATK 0/DEF 0). You can only use this effect of ""Cluster Congester"" once per turn. Once per Battle Step, if a Link Monster you control is attacked (Quick Effect): You can banish this card from your GY and that Link Monster; Special Summon ""Congester Tokens"" up to the number of Link Monsters your opponent controls.",,0.01,0.19,1.49,0.11,,Unlimited,CYHO-EN002,Common,LIGHT,Effect Monster,Cyberse,1000,2200,,
170578,Cluster Congester,Cluster Congester,https://tcgplayer-cdn.tcgplayer.com/product/170578_200w.jpg,2,2267,https://cpt.tcgcsv.com/Bfn2,2018-09-14T19:19:17.183,1,"If this card is Normal or Special Summoned and you control no Link Monsters: You can Special Summon 1 ""Congester Token"" (Cyberse/DARK/Level 1/ATK 0/DEF 0). You can only use this effect of ""Cluster Congester"" once per turn. Once per Battle Step, if a Link Monster you control is attacked (Quick Effect): You can banish this card from your GY and that Link Monster; Special Summon ""Congester Tokens"" up to the number of Link Monsters your opponent controls.",,0.03,0.19,1.34,0.07,,1st Edition,CYHO-EN002,Common,LIGHT,Effect Monster,Cyberse,1000,2200,,
170579,Gouki Moonsault,Gouki Moonsault,https://tcgplayer-cdn.tcgplayer.com/product/170579_200w.jpg,2,2267,https://cpt.tcgcsv.com/Cfn2,2024-07-26T17:14:27.56,1,"You can reveal this card in your hand, then target 1 ""Gouki"" monster you control, except ""Gouki Moonsault""; Special Summon this card from your hand, and if you do, return that monster to the hand. You can target 1 ""Gouki"" Link Monster in your GY; return it to the Extra Deck, then you can add 1 ""Gouki"" monster from your GY to your hand. You can only use each effect of ""Gouki Moonsault"" once per turn.",,0.04,0.21,1.49,0.21,,1st Edition,CYHO-EN003,Common,EARTH,Effect Monster,Warrior,1900,0,,
