productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType,extUPC
57690,Inzektor Axe - Zektahawk,Inzektor Axe Zektahawk,https://tcgplayer-cdn.tcgplayer.com/product/57690_200w.jpg,2,257,https://cpt.tcgcsv.com/Q5t,2013-05-09T12:13:41.653,1,ORCS-EN000,Super Rare,SPELL,Normal Spell,0,0,"Equip only to an ""Inzektor"" monster. It gains 1000 ATK. When the equipped monster declares an attack, your opponent cannot activate Spell/Trap Cards.",0.18,0.45,2.07,0.38,,Unlimited,,
57690,Inzektor Axe - Zektahawk,Inzektor Axe Zektahawk,https://tcgplayer-cdn.tcgplayer.com/product/57690_200w.jpg,2,257,https://cpt.tcgcsv.com/Q5t,2013-05-09T12:13:41.653,1,ORCS-EN000,Super Rare,SPELL,Normal Spell,0,0,"Equip only to an ""Inzektor"" monster. It gains 1000 ATK. When the equipped monster declares an attack, your opponent cannot activate Spell/Trap Cards.",0.12,0.5,1.54,0.45,,1st Edition,,
57691,Kurivolt,Kurivolt,https://tcgplayer-cdn.tcgplayer.com/product/57691_200w.jpg,2,257,https://cpt.tcgcsv.com/R5t,2013-05-09T12:13:41.653,1,ORCS-EN001,Common,LIGHT,Effect Monster,300,200,"During your Main Phase: You can target 1 face-up Xyz Monster that has Xyz Material; detach 1 Xyz Material from it, and Special Summon 1 ""Kurivolt"" from your Deck. This card cannot be used as a Synchro Material Monster.",0.05,0.23,10000.0,0.14,,Unlimited,Thunder,
57691,Kurivolt,Kurivolt,https://tcgplayer-cdn.tcgplayer.com/product/57691_200w.jpg,2,257,https://cpt.tcgcsv.com/R5t,2013-05-09T12:13:41.653,1,ORCS-EN001,Common,LIGHT,Effect Monster,300,200,"During your Main Phase: You can target 1 face-up Xyz Monster that has Xyz Material; detach 1 Xyz Material from it, and Special Summon 1 ""Kurivolt"" from your Deck. This card cannot be used as a Synchro Material Monster.",0.09,0.25,10000.0,0.19,,1st Edition,Thunder,
57692,Darklon,Darklon,https://tcgplayer-cdn.tcgplayer.com/product/57692_200w.jpg,2,257,https://cpt.tcgcsv.com/S5t,2013-05-09T12:13:41.653,1,ORCS-EN002,Common,DARK,Effect Monster,100,100,"When this card is Normal Summoned: You can have all face-up monsters you currently control gain 1 Level, also, they become DARK (these effects last until the End Phase).",0.04,0.2,1.75,0.1,,Unlimited,Fiend,
57692,Darklon,Darklon,https://tcgplayer-cdn.tcgplayer.com/product/57692_200w.jpg,2,257,https://cpt.tcgcsv.com/S5t,2013-05-09T12:13:41.653,1,ORCS-EN002,Common,DARK,Effect Monster,100,100,"When this card is Normal Summoned: You can have all face-up monsters you currently control gain 1 Level, also, they become DARK (these effects last until the End Phase).",0.05,0.24,0.94,0.05,,1st Edition,Fiend,
57693,Gagaga Girl,Gagaga Girl,https://tcgplayer-cdn.tcgplayer.com/product/57693_200w.jpg,2,257,https://cpt.tcgcsv.com/T5t,2013-05-09T12:13:41.653,1,ORCS-EN003,Secret Rare,DARK,Effect Monster,1000,800,"You can target 1 face-up ""Gagaga Magician"" you control; this card's Level becomes the Level of that monster. An Xyz Monster that was Summoned using only this card and other ""Gagaga"" monsters as Xyz Material gains this effect. *When it is Xyz Summoned: You can target 1 Special Summoned monster your opponent controls; its ATK becomes 0.",4.24,5.99,15.7,6.56,,Unlimited,Spellcaster,
57693,Gagaga Girl,Gagaga Girl,https://tcgplayer-cdn.tcgplayer.com/product/57693_200w.jpg,2,257,https://cpt.tcgcsv.com/T5t,2013-05-09T12:13:41.653,1,ORCS-EN003,Secret Rare,DARK,Effect Monster,1000,800,"You can target 1 face-up ""Gagaga Magician"" you control; this card's Level becomes the Level of that monster. An Xyz Monster that was Summoned using only this card and other ""Gagaga"" monsters as Xyz Material gains this effect. *When it is Xyz Summoned: You can target 1 Special Summoned monster your opponent controls; its ATK becomes 0.",4.94,10.99,99.99,9.87,,1st Edition,Spellcaster,
57694,Gogogo Giant,Gogogo Giant,https://tcgplayer-cdn.tcgplayer.com/product/57694_200w.jpg,2,257,https://cpt.tcgcsv.com/V5t,2013-05-09T12:13:41.653,1,ORCS-EN004,Rare,EARTH,Effect Monster,2000,0,"When this card is Normal Summoned: You can target 1 ""Gogogo"" monster in your Graveyard; Special Summon that target in face-up Defense Position, then change this card to Defense Position. If this card attacks, it is changed to Defense Position at the end of the Battle Phase.",0.05,0.25,1.36,0.1,,Unlimited,Rock,
57694,Gogogo Giant,Gogogo Giant,https://tcgplayer-cdn.tcgplayer.com/product/57694_200w.jpg,2,257,https://cpt.tcgcsv.com/V5t,2013-05-09T12:13:41.653,1,ORCS-EN004,Rare,EARTH,Effect Monster,2000,0,"When this card is Normal Summoned: You can target 1 ""Gogogo"" monster in your Graveyard; Special Summon that target in face-up Defense Position, then change this card to Defense Position. If this card attacks, it is changed to Defense Position at the end of the Battle Phase.",0.1,0.27,1.0,0.27,,1st Edition,Rock,
57695,ZW - Unicorn Spear,ZW Unicorn Spear,https://tcgplayer-cdn.tcgplayer.com/product/57695_200w.jpg,2,257,https://cpt.tcgcsv.com/W5t,2013-05-09T12:13:41.653,1,ORCS-EN005,Rare,LIGHT,Effect Monster,1900,0,"You can target 1 face-up ""Number C39: Utopia Ray"" you control; equip this card from your hand to that target. It gains 1900 ATK. If the equipped monster battles an opponent's monster, the opponent's monster's effect is negated during the Battle Phase only. You can only control 1 face-up ""ZW - Unicorn Spear"".",0.1,0.25,1.41,0.14,,Unlimited,Beast,
57695,ZW - Unicorn Spear,ZW Unicorn Spear,https://tcgplayer-cdn.tcgplayer.com/product/57695_200w.jpg,2,257,https://cpt.tcgcsv.com/W5t,2013-05-09T12:13:41.653,1,ORCS-EN005,Rare,LIGHT,Effect Monster,1900,0,"You can target 1 face-up ""Number C39: Utopia Ray"" you control; equip this card from your hand to that target. It gains 1900 ATK. If the equipped monster battles an opponent's monster, the opponent's monster's effect is negated during the Battle Phase only. You can only control 1 face-up ""ZW - Unicorn Spear"".",0.09,0.25,1.0,0.19,,1st Edition,Beast,
57696,Shocktopus,Shocktopus,https://tcgplayer-cdn.tcgplayer.com/product/57696_200w.jpg,2,257,https://cpt.tcgcsv.com/X5t,2013-05-09T12:13:41.653,1,ORCS-EN006,Common,WATER,Effect Monster,1600,800,When this card is destroyed by battle with an opponent's monster and sent to the Graveyard: You can equip this card to that opponent's monster. That monster's ATK becomes 0 and it cannot change its battle position.,0.05,0.23,1.75,0.16,,Unlimited,Fish,
57696,Shocktopus,Shocktopus,https://tcgplayer-cdn.tcgplayer.com/product/57696_200w.jpg,2,257,https://cpt.tcgcsv.com/X5t,2013-05-09T12:13:41.653,1,ORCS-EN006,Common,WATER,Effect Monster,1600,800,When this card is destroyed by battle with an opponent's monster and sent to the Graveyard: You can equip this card to that opponent's monster. That monster's ATK becomes 0 and it cannot change its battle position.,0.05,0.25,10000.0,0.11,,1st Edition,Fish,
57697,Photon Lizard,Photon Lizard,https://tcgplayer-cdn.tcgplayer.com/product/57697_200w.jpg,2,257,https://cpt.tcgcsv.com/Z5t,2013-05-09T12:13:41.653,1,ORCS-EN007,Rare,LIGHT,Effect Monster,900,1200,"You can Tribute this card; add 1 Level 4 or lower ""Photon"" monster from your Deck to your hand. The effect of ""Photon Lizard"" can only be used once per turn.",0.05,0.28,1.42,0.31,,Unlimited,Dragon,
57697,Photon Lizard,Photon Lizard,https://tcgplayer-cdn.tcgplayer.com/product/57697_200w.jpg,2,257,https://cpt.tcgcsv.com/Z5t,2013-05-09T12:13:41.653,1,ORCS-EN007,Rare,LIGHT,Effect Monster,900,1200,"You can Tribute this card; add 1 Level 4 or lower ""Photon"" monster from your Deck to your hand. The effect of ""Photon Lizard"" can only be used once per turn.",0.05,0.26,1.49,0.18,,1st Edition,Dragon,
57698,Photon Thrasher,Photon Thrasher,https://tcgplayer-cdn.tcgplayer.com/product/57698_200w.jpg,2,257,https://cpt.tcgcsv.com/-5t,2013-05-09T12:13:41.653,1,ORCS-EN008,Rare,LIGHT,Effect Monster,2100,0,"Cannot be Normal Summoned or Set. Must first be Special Summoned (from your hand) while you control no monsters. If you control another monster, this card cannot attack.",0.1,0.32,2.9,0.16,,Unlimited,Warrior,
57698,Photon Thrasher,Photon Thrasher,https://tcgplayer-cdn.tcgplayer.com/product/57698_200w.jpg,2,257,https://cpt.tcgcsv.com/-5t,2013-05-09T12:13:41.653,1,ORCS-EN008,Rare,LIGHT,Effect Monster,2100,0,"Cannot be Normal Summoned or Set. Must first be Special Summoned (from your hand) while you control no monsters. If you control another monster, this card cannot attack.",0.15,0.45,5.95,0.39,,1st Edition,Warrior,
57699,Photon Crusher,Photon Crusher,https://tcgplayer-cdn.tcgplayer.com/product/57699_200w.jpg,2,257,https://cpt.tcgcsv.com/_5t,2013-05-09T12:13:41.653,1,ORCS-EN009,Common,LIGHT,Effect Monster,2000,0,"If this card attack, it is changed to Defense Position at the end of the Damage Step.",0.08,0.25,10000.0,0.28,,Unlimited,Warrior,
57699,Photon Crusher,Photon Crusher,https://tcgplayer-cdn.tcgplayer.com/product/57699_200w.jpg,2,257,https://cpt.tcgcsv.com/_5t,2013-05-09T12:13:41.653,1,ORCS-EN009,Common,LIGHT,Effect Monster,2000,0,"If this card attack, it is changed to Defense Position at the end of the Damage Step.",0.05,0.25,1.0,0.22,,1st Edition,Warrior,
57700,Photon Leo,Photon Leo,https://tcgplayer-cdn.tcgplayer.com/product/57700_200w.jpg,2,257,https://cpt.tcgcsv.com/06t,2013-05-09T12:13:41.653,1,ORCS-EN010,Common,LIGHT,Effect Monster,2100,1100,"When this card is Normal Summoned: You can have your opponent shuffle their entire hand into the Deck, then they draw the same number of cards as they shuffled into the Deck.",0.05,0.21,1.7,0.14,,Unlimited,Beast,
57700,Photon Leo,Photon Leo,https://tcgplayer-cdn.tcgplayer.com/product/57700_200w.jpg,2,257,https://cpt.tcgcsv.com/06t,2013-05-09T12:13:41.653,1,ORCS-EN010,Common,LIGHT,Effect Monster,2100,1100,"When this card is Normal Summoned: You can have your opponent shuffle their entire hand into the Deck, then they draw the same number of cards as they shuffled into the Deck.",0.05,0.25,10000.0,0.21,,1st Edition,Beast,
57701,Photon Circle,Photon Circle,https://tcgplayer-cdn.tcgplayer.com/product/57701_200w.jpg,2,257,https://cpt.tcgcsv.com/26t,2013-05-09T12:13:41.653,1,ORCS-EN011,Common,LIGHT,Effect Monster,1000,1000,Any Battle Damage you take from battles involving this card is halved.,0.05,0.21,1.75,0.17,,Unlimited,Spellcaster,
57701,Photon Circle,Photon Circle,https://tcgplayer-cdn.tcgplayer.com/product/57701_200w.jpg,2,257,https://cpt.tcgcsv.com/26t,2013-05-09T12:13:41.653,1,ORCS-EN011,Common,LIGHT,Effect Monster,1000,1000,Any Battle Damage you take from battles involving this card is halved.,0.1,0.25,10000.0,0.19,,1st Edition,Spellcaster,
57702,Reverse Buster,Reverse Buster,https://tcgplayer-cdn.tcgplayer.com/product/57702_200w.jpg,2,257,https://cpt.tcgcsv.com/36t,2013-05-09T12:13:41.653,1,ORCS-EN012,Rare,LIGHT,Effect Monster,1500,0,"This card can only attack face-down Defense Position monsters. If this card attacks, your opponent cannot activate any Spell/Trap Cards until the end of the Damage Step. At the start of the Damage Step, if this card attacked a face-down Defense Position monster: You can destroy that monster immediately with this card's effect without flipping it face-up or applying damage calculation.",0.02,0.25,1.4,0.21,,Unlimited,Fiend,
57702,Reverse Buster,Reverse Buster,https://tcgplayer-cdn.tcgplayer.com/product/57702_200w.jpg,2,257,https://cpt.tcgcsv.com/36t,2013-05-09T12:13:41.653,1,ORCS-EN012,Rare,LIGHT,Effect Monster,1500,0,"This card can only attack face-down Defense Position monsters. If this card attacks, your opponent cannot activate any Spell/Trap Cards until the end of the Damage Step. At the start of the Damage Step, if this card attacked a face-down Defense Position monster: You can destroy that monster immediately with this card's effect without flipping it face-up or applying damage calculation.",0.02,0.25,10000.0,0.17,,1st Edition,Fiend,
57703,Flame Armor Ninja,Flame Armor Ninja,https://tcgplayer-cdn.tcgplayer.com/product/57703_200w.jpg,2,257,https://cpt.tcgcsv.com/56t,2013-05-09T12:13:41.653,1,ORCS-EN013,Common,WATER,Effect Monster,800,1600,"When this card is Summoned: You can target 1 face-up ""Ninja"" monster you control, increase its Level by 1.",0.05,0.24,1.49,0.15,,Unlimited,Warrior,
57703,Flame Armor Ninja,Flame Armor Ninja,https://tcgplayer-cdn.tcgplayer.com/product/57703_200w.jpg,2,257,https://cpt.tcgcsv.com/56t,2013-05-09T12:13:41.653,1,ORCS-EN013,Common,WATER,Effect Monster,800,1600,"When this card is Summoned: You can target 1 face-up ""Ninja"" monster you control, increase its Level by 1.",0.05,0.25,1.49,0.52,,1st Edition,Warrior,
57704,Air Armor Ninja,Air Armor Ninja,https://tcgplayer-cdn.tcgplayer.com/product/57704_200w.jpg,2,257,https://cpt.tcgcsv.com/66t,2013-05-09T12:13:41.653,1,ORCS-EN014,Common,WIND,Effect Monster,1400,1400,"When this card is Summoned: You can target 1 face-up ""Ninja"" monster you control; reduce its Level by 1.",0.04,0.21,10000.0,0.15,,Unlimited,Warrior,
57704,Air Armor Ninja,Air Armor Ninja,https://tcgplayer-cdn.tcgplayer.com/product/57704_200w.jpg,2,257,https://cpt.tcgcsv.com/66t,2013-05-09T12:13:41.653,1,ORCS-EN014,Common,WIND,Effect Monster,1400,1400,"When this card is Summoned: You can target 1 face-up ""Ninja"" monster you control; reduce its Level by 1.",0.01,0.25,1.49,0.13,,1st Edition,Warrior,
57705,Aqua Armor Ninja,Aqua Armor Ninja,https://tcgplayer-cdn.tcgplayer.com/product/57705_200w.jpg,2,257,https://cpt.tcgcsv.com/76t,2013-05-09T12:13:41.653,1,ORCS-EN015,Common,FIRE,Effect Monster,1700,1000,"When your opponent's monster declares a direct attack, if you have another ""Ninja"" monster in your Graveyard: You can banish this card from your Graveyard to target the attacking monster; negate that attack.",0.05,0.25,1.49,0.15,,Unlimited,Warrior,
57705,Aqua Armor Ninja,Aqua Armor Ninja,https://tcgplayer-cdn.tcgplayer.com/product/57705_200w.jpg,2,257,https://cpt.tcgcsv.com/76t,2013-05-09T12:13:41.653,1,ORCS-EN015,Common,FIRE,Effect Monster,1700,1000,"When your opponent's monster declares a direct attack, if you have another ""Ninja"" monster in your Graveyard: You can banish this card from your Graveyard to target the attacking monster; negate that attack.",0.04,0.25,1.0,0.16,,1st Edition,Warrior,
57706,Earth Armor Ninja,Earth Armor Ninja,https://tcgplayer-cdn.tcgplayer.com/product/57706_200w.jpg,2,257,https://cpt.tcgcsv.com/86t,2013-05-09T12:13:41.653,1,ORCS-EN016,Common,EARTH,Effect Monster,1600,1200,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand).",0.08,0.22,1.49,0.21,,Unlimited,Warrior,
57706,Earth Armor Ninja,Earth Armor Ninja,https://tcgplayer-cdn.tcgplayer.com/product/57706_200w.jpg,2,257,https://cpt.tcgcsv.com/86t,2013-05-09T12:13:41.653,1,ORCS-EN016,Common,EARTH,Effect Monster,1600,1200,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand).",0.05,0.25,1.49,0.24,,1st Edition,Warrior,
57707,Inzektor Hornet,Inzektor Hornet,https://tcgplayer-cdn.tcgplayer.com/product/57707_200w.jpg,2,257,https://cpt.tcgcsv.com/96t,2013-05-09T12:13:41.653,1,ORCS-EN017,Super Rare,DARK,Effect Monster,500,200,"Once per turn: You can equip 1 ""Inzektor"" monster from your hand or Graveyard to this card. While this card is equipped to a monster, that monster's Level is increased by 3, also it gains ATK and DEF equal to this card's ATK and DEF. While this card is equipped to a monster: You can send this Equip Card to the Graveyard to target 1 card on the field; destroy that target.",0.1,0.74,11.49,0.26,,Unlimited,Insect,
57707,Inzektor Hornet,Inzektor Hornet,https://tcgplayer-cdn.tcgplayer.com/product/57707_200w.jpg,2,257,https://cpt.tcgcsv.com/96t,2013-05-09T12:13:41.653,1,ORCS-EN017,Super Rare,DARK,Effect Monster,500,200,"Once per turn: You can equip 1 ""Inzektor"" monster from your hand or Graveyard to this card. While this card is equipped to a monster, that monster's Level is increased by 3, also it gains ATK and DEF equal to this card's ATK and DEF. While this card is equipped to a monster: You can send this Equip Card to the Graveyard to target 1 card on the field; destroy that target.",0.2,0.83,25.0,0.35,,1st Edition,Insect,
57708,Inzektor Ant,Inzektor Ant,https://tcgplayer-cdn.tcgplayer.com/product/57708_200w.jpg,2,257,https://cpt.tcgcsv.com/b6t,2013-05-09T12:13:41.653,1,ORCS-EN018,Common,DARK,Effect Monster,200,600,"Once per turn: You can equip 1 ""Inzektor"" monster from your hand or Graveyard to this card. While this card is equipped to a monster, that monster's Level is increased by 3, also it gains ATK and DEF equal to this card's ATK and DEF. If the equipped monster would be destroyed, you can destroy this Equip Card instead.",0.09,0.22,1.49,0.17,,Unlimited,Insect,
57708,Inzektor Ant,Inzektor Ant,https://tcgplayer-cdn.tcgplayer.com/product/57708_200w.jpg,2,257,https://cpt.tcgcsv.com/b6t,2013-05-09T12:13:41.653,1,ORCS-EN018,Common,DARK,Effect Monster,200,600,"Once per turn: You can equip 1 ""Inzektor"" monster from your hand or Graveyard to this card. While this card is equipped to a monster, that monster's Level is increased by 3, also it gains ATK and DEF equal to this card's ATK and DEF. If the equipped monster would be destroyed, you can destroy this Equip Card instead.",0.08,0.25,1.49,0.18,,1st Edition,Insect,
57709,Inzektor Centipede,Inzektor Centipede,https://tcgplayer-cdn.tcgplayer.com/product/57709_200w.jpg,2,257,https://cpt.tcgcsv.com/c6t,2013-05-09T12:13:41.653,1,ORCS-EN019,Common,DARK,Effect Monster,1600,1200,"Once per turn: You can equip 1 ""Inzektor"" monster from your hand or Graveyard to this card. If an Equip Card(s) is sent to your Graveyard while equipped to this card (except during the Damage Step): You can add 1 ""Inzektor"" card from your Deck to your hand. While this card is equipped to a monster, that monster's Level is increased by 3.",0.04,0.24,1.7,0.13,,Unlimited,Insect,
57709,Inzektor Centipede,Inzektor Centipede,https://tcgplayer-cdn.tcgplayer.com/product/57709_200w.jpg,2,257,https://cpt.tcgcsv.com/c6t,2013-05-09T12:13:41.653,1,ORCS-EN019,Common,DARK,Effect Monster,1600,1200,"Once per turn: You can equip 1 ""Inzektor"" monster from your hand or Graveyard to this card. If an Equip Card(s) is sent to your Graveyard while equipped to this card (except during the Damage Step): You can add 1 ""Inzektor"" card from your Deck to your hand. While this card is equipped to a monster, that monster's Level is increased by 3.",0.04,0.25,1.37,0.23,,1st Edition,Insect,
57710,Inzektor Dragonfly,Inzektor Dragonfly,https://tcgplayer-cdn.tcgplayer.com/product/57710_200w.jpg,2,257,https://cpt.tcgcsv.com/d6t,2013-05-09T12:13:41.653,1,ORCS-EN020,Rare,DARK,Effect Monster,1000,1800,"Once per turn: You can equip 1 ""Inzektor"" monster from your hand or Graveyard to this card. If an Equip Card(s) is sent to your Graveyard while equipped to this card (Except during the Damage Step): You can Special Summon 1 ""Inzektor"" monster from your Deck, except ""Inzektor Dragonfly"". While this card is equipped to a monster, that monster's Level is increased by 3.",0.08,0.25,2.5,0.22,,Unlimited,Insect,
57710,Inzektor Dragonfly,Inzektor Dragonfly,https://tcgplayer-cdn.tcgplayer.com/product/57710_200w.jpg,2,257,https://cpt.tcgcsv.com/d6t,2013-05-09T12:13:41.653,1,ORCS-EN020,Rare,DARK,Effect Monster,1000,1800,"Once per turn: You can equip 1 ""Inzektor"" monster from your hand or Graveyard to this card. If an Equip Card(s) is sent to your Graveyard while equipped to this card (Except during the Damage Step): You can Special Summon 1 ""Inzektor"" monster from your Deck, except ""Inzektor Dragonfly"". While this card is equipped to a monster, that monster's Level is increased by 3.",0.1,0.5,1.95,0.36,,1st Edition,Insect,
57711,Inzektor Giga-Mantis,Inzektor Giga Mantis,https://tcgplayer-cdn.tcgplayer.com/product/57711_200w.jpg,2,257,https://cpt.tcgcsv.com/f6t,2024-02-24T18:09:05.877,1,ORCS-EN021,Ultra Rare,DARK,Effect Monster,2400,0,"You can target 1 face-up ""Inzektor"" monster you control; equip this card from your hand to that target. While this card is equipped to a monster, that monster's original ATK becomes 2400. If this card is sent to the Graveyard while equipped to a monster: You can target 1 ""Inzektor"" monster in your Graveyard except ""Inzektor Giga-Mantis""; Special Summon that target. This effect of ""Inzektor Giga-Mantis"" can only be used once per turn.",0.2,0.75,5.0,0.54,,Unlimited,Insect,
57711,Inzektor Giga-Mantis,Inzektor Giga Mantis,https://tcgplayer-cdn.tcgplayer.com/product/57711_200w.jpg,2,257,https://cpt.tcgcsv.com/f6t,2024-02-24T18:09:05.877,1,ORCS-EN021,Ultra Rare,DARK,Effect Monster,2400,0,"You can target 1 face-up ""Inzektor"" monster you control; equip this card from your hand to that target. While this card is equipped to a monster, that monster's original ATK becomes 2400. If this card is sent to the Graveyard while equipped to a monster: You can target 1 ""Inzektor"" monster in your Graveyard except ""Inzektor Giga-Mantis""; Special Summon that target. This effect of ""Inzektor Giga-Mantis"" can only be used once per turn.",0.24,0.75,7.99,0.58,,1st Edition,Insect,
57712,Inzektor Giga-Weevil,Inzektor Giga Weevil,https://tcgplayer-cdn.tcgplayer.com/product/57712_200w.jpg,2,257,https://cpt.tcgcsv.com/g6t,2013-05-09T12:13:41.653,1,ORCS-EN022,Common,DARK,Effect Monster,0,2600,"You can target 1 face-up ""Inzektor"" monster you control; equip this card from your hand to that target. While this card is equipped to a monster, that monster's original DEF becomes 2600. If this card is sent to the Graveyard while equipped to a monster: You can target 1 ""Inzektor"" monster in your Graveyard; Special Summon that target. This effect of ""Inzektor Giga-Weevil"" can only be used once per turn.",0.16,0.36,1.49,0.33,,Unlimited,Insect,
57712,Inzektor Giga-Weevil,Inzektor Giga Weevil,https://tcgplayer-cdn.tcgplayer.com/product/57712_200w.jpg,2,257,https://cpt.tcgcsv.com/g6t,2013-05-09T12:13:41.653,1,ORCS-EN022,Common,DARK,Effect Monster,0,2600,"You can target 1 face-up ""Inzektor"" monster you control; equip this card from your hand to that target. While this card is equipped to a monster, that monster's original DEF becomes 2600. If this card is sent to the Graveyard while equipped to a monster: You can target 1 ""Inzektor"" monster in your Graveyard; Special Summon that target. This effect of ""Inzektor Giga-Weevil"" can only be used once per turn.",0.15,0.49,1.43,0.35,,1st Edition,Insect,
57713,Wind-Up Rat,Wind Up Rat,https://tcgplayer-cdn.tcgplayer.com/product/57713_200w.jpg,2,257,https://cpt.tcgcsv.com/h6t,2013-05-09T12:13:41.653,1,ORCS-EN023,Super Rare,EARTH,Effect Monster,600,600,"During your Main Phase: You can target 1 ""Wind-Up"" monster in your Graveyard; change this face-up Attack Position card you control to face-up Defense Position, and Special Summon that target in face-up Defense Position. This effect can only be used once while this card is face-up on the field.",6.57,10.16,28.9,9.57,,Unlimited,Beast,
57713,Wind-Up Rat,Wind Up Rat,https://tcgplayer-cdn.tcgplayer.com/product/57713_200w.jpg,2,257,https://cpt.tcgcsv.com/h6t,2013-05-09T12:13:41.653,1,ORCS-EN023,Super Rare,EARTH,Effect Monster,600,600,"During your Main Phase: You can target 1 ""Wind-Up"" monster in your Graveyard; change this face-up Attack Position card you control to face-up Defense Position, and Special Summon that target in face-up Defense Position. This effect can only be used once while this card is face-up on the field.",9.19,11.16,39.99,11.68,,1st Edition,Beast,
57714,Wind-Up Honeybee,Wind Up Honeybee,https://tcgplayer-cdn.tcgplayer.com/product/57714_200w.jpg,2,257,https://cpt.tcgcsv.com/j6t,2013-05-09T12:13:41.653,1,ORCS-EN024,Common,EARTH,Effect Monster,300,300,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 Level 4 or lower ""Wind-Up"" monster from your Deck.",0.03,0.2,1.36,0.09,,Unlimited,Insect,
57714,Wind-Up Honeybee,Wind Up Honeybee,https://tcgplayer-cdn.tcgplayer.com/product/57714_200w.jpg,2,257,https://cpt.tcgcsv.com/j6t,2013-05-09T12:13:41.653,1,ORCS-EN024,Common,EARTH,Effect Monster,300,300,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 Level 4 or lower ""Wind-Up"" monster from your Deck.",0.03,0.25,1.49,0.21,,1st Edition,Insect,
57715,Evoltile Pleuro,Evoltile Pleuro,https://tcgplayer-cdn.tcgplayer.com/product/57715_200w.jpg,2,257,https://cpt.tcgcsv.com/k6t,2013-05-09T12:13:41.653,1,ORCS-EN025,Common,FIRE,Effect Monster,200,200,"If this card you control is destroyed and sent to your Graveyard: You can Special Summon 1 ""Evolsaur"" monster from your hand.",0.05,0.23,1.36,0.1,,Unlimited,Reptile,
57715,Evoltile Pleuro,Evoltile Pleuro,https://tcgplayer-cdn.tcgplayer.com/product/57715_200w.jpg,2,257,https://cpt.tcgcsv.com/k6t,2013-05-09T12:13:41.653,1,ORCS-EN025,Common,FIRE,Effect Monster,200,200,"If this card you control is destroyed and sent to your Graveyard: You can Special Summon 1 ""Evolsaur"" monster from your hand.",0.07,0.23,1.49,0.15,,1st Edition,Reptile,
