productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extAttribute,extMonsterType,extAttack,extDefense
180838,Duelists of Tomorrow Speed Duel Deck,Duelists of Tomorrow Speed Duel Deck,https://tcgplayer-cdn.tcgplayer.com/product/180838_200w.jpg,2,2371,https://cpt.tcgcsv.com/Nls2,2021-04-08T15:24:16.26,1,"Destiny Masters Speed Duel Deck contains:
<br>• 1 20-Card Seto Kaiba Deck
<br>• 1 20-Card Mai Valentine Deck
<br>• 1 23-Card Joey Wheeler Deck
<br>• 9 Skill Cards <em>(3 for Kaiba, 3 for Mai and 3 for Joey)</em>
<br>• 3 Ultra Rare variant cards",92.99,94.95,109.0,95.97,,Normal,,,,,,,
183636,Peak Performance,Peak Performance,https://tcgplayer-cdn.tcgplayer.com/product/183636_200w.jpg,2,2371,https://cpt.tcgcsv.com/Lst2,2019-01-28T16:33:15.897,1,"All Dragon, Winged Beast, and Thunder monsters on the field gain 200 ATK/DEF.",0.1,0.25,1.41,0.31,,1st Edition,SS02-ENAS1,Common,Kaiba/Skill,,,,
183637,Beatdown!,Beatdown,https://tcgplayer-cdn.tcgplayer.com/product/183637_200w.jpg,2,2371,https://cpt.tcgcsv.com/Mst2,2019-01-28T16:33:23.95,1,"If you control a Level 5 or higher monster, you can activate this Skill.
<br>All monsters you currently control gain 300 ATK for each Level 5 or higher monster you control. At the end of your turn, flip this card over.",0.15,0.39,1.46,0.48,,1st Edition,SS02-ENAS2,Common,Kaiba/Skill,,,,
183638,Dragon Caller,Dragon Caller,https://tcgplayer-cdn.tcgplayer.com/product/183638_200w.jpg,2,2371,https://cpt.tcgcsv.com/Nst2,2019-01-28T16:33:30.813,1,"Once per Duel, you can use 1 of the following Skills.
<br>• If you successfully Normal Summon ""Lord of D."", add 1 ""The Flute of Summoning Dragon"" from your Deck or GY to your hand.
<br>• Reveal ""The Flute of Summoning Dragon"" from your hand, then add 1 ""Lord of D."" from your Deck or GY to your hand.",0.23,0.49,1.54,0.53,,1st Edition,SS02-ENAS3,Common,Kaiba/Skill,,,,
183639,Grit,Grit,https://tcgplayer-cdn.tcgplayer.com/product/183639_200w.jpg,2,2371,https://cpt.tcgcsv.com/Pst2,2019-01-28T16:48:52.71,1,"At the start of your turn, call 2 numbers and roll a six-sided die. If you roll a number you called, your LP do not get lower than 1 until the end of your opponent's next turn. This Skill can only be used once per Duel.",0.1,0.25,1.42,0.19,,1st Edition,SS02-ENBS1,Common,Joey/Skill,,,,
183640,Last Gamble,Last Gamble,https://tcgplayer-cdn.tcgplayer.com/product/183640_200w.jpg,2,2371,https://cpt.tcgcsv.com/Qst2,2019-01-28T16:51:00.57,1,"At the start of the 5th turn, activate this Skill (count both players' turns).
<br>During your Main Phase, you can reduce your LP to 100 and discard 2 cards from your hand. Roll a six-sided die and draw cards equal to the result. This Skill can only be used once per Duel.",0.11,0.25,1.42,0.18,,1st Edition,SS02-ENBS2,Common,Joey/Skill,,,,
183641,Pal-O'Mine-zation!,Pal OMine zation,https://tcgplayer-cdn.tcgplayer.com/product/183641_200w.jpg,2,2371,https://cpt.tcgcsv.com/Rst2,2019-01-28T16:51:04.013,1,"During your turn, you may reveal 1 Normal Monster in your hand. This turn, that monster can substitute for any 1 Fusion Material. If you do, the other Fusion Material(s) must be the correct one(s). This Skill can only be used once per Duel.",0.11,0.25,1.42,0.12,,1st Edition,SS02-ENBS3,Common,Joey/Skill,,,,
183642,Aroma Strategy,Aroma Strategy,https://tcgplayer-cdn.tcgplayer.com/product/183642_200w.jpg,2,2371,https://cpt.tcgcsv.com/Sst2,2019-01-28T17:03:10.867,1,You may look at the top card of your Deck at any time.,0.08,0.25,1.39,0.15,,1st Edition,SS02-ENCS1,Common,Mai/Skill,,,,
183643,Flight of the Harpies,Flight of the Harpies,https://tcgplayer-cdn.tcgplayer.com/product/183643_200w.jpg,2,2371,https://cpt.tcgcsv.com/Tst2,2019-01-28T17:03:07.283,1,"If you lose 1800 or more LP, you can activate this Skill during your next Draw Phase.
<br>During your Draw Phase, you may search your Deck for a ""Harpie"" card, reveal it to your opponent, and add it to your hand instead of drawing. If you do that, flip this card over.",0.34,0.46,1.67,0.48,,1st Edition,SS02-ENCS2,Common,Mai/Skill,,,,
183644,Tribal Synergy,Tribal Synergy,https://tcgplayer-cdn.tcgplayer.com/product/183644_200w.jpg,2,2371,https://cpt.tcgcsv.com/Vst2,2019-01-28T17:03:14.683,1,"If you have an ""Amazoness"" monster and a ""Harpie"" monster in your hand, reveal them and draw 1 card.
<br>If you control an ""Amazoness"" monster and a ""Harpie"" monster, draw 2 cards.
<br>Each of these Skills can only be used once per Duel.",0.1,0.25,1.42,0.13,,1st Edition,SS02-ENCS3,Common,Mai/Skill,,,,
