productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType
24931,Inferno Reckless Summon,Inferno Reckless Summon,https://tcgplayer-cdn.tcgplayer.com/product/24931_200w.jpg,2,191,https://cpt.tcgcsv.com/F-c,2013-05-09T12:13:41.653,1,DP2-EN025,Super Rare,SPELL,Quick-Play Spell,0,0,"You can only activate this card when 1 monster with an ATK of 1500 points or less is Special Summoned to your side of the field while there is a face-up monster on your opponent's side of the field. Special Summon all cards with the same name as the Summoned monster from your hand, Deck, and Graveyard in face-up Attack Position. Your opponent selects 1 monster on their side of the field and Special Summons all cards with that same name from their hand, Deck, and Graveyard.",0.56,0.98,2.99,0.9,,Unlimited,
24931,Inferno Reckless Summon,Inferno Reckless Summon,https://tcgplayer-cdn.tcgplayer.com/product/24931_200w.jpg,2,191,https://cpt.tcgcsv.com/F-c,2013-05-09T12:13:41.653,1,DP2-EN025,Super Rare,SPELL,Quick-Play Spell,0,0,"You can only activate this card when 1 monster with an ATK of 1500 points or less is Special Summoned to your side of the field while there is a face-up monster on your opponent's side of the field. Special Summon all cards with the same name as the Summoned monster from your hand, Deck, and Graveyard in face-up Attack Position. Your opponent selects 1 monster on their side of the field and Special Summons all cards with that same name from their hand, Deck, and Graveyard.",1.44,4.23,7.75,2.28,,1st Edition,
24932,Magical Mallet,Magical Mallet,https://tcgplayer-cdn.tcgplayer.com/product/24932_200w.jpg,2,191,https://cpt.tcgcsv.com/G-c,2013-05-09T12:13:41.653,1,DP2-EN024,Super Rare,SPELL,Normal Spell,0,0,Add any number of cards from your hand to the Deck and shuffle it. Then draw the same number of cards you added to the Deck.,1.25,1.71,9.99,1.63,,Unlimited,
24932,Magical Mallet,Magical Mallet,https://tcgplayer-cdn.tcgplayer.com/product/24932_200w.jpg,2,191,https://cpt.tcgcsv.com/G-c,2013-05-09T12:13:41.653,1,DP2-EN024,Super Rare,SPELL,Normal Spell,0,0,Add any number of cards from your hand to the Deck and shuffle it. Then draw the same number of cards you added to the Deck.,1.48,2.57,17.99,2.52,,1st Edition,
25089,V-Tiger Jet,V Tiger Jet,https://tcgplayer-cdn.tcgplayer.com/product/25089_200w.jpg,2,191,https://cpt.tcgcsv.com/P2d,2024-03-28T16:28:37.83,1,DP2-EN001,Common,LIGHT,Normal Monster,1600,1800,This ace fighter is unbeatable in a dogfight. It combines with other monsters to launch an array of encircling attacks.,0.05,0.28,1.42,0.13,,Unlimited,Machine
25089,V-Tiger Jet,V Tiger Jet,https://tcgplayer-cdn.tcgplayer.com/product/25089_200w.jpg,2,191,https://cpt.tcgcsv.com/P2d,2024-03-28T16:28:37.83,1,DP2-EN001,Common,LIGHT,Normal Monster,1600,1800,This ace fighter is unbeatable in a dogfight. It combines with other monsters to launch an array of encircling attacks.,0.1,0.25,2.06,0.14,,1st Edition,Machine
25090,Ojama Green,Ojama Green,https://tcgplayer-cdn.tcgplayer.com/product/25090_200w.jpg,2,191,https://cpt.tcgcsv.com/Q2d,2024-03-28T16:28:37.957,1,DP2-EN002,Common,LIGHT,Normal Monster,0,1000,"He''s one of the Ojama Trio. It''s said that he butts in by any means necessary. It''s also said that when the three are together, something happens.",0.12,0.55,3.99,0.57,,Unlimited,Beast
25090,Ojama Green,Ojama Green,https://tcgplayer-cdn.tcgplayer.com/product/25090_200w.jpg,2,191,https://cpt.tcgcsv.com/Q2d,2024-03-28T16:28:37.957,1,DP2-EN002,Common,LIGHT,Normal Monster,0,1000,"He''s one of the Ojama Trio. It''s said that he butts in by any means necessary. It''s also said that when the three are together, something happens.",0.14,0.45,3.0,0.41,,1st Edition,Beast
25091,Ojama Yellow,Ojama Yellow,https://tcgplayer-cdn.tcgplayer.com/product/25091_200w.jpg,2,191,https://cpt.tcgcsv.com/R2d,2024-03-28T16:28:38.027,1,DP2-EN003,Common,LIGHT,Normal Monster,0,1000,"He''s one of the Ojama Trio. It''s said that he butts in by any means necessary. It''s also said that when the three are together, something happens.",0.14,0.49,3.48,0.38,,Unlimited,Beast
25091,Ojama Yellow,Ojama Yellow,https://tcgplayer-cdn.tcgplayer.com/product/25091_200w.jpg,2,191,https://cpt.tcgcsv.com/R2d,2024-03-28T16:28:38.027,1,DP2-EN003,Common,LIGHT,Normal Monster,0,1000,"He''s one of the Ojama Trio. It''s said that he butts in by any means necessary. It''s also said that when the three are together, something happens.",0.14,0.5,3.51,0.45,,1st Edition,Beast
25092,Ojama Black,Ojama Black,https://tcgplayer-cdn.tcgplayer.com/product/25092_200w.jpg,2,191,https://cpt.tcgcsv.com/S2d,2024-03-28T16:28:38.097,1,DP2-EN004,Common,LIGHT,Normal Monster,0,1000,"He''s one of the Ojama Trio. It''s said that he butts in by any means necessary. It''s also said that when the three are together, something happens.",0.14,0.35,2.4,0.34,,Unlimited,Beast
25092,Ojama Black,Ojama Black,https://tcgplayer-cdn.tcgplayer.com/product/25092_200w.jpg,2,191,https://cpt.tcgcsv.com/S2d,2024-03-28T16:28:38.097,1,DP2-EN004,Common,LIGHT,Normal Monster,0,1000,"He''s one of the Ojama Trio. It''s said that he butts in by any means necessary. It''s also said that when the three are together, something happens.",0.16,0.48,2.45,0.38,,1st Edition,Beast
25093,X-Head Cannon,X Head Cannon,https://tcgplayer-cdn.tcgplayer.com/product/25093_200w.jpg,2,191,https://cpt.tcgcsv.com/T2d,2024-03-28T16:28:38.167,1,DP2-EN005,Common,LIGHT,Normal Monster,1800,1500,"A monster with a mighty cannon barrel, it is able to integrate its attacks. It attacks in many ways by combining and separating with other monsters.",0.15,0.35,1.51,0.33,,Unlimited,Machine
25093,X-Head Cannon,X Head Cannon,https://tcgplayer-cdn.tcgplayer.com/product/25093_200w.jpg,2,191,https://cpt.tcgcsv.com/T2d,2024-03-28T16:28:38.167,1,DP2-EN005,Common,LIGHT,Normal Monster,1800,1500,"A monster with a mighty cannon barrel, it is able to integrate its attacks. It attacks in many ways by combining and separating with other monsters.",0.18,0.5,1.66,0.77,,1st Edition,Machine
25094,Y-Dragon Head,Y Dragon Head,https://tcgplayer-cdn.tcgplayer.com/product/25094_200w.jpg,2,191,https://cpt.tcgcsv.com/V2d,2024-03-28T16:28:38.23,1,DP2-EN006,Common,LIGHT,Union Monster,1500,1600,"Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your X-Head Cannon as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card''s effect, increase the ATK/DEF of the equipped monster by 400 points. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)",0.18,0.36,1.23,0.41,,Unlimited,Machine
25094,Y-Dragon Head,Y Dragon Head,https://tcgplayer-cdn.tcgplayer.com/product/25094_200w.jpg,2,191,https://cpt.tcgcsv.com/V2d,2024-03-28T16:28:38.23,1,DP2-EN006,Common,LIGHT,Union Monster,1500,1600,"Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your X-Head Cannon as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card''s effect, increase the ATK/DEF of the equipped monster by 400 points. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)",0.18,0.49,1.56,0.52,,1st Edition,Machine
25095,Z-Metal Tank,Z Metal Tank,https://tcgplayer-cdn.tcgplayer.com/product/25095_200w.jpg,2,191,https://cpt.tcgcsv.com/W2d,2024-03-28T16:28:38.263,1,DP2-EN007,Common,LIGHT,Union Monster,1500,1300,"Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your X-Head Cannon or Y-Dragon Head as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card''s effect, increase the ATK/DEF of the equipped monster by 600 points. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)",0.16,0.3,1.53,0.46,,Unlimited,Machine
