productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extLinkRating,extLinkArrows
22816,Perfectly Ultimate Great Moth (The Sacred Cards),Perfectly Ultimate Great Moth The Sacred Cards,https://tcgplayer-cdn.tcgplayer.com/product/22816_200w.jpg,2,1921,https://cpt.tcgcsv.com/l8c,2020-05-05T13:20:58.293,1,TSC-001,Secret Rare,EARTH,Insect,Effect Monster,3500,3000,This monster can only be Special Summoned by offering Petit Moth as a Tribute on the 6th of your turns after Petit Moth has been equipped with Cocoon of Evolution.,2.88,7.02,49.78,6.79,,Limited,,
22817,Riryoku (The Sacred Cards),Riryoku The Sacred Cards,https://tcgplayer-cdn.tcgplayer.com/product/22817_200w.jpg,2,1921,https://cpt.tcgcsv.com/m8c,2019-09-19T19:09:08.903,1,TSC-002,Secret Rare,SPELL,,Normal Spell,,,"Until the end of the turn, decrease the ATK of 1 monster by half and increase the ATK of another monster by the same amount.",0.29,1.23,29.99,1.33,,Limited,,
22818,Negate Attack (The Sacred Cards),Negate Attack The Sacred Cards,https://tcgplayer-cdn.tcgplayer.com/product/22818_200w.jpg,2,1921,https://cpt.tcgcsv.com/n8c,2020-05-05T13:18:02.397,1,TSC-003,Secret Rare,TRAP,,Token,,,"When your opponent attacks with a monster, negate the attack and make your opponent's Battle Phase end.",2.3,5.09,12.99,5.68,,Limited,,
22940,Blue-Eyes White Dragon (Dark Duel Stories),Blue Eyes White Dragon Dark Duel Stories,https://tcgplayer-cdn.tcgplayer.com/product/22940_200w.jpg,2,1921,https://cpt.tcgcsv.com/Qbc,2024-03-26T15:09:49.333,1,DDS-001,Prismatic Secret Rare,LIGHT,Dragon,Normal Monster,3000,2500,"<em>This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale.</em>",1574.99,1800.49,2800.97,693.76,,Unlimited,,
22941,Dark Magician (Dark Duel Stories),Dark Magician Dark Duel Stories,https://tcgplayer-cdn.tcgplayer.com/product/22941_200w.jpg,2,1921,https://cpt.tcgcsv.com/Rbc,2024-03-26T15:11:03.153,1,DDS-002,Prismatic Secret Rare,DARK,Spellcaster,Normal Monster,2500,2100,<em>The ultimate wizard in terms of attack and defense.</em>,260.0,299.93,999.99,483.31,,Unlimited,,
22942,Exodia the Forbidden One (Dark Duel Stories),Exodia the Forbidden One Dark Duel Stories,https://tcgplayer-cdn.tcgplayer.com/product/22942_200w.jpg,2,1921,https://cpt.tcgcsv.com/Sbc,2024-03-26T15:11:45.253,1,DDS-003,Prismatic Secret Rare,DARK,Spellcaster,Effect Monster,1000,1000,An automatic victory can be declared by the player whose hand contains this card together with the Left Leg/Right Leg/Left Arm/Right Arm of the Forbidden One.,92.99,144.39,218.99,94.42,,Unlimited,,
22943,Seiyaryu (Dark Duel Stories),Seiyaryu Dark Duel Stories,https://tcgplayer-cdn.tcgplayer.com/product/22943_200w.jpg,2,1921,https://cpt.tcgcsv.com/Tbc,2024-03-26T15:12:50.52,1,DDS-004,Prismatic Secret Rare,LIGHT,Dragon,Normal Monster,2500,2300,<em>A mystical dragon that burns away the unworthy with its mystic flames.</em>,3.67,13.62,110.0,15.06,,Unlimited,,
22944,Acid Trap Hole (Dark Duel Stories),Acid Trap Hole Dark Duel Stories,https://tcgplayer-cdn.tcgplayer.com/product/22944_200w.jpg,2,1921,https://cpt.tcgcsv.com/Vbc,2018-12-07T19:55:04.123,1,DDS-005,Secret Rare,TRAP,,Normal Trap,,,"Flip 1 face-down Defense Position monster face-up.  If the monster's DEF is 2000 points or less, the monster is destroyed.  If the DEF is more than 2000 points, return the monster to its face-down Defense Position.",0.65,2.42,99.99,3.05,,Unlimited,,
22945,Salamandra (Dark Duel Stories),Salamandra Dark Duel Stories,https://tcgplayer-cdn.tcgplayer.com/product/22945_200w.jpg,2,1921,https://cpt.tcgcsv.com/Wbc,2024-03-26T15:13:34.063,1,DDS-006,Prismatic Secret Rare,SPELL,,Equip Spell,,,A FIRE monster equipped with this card increases its ATK by 700 points.,1.5,3.84,32.0,5.35,,Unlimited,,
22954,Red-Eyes Black Metal Dragon (Forbidden Memories),Red Eyes Black Metal Dragon Forbidden Memories,https://tcgplayer-cdn.tcgplayer.com/product/22954_200w.jpg,2,1921,https://cpt.tcgcsv.com/6cc,2020-08-20T15:36:11.287,1,FMR-001,Prismatic Secret Rare,DARK,Machine,Effect Monster,2800,2400,This card can only be Special Summoned from the Deck to the field by offering Red-Eyes B. Dragon equipped with Metalmorph as a Tribute.  Your Deck is then shuffled.,150.33,229.6,500.0,185.28,,Limited,,
