productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extLinkRating,extLinkArrows,extDefense
210558,Eternity Code Booster Box [1st Edition],Eternity Code Booster Box 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/210558_200w.jpg,2,2625,https://cpt.tcgcsv.com/bfJ2,2020-04-21T16:27:12.707,1,Each booster box contains 24 packs of 9 random cards.,083717848257,125.0,155.0,223.0,160.0,,Normal,,,,,,,,,
210559,Eternity Code Booster Pack [1st Edition],Eternity Code Booster Pack 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/210559_200w.jpg,2,2625,https://cpt.tcgcsv.com/cfJ2,2021-09-04T14:33:48.02,1,Each booster pack contains 9 random cards.,083717848240,5.49,5.65,9.9,5.64,,Normal,,,,,,,,,
213292,The Arrival Cyberse @Ignister,The Arrival Cyberse Ignister,https://tcgplayer-cdn.tcgplayer.com/product/213292_200w.jpg,2,2625,https://cpt.tcgcsv.com/SkK2,2024-07-26T17:57:01.257,1,"3+ monsters with different Attributes
<br>You can only control 1 ""The Arrival Cyberse @Ignister"". The original ATK of this card becomes 1000 x the number of Link Materials used for its Link Summon. Unaffected by other cards' effects. Once per turn: You can target 1 other monster on the field; destroy it, and if you do, Special Summon 1 ""@Ignister Token"" (Cyberse/DARK/Level 1/ATK 0/DEF 0) to your zone this card points to.",,0.25,0.63,2.99,0.41,0.48,1st Edition,ETCO-EN050,Super Rare,DARK,Cyberse,Link/Effect Monster,0,6,Bottom-Right;Left;Bottom;Bottom-Left;Top;Right,
213293,Codebreaker Virus Berserker,Codebreaker Virus Berserker,https://tcgplayer-cdn.tcgplayer.com/product/213293_200w.jpg,2,2625,https://cpt.tcgcsv.com/TkK2,2024-07-26T17:57:01.303,1,"2+ monsters, including a ""Codebreaker"" monster
<br>When this card is Special Summoned, if it is co-linked: You can Special Summon up to 2 ""Codebreaker"" monsters from your hand and/or GY to any zone(s) a Link Monster(s) points to. During your Main Phase: You can destroy Spells/Traps your opponent controls, up to the number of linked ""Codebreaker"" monsters on the field. You can only use each effect of ""Codebreaker Virus Berserker"" once per turn.",,0.03,0.21,1.49,0.14,0.15,1st Edition,ETCO-EN051,Common,DARK,Warrior,Link/Effect Monster,2800,3,Bottom;Top;Right,
213294,Codebreaker Virus Swordsman,Codebreaker Virus Swordsman,https://tcgplayer-cdn.tcgplayer.com/product/213294_200w.jpg,2,2625,https://cpt.tcgcsv.com/VkK2,2024-07-26T17:57:01.337,1,"2 Effect Monsters
<br>When this card is Special Summoned, if it is co-linked: You can Special Summon 1 ""Codebreaker Zero Day"" from your hand, Deck, or GY, to any zone a Link Monster points to. During the End Phase, if this card is in the GY because it was destroyed, while in your possession, by an opponent's card and sent there this turn: You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Codebreaker Virus Swordsman"" once per turn.",,0.1,0.25,1.95,0.24,0.15,1st Edition,ETCO-EN052,Common,DARK,Warrior,Link/Effect Monster,2300,2,Bottom;Top,
213295,Gouki The Powerload Ogre,Gouki The Powerload Ogre,https://tcgplayer-cdn.tcgplayer.com/product/213295_200w.jpg,2,2625,https://cpt.tcgcsv.com/WkK2,2024-07-26T17:57:01.373,1,"2+ Warrior monsters
<br>Gains ATK equal to the combined Link Ratings of all other Link Monsters you control x 200. This Link Summoned card is unaffected by other cards' effects. You can Tribute 1 ""Gouki"" Link Monster, then target cards on the field, up to its Link Rating; destroy them. You can only use this effect of ""Gouki The Powerload Ogre"" once per turn.",,0.03,0.2,1.49,0.15,,1st Edition,ETCO-EN053,Common,EARTH,Warrior,Link/Effect Monster,2800,4,Bottom-Right;Bottom;Bottom-Left;Right,
213296,Piwraithe the Ghost Pirate,Piwraithe the Ghost Pirate,https://tcgplayer-cdn.tcgplayer.com/product/213296_200w.jpg,2,2625,https://cpt.tcgcsv.com/XkK2,2024-07-26T17:57:01.42,1,"If a face-up WATER monster(s) you control, except ""Piwraithe the Ghost Pirate"", is destroyed by battle or card effect, while this card is in your GY: You can Special Summon this card (but banish it when it leaves the field), and if you do, it gains 100 ATK for each WATER monster in your GY, until the end of the next turn. You can only use this effect of ""Piwraithe the Ghost Pirate"" once per turn.",,0.02,0.2,1.34,0.1,0.09,1st Edition,ETCO-EN000,Common,WATER,Aqua,Effect Monster,1500,,,500
213297,Parallel eXceed,Parallel eXceed,https://tcgplayer-cdn.tcgplayer.com/product/213297_200w.jpg,2,2625,https://cpt.tcgcsv.com/ZkK2,2024-08-29T09:39:55.347,1,"If this card is Special Summoned by the effect of ""Parallel eXceed"", its Level becomes 4 and its original ATK/DEF become halved. You can only use each of the following effects of ""Parallel eXceed"" once per turn.
<br>• If you Link Summon: You can Special Summon this card from your hand to your zone that Link Monster points to.
<br>• If this card is Normal or Special Summoned: You can Special Summon 1 ""Parallel eXceed"" from your Deck.",,0.12,0.6,7.99,0.24,0.2,1st Edition,ETCO-EN001,Common,WIND,Cyberse,Effect Monster,2000,,,2000
213298,Codebreaker Zero Day,Codebreaker Zero Day,https://tcgplayer-cdn.tcgplayer.com/product/213298_200w.jpg,2,2625,https://cpt.tcgcsv.com/-kK2,2024-07-26T17:57:01.903,1,"All Link Monsters pointing to this card lose 1000 ATK, except ""Codebreaker"" Link Monsters. If a ""Codebreaker"" Link Monster(s) on the field is destroyed by battle or card effect, while this card is on the field: Destroy this card. If this card is destroyed by battle or card effect: You can add 1 ""Codebreaker Zero Day"" from your Deck to your hand.",,0.02,0.2,1.49,0.12,0.05,1st Edition,ETCO-EN002,Common,DARK,Warrior,Effect Monster,1800,,,0
213299,Salamangreat Zebroid X,Salamangreat Zebroid X,https://tcgplayer-cdn.tcgplayer.com/product/213299_200w.jpg,2,2625,https://cpt.tcgcsv.com/_kK2,2024-07-26T17:57:02.007,1,"While this card is in your GY, if a ""Salamangreat"" Link Monster you control leaves the field because of an opponent's card effect (except during the Damage Step): You can Special Summon 2 Level 4 ""Salamangreat"" monsters from your GY, including this card, but negate their effects, and if you do, immediately after this effect resolves, Xyz Summon 1 ""Salamangreat"" Xyz Monster, using only those 2 monsters. You can only use this effect of ""Salamangreat Zebroid X"" once per turn. An Xyz Monster that was Summoned using this card on the field as material gains this effect.
<br>• This card gains 300 ATK for each material attached to it.",,0.01,0.15,1.49,0.06,,1st Edition,ETCO-EN003,Common,FIRE,Cyberse,Effect Monster,1500,,,1000
