productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType,extAttack,extDefense
26036,Magicians Unite,Magicians Unite,https://tcgplayer-cdn.tcgplayer.com/product/26036_200w.jpg,2,151,https://cpt.tcgcsv.com/Lqd,2024-03-28T16:08:29.897,1,CP03-EN001,Ultra Rare,SPELL,Normal Spell,"Activate only if you control 2 or more face-up Attack Position Spellcaster-Type monsters, select 1 of them. The ATK of the selected monster becomes 3000 until the end of this turn. Spellcaster-Type monster(s) you control cannot attack this turn, except the selected monster.",22.24,63.42,99.49,24.67,,Unlimited,,,
26037,Spirit Reaper,Spirit Reaper,https://tcgplayer-cdn.tcgplayer.com/product/26037_200w.jpg,2,151,https://cpt.tcgcsv.com/Mqd,2024-03-28T16:08:29.95,1,CP03-EN002,Super Rare,Dark,Effect Monster,"This card cannot be destroyed by battle. Destroy this card when it is targeted by the effect of a Spell, Trap, or Effect Monster. If this card successfully attacks directly, your opponent randomly discards 1 card.",288.2,292.02,388.14,300.85,,Unlimited,Zombie,300,200
26038,Gravekeeper's Spy,Gravekeepers Spy,https://tcgplayer-cdn.tcgplayer.com/product/26038_200w.jpg,2,151,https://cpt.tcgcsv.com/Nqd,2024-03-28T16:08:30.02,1,CP03-EN003,Super Rare,Dark,Effect Monster,"FLIP: Special Summon 1 ""Gravekeeper's"" monster with 1500 or less ATK from you Deck.",248.99,287.65,312.04,318.71,,Unlimited,Spellcaster,1200,2000
26039,Snipe Hunter,Snipe Hunter,https://tcgplayer-cdn.tcgplayer.com/product/26039_200w.jpg,2,151,https://cpt.tcgcsv.com/Pqd,2024-03-28T16:08:30.083,1,CP03-EN004,Super Rare,Dark,Effect Monster,"Discard 1 card from your hand.  Select 1 card on the field and roll a six-sided die.  If the result is not 1 or 6, destroy the selected card.",43.84,48.66,99.99,44.15,,Unlimited,Fiend,1500,600
26040,Dark World Lightning,Dark World Lightning,https://tcgplayer-cdn.tcgplayer.com/product/26040_200w.jpg,2,151,https://cpt.tcgcsv.com/Qqd,2024-03-28T16:08:30.147,1,CP03-EN005,Super Rare,SPELL,Normal Spell,"Select 1 face-down card on the field and destroy it, and after that, select 1 card from your hand and discard it.",24.0,28.65,59.99,26.63,,Unlimited,,0,0
26041,D.D. Assailant,DD Assailant,https://tcgplayer-cdn.tcgplayer.com/product/26041_200w.jpg,2,151,https://cpt.tcgcsv.com/Rqd,2024-03-28T16:08:30.21,1,CP03-EN006,Rare,Earth,Effect Monster,"When this card is destroyed as a result of battle with your opponent's monster, remove from play both this card and the opponent's monster that destroyed this card.",2.86,4.2,5.25,5.0,,Unlimited,Warrior,1700,1600
26042,"Goldd, Wu-Lord of Dark World",Goldd Wu Lord of Dark World,https://tcgplayer-cdn.tcgplayer.com/product/26042_200w.jpg,2,151,https://cpt.tcgcsv.com/Sqd,2024-03-28T16:08:30.257,1,CP03-EN007,Rare,Dark,Effect Monster,"If this card is discarded from your hand to the Graveyard by a card effect, Special Summon it. When this card is discarded from the hand to the Graveyard by your opponent's card effect, choose 2 cards on your opponent's field and destroy them.",0.33,0.68,1.49,0.41,,Unlimited,Fiend,2300,1400
26043,Manticore of Darkness,Manticore of Darkness,https://tcgplayer-cdn.tcgplayer.com/product/26043_200w.jpg,2,151,https://cpt.tcgcsv.com/Tqd,2024-03-28T16:08:30.333,1,CP03-EN008,Rare,Fire,Effect Monster,"During the End Phase of the turn this card is sent to the Graveyard, you can send 1 Beast, Beast-Warrior or Winged Beast-Type Monster Card from your hand or your side of the field to the Graveyard to Special Summon this card from the Graveyard.",0.94,1.22,1.47,0.9,,Unlimited,Beast-Warrior,2300,1000
26044,The Agent of Judgment - Saturn,The Agent of Judgment Saturn,https://tcgplayer-cdn.tcgplayer.com/product/26044_200w.jpg,2,151,https://cpt.tcgcsv.com/Vqd,2024-03-28T16:08:30.397,1,CP03-EN009,Rare,LIGHT,Effect Monster,"While your Life Points are higher than your opponent's, you can Tribute this card to inflict damage to your opponent equal to the difference. If you do not control ""The Sanctuary in the Sky"", this effect is not applied. You cannot conduct your Battle Phase the turn you activate this effect.",0.25,0.74,1.0,0.74,,Unlimited,Fairy,2400,0
26045,Pikeru's Circle of Enchantment,Pikerus Circle of Enchantment,https://tcgplayer-cdn.tcgplayer.com/product/26045_200w.jpg,2,151,https://cpt.tcgcsv.com/Wqd,2024-03-28T16:08:30.51,1,CP03-EN010,Rare,TRAP,Normal Trap,Damage to you from card effects becomes 0 until the end of this turn.,0.18,0.65,5.55,0.38,,Unlimited,,0,0
