productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extLinkRating,extLinkArrows
183523,Soulburner Structure Deck,Soulburner Structure Deck,https://tcgplayer-cdn.tcgplayer.com/product/183523_200w.jpg,2,2389,https://cpt.tcgcsv.com/tqt2,2021-10-18T13:19:54.1,1,"Get your hands on Link Monsters forged in the fires of battle in Structure Deck: Soulburner!
<br>Structure Deck: Soulburner contains a 40-card Main Deck + 6-card Extra Deck for a total of 46 cards.",48.99,55.0,90.0,42.24,,Normal,,,,,,,,,
183540,Soulburner Structure Deck Display,Soulburner Structure Deck Display,https://tcgplayer-cdn.tcgplayer.com/product/183540_200w.jpg,2,2389,https://cpt.tcgcsv.com/Qqt2,2019-01-16T12:35:01.527,1,Each structure deck contains 1 Preconstructed Deck of 40 Main Deck cards and 6 Extra Deck cards. Each display contains 8 structure decks.,,,,,,,,,,,,,,,
184745,Salamangreat Raccoon,Salamangreat Raccoon,https://tcgplayer-cdn.tcgplayer.com/product/184745_200w.jpg,2,2389,https://cpt.tcgcsv.com/WVt2,2019-03-11T21:20:57.113,1,"When your ""Salamangreat"" monster is targeted for an attack by an opponent's monster: You can send this card from your hand to the GY, then target those 2 monsters that would battle; gain LP equal to the ATK of that opponent's monster, also your targeted monster cannot be destroyed by battle this turn. When your ""Salamangreat"" monster destroys an opponent's monster by battle and sends it to the GY, while this card is in your GY: You can add this card to your hand. You can only use this effect of ""Salamangreat Raccoon"" once per turn.",0.11,0.25,1.42,0.23,0.11,1st Edition,SDSB-EN001,Common,FIRE,Cyberse,Effect Monster,400,800,,
184746,Salamangreat Mole,Salamangreat Mole,https://tcgplayer-cdn.tcgplayer.com/product/184746_200w.jpg,2,2389,https://cpt.tcgcsv.com/XVt2,2025-05-15T20:29:45.453,1,"During your Main Phase, if you Link Summoned this turn: You can Special Summon this card from your hand to your zone a Link Monster points to. If you control no monsters: You can banish this card from your GY, then target 5 ""Salamangreat"" cards in your GY; shuffle them into the Deck, then draw 2 cards. You can only use each effect of ""Salamangreat Mole"" once per turn.",0.1,0.25,1.49,0.21,,1st Edition,SDSB-EN002,Common,FIRE,Cyberse,Effect Monster,0,0,,
184747,Salamangreat Gazelle,Salamangreat Gazelle,https://tcgplayer-cdn.tcgplayer.com/product/184747_200w.jpg,2,2389,https://cpt.tcgcsv.com/ZVt2,2019-03-11T21:21:27.243,1,"If a ""Salamangreat"" monster is sent to your GY, except ""Salamangreat Gazelle"" (except during the Damage Step): You can Special Summon this card from your hand. If this card is Normal or Special Summoned: You can send 1 ""Salamangreat"" card from your Deck to the GY, except ""Salamangreat Gazelle"". You can only use each effect of ""Salamangreat Gazelle"" once per turn.",0.02,0.3,2.0,0.23,,1st Edition,SDSB-EN003,Super Rare,FIRE,Cyberse,Effect Monster,1500,1000,,
184748,Salamangreat Spinny,Salamangreat Spinny,https://tcgplayer-cdn.tcgplayer.com/product/184748_200w.jpg,2,2389,https://cpt.tcgcsv.com/-Vt2,2023-07-17T11:17:16.933,1,"If you control a ""Salamangreat"" card: You can discard this card, then target 1 face-up monster on the field; it gains 500 ATK until the end of this turn. If you control a ""Salamangreat"" monster other than ""Salamangreat Spinny"" and this card is in your GY: You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Salamangreat Spinny"" once per turn.",0.05,0.57,7.29,0.46,0.45,1st Edition,SDSB-EN004,Super Rare,FIRE,Cyberse,Effect Monster,1000,1500,,
184749,Salamangreat Fowl,Salamangreat Fowl,https://tcgplayer-cdn.tcgplayer.com/product/184749_200w.jpg,2,2389,https://cpt.tcgcsv.com/_Vt2,2019-03-11T21:22:02.157,1,"If a ""Salamangreat"" monster(s), except ""Salamangreat Fowl"" is Normal or Special Summoned (except during the Damage Step): You can Special Summon this card from your hand. You can only use this effect of ""Salamangreat Fowl"" once per turn. You can send 1 ""Salamangreat"" card from your hand or face-up field to the GY, then target 1 Set Spell/Trap your opponent controls; that Set card cannot be activated this turn.",0.07,0.24,1.49,0.15,0.08,1st Edition,SDSB-EN005,Common,FIRE,Cyberse,Effect Monster,1800,200,,
184750,Salamangreat Beat Bison,Salamangreat Beat Bison,https://tcgplayer-cdn.tcgplayer.com/product/184750_200w.jpg,2,2389,https://cpt.tcgcsv.com/0Wt2,2025-05-15T20:29:45.503,1,"If you have 3 or more ""Salamangreat"" monsters in your GY: You can Special Summon this card from your hand in Defense Position. You can target FIRE Link Monsters in your GY, up to the number of face-up cards your opponent controls; return them to the Extra Deck, then, you can negate the effects of face-up cards your opponent controls until the end of this turn, up to the number of cards you returned. You can only use each effect of ""Salamangreat Beat Bison"" once per turn.",0.15,0.25,1.46,0.22,,1st Edition,SDSB-EN006,Common,FIRE,Cyberse,Effect Monster,2800,1000,,
184751,Salamangreat Meer,Salamangreat Meer,https://tcgplayer-cdn.tcgplayer.com/product/184751_200w.jpg,2,2389,https://cpt.tcgcsv.com/2Wt2,2022-12-25T10:43:11.31,1,"If this card is added to your hand, except by drawing it for your normal draw: You can reveal this card; Special Summon it from your hand. If this card is in your hand: You can discard 1 other ""Salamangreat"" card; Special Summon this card from your hand. You can only use each effect of ""Salamangreat Meer"" once per turn.",0.1,0.25,1.44,0.23,0.21,1st Edition,SDSB-EN007,Common,FIRE,Cyberse,Effect Monster,800,600,,
184752,Salamangreat Foxy,Salamangreat Foxy,https://tcgplayer-cdn.tcgplayer.com/product/184752_200w.jpg,2,2389,https://cpt.tcgcsv.com/3Wt2,2022-07-25T07:45:49.177,1,"When this card is Normal Summoned: You can excavate the top 3 cards of your Deck, and if you do, you can add 1 excavated ""Salamangreat"" card to your hand, also shuffle the rest into the Deck. If this card is in your GY, and a face-up Spell/Trap is on the field: You can discard 1 ""Salamangreat"" card; Special Summon this card, then you can destroy 1 face-up Spell/Trap on the field. You can only use 1 ""Salamangreat Foxy"" effect per turn, and only once that turn.",0.01,0.25,1.53,0.24,0.11,1st Edition,SDSB-EN008,Common,FIRE,Cyberse,Effect Monster,800,600,,
