productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extLinkRating,extLinkArrows
196995,"Dingirsu, the Orcust of the Evening Star (UTR)",Dingirsu the Orcust of the Evening Star UTR,https://tcgplayer-cdn.tcgplayer.com/product/196995_200w.jpg,2,2512,https://cpt.tcgcsv.com/WPB2,2023-08-04T15:15:38.937,1,OP11-EN001,Ultimate Rare,DARK,Machine,Xyz/Effect Monster,2600,2100,"2 Level 8 monsters
<br>You can only Special Summon ""Dingirsu, the Orcust of the Evening Star(s)"" once per turn. You can also Xyz Summon this card by using an ""Orcust"" Link Monster you control as material. If a card(s) you control would be destroyed by battle or card effect, you can detach 1 material from this card instead. If this card is Special Summoned: You can activate 1 of these effects;
<br>• Send 1 card your opponent controls to the GY.
<br>• Attach 1 of your banished Machine monsters to this card as material.

<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",5.39,20.99,80.0,10.8,,Unlimited,,
196996,Sky Striker Ace - Kaina (UTR),Sky Striker Ace Kaina UTR,https://tcgplayer-cdn.tcgplayer.com/product/196996_200w.jpg,2,2512,https://cpt.tcgcsv.com/XPB2,2023-08-04T15:16:02.77,1,OP11-EN002,Ultimate Rare,EARTH,Machine,Link/Effect Monster,1500,,"1 non-EARTH ""Sky Striker Ace"" monster
<br>If this card is Special Summoned: You can target 1 face-up monster your opponent controls; it cannot attack until the end of your opponent's turn. Each time you activate a ""Sky Striker"" Spell Card, or its effect, gain 100 LP immediately after the card or effect resolves. You can only Special Summon ""Sky Striker Ace - Kaina(s)"" once per turn.

<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",16.95,20.0,199.99,17.29,18.45,Unlimited,1,Bottom-Right
196997,Pot of Desires (UTR),Pot of Desires UTR,https://tcgplayer-cdn.tcgplayer.com/product/196997_200w.jpg,2,2512,https://cpt.tcgcsv.com/ZPB2,2023-08-04T15:15:50.97,1,OP11-EN003,Ultimate Rare,SPELL,,Normal Spell,,,"Banish 10 cards from the top of your Deck, face-down; draw 2 cards. You can only activate 1 ""Pot of Desires"" per turn.

<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",13.73,18.68,200.0,14.62,16.45,Unlimited,,
196998,Fortune Lady Light,Fortune Lady Light,https://tcgplayer-cdn.tcgplayer.com/product/196998_200w.jpg,2,2512,https://cpt.tcgcsv.com/-PB2,2025-05-15T19:34:29.697,1,OP11-EN004,Super Rare,LIGHT,Spellcaster,Effect Monster,,,"This card's ATK/DEF become its Level x 200. Once per turn, during your Standby Phase: Increase this card's Level by 1 (max. 12). When this face-up card leaves the field by card effect: You can Special Summon 1 ""Fortune Lady"" monster from your Deck.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.2,0.74,4.99,0.5,,Unlimited,,
196999,Subterror Nemesis Archer,Subterror Nemesis Archer,https://tcgplayer-cdn.tcgplayer.com/product/196999_200w.jpg,2,2512,https://cpt.tcgcsv.com/_PB2,2025-05-15T19:34:29.743,1,OP11-EN005,Super Rare,EARTH,Fairy,Effect Monster,1600,1400,"At the start of the Damage Step, if this card attacks an opponent's face-down Defense Position monster, and you control another ""Subterror"" monster: You can shuffle that opponent's monster into the Deck. If this card on the field is destroyed by battle or card effect and sent to the Graveyard: You can Special Summon 1 ""Subterror"" monster from your Deck in face-up or face-down Defense Position. You can only use each effect of ""Subterror Nemesis Archer"" once per turn.


<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.38,0.7,6.45,0.57,,Unlimited,,
197000,Altergeist Kunquery,Altergeist Kunquery,https://tcgplayer-cdn.tcgplayer.com/product/197000_200w.jpg,2,2512,https://cpt.tcgcsv.com/0QB2,2025-05-15T19:34:29.793,1,OP11-EN006,Super Rare,EARTH,Spellcaster,Effect Monster,0,2400,"When an opponent's monster declares an attack, if you control an ""Altergeist"" card: You can Special Summon this card from your hand, and if you do, negate that attack. If this card is Special Summoned: You can target 1 face-up card your opponent controls; negate the effects of that card while it and this monster are face-up on the field.


<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.14,0.49,2.99,0.33,,Unlimited,,
197001,Orcust Harp Horror,Orcust Harp Horror,https://tcgplayer-cdn.tcgplayer.com/product/197001_200w.jpg,2,2512,https://cpt.tcgcsv.com/2QB2,2019-08-30T17:27:20.7,1,OP11-EN007,Super Rare,DARK,Machine,Effect Monster,1700,1400,"You can banish this card from your GY; Special Summon 1 ""Orcust"" monster from your Deck, except ""Orcust Harp Horror"", also you cannot Special Summon monsters for the rest of this turn, except DARK monsters. You can only use this effect of ""Orcust Harp Horror"" once per turn.

<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.23,0.75,20.0,0.46,0.45,Unlimited,,
197002,Orcust Knightmare,Orcust Knightmare,https://tcgplayer-cdn.tcgplayer.com/product/197002_200w.jpg,2,2512,https://cpt.tcgcsv.com/3QB2,2023-12-23T08:38:28.863,1,OP11-EN008,Super Rare,DARK,Machine,Effect Monster,100,2000,"Cannot be destroyed by battle with a Link Monster. You can banish this card from your GY, then target 1 face-up monster on the field; you cannot Special Summon monsters, except DARK monsters, for the rest of this turn, also send 1 DARK Machine monster from your Deck to the GY, except ""Orcust Knightmare"", and if you do, the targeted monster gains ATK equal to the Level of the monster sent to the GY x 100, until the end of this turn. You can only use this effect of ""Orcust Knightmare"" once per turn.

<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.18,2.08,19.99,0.87,0.64,Unlimited,,
197003,Aloof Lupine,Aloof Lupine,https://tcgplayer-cdn.tcgplayer.com/product/197003_200w.jpg,2,2512,https://cpt.tcgcsv.com/5QB2,2019-08-30T17:27:11.4,1,OP11-EN009,Super Rare,DARK,Beast,Effect Monster,1700,300,"When this card is Normal Summoned: You can banish 1 monster from your hand; banish 1 monster from your Deck with the same Type as that monster. If this card is destroyed by battle, or if this card in its owner's possession is destroyed by an opponent's card effect: You can target 1 of your banished monsters; add it to your hand. You can only use each effect of ""Aloof Lupine"" once per turn.

<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.69,1.56,9.95,0.97,1.6,Unlimited,,
197004,Salamangreat Violet Chimera,Salamangreat Violet Chimera,https://tcgplayer-cdn.tcgplayer.com/product/197004_200w.jpg,2,2512,https://cpt.tcgcsv.com/6QB2,2019-08-30T17:27:22.27,1,OP11-EN010,Super Rare,FIRE,Cyberse,Fusion/Effect Monster,2800,2000,"1 ""Salamangreat"" monster + 1 Link Monster
<br>If this card is Fusion Summoned: You can make this card gain ATK equal to half the combined original ATK of the materials used to Summon it, until the end of this turn. Once per battle, during damage calculation, if this monster battles a monster whose current ATK is different from its original ATK (Quick Effect): You can double this card's ATK during damage calculation only. If this card that was Fusion Summoned using ""Salamangreat Violet Chimera"" as material battles a monster, that monster's ATK becomes 0 during damage calculation only.<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.2,0.74,10.99,0.45,0.43,Unlimited,,
197005,Fortune's Future,Fortunes Future,https://tcgplayer-cdn.tcgplayer.com/product/197005_200w.jpg,2,2512,https://cpt.tcgcsv.com/7QB2,2019-08-30T17:27:16.807,1,OP11-EN011,Super Rare,SPELL,,Normal Spell,,,"Select 1 of your removed from play ""Fortune Lady"" monsters and return it to the Graveyard. Then draw 2 cards.

<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.25,0.65,4.99,0.51,,Unlimited,,
197006,Metaverse,Metaverse,https://tcgplayer-cdn.tcgplayer.com/product/197006_200w.jpg,2,2512,https://cpt.tcgcsv.com/8QB2,2019-08-30T17:27:19.247,1,OP11-EN012,Super Rare,TRAP,,Normal Trap,,,"Take 1 Field Spell from your Deck, and either activate it or add it to your hand.

<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.48,1.23,19.99,0.77,0.91,Unlimited,,
