productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType
25712,Magical Stone Excavation,Magical Stone Excavation,https://tcgplayer-cdn.tcgplayer.com/product/25712_200w.jpg,2,150,https://cpt.tcgcsv.com/gjd,2013-05-09T12:13:41.653,1,CP02-EN001,Ultra Rare,SPELL,Normal Spell,0,0,Discard 2 Cards from your hand. Add 1 Spell Card from your Graveyard to your hand.,57.97,70.22,87.98,75.96,,Unlimited,
26460,Nimble Momonga,Nimble Momonga,https://tcgplayer-cdn.tcgplayer.com/product/26460_200w.jpg,2,150,https://cpt.tcgcsv.com/dCd,2024-03-28T16:08:13.287,1,CP02-EN002,Super Rare,Earth,Effect Monster,1000,100,"When this card is destroyed by battle and sent to the Graveyard, gain 1000 Life Points. You can also Special Summon up to 2 ""Nimble Momongas"" from your Deck in face-down Defense Position.",26.67,31.49,249.99,26.67,,Unlimited,Beast
26461,Magician of Faith,Magician of Faith,https://tcgplayer-cdn.tcgplayer.com/product/26461_200w.jpg,2,150,https://cpt.tcgcsv.com/fCd,2024-03-28T16:08:13.333,1,CP02-EN003,Super Rare,Light,Effect Monster,300,400,FLIP: Select 1 Spell Card in your Graveyard. Add it to your hand.,195.19,219.99,399.99,198.36,,Unlimited,Spellcaster
26462,Pyramid Turtle,Pyramid Turtle,https://tcgplayer-cdn.tcgplayer.com/product/26462_200w.jpg,2,150,https://cpt.tcgcsv.com/gCd,2024-03-28T16:08:13.533,1,CP02-EN004,Super Rare,Earth,Effect Monster,1200,1400,"When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 Zombie-Type monster with 2000 or less DEF from your Deck.",91.99,104.95,145.0,104.5,,Unlimited,Zombie
26463,Smashing Ground,Smashing Ground,https://tcgplayer-cdn.tcgplayer.com/product/26463_200w.jpg,2,150,https://cpt.tcgcsv.com/hCd,2013-05-09T12:13:41.653,1,CP02-EN005,Super Rare,SPELL,Normal Spell,0,0,"Destroy 1 face-up monster with the highest DEF on your opponent's side of the field. (If it's a tie, you get to choose.)",151.99,155.0,199.0,115.98,,Unlimited,
26464,Kuriboh,Kuriboh,https://tcgplayer-cdn.tcgplayer.com/product/26464_200w.jpg,2,150,https://cpt.tcgcsv.com/jCd,2024-03-28T16:08:13.61,1,CP02-EN006,Rare,Dark,Effect Monster,300,200,Discard this card. Make the Battle Damage inflicted to your Life Points by 1 of your opponent's monsters 0. You can only use this effect during your opponent's Battle Phase.,0.66,3.97,9.95,0.66,,Unlimited,Fiend
26465,Abyss Soldier,Abyss Soldier,https://tcgplayer-cdn.tcgplayer.com/product/26465_200w.jpg,2,150,https://cpt.tcgcsv.com/kCd,2024-03-28T16:08:13.703,1,CP02-EN007,Rare,Water,Effect Monster,1800,1300,"Once per turn, by discarding 1 WATER monster to the Graveyard, return 1 card on the field to its owner's hand.",9.11,11.12,13.49,8.33,,Unlimited,Aqua
26466,Ring of Destruction,Ring of Destruction,https://tcgplayer-cdn.tcgplayer.com/product/26466_200w.jpg,2,150,https://cpt.tcgcsv.com/lCd,2015-03-24T12:33:19.203,1,CP02-EN008,Rare,TRAP,Normal Trap,0,0,"During your opponent’s turn: Target 1 face-up monster your opponent controls whose ATK is less than or equal to their LP; destroy that face-up monster, and if you do, take damage equal to its original ATK, then inflict damage to your opponent, equal to the damage you took. You can only activate 1 “Ring of Destruction” per turn.",10.0,11.65,14.95,7.28,,Unlimited,
26467,Morphing Jar,Morphing Jar,https://tcgplayer-cdn.tcgplayer.com/product/26467_200w.jpg,2,150,https://cpt.tcgcsv.com/mCd,2024-03-28T16:08:13.81,1,CP02-EN009,Rare,Earth,Effect Monster,700,600,FLIP: Both players discard all cards in their hands. Then both players draw 5 cards.,4.42,7.72,14.95,7.23,,Unlimited,Rock
26468,Dark Master - Zorc,Dark Master Zorc,https://tcgplayer-cdn.tcgplayer.com/product/26468_200w.jpg,2,150,https://cpt.tcgcsv.com/nCd,2024-03-28T16:08:13.85,1,CP02-EN010,Rare,Dark,Ritual/Effect Monster,2700,1500,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Contract with the Dark Master"". During your Main Phase, you can roll 1 six-sided die. On a 1 or 2, destroy all monsters on your opponent's side of the field. On a 3, 4, or 5, destroy 1 monster on your opponent's side of the field. On a 6, destroy all monsters on your side of the field.",0.46,2.95,9.55,1.79,,Unlimited,Fiend
