productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription
451978,Structure Deck: Saga of Blue-Eyes White Dragon (2020 Date Reprint),Structure Deck Saga of Blue Eyes White Dragon 2020 Date Reprint,https://tcgplayer-cdn.tcgplayer.com/product/451978_200w.jpg,2,23648,https://cpt.tcgcsv.com/BPD5,2024-08-26T16:50:56.29,1,083717858560,4.99,9.87,16.99,5.75,,Normal,,,,,,,,
565300,Blue-Eyes White Dragon,Blue Eyes White Dragon,https://tcgplayer-cdn.tcgplayer.com/product/565300_200w.jpg,2,23648,https://cpt.tcgcsv.com/08x6,2024-08-26T16:57:26.637,0,,2.65,3.0,5.0,2.84,,1st Edition,SDBE-EN001,Ultra Rare,LIGHT,Dragon,Normal Monster,3000,2500,"This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale."
565300,Blue-Eyes White Dragon,Blue Eyes White Dragon,https://tcgplayer-cdn.tcgplayer.com/product/565300_200w.jpg,2,23648,https://cpt.tcgcsv.com/08x6,2024-08-26T16:57:26.637,0,,0.3,0.5,2.0,0.46,,Unlimited,SDBE-EN001,Ultra Rare,LIGHT,Dragon,Normal Monster,3000,2500,"This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale."
565301,Rabidragon,Rabidragon,https://tcgplayer-cdn.tcgplayer.com/product/565301_200w.jpg,2,23648,https://cpt.tcgcsv.com/28x6,2024-08-26T16:57:26.793,0,,0.03,0.1,1.36,0.1,,Unlimited,SDBE-EN002,Common,LIGHT,Dragon,Normal Monster,2950,2950,"It's a snowfield-dwelling, giant-ear-sporting, super-acoustic, snowball-shaped mutant dragon! There's no way anybody can escape."
565301,Rabidragon,Rabidragon,https://tcgplayer-cdn.tcgplayer.com/product/565301_200w.jpg,2,23648,https://cpt.tcgcsv.com/28x6,2024-08-26T16:57:26.793,0,,0.1,0.11,0.15,,,1st Edition,SDBE-EN002,Common,LIGHT,Dragon,Normal Monster,2950,2950,"It's a snowfield-dwelling, giant-ear-sporting, super-acoustic, snowball-shaped mutant dragon! There's no way anybody can escape."
565302,Alexandrite Dragon,Alexandrite Dragon,https://tcgplayer-cdn.tcgplayer.com/product/565302_200w.jpg,2,23648,https://cpt.tcgcsv.com/38x6,2024-08-26T16:57:26.887,0,,0.1,0.15,0.15,0.15,,1st Edition,SDBE-EN003,Common,LIGHT,Dragon,Normal Monster,2000,100,"<em>Many of the czars' lost jewels can be found in the scales of this priceless dragon. Its creator remains a mystery, along with how they acquired the imperial treasures. But whosoever finds this dragon has hit the jackpot... whether they know it or not.</em>"
565302,Alexandrite Dragon,Alexandrite Dragon,https://tcgplayer-cdn.tcgplayer.com/product/565302_200w.jpg,2,23648,https://cpt.tcgcsv.com/38x6,2024-08-26T16:57:26.887,0,,0.05,0.11,0.5,0.1,,Unlimited,SDBE-EN003,Common,LIGHT,Dragon,Normal Monster,2000,100,"<em>Many of the czars' lost jewels can be found in the scales of this priceless dragon. Its creator remains a mystery, along with how they acquired the imperial treasures. But whosoever finds this dragon has hit the jackpot... whether they know it or not.</em>"
565303,Luster Dragon,Luster Dragon,https://tcgplayer-cdn.tcgplayer.com/product/565303_200w.jpg,2,23648,https://cpt.tcgcsv.com/58x6,2024-08-26T16:57:26.97,0,,0.05,0.11,0.49,0.11,,Unlimited,SDBE-EN004,Common,WIND,Dragon,Normal Monster,1900,1600,"A very beautiful dragon covered with sapphire. It does not like fights, but has incredibly high attack power."
565304,Flamvell Guard,Flamvell Guard,https://tcgplayer-cdn.tcgplayer.com/product/565304_200w.jpg,2,23648,https://cpt.tcgcsv.com/68x6,2024-08-26T16:57:27.137,0,,0.2,0.2,0.2,0.15,,1st Edition,SDBE-EN005,Common,FIRE,Dragon,Tuner Monster,100,2000,A Flamvell guardian who commands fire with his will. His magma-hot barrier protects his troops from intruders.
565304,Flamvell Guard,Flamvell Guard,https://tcgplayer-cdn.tcgplayer.com/product/565304_200w.jpg,2,23648,https://cpt.tcgcsv.com/68x6,2024-08-26T16:57:27.137,0,,0.08,0.14,0.3,0.13,,Unlimited,SDBE-EN005,Common,FIRE,Dragon,Tuner Monster,100,2000,A Flamvell guardian who commands fire with his will. His magma-hot barrier protects his troops from intruders.
