productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extCardType,extMonsterType,extAttack,extDefense,extLinkRating,extLinkArrows
228243,Blazing Vortex Booster Pack [1st Edition],Blazing Vortex Booster Pack 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/228243_200w.jpg,2,2749,https://cpt.tcgcsv.com/TjR2,2021-02-05T05:03:12.93,1,Each pack contains 9 random cards.,083717851974,1.41,3.6,6.19,2.25,,Normal,,,,,,,,,
228244,Blazing Vortex Booster Box [1st Edition],Blazing Vortex Booster Box 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/228244_200w.jpg,2,2749,https://cpt.tcgcsv.com/VjR2,2021-02-05T05:03:12.93,1,Each box contains 24 packs of 9 random cards.,083717851981,32.0,58.45,89.99,38.31,,Normal,,,,,,,,,
231313,War Rock Mountain,War Rock Mountain,https://tcgplayer-cdn.tcgplayer.com/product/231313_200w.jpg,2,2749,https://cpt.tcgcsv.com/hxS2,2023-10-11T14:20:22.467,1,"When this card is activated: You can add 1 ""War Rock"" monster from your Deck to your hand. At the start of the Battle Phase, if you control no monsters, or all monsters you control are Warrior monsters: You can Special Summon 1 ""War Rock"" monster from your hand with a different name than the cards you control. If your Warrior monster would be destroyed by battle, you can send this card to the GY instead. You can only activate 1 ""War Rock Mountain"" per turn.",,0.22,0.92,15.0,1.09,9.99,1st Edition,BLVO-EN000,Secret Rare,SPELL,Field Spell,,,,,
231314,Armed Dragon Thunder LV10,Armed Dragon Thunder LV10,https://tcgplayer-cdn.tcgplayer.com/product/231314_200w.jpg,2,2749,https://cpt.tcgcsv.com/jxS2,2025-05-09T16:06:54.44,1,"If this card was Special Summoned by the effect of an ""Armed Dragon"" monster, it gains the following effects based on its ATK. 
<br>• 1+: Its name becomes ""Armed Dragon LV10"". 
<br>• 10+: Control of it cannot switch. 
<br>• 100+: Cannot be destroyed by battle. 
<br>• 1000+: Once per opponent's turn (Quick Effect): You can send 1 card from your hand to the GY, then target 1 other card on the field; destroy it, and if you do, this card gains 1000 ATK. 
<br>• 10000+: Once per turn: You can destroy all other cards on the field.",,0.9,1.98,15.0,1.37,1.39,1st Edition,BLVO-EN001,Secret Rare,WIND,Effect Monster,Dragon,3000,2000,,
231315,Armed Dragon Thunder LV7,Armed Dragon Thunder LV7,https://tcgplayer-cdn.tcgplayer.com/product/231315_200w.jpg,2,2749,https://cpt.tcgcsv.com/kxS2,2024-07-26T16:43:36.417,1,"This card's name becomes ""Armed Dragon LV7"" while on the field or in the GY. You can only use each of the following effects of ""Armed Dragon Thunder LV7"" once per turn. You can send 1 monster from your hand to the GY; send this card from the field to the GY, and if you do, Special Summon 1 Level 10 or lower ""Armed Dragon"" monster from your hand or Deck. If this card is sent to the GY to activate a Dragon monster's effect: You can add 1 ""Armed Dragon"" card from your Deck to your hand.",,0.25,0.9,15.0,0.56,2.99,1st Edition,BLVO-EN002,Ultra Rare,WIND,Effect Monster,Dragon,2800,1000,,
231316,Armed Dragon Thunder LV5,Armed Dragon Thunder LV5,https://tcgplayer-cdn.tcgplayer.com/product/231316_200w.jpg,2,2749,https://cpt.tcgcsv.com/lxS2,2024-07-26T16:43:36.51,1,"This card's name becomes ""Armed Dragon LV5"" while on the field or in the GY. You can only use each of the following effects of ""Armed Dragon Thunder LV5"" once per turn. You can send 1 monster from your hand to the GY; send this card from the field to the GY, and if you do, Special Summon 1 Level 7 or lower ""Armed Dragon"" monster from your hand or Deck. If this card is sent to the GY to activate a Dragon monster's effect: You can add 1 Level 5 or higher WIND Dragon monster from your Deck to your hand.",,0.29,0.64,5.0,0.68,,1st Edition,BLVO-EN003,Super Rare,WIND,Effect Monster,Dragon,2400,1700,,
231317,Armed Dragon Thunder LV3,Armed Dragon Thunder LV3,https://tcgplayer-cdn.tcgplayer.com/product/231317_200w.jpg,2,2749,https://cpt.tcgcsv.com/mxS2,2024-07-26T16:43:36.7,1,"This card's name becomes ""Armed Dragon LV3"" while on the field or in the GY. You can only use each of the following effects of ""Armed Dragon Thunder LV3"" once per turn. You can send 1 monster from your hand to the GY; send this card from the field to the GY, and if you do, Special Summon 1 Level 5 or lower ""Armed Dragon"" monster from your hand or Deck. If this card is sent to the GY to activate a Dragon monster's effect: You can draw 1 card.",,0.25,0.83,6.99,0.87,,1st Edition,BLVO-EN004,Super Rare,WIND,Effect Monster,Dragon,1200,900,,
231318,Armed Dragon LV10 White,Armed Dragon LV10 White,https://tcgplayer-cdn.tcgplayer.com/product/231318_200w.jpg,2,2749,https://cpt.tcgcsv.com/nxS2,2024-07-26T16:43:36.747,1,"Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect. You can banish ""Armed Dragon"" monsters from your field and/or GY whose total Levels equal 10; Special Summon this card from your hand, then you can add 1 ""White Veil"" from your Deck to your hand. You can only use this effect of ""Armed Dragon LV10 White"" once per turn. You take no effect damage. At the start of the Damage Step, if this card attacks: You can destroy 1 card on the field.",,0.1,0.68,10.0,0.43,0.69,1st Edition,BLVO-EN005,Ultra Rare,LIGHT,Effect Monster,Dragon,3000,2000,,
231319,Springans Rockey,Springans Rockey,https://tcgplayer-cdn.tcgplayer.com/product/231319_200w.jpg,2,2749,https://cpt.tcgcsv.com/pxS2,2024-07-26T16:43:36.793,1,"If this card is Normal or Special Summoned: You can target 1 ""Great Sand Sea - Gold Golgonda"" or 1 ""Springans"" monster in your GY, except ""Springans Rockey""; add it to your hand. If this card is in your hand, field, or GY: You can target 1 ""Springans"" Xyz Monster you control; attach this card to it as material. You can only use each effect of ""Springans Rockey"" once per turn.",,0.03,0.19,1.49,0.12,0.05,1st Edition,BLVO-EN006,Common,FIRE,Effect Monster,Machine,1800,800,,
231320,Springans Pedor,Springans Pedor,https://tcgplayer-cdn.tcgplayer.com/product/231320_200w.jpg,2,2749,https://cpt.tcgcsv.com/qxS2,2024-07-26T16:43:36.907,1,"You can Tribute this card, then target 1 ""Springans"" monster in your GY, except ""Springans Pedor""; Special Summon it. If this card is in your hand, field, or GY: You can target 1 ""Springans"" Xyz Monster you control; attach this card to it as material. You can only use each effect of ""Springans Pedor"" once per turn.",,0.01,0.15,1.49,0.1,0.05,1st Edition,BLVO-EN007,Common,FIRE,Effect Monster,Machine,0,2000,,
