productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extAttribute,extMonsterType,extAttack,extDefense
257391,Speed Duel GX: Duel Academy Box,Speed Duel GX Duel Academy Box,https://tcgplayer-cdn.tcgplayer.com/product/257391_200w.jpg,2,2970,https://cpt.tcgcsv.com/RZ33,2022-05-11T17:32:07.49,1,"Designed to allow 8 players to jump straight into their own tournament
<br>• Contains ""Elemental HERO"" cards used by Jaden Yuki, as well as cards used by Aster Phoenix
and Dr. Vellian Crowler, among others.
<br>• Introduces many new cards to Speed Duels.
<br>• Includes Secret Rare variants of popular GX-era cards.",083717854500,14.99,21.53,89.97,15.56,,Normal,,,,,,,
266042,Here Goes Something!,Here Goes Something,https://tcgplayer-cdn.tcgplayer.com/product/266042_200w.jpg,2,2970,https://cpt.tcgcsv.com/Sq83,2022-04-01T04:03:13.133,1,"Once per Duel, you can activate this Skill at the start of your Battle Phase, while you control exactly 1 ""Elemental HERO"" monster (and no other monsters). For the rest of this turn, that 1 monster gains 800 ATK while battling an opponent's monster and can attack all monsters your opponent controls, once each, also you cannot Special Summon monsters for the rest of this turn.",,0.01,0.22,1.49,0.07,,1st Edition,SGX1-ENS01,Common,Skill,,,,
266043,Powerful Group of Guys,Powerful Group of Guys,https://tcgplayer-cdn.tcgplayer.com/product/266043_200w.jpg,2,2970,https://cpt.tcgcsv.com/Tq83,2022-04-01T04:03:13.133,1,"While you control exactly 1 ""Destiny HERO"" monster (and no other monsters), and your opponent controls more monsters than you, Special Summon 1 ""Destiny HERO"" monster from your hand or Deck with a lower Level than the monster you control. You can only Summon ""Destiny HERO"" monsters during the turn you activate this Skill. Flip this card over at the end of the turn you activated this Skill.",,0.01,0.2,1.49,0.08,,1st Edition,SGX1-ENS02,Common,Skill,,,,
266044,Land of the Ojamas,Land of the Ojamas,https://tcgplayer-cdn.tcgplayer.com/product/266044_200w.jpg,2,2970,https://cpt.tcgcsv.com/Vq83,2022-04-01T04:03:13.133,1,"Once per turn: You can send 1 ""Ojama"" card from your hand to the GY; Special Summon 1 ""Ojama"" monster from your GY. While you control an ""Ojama"" monster, switch the original ATK/DEF of all monsters on the field.",,0.01,0.2,0.98,0.17,,1st Edition,SGX1-ENS03,Common,Skill,,,,
266045,Ancient Fusion,Ancient Fusion,https://tcgplayer-cdn.tcgplayer.com/product/266045_200w.jpg,2,2970,https://cpt.tcgcsv.com/Wq83,2022-04-01T04:03:13.133,1,"Once per Duel, you can discard 1 card to Fusion Summon 1 ""Ancient Gear"" Fusion Monster from your Extra Deck, using monsters from your field as Fusion Material. If 1 of those materials is an ""Ancient Gear Golem"" monster, you can also use monsters from your hand and/or Deck as the other material. Your opponent takes no damage for the rest of this turn. Any battle damage your opponent takes from that Fusion Monster is halved.",,0.01,0.2,1.49,0.07,,1st Edition,SGX1-ENS04,Common,Skill,,,,
266046,Cyber Blade Fusion,Cyber Blade Fusion,https://tcgplayer-cdn.tcgplayer.com/product/266046_200w.jpg,2,2970,https://cpt.tcgcsv.com/Xq83,2022-04-01T04:03:13.133,1,"Once per turn, you can discard 1 card to Fusion Summon 1 ""Cyber Blader"" by sending either ""Etoile Cyber"" or ""Blade Skater"" from your field to the GY as 1 Fusion Material, and the other material from your hand, field, or Deck to the GY. That ""Cyber Blader"" gains 400 ATK. This Skill can be used twice per Duel.",,0.01,0.22,1.49,0.09,,1st Edition,SGX1-ENS05,Common,Skill,,,,
266047,Crystal Transcendence,Crystal Transcendence,https://tcgplayer-cdn.tcgplayer.com/product/266047_200w.jpg,2,2970,https://cpt.tcgcsv.com/Zq83,2022-04-01T04:03:13.133,1,"You can only Summon/Set ""Crystal"" monsters and Dragon monsters while this Skill is face-up. Once per turn, during your Main Phase, you can send up to 3 cards from your hand to your GY, then choose that many ""Crystal Beast"" monster(s) with different names from your Deck and place them in your Spell & Trap Zone as Continuous Spell Card(s). This Skill can be used twice per Duel.",,0.01,0.2,1.49,0.07,,1st Edition,SGX1-ENS06,Common,Skill,,,,
266048,Forbidden Cyber Style Technique,Forbidden Cyber Style Technique,https://tcgplayer-cdn.tcgplayer.com/product/266048_200w.jpg,2,2970,https://cpt.tcgcsv.com/-q83,2022-04-01T04:03:13.133,1,"Activate this Skill once per Duel, if your LP are 1500 or less and you control no monsters. Reduce your LP to 50, then Special Summon up to 3 Machine ""Cyber"" monsters from your hand, Deck, and/or GY. They each become ""Cyber Dragon"" (Machine/LIGHT/Level 5/ATK 2100/DEF 1600), and cannot be Tributed. For the rest of this turn, you cannot Summon/Set except by Fusion Summoning, nor attack except with Fusion Monsters. Destroy any monsters Summoned by this Skill during your End Phase.",,0.01,0.2,1.49,0.1,,1st Edition,SGX1-ENS07,Common,Skill,,,,
266049,Blaze Accelerator Deployment,Blaze Accelerator Deployment,https://tcgplayer-cdn.tcgplayer.com/product/266049_200w.jpg,2,2970,https://cpt.tcgcsv.com/_q83,2022-04-01T04:03:13.133,1,"Once per turn, you can change the name of 1 ""Blaze Accelerator"" you control to ""Tri-Blaze Accelerator"". This Skill can be used twice per Duel.",,0.01,0.2,1.49,0.04,,1st Edition,SGX1-ENS08,Common,Skill,,,,
266050,The Right Hero for the Job,The Right Hero for the Job,https://tcgplayer-cdn.tcgplayer.com/product/266050_200w.jpg,2,2970,https://cpt.tcgcsv.com/0r83,2022-04-01T04:03:13.133,1,"Once per Duel, during your Main Phase, you can shuffle 1 ""Elemental HERO"" monster you control into your Deck, then Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Main Deck with a different name than the shuffled card.",,0.01,0.24,1.49,0.12,,1st Edition,SGX1-ENS09,Common,Skill,,,,
