productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extLinkRating,extLinkArrows
538688,Chaos Angel (UTR),Chaos Angel UTR,https://tcgplayer-cdn.tcgplayer.com/product/538688_200w.jpg,2,23427,https://cpt.tcgcsv.com/Ntk6,2024-02-14T14:46:00,0,OP24-EN001,Ultimate Rare,DARK,Fiend,Effect Synchro Monster,3500,2800,"1 Tuner + 1+ non-Tuner LIGHT or DARK monsters
<br>For this card's Synchro Summon, you can treat 1 LIGHT or DARK monster you control as a Tuner. If this card is Special Summoned: You can target 1 card on the field; banish it. This card gains these effects based on the original Attributes of materials used for its Synchro Summon.
<br>• LIGHT: Synchro Monsters you control are unaffected by monster effects activated by your opponent.
<br>• DARK: Monsters you control cannot be destroyed by battle.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",34.99,47.25,90.0,34.94,,Unlimited,,
538689,Rock of the Vanquisher (UTR),Rock of the Vanquisher UTR,https://tcgplayer-cdn.tcgplayer.com/product/538689_200w.jpg,2,23427,https://cpt.tcgcsv.com/Ptk6,2024-02-14T14:47:33.67,0,OP24-EN002,Ultimate Rare,DARK,Rock,Effect Link Monster,0,,"1 ""Vanquish Soul"" monster
<br>Cannot be used as Link Material. While you control a ""Vanquish Soul"" monster, your opponent's monsters can only target monsters you control with the highest ATK (their choice, if tied) for attacks. During the Main Phase (Quick Effect): You can activate 1 of these effects;
<br>• Special Summon 1 ""Vanquish Soul"" monster from your hand.
<br>•  Add 1 ""Vanquish Soul"" monster from your GY to your hand.
<br>You can only use this effect of ""Rock of the Vanquisher"" once per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",5.02,9.74,49.0,7.15,,Unlimited,1,Bottom
538690,Harpie's Feather Duster (UTR),Harpies Feather Duster UTR,https://tcgplayer-cdn.tcgplayer.com/product/538690_200w.jpg,2,23427,https://cpt.tcgcsv.com/Qtk6,2024-02-14T14:49:15.33,0,OP24-EN003,Ultimate Rare,SPELL,,Normal Spell,,,"Destroy all Spells and Traps your opponent controls.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",10.95,18.85,89.99,15.08,,Unlimited,,
538693,King Tiger Wanghu,King Tiger Wanghu,https://tcgplayer-cdn.tcgplayer.com/product/538693_200w.jpg,2,23427,https://cpt.tcgcsv.com/Ttk6,2024-02-15T13:48:31.413,1,OP24-EN004,Super Rare,EARTH,Beast,Effect Monster,1700,1000,"If a monster(s) with 1400 or less ATK is Normal or Special Summoned while you control this card: Destroy those monsters with 1400 or less ATK. This card must be face-up on the field to activate and to resolve this effect.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",1.74,2.95,5.0,2.02,,Unlimited,,
538694,Unchained Twins - Aruha,Unchained Twins Aruha,https://tcgplayer-cdn.tcgplayer.com/product/538694_200w.jpg,2,23427,https://cpt.tcgcsv.com/Vtk6,2024-02-14T14:54:14.31,0,OP24-EN005,Super Rare,FIRE,Fiend,Effect Monster,1500,1500,"You can target 1 card you control; you cannot Special Summon monsters for the rest of this turn, except Fiend monsters, also destroy the targeted card, and if you do, Special Summon this card from your hand. If this card on the field is destroyed by card effect, except ""Unchained Twins - Aruha"", or by battle: You can Special Summon 1 ""Unchained"" monster from your hand or Deck, except ""Unchained Twins - Aruha"". You can only use each effect of ""Unchained Twins - Aruha"" once per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.3,0.75,4.99,0.73,,Unlimited,,
538695,Labrynth Chandraglier,Labrynth Chandraglier,https://tcgplayer-cdn.tcgplayer.com/product/538695_200w.jpg,2,23427,https://cpt.tcgcsv.com/Wtk6,2024-02-14T14:55:35.43,0,OP24-EN006,Super Rare,DARK,Fiend,Effect Monster,1500,0,"(Quick Effect): You can send this card from your hand or field to the GY and discard 1 card; Set 1 ""Labrynth"" Spell/Trap from your hand or Deck. If a monster(s) leaves the field by your Normal Trap effect, while this card is in your GY (except during the Damage Step): You can add this card to your hand. You can only use each effect of ""Labrynth Chandraglier"" once per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.7,1.05,4.99,0.86,,Unlimited,,
538696,Cornfield Coatl,Cornfield Coatl,https://tcgplayer-cdn.tcgplayer.com/product/538696_200w.jpg,2,23427,https://cpt.tcgcsv.com/Xtk6,2024-02-14T14:59:28.447,0,OP24-EN007,Super Rare,WIND,Illusion,Effect Monster,500,1700,"If this card battles a monster, neither can be destroyed by that battle. You can only use each of the following effects of ""Cornfield Coatl"" once per turn. You can discard this card; add 1 monster that mentions ""Chimera Fusion"" from your Deck to your hand, except ""Cornfield Coatl"". When your opponent activates a card or effect that targets a card(s) you control, while you control ""Chimera the Flying Mythical Beast"" (Quick Effect): You can banish this card from your field or GY; negate that effect, and if you do, destroy that card.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.02,0.25,4.99,0.15,,Unlimited,,
538697,Unchained Soul of Sharvara,Unchained Soul of Sharvara,https://tcgplayer-cdn.tcgplayer.com/product/538697_200w.jpg,2,23427,https://cpt.tcgcsv.com/Ztk6,2024-02-14T15:01:16.447,0,OP24-EN008,Super Rare,FIRE,Fiend,Effect Monster,2000,1500,"During the Main Phase, if this card is in your hand (Quick Effect): You can target 1 Fiend monster or 1 face-down card you control; destroy it, and if you do, Special Summon this card, but while it is face-up in the Monster Zone, you cannot Special Summon monsters, except Fiend monsters. If this card is sent to the GY: You can Set 1 ""Unchained"" Spell/Trap directly from your Deck. You can only use each effect of ""Unchained Soul of Sharvara"" once per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.01,0.43,4.99,0.43,,Unlimited,,
538698,D/D/D Wave High King Caesar,D D D Wave High King Caesar,https://tcgplayer-cdn.tcgplayer.com/product/538698_200w.jpg,2,23427,https://cpt.tcgcsv.com/-tk6,2024-02-14T15:03:31.78,0,OP24-EN009,Super Rare,WATER,Fiend,Xyz/Effect Monster,2800,1800,"2 Level 6 Fiend monsters
<br>When a Spell/Trap Card, or monster effect, is activated that includes an effect that Special Summons a monster (Quick Effect): You can detach 1 material from this card; negate the activation, and if you do, destroy that card, then you can make 1 other ""D/D"" monster you control and this card gain 1800 ATK until the end of this turn. If this card is sent from the field to the GY: You can add 1 ""Dark Contract"" card from your Deck to your hand.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",1.41,2.7,12.93,2.23,,Unlimited,,
538699,Purrely Sleepy Memory,Purrely Sleepy Memory,https://tcgplayer-cdn.tcgplayer.com/product/538699_200w.jpg,2,23427,https://cpt.tcgcsv.com/_tk6,2024-02-14T15:09:50.93,0,OP24-EN010,Super Rare,SPELL,,Quick-Play Spell,,,"The next battle or effect damage you take this turn will become 0. You can also immediately apply the following effect.
<br>• Discard 1 card, and if you do, Special Summon 1 Level 1 ""Purrely"" monster from your Deck.
<br>A ""Purrely"" Xyz Monster that has this card as material gains the following effect.
<br>• Once per turn, during your opponent's Standby Phase: You can draw 1 card.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.07,0.49,5.0,0.17,,Unlimited,,
538700,Terrors of the Overroot,Terrors of the Overroot,https://tcgplayer-cdn.tcgplayer.com/product/538700_200w.jpg,2,23427,https://cpt.tcgcsv.com/0vk6,2024-02-14T15:12:28.247,0,OP24-EN011,Super Rare,TRAP,,Normal Trap,,,"Target 1 card your opponent controls and 1 card in their GY; send that card on the field to the GY, and if you do, Set the other card from the GY to your opponent's field. You can only activate 1 ""Terrors of the Overroot"" per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.09,0.35,1.99,0.22,,Unlimited,,
538701,Purrelyeap!?,Purrelyeap,https://tcgplayer-cdn.tcgplayer.com/product/538701_200w.jpg,2,23427,https://cpt.tcgcsv.com/2vk6,2024-02-14T15:14:35.423,0,OP24-EN012,Super Rare,TRAP,,Normal Trap,,,"Target 1 ""Purrely"" Xyz Monster you control; Special Summon from your Extra Deck, 1 ""Purrely"" Xyz Monster with a different Rank, by using that target as material, but return it to the Extra Deck during the End Phase of the next turn. (This is treated as an Xyz Summon. Transfer its materials to the Summoned monster.) You can banish this card from your GY, then target up to 3 ""Purrely"" monsters in your GY; shuffle them into the Deck. You can only activate 1 ""Purrelyeap!?"" per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.01,0.26,2.0,0.22,,Unlimited,,
538702,Mannadium Reframing,Mannadium Reframing,https://tcgplayer-cdn.tcgplayer.com/product/538702_200w.jpg,2,23427,https://cpt.tcgcsv.com/3vk6,2024-04-15T12:03:55.903,0,OP24-EN013,Super Rare,TRAP,,Counter Trap,,,"When a Spell/Trap Card, or monster effect, is activated while you control a Synchro Monster: Negate the activation, then if you have ""Visas Starfrost"", or a monster with 1500 ATK/2100 DEF, on your field or in your GY, you can destroy that negated card. You can banish this card from your GY, then target up to 3 ""Mannadium"" monsters in your GY; shuffle them into the Deck. You can only use each effect of ""Mannadium Reframing"" once per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.03,0.25,2.49,0.19,,Unlimited,,
538703,Byser Shock,Byser Shock,https://tcgplayer-cdn.tcgplayer.com/product/538703_200w.jpg,2,23427,https://cpt.tcgcsv.com/5vk6,2024-02-14T15:18:14.5,0,OP24-EN014,Common,DARK,Fiend,Effect Monster,800,600,"If this card is Summoned: Return all Set cards on the field to the hand.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.02,0.25,1.49,0.22,,Unlimited,,
538704,Electric Virus,Electric Virus,https://tcgplayer-cdn.tcgplayer.com/product/538704_200w.jpg,2,23427,https://cpt.tcgcsv.com/6vk6,2024-02-14T15:36:00.8,0,OP24-EN015,Common,LIGHT,Thunder,Effect Monster,1000,1000,"You can discard this card to the Graveyard, then target 1 Machine or Dragon-Type monster your opponent controls; take control of that target until the End Phase.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.08,0.25,1.0,0.22,,Unlimited,,
538706,Puppet Plant,Puppet Plant,https://tcgplayer-cdn.tcgplayer.com/product/538706_200w.jpg,2,23427,https://cpt.tcgcsv.com/8vk6,2024-02-15T13:49:33.79,1,OP24-EN016,Common,EARTH,Plant,Effect Monster,1000,1000,"You can discard this card to the GY, then target 1 Warrior or Spellcaster monster your opponent controls; take control of that target until the End Phase.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.05,0.25,1.49,0.16,,Unlimited,,
538707,Marionette Mite,Marionette Mite,https://tcgplayer-cdn.tcgplayer.com/product/538707_200w.jpg,2,23427,https://cpt.tcgcsv.com/9vk6,2024-02-14T15:38:55.867,0,OP24-EN017,Common,DARK,Insect,Effect Monster,1000,1000,"You can discard this card to the GY, then target 1 Fiend or Zombie monster your opponent controls; take control of that target until the End Phase.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.01,0.25,1.99,0.11,,Unlimited,,
538709,Raidraptor - Tribute Lanius,Raidraptor Tribute Lanius,https://tcgplayer-cdn.tcgplayer.com/product/538709_200w.jpg,2,23427,https://cpt.tcgcsv.com/cvk6,2024-02-14T15:40:54.61,0,OP24-EN018,Common,DARK,Winged Beast,Effect Monster,1800,400,"During your Main Phase, if this card was Normal or Special Summoned this turn: You can send 1 ""Raidraptor"" card from your Deck to the GY. During your Main Phase 2, if this card destroyed an opponent's monster by battle this turn: You can add 1 ""Rank-Up-Magic"" Quick-Play Spell Card from your Deck to your hand, also you cannot Special Summon monsters for the rest of this turn, except ""Raidraptor"" monsters. You can only use each effect of ""Raidraptor - Tribute Lanius"" once per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.22,0.45,1.92,0.35,,Unlimited,,
538711,Fire Flint Lady,Fire Flint Lady,https://tcgplayer-cdn.tcgplayer.com/product/538711_200w.jpg,2,23427,https://cpt.tcgcsv.com/fvk6,2024-02-14T15:42:03.903,0,OP24-EN019,Common,FIRE,Warrior,Effect Monster,100,100,"If you control a Warrior monster: You can Special Summon this card from your hand. You can send this card from the field to the GY; Special Summon 1 Level 4 or lower Warrior monster from your hand, and if you do, your opponent cannot target it with card effects this turn. You can only use each effect of ""Fire Flint Lady"" once per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.14,0.27,1.49,0.27,,Unlimited,,
538712,Raider's Wing,Raiders Wing,https://tcgplayer-cdn.tcgplayer.com/product/538712_200w.jpg,2,23427,https://cpt.tcgcsv.com/gvk6,2024-02-14T15:44:23.033,0,OP24-EN020,Common,DARK,Winged Beast,Effect Monster,0,2000,"(This card is always treated as a ""The Phantom Knights"" and ""Raidraptor"" card.)
<br>If this card is in your hand or GY: You can detach 1 material from your DARK Xyz Monster; Special Summon this card, but banish it when it leaves the field. You can only use this effect of ""Raider's Wing"" once per turn. An Xyz Monster whose original Attribute is DARK and has this card as material gains this effect.
<br>• Your opponent cannot target this card with card effects.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.12,0.25,2.0,0.24,,Unlimited,,
