productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extCardType,extMonsterType,extAttack,extDefense,extLinkRating,extLinkArrows
243715,Burst of Destiny Booster Pack [1st Edition],Burst of Destiny Booster Pack 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/243715_200w.jpg,2,2879,https://cpt.tcgcsv.com/kvZ2,2021-11-05T04:03:15.58,1,Each pack contains 9 random cards.,083717854661,1.5,2.0,5.74,1.79,,Normal,,,,,,,,,
243716,Burst of Destiny Booster Box [1st Edition],Burst of Destiny Booster Box 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/243716_200w.jpg,2,2879,https://cpt.tcgcsv.com/lvZ2,2021-11-05T04:03:15.58,1,Each box contains 24 packs of 9 random cards.,083717854678,31.0,69.85,99.99,38.99,,Normal,,,,,,,,,
251927,Burst of Destiny Blister Pack [1st Edition],Burst of Destiny Blister Pack 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/251927_200w.jpg,2,2879,https://cpt.tcgcsv.com/zN03,2021-11-05T04:03:15.58,1,"Each Burst of Destiny Blister Pack contains 1 Booster Pack, each containing 9 cards.",083717854661,6.99,11.25,14.25,12.5,,Normal,,,,,,,,,
252533,Heritage of the Light,Heritage of the Light,https://tcgplayer-cdn.tcgplayer.com/product/252533_200w.jpg,2,2879,https://cpt.tcgcsv.com/H023,2024-07-26T16:47:42.71,1,"If a monster is Ritual, Fusion, Synchro, or Xyz Summoned, while a monster with the same card type (Ritual, Fusion, Synchro, or Xyz) is on the field: You can draw 1 card. You can only use this effect of ""Heritage of the Light"" once per turn.",,0.01,0.15,1.5,0.07,0.01,1st Edition,BODE-EN000,Common,SPELL,Continuous Spell,,,,,
252534,Rokket Caliber,Rokket Caliber,https://tcgplayer-cdn.tcgplayer.com/product/252534_200w.jpg,2,2879,https://cpt.tcgcsv.com/J023,2022-05-12T16:19:57.27,1,"You can Special Summon this card (from your hand) to your zone a DARK Link Monster points to. You can only Special Summon ""Rokket Caliber"" once per turn this way. You can Tribute this card; Special Summon 1 DARK Dragon or Machine monster from your hand, except ""Rokket Caliber"". You can only use this effect of ""Rokket Caliber"" once per turn.",,0.25,0.99,11.5,0.88,2.19,1st Edition,BODE-EN001,Ultra Rare,DARK,Tuner/Effect Monster,Dragon,1700,100,,
252535,Double Disruptor Dragon,Double Disruptor Dragon,https://tcgplayer-cdn.tcgplayer.com/product/252535_200w.jpg,2,2879,https://cpt.tcgcsv.com/K023,2024-07-26T16:47:42.773,1,"You can Tribute this card, then target 2 ""Rokket"" monsters in your GY with different names; Special Summon them in Defense Position. You can banish this card from your GY; add 1 ""Rapid Trigger"" or ""Heavy Interlock"" from your Deck or GY to your hand. You can only use each effect of ""Double Disruptor Dragon"" once per turn.",,0.05,0.3,2.0,0.26,0.22,1st Edition,BODE-EN002,Super Rare,DARK,Effect Monster,Dragon,2500,1500,,
252536,Swordsoul of Mo Ye,Swordsoul of Mo Ye,https://tcgplayer-cdn.tcgplayer.com/product/252536_200w.jpg,2,2879,https://cpt.tcgcsv.com/L023,2022-12-15T15:12:54.413,1,"If this card is Normal or Special Summoned: You can reveal 1 ""Swordsoul"" card or 1 Wyrm monster in your hand; Special Summon 1 ""Swordsoul Token"" (Wyrm/Tuner/WATER/Level 4/ATK 0/DEF 0). While that Token is in the Monster Zone, the player who Summoned it cannot Special Summon monsters from the Extra Deck, except Synchro Monsters. If this card is sent to the GY as Synchro Material: You can draw 1 card. You can only use each effect of ""Swordsoul of Mo Ye"" once per turn.",,2.56,3.69,35.0,2.74,2.66,1st Edition,BODE-EN003,Secret Rare,WATER,Effect Monster,Wyrm,1700,1800,,
252537,Swordsoul of Taia,Swordsoul of Taia,https://tcgplayer-cdn.tcgplayer.com/product/252537_200w.jpg,2,2879,https://cpt.tcgcsv.com/M023,2022-10-23T10:22:15.54,1,"You can banish 1 ""Swordsoul"" card or 1 Wyrm monster from your GY; Special Summon 1 ""Swordsoul Token"" (Wyrm/Tuner/WATER/Level 4/ATK 0/DEF 0). While that Token is in the Monster Zone, the player who Summoned it cannot Special Summon monsters from the Extra Deck, except Synchro Monsters. If this card is sent to the GY as Synchro Material: You can send 1 ""Swordsoul"" card or 1 Wyrm monster from your Deck to the GY. You can only use each effect of ""Swordsoul of Taia"" once per turn.",,0.08,0.4,2.5,0.24,,1st Edition,BODE-EN004,Super Rare,WIND,Effect Monster,Wyrm,1800,1500,,
252538,Swordsoul Strategist Longyuan,Swordsoul Strategist Longyuan,https://tcgplayer-cdn.tcgplayer.com/product/252538_200w.jpg,2,2879,https://cpt.tcgcsv.com/N023,2021-11-05T04:03:15.58,1,"You can discard 1 other ""Swordsoul"" card or 1 other Wyrm monster; Special Summon this card from your hand, then you can Special Summon 1 ""Swordsoul Token"" (Wyrm/Tuner/WATER/Level 4/ATK 0/DEF 0). While that Token is in the Monster Zone, the player who Summoned it cannot Special Summon monsters from the Extra Deck, except Synchro Monsters. If this card is sent to the GY as Synchro Material: You can inflict 1200 damage to your opponent. You can only use each effect of ""Swordsoul Strategist Longyuan"" once per turn.",,0.23,0.84,24.99,0.45,0.43,1st Edition,BODE-EN005,Ultra Rare,FIRE,Effect Monster,Wyrm,1200,2300,,
252539,Swordsoul Auspice Chunjun,Swordsoul Auspice Chunjun,https://tcgplayer-cdn.tcgplayer.com/product/252539_200w.jpg,2,2879,https://cpt.tcgcsv.com/P023,2024-07-26T16:47:42.83,1,"Before damage calculation, if your Wyrm monster battles an opponent's monster that was Special Summoned from the Extra Deck: You can destroy both that opponent's monster and this card. You can only use each of the following effects of ""Swordsoul Auspice Chunjun"" once per turn. During the Main Phase (Quick Effect): You can Tribute 1 monster; Special Summon this card from your hand. If this card is sent to the GY as Synchro Material: You can target 1 card on the field or in either GY; banish it.",,0.05,0.25,2.0,0.16,0.1,1st Edition,BODE-EN006,Super Rare,EARTH,Effect Monster,Wyrm,2400,1800,,
