productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType,extAttack,extDefense
95357,Bujincarnation,Bujincarnation,https://tcgplayer-cdn.tcgplayer.com/product/95357_200w.jpg,2,1506,https://cpt.tcgcsv.com/99N,2015-02-03T17:31:18.243,1,AP06-EN012,Super Rare,SPELL,Normal Spell,"If your opponent controls a monster and you control no monsters: Target 1 ""Bujin"" monster in your Graveyard and 1 of your banished ""Bujin"" monsters; Special Summon both targets. They cannot be used as Xyz Material for an Xyz Summon, except for the Xyz Summon of a Beast, Beast-Warrior, or Winged Beast-Type monster.",1.27,4.28,9.99,2.8,,Unlimited,,,
95358,Tour Guide From the Underworld (UTR),Tour Guide From the Underworld UTR,https://tcgplayer-cdn.tcgplayer.com/product/95358_200w.jpg,2,1506,https://cpt.tcgcsv.com/b9N,2023-08-04T14:47:10.427,1,AP06-EN001,Ultimate Rare,DARK,Effect Monster,"When this card is Normal Summoned: You can Special Summon 1 Level 3 Fiend-Type monster from your hand or Deck, but its effects are negated, also it cannot be used as a Synchro Material.",129.95,142.86,449.0,145.96,,Unlimited,Fiend,1000,600
95439,Number 11: Big Eye (UTR),Number 11 Big Eye UTR,https://tcgplayer-cdn.tcgplayer.com/product/95439_200w.jpg,2,1506,https://cpt.tcgcsv.com/PbN,2023-08-04T14:47:02.017,1,AP06-EN002,Ultimate Rare,DARK,Xyz/Effect Monster,"Once per turn: You can detach 1 Xyz Material from this card, then target 1 monster your opponent controls; take control of that monster. This card cannot attack the turn you activate this effect.",44.99,57.99,169.0,57.95,,Unlimited,Spellcaster,2600,2000
95440,Traptrix Trap Hole Nightmare (UTR),Traptrix Trap Hole Nightmare UTR,https://tcgplayer-cdn.tcgplayer.com/product/95440_200w.jpg,2,1506,https://cpt.tcgcsv.com/QbN,2023-08-04T14:47:26.32,1,AP06-EN003,Ultimate Rare,TRAP,Normal Trap,"When a monster that was Special Summoned this turn activates its effect on your opponent's side of the field: Negate that effect, and if you do, destroy that card.",23.54,36.59,85.0,34.17,,Unlimited,,,
95441,Traptrix Myrmeleo,Traptrix Myrmeleo,https://tcgplayer-cdn.tcgplayer.com/product/95441_200w.jpg,2,1506,https://cpt.tcgcsv.com/RbN,2015-02-03T17:53:56.54,1,AP06-EN004,Super Rare,EARTH,Effect Monster,"This card is unaffected by the effects of ""Hole"" Normal Trap Cards. When this card is Normal Summoned: You can add 1 ""Hole"" Normal Trap Card from your Deck to your hand. When this card is Special Summoned: Target 1 Spell/Trap Card your opponent controls; destroy that target.",4.75,6.95,24.0,6.01,,Unlimited,Insect,1600,1200
95442,White Dragon Wyverburster,White Dragon Wyverburster,https://tcgplayer-cdn.tcgplayer.com/product/95442_200w.jpg,2,1506,https://cpt.tcgcsv.com/SbN,2015-02-03T17:57:16.833,1,AP06-EN005,Super Rare,LIGHT,Effect Monster,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 1 DARK monster from your Graveyard, and cannot be Special Summoned by other ways. You can only Special Summon ""White Dragon Wyverburster"" once per turn this way. If this card is sent from the field to the Graveyard: You can add 1 ""Black Dragon Collapserpent"" from your Deck to your hand.",0.6,2.15,9.99,2.49,,Unlimited,Dragon,1700,1800
95443,Black Dragon Collapserpent,Black Dragon Collapserpent,https://tcgplayer-cdn.tcgplayer.com/product/95443_200w.jpg,2,1506,https://cpt.tcgcsv.com/TbN,2019-01-09T12:49:55.773,1,AP06-EN006,Super Rare,DARK,Effect Monster,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 1 LIGHT monster from your Graveyard, and cannot be Special Summoned by other ways. You can only Special Summon ""Black Dragon Collapserpent"" once per turn this way. If this card is sent from the field to the Graveyard: You can add 1 ""White Dragon Wyverburster"" from your Deck to your hand.",0.8,2.71,9.99,2.79,,Unlimited,Dragon,1800,1700
95444,Superheavy Samurai Big Benkei,Superheavy Samurai Big Benkei,https://tcgplayer-cdn.tcgplayer.com/product/95444_200w.jpg,2,1506,https://cpt.tcgcsv.com/VbN,2015-02-03T17:51:43.06,1,AP06-EN007,Super Rare,EARTH,Effect Monster,"When this card is Normal or Special Summoned: You can change its battle position. All ""Superheavy Samurai"" monsters you control can attack while in face-up Defense Position. If they do, apply their DEF for damage calculation.",0.47,1.0,4.69,0.79,,Unlimited,Machine,1000,3500
95445,Shaddoll Beast,Shaddoll Beast,https://tcgplayer-cdn.tcgplayer.com/product/95445_200w.jpg,2,1506,https://cpt.tcgcsv.com/WbN,2015-02-03T17:49:49.327,1,AP06-EN008,Super Rare,DARK,Flip/Effect Monster,"FLIP: You can draw 2 cards, then discard 1 card.
If this card is sent to the Graveyard by a card effect: You can draw 1 card. You can only use 1 ""Shaddoll Beast"" effect per turn, and only once that turn.",3.0,6.61,15.25,10.87,,Unlimited,Spellcaster,2200,1700
95446,Underworld Fighter Balmung,Underworld Fighter Balmung,https://tcgplayer-cdn.tcgplayer.com/product/95446_200w.jpg,2,1506,https://cpt.tcgcsv.com/XbN,2015-02-03T17:54:45.997,1,AP06-EN009,Super Rare,DARK,Synchro/Effect Monster,"1 Tuner + 1 or more non-Tuner monsters
<br>When this card is destroyed by a card effect and sent to the Graveyard: You can target 1 Level 4 or lower monster in your Graveyard, except this card; Special Summon that target.",0.4,1.0,20.0,0.56,,Unlimited,Warrior,2100,800
