productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription,extUPC
101546,Clash of Rebellions Booster Box,Clash of Rebellions Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/101546_200w.jpg,2,1600,https://cpt.tcgcsv.com/XDQ,2015-08-31T17:58:58.36,1,700.0,700.0,700.0,,,Normal,,,,,,,,,
101547,Clash of Rebellions Booster Pack,Clash of Rebellions Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/101547_200w.jpg,2,1600,https://cpt.tcgcsv.com/ZDQ,2015-08-08T00:00:41.323,1,14.46,14.73,15.0,15.0,,Normal,,,,,,,,,
102413,Sky Dragoons of Draconia,Sky Dragoons of Draconia,https://tcgplayer-cdn.tcgplayer.com/product/102413_200w.jpg,2,1600,https://cpt.tcgcsv.com/h-Q,2015-12-11T21:36:43.87,1,0.15,0.25,1.49,0.17,,Unlimited,CORE-EN000,Rare,WIND,Winged Beast,Pendulum Monster,2200,200,"<b>Pendulum Effect </b>: Once per turn, when a Normal Monster you control inflicts battle damage to your opponent: You can target 1 card on the field; destroy it.
<br><b>Monster Effect</b>:  Rumored as being formed to invade the neutral, floating Sky-State of Cxulub, these mounted air troops of the Draconia Empire have prompted bordering nations to strengthen their security.",
102413,Sky Dragoons of Draconia,Sky Dragoons of Draconia,https://tcgplayer-cdn.tcgplayer.com/product/102413_200w.jpg,2,1600,https://cpt.tcgcsv.com/h-Q,2015-12-11T21:36:43.87,1,0.09,0.25,1.49,0.22,,1st Edition,CORE-EN000,Rare,WIND,Winged Beast,Pendulum Monster,2200,200,"<b>Pendulum Effect </b>: Once per turn, when a Normal Monster you control inflicts battle damage to your opponent: You can target 1 card on the field; destroy it.
<br><b>Monster Effect</b>:  Rumored as being formed to invade the neutral, floating Sky-State of Cxulub, these mounted air troops of the Draconia Empire have prompted bordering nations to strengthen their security.",
102414,Mystery Shell Dragon,Mystery Shell Dragon,https://tcgplayer-cdn.tcgplayer.com/product/102414_200w.jpg,2,1600,https://cpt.tcgcsv.com/j-Q,2015-12-11T21:26:51.873,1,0.05,0.25,1.49,0.16,,Unlimited,CORE-EN001,Common,DARK,Winged Beast,Normal Monster,2000,0,"<em>Mysterious living matter that suddenly appeared from a different dimension. Its attack paralyzes the target's nerves, and causes intense hallucinations.</em>",
102414,Mystery Shell Dragon,Mystery Shell Dragon,https://tcgplayer-cdn.tcgplayer.com/product/102414_200w.jpg,2,1600,https://cpt.tcgcsv.com/j-Q,2015-12-11T21:26:51.873,1,0.1,0.25,5.0,0.24,,1st Edition,CORE-EN001,Common,DARK,Winged Beast,Normal Monster,2000,0,"<em>Mysterious living matter that suddenly appeared from a different dimension. Its attack paralyzes the target's nerves, and causes intense hallucinations.</em>",
102415,Risebell the Summoner,Risebell the Summoner,https://tcgplayer-cdn.tcgplayer.com/product/102415_200w.jpg,2,1600,https://cpt.tcgcsv.com/k-Q,2015-12-11T21:35:39.03,1,0.11,0.25,1.49,0.14,,Unlimited,CORE-EN002,Common,WIND,Psychic,Pendulum Monster,800,800,"<b>Pendulum Effect :</b>  Once per turn: You can target 1 face-up monster on the field; increase its Level by 1 (even if this card leaves the field).
<br><b>Monster Effect :</b><em>  A kindly elder brother, Risebell takes good care of his little sister Saambell. He reads a Magical Book with his sister each early-afternoon, a harmonious routine that brings a smile to everyone.</em>",
102415,Risebell the Summoner,Risebell the Summoner,https://tcgplayer-cdn.tcgplayer.com/product/102415_200w.jpg,2,1600,https://cpt.tcgcsv.com/k-Q,2015-12-11T21:35:39.03,1,0.11,0.25,1.49,0.19,,1st Edition,CORE-EN002,Common,WIND,Psychic,Pendulum Monster,800,800,"<b>Pendulum Effect :</b>  Once per turn: You can target 1 face-up monster on the field; increase its Level by 1 (even if this card leaves the field).
<br><b>Monster Effect :</b><em>  A kindly elder brother, Risebell takes good care of his little sister Saambell. He reads a Magical Book with his sister each early-afternoon, a harmonious routine that brings a smile to everyone.</em>",
102416,Sky Dragoons of Draconia (CORE-ENSP1),Sky Dragoons of Draconia CORE ENSP1,https://tcgplayer-cdn.tcgplayer.com/product/102416_200w.jpg,2,1600,https://cpt.tcgcsv.com/l-Q,2015-08-04T18:51:09.11,1,0.17,0.47,2.99,0.46,,Limited,CORE-ENSP1,Ultra Rare,WIND,Winged Beast,Pendulum Monster,2200,200,"<b>Pendulum Effect </b>: Once per turn, when a Normal Monster you control inflicts battle damage to your opponent: You can target 1 card on the field; destroy it.
<br><b>Monster Effect</b>:  Rumored as being formed to invade the neutral, floating Sky-State of Cxulub, these mounted air troops of the Draconia Empire have prompted bordering nations to strengthen their security.",
102417,Xiangke Magician,Xiangke Magician,https://tcgplayer-cdn.tcgplayer.com/product/102417_200w.jpg,2,1600,https://cpt.tcgcsv.com/m-Q,2015-12-11T21:39:11.693,1,0.66,1.25,8.0,1.88,,Unlimited,CORE-EN003,Super Rare,DARK,Spellcaster,Pendulum/Effect Monster,2500,500,"<b>Pendulum Effect </b>: Once per turn: You can target 1 face-up Xyz Monster you control; this turn, you can use it as an Xyz Material for an Xyz Summon using its Rank as if it were a Level (even if this card leaves the field).
<br><b>Monster Effect</b>: Once per turn, during either player's turn: You can target 1 LIGHT monster on the field; negate that face-up monster's effects until the end of this turn.",
102417,Xiangke Magician,Xiangke Magician,https://tcgplayer-cdn.tcgplayer.com/product/102417_200w.jpg,2,1600,https://cpt.tcgcsv.com/m-Q,2015-12-11T21:39:11.693,1,0.59,0.99,3.0,0.91,,1st Edition,CORE-EN003,Super Rare,DARK,Spellcaster,Pendulum/Effect Monster,2500,500,"<b>Pendulum Effect </b>: Once per turn: You can target 1 face-up Xyz Monster you control; this turn, you can use it as an Xyz Material for an Xyz Summon using its Rank as if it were a Level (even if this card leaves the field).
<br><b>Monster Effect</b>: Once per turn, during either player's turn: You can target 1 LIGHT monster on the field; negate that face-up monster's effects until the end of this turn.",
102418,Xiangsheng Magician,Xiangsheng Magician,https://tcgplayer-cdn.tcgplayer.com/product/102418_200w.jpg,2,1600,https://cpt.tcgcsv.com/n-Q,2016-08-04T13:07:32.827,1,0.11,0.5,4.97,0.35,,Unlimited,CORE-EN004,Super Rare,LIGHT,Spellcaster,Pendulum/Effect Monster,500,1500,"<b>Pendulum Effect </b>: Once per turn: You can target 1 face-up Xyz Monster you control, and 1 Level 5 or higher monster you control; that Xyz Monster's Rank becomes equal to the Level of that Level 5 or higher monster, until the end of this turn (even if this card leaves the field). While you control more cards than your opponent does, this card's Pendulum Scale becomes 4.
<br><b>Monster Effect</b>: Your opponent takes no battle damage from attacks involving this card. Once per turn: You can target 1 other face-up monster you control; this card's ATK becomes equal to that monster's current ATK, until the end of this turn.",
102418,Xiangsheng Magician,Xiangsheng Magician,https://tcgplayer-cdn.tcgplayer.com/product/102418_200w.jpg,2,1600,https://cpt.tcgcsv.com/n-Q,2016-08-04T13:07:32.827,1,0.25,0.63,4.99,0.37,,1st Edition,CORE-EN004,Super Rare,LIGHT,Spellcaster,Pendulum/Effect Monster,500,1500,"<b>Pendulum Effect </b>: Once per turn: You can target 1 face-up Xyz Monster you control, and 1 Level 5 or higher monster you control; that Xyz Monster's Rank becomes equal to the Level of that Level 5 or higher monster, until the end of this turn (even if this card leaves the field). While you control more cards than your opponent does, this card's Pendulum Scale becomes 4.
<br><b>Monster Effect</b>: Your opponent takes no battle damage from attacks involving this card. Once per turn: You can target 1 other face-up monster you control; this card's ATK becomes equal to that monster's current ATK, until the end of this turn.",
102419,Performapal Camelump,Performapal Camelump,https://tcgplayer-cdn.tcgplayer.com/product/102419_200w.jpg,2,1600,https://cpt.tcgcsv.com/p-Q,2015-12-11T21:29:47.143,1,0.01,0.2,1.7,0.14,,Unlimited,CORE-EN005,Common,EARTH,,Pendulum/Effect Monster,800,1800,"<b>Pendulum Effect </b>: Once per turn, during your Main Phase 1: You can target 1 face-up monster you control; the monsters your opponent currently controls lose 800 DEF until the end of this turn, and if they do, if the targeted monster attacks a Defense Position monster this turn, inflict piercing battle damage to your opponent. (These effects remain even if this card leaves the field.)
<br><b>Monster Effect</b>: If this card is destroyed by battle: You can make the monster that destroyed this card lose 800 ATK.",
