productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extDescription
58315,Alexandrite Dragon,Alexandrite Dragon,https://tcgplayer-cdn.tcgplayer.com/product/58315_200w.jpg,2,589,https://cpt.tcgcsv.com/klt,2013-05-09T12:13:41.653,1,YS12-EN001,Common,LIGHT,Dragon,Normal Monster,2000,100,0.1,0.32,1.98,0.15,,1st Edition,
58316,Spirit of the Harp,Spirit of the Harp,https://tcgplayer-cdn.tcgplayer.com/product/58316_200w.jpg,2,589,https://cpt.tcgcsv.com/llt,2013-05-09T12:13:41.653,1,YS12-EN002,Common,LIGHT,Fairy,Normal Monster,800,2000,0.1,0.22,1.41,0.13,,1st Edition,
58317,Frostosaurus,Frostosaurus,https://tcgplayer-cdn.tcgplayer.com/product/58317_200w.jpg,2,589,https://cpt.tcgcsv.com/mlt,2013-05-09T12:13:41.653,1,YS12-EN003,Common,WATER,Dinosaur,Normal Monster,2600,1700,0.09,0.2,1.0,0.13,,1st Edition,
58318,Zubaba Knight,Zubaba Knight,https://tcgplayer-cdn.tcgplayer.com/product/58318_200w.jpg,2,589,https://cpt.tcgcsv.com/nlt,2013-05-09T12:13:41.653,1,YS12-EN004,Common,EARTH,Warrior,Effect Monster,1600,900,0.01,0.2,1.7,0.09,,1st Edition,If this card attacks a face-up Defense Position monster: Destroy that monster at the start of the Damage Step (without damage calculation).
58319,Ganbara Knight,Ganbara Knight,https://tcgplayer-cdn.tcgplayer.com/product/58319_200w.jpg,2,589,https://cpt.tcgcsv.com/plt,2013-05-09T12:13:41.653,1,YS12-EN005,Common,LIGHT,Warrior,Effect Monster,0,1800,0.05,0.22,1.38,0.16,,1st Edition,When this face-up Attack Position card is targeted for an attack: You can change it to Defense Position.
58320,Gogogo Golem,Gogogo Golem,https://tcgplayer-cdn.tcgplayer.com/product/58320_200w.jpg,2,589,https://cpt.tcgcsv.com/qlt,2013-05-09T12:13:41.653,1,YS12-EN006,Common,EARTH,Rock,Effect Monster,1800,1500,0.05,0.22,1.35,0.2,,1st Edition,"Once per turn, this face-up Defense Position card cannot be destroyed by battle."
58321,Gogogo Giant,Gogogo Giant,https://tcgplayer-cdn.tcgplayer.com/product/58321_200w.jpg,2,589,https://cpt.tcgcsv.com/rlt,2013-05-09T12:13:41.653,1,YS12-EN007,Common,EARTH,Rock,Effect Monster,2000,0,0.05,0.25,0.99,0.1,,1st Edition,"When this card is Normal Summoned: You can target 1 ""Gogogo"" monster in your Graveyard; Special Summon that target in face-up Defense Position, then change this card to Defense Position. If this card attacks, it is changed to Defense Position at the end of the Battle Phase."
58322,Goblindbergh,Goblindbergh,https://tcgplayer-cdn.tcgplayer.com/product/58322_200w.jpg,2,589,https://cpt.tcgcsv.com/slt,2013-05-09T12:13:41.653,1,YS12-EN008,Common,EARTH,Warrior,Effect Monster,1400,0,0.09,0.25,1.59,0.17,,1st Edition,"When this card is Normal Summoned: You can Special Summon 1 Level 4 or lower monster from your hand, then change this card to Defense Position."
58323,Feedback Warrior,Feedback Warrior,https://tcgplayer-cdn.tcgplayer.com/product/58323_200w.jpg,2,589,https://cpt.tcgcsv.com/tlt,2013-05-09T12:13:41.653,1,YS12-EN009,Common,EARTH,Warrior,Effect Monster,800,700,0.05,0.21,1.37,0.21,,1st Edition,When this card is Normal or Special Summoned: You can target 1 face-up monster you control; it becomes Level 3.
58324,Shine Knight,Shine Knight,https://tcgplayer-cdn.tcgplayer.com/product/58324_200w.jpg,2,589,https://cpt.tcgcsv.com/vlt,2013-05-09T12:13:41.653,1,YS12-EN010,Common,LIGHT,Warrior,Effect Monster,400,1900,0.01,0.23,1.7,0.07,,1st Edition,This card is Level 4 while in face-up Defense Position.
58325,Cyber Dragon,Cyber Dragon,https://tcgplayer-cdn.tcgplayer.com/product/58325_200w.jpg,2,589,https://cpt.tcgcsv.com/wlt,2013-05-09T12:13:41.653,1,YS12-EN011,Common,LIGHT,Machine,Effect Monster,2100,1600,0.13,0.3,1.99,0.17,,1st Edition,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand)."
58326,Trident Warrior,Trident Warrior,https://tcgplayer-cdn.tcgplayer.com/product/58326_200w.jpg,2,589,https://cpt.tcgcsv.com/xlt,2013-05-09T12:13:41.653,1,YS12-EN012,Common,LIGHT,Warrior,Effect Monster,1800,1200,0.05,0.21,1.36,0.15,,1st Edition,When this card is Normal Summoned: You can Special Summon 1 Level 3 monster from your hand.
58327,Chiron the Mage,Chiron the Mage,https://tcgplayer-cdn.tcgplayer.com/product/58327_200w.jpg,2,589,https://cpt.tcgcsv.com/zlt,2013-05-09T12:13:41.653,1,YS12-EN013,Common,EARTH,Beast-Warrior,Effect Monster,1800,1000,0.05,0.25,1.0,0.15,,1st Edition,"Once per turn, you can discard 1 Spell Card to destroy 1 Spell or Trap Card your opponent controls."
58328,Marauding Captain,Marauding Captain,https://tcgplayer-cdn.tcgplayer.com/product/58328_200w.jpg,2,589,https://cpt.tcgcsv.com/Blt,2013-05-09T12:13:41.653,1,YS12-EN014,Common,EARTH,Warrior,Effect Monster,1200,400,0.1,0.31,1.49,0.27,,1st Edition,"Your opponent cannot target face-up Warrior-Type monsters for attacks, except this one. When this card is Normal Summoned: You can Special Summon 1 Level 4 or lower monster from your hand."
58329,Penguin Soldier,Penguin Soldier,https://tcgplayer-cdn.tcgplayer.com/product/58329_200w.jpg,2,589,https://cpt.tcgcsv.com/Clt,2013-05-09T12:13:41.653,1,YS12-EN015,Common,WATER,Aqua,Effect Monster,750,500,0.1,0.35,4.0,0.31,,1st Edition,FLIP: You can return up to 2 Monster Cards from the field to their owners' hands.
58330,Sangan,Sangan,https://tcgplayer-cdn.tcgplayer.com/product/58330_200w.jpg,2,589,https://cpt.tcgcsv.com/Dlt,2013-05-09T12:13:41.653,1,YS12-EN016,Common,DARK,Fiend,Effect Monster,1000,600,0.22,0.51,1.5,0.56,,1st Edition,When this card is sent from the field to the Graveyard: Add 1 monster with 1500 or less ATK from your Deck to your hand.
58331,Giant Rat,Giant Rat,https://tcgplayer-cdn.tcgplayer.com/product/58331_200w.jpg,2,589,https://cpt.tcgcsv.com/Flt,2013-05-09T12:13:41.653,1,YS12-EN017,Common,EARTH,Beast,Effect Monster,1400,1450,0.1,0.25,1.75,0.21,,1st Edition,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 EARTH monster with 1500 or less ATK from your Deck, in face-up Attack Position."
58332,Shining Angel,Shining Angel,https://tcgplayer-cdn.tcgplayer.com/product/58332_200w.jpg,2,589,https://cpt.tcgcsv.com/Glt,2013-05-09T12:13:41.653,1,YS12-EN018,Common,LIGHT,Fairy,Effect Monster,1400,800,0.12,0.28,1.09,0.2,,1st Edition,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 LIGHT monster with 1500 or less ATK from your Deck, in face-up Attack Position."
58333,Blustering Winds,Blustering Winds,https://tcgplayer-cdn.tcgplayer.com/product/58333_200w.jpg,2,589,https://cpt.tcgcsv.com/Hlt,2013-05-09T12:13:41.653,1,YS12-EN019,Common,SPELL,,Normal Spell,0,0,0.03,0.24,1.36,0.15,,1st Edition,Target 1 face-up monster you control; it gains 1000 ATK and DEF until your next Standby Phase.
58334,Ego Boost,Ego Boost,https://tcgplayer-cdn.tcgplayer.com/product/58334_200w.jpg,2,589,https://cpt.tcgcsv.com/Jlt,2013-05-09T12:13:41.653,1,YS12-EN020,Common,SPELL,,Normal Spell,0,0,0.01,0.2,1.36,0.09,,1st Edition,When a monster declares an attack: Target 1 face-up monster on the field; it gains 1000 ATK until the end of the Battle Phase.
58335,Xyz Energy,Xyz Energy,https://tcgplayer-cdn.tcgplayer.com/product/58335_200w.jpg,2,589,https://cpt.tcgcsv.com/Klt,2013-05-09T12:13:41.653,1,YS12-EN021,Common,SPELL,,Normal Spell,0,0,0.05,0.25,1.42,0.11,,1st Edition,Detach 1 Xyz Material you control to target 1 face-up monster your opponent controls; destroy that target.
58336,Star Changer,Star Changer,https://tcgplayer-cdn.tcgplayer.com/product/58336_200w.jpg,2,589,https://cpt.tcgcsv.com/Llt,2013-05-09T12:13:41.653,1,YS12-EN022,Common,SPELL,,Normal Spell,0,0,0.08,0.23,1.79,0.12,,1st Edition,Target 1 face-up monster on the field and activate 1 of these effects: // * Increase that target's Level by 1. // * Reduce that target's Level by 1.
58337,Swords of Revealing Light,Swords of Revealing Light,https://tcgplayer-cdn.tcgplayer.com/product/58337_200w.jpg,2,589,https://cpt.tcgcsv.com/Mlt,2013-05-09T12:13:41.653,1,YS12-EN023,Common,SPELL,,Normal Spell,0,0,0.09,0.28,1.12,0.19,,1st Edition,"Flip all monsters your opponent controls face-up. This card remains on the field for 3 of your opponent's turns. While this card is face-up on the field, monsters your opponent controls cannot declare an attack."
58338,Mystical Space Typhoon,Mystical Space Typhoon,https://tcgplayer-cdn.tcgplayer.com/product/58338_200w.jpg,2,589,https://cpt.tcgcsv.com/Nlt,2013-05-09T12:13:41.653,1,YS12-EN024,Common,SPELL,,Normal Spell,0,0,0.16,0.32,10.0,0.27,,1st Edition,Target 1 Spell/Trap Card on the field; destroy that target.
58339,Fissure,Fissure,https://tcgplayer-cdn.tcgplayer.com/product/58339_200w.jpg,2,589,https://cpt.tcgcsv.com/Plt,2013-05-09T12:13:41.653,1,YS12-EN025,Common,SPELL,,Normal Spell,0,0,0.1,0.25,1.7,0.22,,1st Edition,"Destroy the 1 face-up monster your opponent controls that has the lowest ATK. (If it's a tie, you get to choose.)"
58340,Gravity Axe - Grarl,Gravity Axe Grarl,https://tcgplayer-cdn.tcgplayer.com/product/58340_200w.jpg,2,589,https://cpt.tcgcsv.com/Qlt,2013-05-09T12:13:41.653,1,YS12-EN026,Common,SPELL,,Normal Spell,0,0,0.05,0.21,1.0,0.12,,1st Edition,"Increase the ATK of a monster equipped with this card by 500 points. As long as this card remains face-up on the field, monsters on your opponent's side of the field cannot change their battle position."
58341,Reinforcement of the Army,Reinforcement of the Army,https://tcgplayer-cdn.tcgplayer.com/product/58341_200w.jpg,2,589,https://cpt.tcgcsv.com/Rlt,2013-05-09T12:13:41.653,1,YS12-EN027,Common,SPELL,,Normal Spell,0,0,0.09,0.3,1.98,0.15,,1st Edition,Add 1 Level 4 or lower Warrior-Type monster from your Deck to your hand.
58342,Burden of the Mighty,Burden of the Mighty,https://tcgplayer-cdn.tcgplayer.com/product/58342_200w.jpg,2,589,https://cpt.tcgcsv.com/Slt,2013-05-09T12:13:41.653,1,YS12-EN028,Common,SPELL,,Normal Spell,0,0,0.05,0.25,1.38,0.13,,1st Edition,Each face-up monster your opponent controls loses 100 ATK × its own Level.
58343,Heartfelt Appeal,Heartfelt Appeal,https://tcgplayer-cdn.tcgplayer.com/product/58343_200w.jpg,2,589,https://cpt.tcgcsv.com/Tlt,2013-05-09T12:13:41.653,1,YS12-EN029,Common,TRAP,,Normal Trap,0,0,0.01,0.19,1.49,0.09,,1st Edition,"When you take Battle Damage from your opponent's direct attack: Take control of the 1 face-up monster your opponent controls with the highest DEF, until your next End Phase. (If it's a tie, you get to choose.) Its effect(s) is negated and it cannot declare an attack."
58344,Xyz Effect,Xyz Effect,https://tcgplayer-cdn.tcgplayer.com/product/58344_200w.jpg,2,589,https://cpt.tcgcsv.com/Vlt,2013-05-09T12:13:41.653,1,YS12-EN030,Common,TRAP,,Normal Trap,0,0,0.05,0.22,1.0,0.13,,1st Edition,When you Xyz Summon a monster: You can target 1 card on the field; destroy it.
58345,Raigeki Break,Raigeki Break,https://tcgplayer-cdn.tcgplayer.com/product/58345_200w.jpg,2,589,https://cpt.tcgcsv.com/Wlt,2013-05-09T12:13:41.653,1,YS12-EN031,Common,TRAP,,Normal Trap,0,0,1.0,1.79,2.99,1.79,,1st Edition,Discard 1 card to target 1 card on the field; destroy it.
58346,Trap Hole,Trap Hole,https://tcgplayer-cdn.tcgplayer.com/product/58346_200w.jpg,2,589,https://cpt.tcgcsv.com/Xlt,2013-05-09T12:13:41.653,1,YS12-EN032,Common,TRAP,,Normal Trap,0,0,0.08,0.26,1.0,0.19,,1st Edition,When your opponent Normal Summons or Flip Summons 1 monster with 1000 or more ATK: Target that monster; destroy that target.
58347,Dust Tornado,Dust Tornado,https://tcgplayer-cdn.tcgplayer.com/product/58347_200w.jpg,2,589,https://cpt.tcgcsv.com/Zlt,2013-05-09T12:13:41.653,1,YS12-EN033,Common,TRAP,,Normal Trap,0,0,0.33,0.5,1.99,0.55,,1st Edition,Target 1 Spell/Trap Card your opponent controls; destroy that target. Then you can Set 1 Spell or Trap Card from your hand.
