productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extDescription
35048,Blue-Eyes White Dragon,Blue Eyes White Dragon,https://tcgplayer-cdn.tcgplayer.com/product/35048_200w.jpg,2,197,https://cpt.tcgcsv.com/-0j,2024-03-28T16:26:42.667,1,DPKB-EN001,Super Rare,LIGHT,Dragon,Normal Monster,3000,2500,12.91,16.02,29.99,15.9,,Unlimited,
35048,Blue-Eyes White Dragon,Blue Eyes White Dragon,https://tcgplayer-cdn.tcgplayer.com/product/35048_200w.jpg,2,197,https://cpt.tcgcsv.com/-0j,2024-03-28T16:26:42.667,1,DPKB-EN001,Super Rare,LIGHT,Dragon,Normal Monster,3000,2500,21.38,39.78,80.0,37.96,,1st Edition,
35049,Hitotsu-Me Giant,Hitotsu Me Giant,https://tcgplayer-cdn.tcgplayer.com/product/35049_200w.jpg,2,197,https://cpt.tcgcsv.com/_0j,2024-03-28T16:26:42.8,1,DPKB-EN002,Common,EARTH,Beast-Warrior,Normal Monster,1200,1000,0.05,0.21,1.49,0.16,,Unlimited,
35049,Hitotsu-Me Giant,Hitotsu Me Giant,https://tcgplayer-cdn.tcgplayer.com/product/35049_200w.jpg,2,197,https://cpt.tcgcsv.com/_0j,2024-03-28T16:26:42.8,1,DPKB-EN002,Common,EARTH,Beast-Warrior,Normal Monster,1200,1000,0.1,0.25,0.99,0.19,,1st Edition,
35050,Judge Man,Judge Man,https://tcgplayer-cdn.tcgplayer.com/product/35050_200w.jpg,2,197,https://cpt.tcgcsv.com/02j,2024-03-28T16:26:42.927,1,DPKB-EN003,Common,EARTH,Warrior,Normal Monster,2200,1500,0.06,0.25,1.49,0.24,,Unlimited,
35050,Judge Man,Judge Man,https://tcgplayer-cdn.tcgplayer.com/product/35050_200w.jpg,2,197,https://cpt.tcgcsv.com/02j,2024-03-28T16:26:42.927,1,DPKB-EN003,Common,EARTH,Warrior,Normal Monster,2200,1500,0.15,0.33,1.56,0.4,,1st Edition,
35051,Swordstalker,Swordstalker,https://tcgplayer-cdn.tcgplayer.com/product/35051_200w.jpg,2,197,https://cpt.tcgcsv.com/22j,2024-03-28T16:26:43.017,1,DPKB-EN004,Common,DARK,Warrior,Normal Monster,2000,1600,0.05,0.23,1.49,0.21,,Unlimited,
35051,Swordstalker,Swordstalker,https://tcgplayer-cdn.tcgplayer.com/product/35051_200w.jpg,2,197,https://cpt.tcgcsv.com/22j,2024-03-28T16:26:43.017,1,DPKB-EN004,Common,DARK,Warrior,Normal Monster,2000,1600,0.15,0.41,1.46,0.56,,1st Edition,
35052,La Jinn the Mystical Genie of the Lamp,La Jinn the Mystical Genie of the Lamp,https://tcgplayer-cdn.tcgplayer.com/product/35052_200w.jpg,2,197,https://cpt.tcgcsv.com/32j,2024-03-28T16:26:43.08,1,DPKB-EN005,Common,DARK,Fiend,Normal Monster,1800,1000,0.04,0.23,1.35,0.21,,Unlimited,
35052,La Jinn the Mystical Genie of the Lamp,La Jinn the Mystical Genie of the Lamp,https://tcgplayer-cdn.tcgplayer.com/product/35052_200w.jpg,2,197,https://cpt.tcgcsv.com/32j,2024-03-28T16:26:43.08,1,DPKB-EN005,Common,DARK,Fiend,Normal Monster,1800,1000,0.12,0.28,1.43,0.28,,1st Edition,
35053,Saggi the Dark Clown,Saggi the Dark Clown,https://tcgplayer-cdn.tcgplayer.com/product/35053_200w.jpg,2,197,https://cpt.tcgcsv.com/52j,2024-03-28T16:26:43.153,1,DPKB-EN006,Common,DARK,Spellcaster,Normal Monster,600,1500,0.13,0.25,1.7,0.21,,Unlimited,
35053,Saggi the Dark Clown,Saggi the Dark Clown,https://tcgplayer-cdn.tcgplayer.com/product/35053_200w.jpg,2,197,https://cpt.tcgcsv.com/52j,2024-03-28T16:26:43.153,1,DPKB-EN006,Common,DARK,Spellcaster,Normal Monster,600,1500,0.18,0.56,1.98,0.59,,1st Edition,
35054,X-Head Cannon,X Head Cannon,https://tcgplayer-cdn.tcgplayer.com/product/35054_200w.jpg,2,197,https://cpt.tcgcsv.com/62j,2024-03-28T16:26:43.247,1,DPKB-EN007,Common,LIGHT,Machine,Normal Monster,1800,1500,0.1,0.28,1.7,0.3,,Unlimited,
35054,X-Head Cannon,X Head Cannon,https://tcgplayer-cdn.tcgplayer.com/product/35054_200w.jpg,2,197,https://cpt.tcgcsv.com/62j,2024-03-28T16:26:43.247,1,DPKB-EN007,Common,LIGHT,Machine,Normal Monster,1800,1500,0.21,0.33,1.54,0.33,,1st Edition,
