productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extDescription
38453,Gil Garth,Gil Garth,https://tcgplayer-cdn.tcgplayer.com/product/38453_200w.jpg,2,321,https://cpt.tcgcsv.com/5pk,2013-05-09T12:13:41.653,1,SDMA-EN001,Common,DARK,Fiend,Normal Monster,1800,1200,0.1,0.36,1.98,0.32,,1st Edition,
38454,Mystic Tomato,Mystic Tomato,https://tcgplayer-cdn.tcgplayer.com/product/38454_200w.jpg,2,321,https://cpt.tcgcsv.com/6pk,2013-05-09T12:13:41.653,1,SDMA-EN002,Common,DARK,Plant,Effect Monster,1400,1100,0.25,0.48,1.69,0.44,,1st Edition,"When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 DARK monster with 1500 or less ATK from your Deck in face-up Attack Position."
38455,Viser Des,Viser Des,https://tcgplayer-cdn.tcgplayer.com/product/38455_200w.jpg,2,321,https://cpt.tcgcsv.com/7pk,2013-05-09T12:13:41.653,1,SDMA-EN003,Common,DARK,Fiend,Effect Monster,500,1200,0.05,0.25,1.0,0.22,,1st Edition,"When this card is Normal Summoned, select 1 monster your opponent controls. Destroy that monster during your 3rd Standby Phase after the Summon. This card cannot be destroyed by battle until this effect is resolved."
38456,Legendary Fiend,Legendary Fiend,https://tcgplayer-cdn.tcgplayer.com/product/38456_200w.jpg,2,321,https://cpt.tcgcsv.com/8pk,2013-05-09T12:13:41.653,1,SDMA-EN004,Common,DARK,Fiend,Effect Monster,1500,1800,0.2,0.4,1.61,0.38,,1st Edition,"During each of your Standby Phases, this card gains 700 ATK."
38457,Dark Jeroid,Dark Jeroid,https://tcgplayer-cdn.tcgplayer.com/product/38457_200w.jpg,2,321,https://cpt.tcgcsv.com/9pk,2014-07-15T13:20:52.65,1,SDMA-EN005,Common,DARK,Fiend,Effect Monster,1200,1500,0.2,0.47,7.4,0.47,,1st Edition,"When this card is Normal Summoned, Flip Summoned, or Special Summoned successfully, select 1 face-up monster on the field. As long as the monster remains face-up on the field, decrease its ATK by 800 points."
38458,Newdoria,Newdoria,https://tcgplayer-cdn.tcgplayer.com/product/38458_200w.jpg,2,321,https://cpt.tcgcsv.com/bpk,2013-05-09T12:13:41.653,1,SDMA-EN006,Common,DARK,Fiend,Effect Monster,1200,800,0.08,0.49,1.98,0.47,,1st Edition,"When this card is destroyed by battle and sent to the Graveyard, destroy 1 monster on the field."
38459,Gravekeeper's Spy,Gravekeepers Spy,https://tcgplayer-cdn.tcgplayer.com/product/38459_200w.jpg,2,321,https://cpt.tcgcsv.com/cpk,2013-05-09T12:13:41.653,1,SDMA-EN007,Common,DARK,Spellcaster,Effect Monster,1200,2000,0.15,0.58,4.99,0.57,,1st Edition,FLIP: Special Summon 1 Gravekeeper's monster with 1500 or less ATK from your Deck.
38460,Gravekeeper's Curse,Gravekeepers Curse,https://tcgplayer-cdn.tcgplayer.com/product/38460_200w.jpg,2,321,https://cpt.tcgcsv.com/dpk,2013-05-09T12:13:41.653,1,SDMA-EN008,Common,DARK,Spellcaster,Effect Monster,800,800,0.15,0.25,1.46,0.19,,1st Edition,"When this monster is Summoned, inflict 500 damage to your opponent."
38461,Gravekeeper's Guard,Gravekeepers Guard,https://tcgplayer-cdn.tcgplayer.com/product/38461_200w.jpg,2,321,https://cpt.tcgcsv.com/fpk,2013-05-09T12:13:41.653,1,SDMA-EN009,Common,DARK,Spellcaster,Effect Monster,1000,1900,0.15,0.52,1.99,0.52,,1st Edition,FLIP: Return 1 monster on your opponent's side of the field to its owner's hand.
38462,Gravekeeper's Spear Soldier,Gravekeepers Spear Soldier,https://tcgplayer-cdn.tcgplayer.com/product/38462_200w.jpg,2,321,https://cpt.tcgcsv.com/gpk,2013-05-09T12:13:41.653,1,SDMA-EN010,Common,DARK,Spellcaster,Effect Monster,1500,1000,0.01,0.48,1.61,0.58,,1st Edition,"When this card attacks with an ATK that is higher than the DEF of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points."
38463,Gravekeeper's Chief,Gravekeepers Chief,https://tcgplayer-cdn.tcgplayer.com/product/38463_200w.jpg,2,321,https://cpt.tcgcsv.com/hpk,2013-05-09T12:13:41.653,1,SDMA-EN011,Common,DARK,Spellcaster,Effect Monster,1900,1200,0.15,0.44,1.55,0.49,,1st Edition,"You can only control 1 Gravekeeper's Chief at a time. Your Graveyard is unaffected by Necrovalley. When this card is Tribute Summoned, you can Special Summon 1 Gravekeeper's monster from your Graveyard."
38464,Gravekeeper's Cannonholder,Gravekeepers Cannonholder,https://tcgplayer-cdn.tcgplayer.com/product/38464_200w.jpg,2,321,https://cpt.tcgcsv.com/jpk,2019-04-16T13:12:35.507,1,SDMA-EN012,Common,DARK,Spellcaster,Effect Monster,1400,1200,0.11,0.25,1.46,0.25,,1st Edition,"You can Tribute 1 ""Gravekeeper's"" monster, except ""Gravekeeper's Cannonholder"", to inflict 700 damage to your opponent."
38465,Gravekeeper's Assailant,Gravekeepers Assailant,https://tcgplayer-cdn.tcgplayer.com/product/38465_200w.jpg,2,321,https://cpt.tcgcsv.com/kpk,2013-05-09T12:13:41.653,1,SDMA-EN013,Common,DARK,Spellcaster,Effect Monster,1500,1500,0.09,0.3,6.45,0.34,,1st Edition,"You cannot activate this card's effect unless Necrovalley is on the field. When this card declares an attack, you can change the battle position of 1 face-up monster on your opponent's side of the field."
38466,Lava Golem,Lava Golem,https://tcgplayer-cdn.tcgplayer.com/product/38466_200w.jpg,2,321,https://cpt.tcgcsv.com/lpk,2013-05-09T12:13:41.653,1,SDMA-EN014,Ultra Rare,FIRE,Fiend,Effect Monster,3000,2500,0.25,0.99,10.05,0.88,,1st Edition,This card cannot be Normal Summoned or Set. This card can only be Special Summoned to your opponent's side of the field by Tributing 2 monsters they control. You cannot Normal Summon or Set the turn you Special Summon this card. The controller of this card takes 1000 points of damage during each of his/her Standby Phases.
38467,Drillago,Drillago,https://tcgplayer-cdn.tcgplayer.com/product/38467_200w.jpg,2,321,https://cpt.tcgcsv.com/mpk,2013-05-09T12:13:41.653,1,SDMA-EN015,Common,DARK,Machine,Effect Monster,1600,1100,0.1,0.26,1.0,0.23,,1st Edition,"When there are only face-up monsters with ATK 1600 or more on your opponent's side of the field, this monster can attack your opponent's Life Points directly."
38468,Bowganian,Bowganian,https://tcgplayer-cdn.tcgplayer.com/product/38468_200w.jpg,2,321,https://cpt.tcgcsv.com/npk,2013-05-09T12:13:41.653,1,SDMA-EN016,Common,DARK,Machine,Effect Monster,1300,1000,0.1,0.26,1.0,0.2,,1st Edition,"During each of your Standby Phases, inflict 600 points of damage to your opponent's Life Points."
38469,Gravekeeper's Commandant,Gravekeepers Commandant,https://tcgplayer-cdn.tcgplayer.com/product/38469_200w.jpg,2,321,https://cpt.tcgcsv.com/ppk,2013-05-09T12:13:41.653,1,SDMA-EN017,Common,EARTH,Spellcaster,Effect Monster,1600,1500,0.58,1.61,9.99,1.56,,1st Edition,You can discard this card to the Graveyard to add 1 Necrovalley from your Deck to your hand.
38470,Gravekeeper's Visionary,Gravekeepers Visionary,https://tcgplayer-cdn.tcgplayer.com/product/38470_200w.jpg,2,321,https://cpt.tcgcsv.com/qpk,2013-05-09T12:13:41.653,1,SDMA-EN018,Common,DARK,Spellcaster,Effect Monster,2000,1800,0.3,0.51,1.61,0.51,,1st Edition,"You can Normal Summon this card by Tributing 1 Gravekeeper's monster. This card gains 200 ATK for each Gravekeeper's monster in your Graveyard. If this face-up card on the field would be destroyed, you can discard 1 Gravekeeper's monster instead."
38471,Gravekeeper's Descendant,Gravekeepers Descendant,https://tcgplayer-cdn.tcgplayer.com/product/38471_200w.jpg,2,321,https://cpt.tcgcsv.com/rpk,2013-05-09T12:13:41.653,1,SDMA-EN019,Common,DARK,Spellcaster,Effect Monster,1500,1200,0.39,1.0,4.8,1.05,,1st Edition,"You can Tribute 1 face-up Gravekeeper's monster you control, except this card, to destroy 1 card your opponent controls."
38472,Mystical Space Typhoon,Mystical Space Typhoon,https://tcgplayer-cdn.tcgplayer.com/product/38472_200w.jpg,2,321,https://cpt.tcgcsv.com/spk,2013-05-09T12:13:41.653,1,SDMA-EN020,Common,Spell,,Normal Spell,0,0,0.19,0.4,1.5,0.23,,1st Edition,Destroy 1 Spell or Trap Card on the field.
