productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType,extAttack,extDefense
224632,Appointer of the Red Lotus,Appointer of the Red Lotus,https://tcgplayer-cdn.tcgplayer.com/product/224632_200w.jpg,2,2723,https://cpt.tcgcsv.com/GSP2,2020-10-23T18:58:44.947,1,OP14-EN011,Super Rare,TRAP,Normal Trap,"Pay 2000 LP and reveal your entire hand; look at your opponent's hand and banish 1 card from their hand, until your opponent's next End Phase.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.2,0.64,9.99,0.47,,Unlimited,,,
224633,Atlantean Dragoons,Atlantean Dragoons,https://tcgplayer-cdn.tcgplayer.com/product/224633_200w.jpg,2,2723,https://cpt.tcgcsv.com/HSP2,2020-10-23T19:02:31.573,1,OP14-EN013,Common,WATER,Effect Monster,"All your Level 3 or lower Sea Serpent monsters can attack directly. If this card is sent to the GY to activate a WATER monster's effect: Add 1 Sea Serpent monster from your Deck to your hand, except ""Atlantean Dragoons"".
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.1,0.42,4.99,0.31,,Unlimited,Sea Serpent,1800,0
224634,Cattle Call,Cattle Call,https://tcgplayer-cdn.tcgplayer.com/product/224634_200w.jpg,2,2723,https://cpt.tcgcsv.com/JSP2,2020-10-23T19:03:55.347,1,OP14-EN020,Common,SPELL,Quick-Play Spell,"Send 1 face-up monster you control to the GY, whose original Type is Beast, Beast-Warrior, or Winged Beast; Special Summon 1 monster from your Extra Deck with the same original Type, but it cannot attack, its effects are negated, also it is destroyed during the End Phase. You can only activate 1 ""Cattle Call"" per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.09,0.25,1.13,0.16,,Unlimited,,,
224635,Demise of the Land,Demise of the Land,https://tcgplayer-cdn.tcgplayer.com/product/224635_200w.jpg,2,2723,https://cpt.tcgcsv.com/KSP2,2025-05-15T19:35:58.95,1,OP14-EN019,Common,SPELL,Quick-Play Spell,"When your opponent Special Summons a monster(s): Activate 1 Field Spell Card directly from your Deck.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.18,0.86,17.99,0.38,,Unlimited,,,
224636,Evil Thorn,Evil Thorn,https://tcgplayer-cdn.tcgplayer.com/product/224636_200w.jpg,2,2723,https://cpt.tcgcsv.com/LSP2,2020-10-23T19:02:58.197,1,OP14-EN015,Common,DARK,Effect Monster,"You can Tribute this card; inflict 300 damage to your opponent, and if you do, you can Special Summon up to 2 ""Evil Thorn"" from your Deck in Attack Position, but their effects cannot be activated.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.08,0.3,1.34,0.13,,Unlimited,Plant,100,300
224637,Icarus Attack,Icarus Attack,https://tcgplayer-cdn.tcgplayer.com/product/224637_200w.jpg,2,2723,https://cpt.tcgcsv.com/MSP2,2020-10-23T19:05:06.107,1,OP14-EN024,Common,TRAP,Normal Trap,"Tribute 1 Winged Beast monster, then target 2 cards on the field; destroy them.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.84,1.15,2.47,0.99,1.2,Unlimited,,,
224638,Infernity General,Infernity General,https://tcgplayer-cdn.tcgplayer.com/product/224638_200w.jpg,2,2723,https://cpt.tcgcsv.com/NSP2,2020-10-23T18:56:54.777,1,OP14-EN005,Super Rare,DARK,Effect Monster,"If you have no cards in your hand: You can banish this card from your GY, then target 2 Level 3 or lower ""Infernity"" monsters in your GY; Special Summon them from the GY, but their effects are negated.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.1,0.3,4.99,0.21,,Unlimited,Fiend,2700,1500
224641,Madolche Messengelato,Madolche Messengelato,https://tcgplayer-cdn.tcgplayer.com/product/224641_200w.jpg,2,2723,https://cpt.tcgcsv.com/RSP2,2023-02-08T12:31:25.737,1,OP14-EN004,Super Rare,EARTH,Effect Monster,"If this card in your possession is destroyed by an opponent's card and sent to your GY: Shuffle this card into the Deck. When this card is Special Summoned: You can add 1 ""Madolche"" Spell/Trap from your Deck to your hand. You must control a face-up ""Madolche"" Beast monster to activate and to resolve this effect.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",3.51,4.75,19.99,3.73,,Unlimited,Warrior,1600,1000
224642,"Nibiru, the Primal Being (UTR)",Nibiru the Primal Being UTR,https://tcgplayer-cdn.tcgplayer.com/product/224642_200w.jpg,2,2723,https://cpt.tcgcsv.com/SSP2,2023-08-04T15:18:18.113,1,OP14-EN003,Ultimate Rare,LIGHT,Effect Monster,"During the Main Phase, if your opponent Normal or Special Summoned 5 or more monsters this turn (Quick Effect): You can Tribute as many face-up monsters on the field as possible, and if you do, Special Summon this card from your hand, then Special Summon 1 ""Primal Being Token"" (Rock/LIGHT/Level 11/ATK ?/DEF ?) to your opponent's field. (This Token's ATK/DEF become the combined original ATK/DEF of the Tributed monsters.) You can only use this effect of ""Nibiru, the Primal Being"" once per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",58.71,77.6,250.0,59.96,61.06,Unlimited,Rock,3000,600
224643,Parallel eXceed,Parallel eXceed,https://tcgplayer-cdn.tcgplayer.com/product/224643_200w.jpg,2,2723,https://cpt.tcgcsv.com/TSP2,2020-10-23T18:57:19.397,1,OP14-EN007,Super Rare,WIND,Effect Monster,"If this card is Special Summoned by the effect of ""Parallel eXceed"", its Level becomes 4 and its original ATK/DEF become halved. You can only use each of the following effects of ""Parallel eXceed"" once per turn.
<br>• If you Link Summon: You can Special Summon this card from your hand to your zone that Link Monster points to.
<br>• If this card is Normal or Special Summoned: You can Special Summon 1 ""Parallel eXceed"" from your Deck.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.57,1.0,6.95,0.82,1.0,Unlimited,Cyberse,2000,2000
224644,Raidraptor - Force Strix,Raidraptor Force Strix,https://tcgplayer-cdn.tcgplayer.com/product/224644_200w.jpg,2,2723,https://cpt.tcgcsv.com/VSP2,2020-10-23T18:57:30.39,1,OP14-EN008,Super Rare,DARK,Xyz/Effect Monster,"2 Level 4 monsters
<br>Gains 500 ATK/DEF for each Winged Beast monster you control, except this card. Once per turn: You can detach 1 material from this card; add 1 Level 4 DARK Winged Beast monster from your Deck to your hand.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.32,1.02,19.0,0.72,,Unlimited,Winged Beast,100,2000
224645,Raidraptor - Nest,Raidraptor Nest,https://tcgplayer-cdn.tcgplayer.com/product/224645_200w.jpg,2,2723,https://cpt.tcgcsv.com/WSP2,2020-10-23T19:04:35.93,1,OP14-EN023,Common,SPELL,Continuous Spell,"If you control 2 or more ""Raidraptor"" monsters: You can add 1 ""Raidraptor"" monster from your Deck or GY to your hand. You can only use this effect of ""Raidraptor - Nest"" once per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.1,0.25,1.14,0.14,,Unlimited,,,
224646,Raidraptor - Singing Lanius,Raidraptor Singing Lanius,https://tcgplayer-cdn.tcgplayer.com/product/224646_200w.jpg,2,2723,https://cpt.tcgcsv.com/XSP2,2020-10-23T19:03:09.133,1,OP14-EN016,Common,DARK,Effect Monster,"If you control a face-up Xyz Monster, you can Special Summon this card (from your hand). You can only Special Summon ""Raidraptor - Singing Lanius"" once per turn this way.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.1,0.25,1.0,0.16,,Unlimited,Winged Beast,100,100
224647,Shien's Spy,Shiens Spy,https://tcgplayer-cdn.tcgplayer.com/product/224647_200w.jpg,2,2723,https://cpt.tcgcsv.com/ZSP2,2020-10-23T19:04:24.747,1,OP14-EN022,Common,SPELL,Normal Spell,"Target 1 face-up monster you control; give control of it to your opponent until the End Phase of this turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.1,0.39,2.51,0.34,,Unlimited,,,
224648,Smoke Grenade of the Thief,Smoke Grenade of the Thief,https://tcgplayer-cdn.tcgplayer.com/product/224648_200w.jpg,2,2723,https://cpt.tcgcsv.com/-SP2,2020-10-23T18:58:21.093,1,OP14-EN009,Super Rare,SPELL,Equip Spell,"When this card is destroyed by a card effect while equipped to a monster: Look at your opponent's hand and discard 1 card from their hand.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.67,1.88,14.01,0.87,,Unlimited,,,
224649,Super Polymerization (UTR),Super Polymerization UTR,https://tcgplayer-cdn.tcgplayer.com/product/224649_200w.jpg,2,2723,https://cpt.tcgcsv.com/_SP2,2023-08-04T15:18:30.98,1,OP14-EN001,Ultimate Rare,SPELL,Quick-Play Spell,"Discard 1 card; Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from either field as Fusion Material. Neither player can activate cards or effects in response to this card's activation.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",60.69,82.0,200.0,70.3,82.0,Unlimited,,,
