productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extLinkRating,extLinkArrows
184344,Order of the Spellcasters Structure Deck,Order of the Spellcasters Structure Deck,https://tcgplayer-cdn.tcgplayer.com/product/184344_200w.jpg,2,2401,https://cpt.tcgcsv.com/VLt2,2021-10-18T13:19:41.77,1,"The magical masters of Structure Deck: Order of the Spellcasters have transcended the need for physical forms and gained the ability to become Spells themselves! As Pendulum Monsters, they can be played as either monsters or Spell Cards, and have different abilities depending on which you choose.
<br>Structure Deck: Order of the Spellcasters contains a 41-card Main Deck + 1 Extra Deck monster for a total of 42 cards:",35.98,38.71,63.96,37.15,,Normal,,,,,,,,,
184345,Order of the Spellcasters Structure Deck Display,Order of the Spellcasters Structure Deck Display,https://tcgplayer-cdn.tcgplayer.com/product/184345_200w.jpg,2,2401,https://cpt.tcgcsv.com/WLt2,2021-10-18T12:54:19.593,1,"The magical masters of Structure Deck: Order of the Spellcasters have transcended the need for physical forms and gained the ability to become Spells themselves! As Pendulum Monsters, they can be played as either monsters or Spell Cards, and have different abilities depending on which you choose.
<br>Each display contains 8 Structure Deck: Order of the Spellcasters.",295.0,295.0,295.0,,,Normal,,,,,,,,,
188656,"Endymion, the Mighty Master of Magic",Endymion the Mighty Master of Magic,https://tcgplayer-cdn.tcgplayer.com/product/188656_200w.jpg,2,2401,https://cpt.tcgcsv.com/8tw2,2025-01-31T16:41:52.45,1,"<strong>Pendulum Effect</strong>: You can remove 6 Spell Counters from your field; Special Summon this card from the Pendulum Zone, then count the number of cards you control that can have a Spell Counter, destroy up to that many cards on the field, and if you do, place spell Counters on this card equal to the number of cards destroyed. you can only use this effect of ""Endymion, the Mighty Master of Magic"" once per turn.
<br><strong>Monster Text</strong>: Once per turn, when a Spell/Trap Card or effect is activated (Quick Effect): You can return 1 card you control with a Spell Counter to the hand, and if you do, negate the activation, and if you do that, destroy it. Then, you can place the same number of Spell counters on this card that the returned card had. While this card has a Spell Counter, your opponent cannot target it with card effects, also it cannot be destroyed by your opponent's card effects. When this card with a Spell Counter is destroyed by battle: You can add 1 Normal Spell from your Deck to your hand.",0.49,1.01,19.99,0.98,1.14,1st Edition,SR08-EN001,Ultra Rare,DARK,Spellcaster,Pendulum/Effect Monster,2800,1700,,
188657,Magister of Endymion,Magister of Endymion,https://tcgplayer-cdn.tcgplayer.com/product/188657_200w.jpg,2,2401,https://cpt.tcgcsv.com/9tw2,2019-04-22T17:22:47.93,1,"<strong>Pendulum Effect</strong>: Each time a Spell Card is activated, place 1 Spell counter on this card when that Spell resolves. You can remove 3 Spell Counters from this card; Special Summon both this card from your Pendulum Zone and 1 face-up monster from your Extra Deck that you can place a Spell Counter on, and if you do, place 1 Spell Counter on each.
<br><strong>Monster Text</strong>: You can only Special Summon Magister(s) of Endymion once per turn. When this card declares an attack: You can place 1 Spell Counter on it. Once per opponent's turn (Quick Effect): You can remove 3 Spell Counters from your field; Special Summon 1 monster from your Deck that you can place a Spell Counter on. If this card in the Monster Zone is destroyed; You can place this card in your Pendulum Zone, then place the same number of Spell Counters on it that it had as a monster.",0.6,1.22,4.99,1.06,1.16,1st Edition,SR08-EN003,Common,EARTH,Spellcaster,Pendulum/Effect Monster,1500,900,,
188658,"Endymion, the Master Magician",Endymion the Master Magician,https://tcgplayer-cdn.tcgplayer.com/product/188658_200w.jpg,2,2401,https://cpt.tcgcsv.com/btw2,2019-04-22T17:16:48.537,1,"You can Special Summon this card (from your hand or GY) by removing 6 Spell Counters from a ""Magical Citadel of Endymion"" you control. If Summoned this way: Target 1 Spell in your GY; add that target to your hand. Once per turn: You can discard 1 Spell, then target 1 card on the field, destroy that target.",0.1,0.25,1.7,0.21,,1st Edition,SR08-EN005,Common,DARK,Spellcaster,Effect Monster,2700,1700,,
188659,Crusader of Endymion,Crusader of Endymion,https://tcgplayer-cdn.tcgplayer.com/product/188659_200w.jpg,2,2401,https://cpt.tcgcsv.com/ctw2,2025-05-15T20:26:34.407,1,"This card is treated as a Normal Monster while face-up on the field or in the GY. While this card is a Normal Monster on the field, you can Normal Summon it to have it become an Effect Monster with this effect.
<br>• Once per turn: You can target 1 face-up card on the field that you can place a Spell Counter on; place 1 Spell Counter on it, and if you do, this card gains 600 ATK until the end of this turn.",0.08,0.25,2.45,0.17,,1st Edition,SR08-EN006,Common,LIGHT,Spellcaster,Gemini/Effect Monster,1900,1200,,
188660,"Defender, the Magical Knight",Defender the Magical Knight,https://tcgplayer-cdn.tcgplayer.com/product/188660_200w.jpg,2,2401,https://cpt.tcgcsv.com/dtw2,2025-05-15T20:26:34.453,1,"If this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). Once per turn, if a Spellcaster monster(s) on the field would be destroyed, you can remove 1 Spell Counter from your field for each of those monsters instead.",0.14,0.36,1.7,0.34,,1st Edition,SR08-EN007,Common,LIGHT,Spellcaster,Effect Monster,1600,2000,,
188661,Mythical Beast Cerberus,Mythical Beast Cerberus,https://tcgplayer-cdn.tcgplayer.com/product/188661_200w.jpg,2,2401,https://cpt.tcgcsv.com/ftw2,2025-05-15T20:26:34.5,1,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. Gain 500 ATK for each Spell Counter on it. At the end of the Battle Phase, if this card battled, remove all Spell Counters on it.",0.02,0.21,1.7,0.12,,1st Edition,SR08-EN008,Common,LIGHT,Spellcaster,Effect Monster,1400,1400,,
188662,Mythical Beast Medusa,Mythical Beast Medusa,https://tcgplayer-cdn.tcgplayer.com/product/188662_200w.jpg,2,2401,https://cpt.tcgcsv.com/gtw2,2019-04-22T17:23:08.327,1,"<strong>Pendulum Effect:</strong> If you have no card in your Pendulum Zone: you can target 1 monster in your GY that you can place a Spell Counter on; destroy this card, and if you do, Special Summon that monster, and if you do that, place 1 Spell Counter on it. You can only use this effect of ""Mythical Beast Medusa"" once per turn.
<br><strong>Monster Effect:</strong> Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. Once per turn, during the Battle Phase (Quick Effect): You can remove 2 Spell Counters from your field, then target 1 face-up monster on the field; its ATK/DEF become half its current ATK/DEF until the end of this turn.",0.01,0.23,1.7,0.23,,1st Edition,SR08-EN009,Common,LIGHT,Spellcaster,Pendulum/Effect Monster,1500,1500,,
188663,Magical Something,Magical Something,https://tcgplayer-cdn.tcgplayer.com/product/188663_200w.jpg,2,2401,https://cpt.tcgcsv.com/htw2,2019-04-22T17:20:41.857,1,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. This card's Level is increased by the number of Spell counters on it. You can remove 3 Spell Counters from this card, then target 1 Quick-Play Spell in your GY; Set that card to your Spell & Trap Zone. You can only use this effect of ""Magical Something"" once per turn.",0.05,0.25,1.7,0.25,0.21,1st Edition,SR08-EN010,Common,DARK,Spellcaster,Effect Monster,1800,1300,,
