productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extLinkRating,extLinkArrows
620245,Sage with Eyes of Blue (UTR),Sage with Eyes of Blue UTR,https://tcgplayer-cdn.tcgplayer.com/product/620245_200w.jpg,2,23786,https://cpt.tcgcsv.com/W6-6,2025-04-21T20:03:08.91,0,OP27-EN001,Ultimate Rare,LIGHT,Spellcaster,Tuner/Effect Monster,0,1500,"When this card is Normal Summoned: You can add 1 Level 1 LIGHT Tuner from your Deck to your hand, except ""Sage with Eyes of Blue"". You can discard this card, then target 1 Effect Monster you control; send it to the GY, and if you do, Special Summon 1 ""Blue-Eyes"" monster from your Deck. You can only use this effect of ""Sage with Eyes of Blue"" once per turn.",9.7,14.99,55.11,12.68,,Unlimited,,
620246,Silhouhatte Rabbit (UTR),Silhouhatte Rabbit UTR,https://tcgplayer-cdn.tcgplayer.com/product/620246_200w.jpg,2,23786,https://cpt.tcgcsv.com/X6-6,2025-04-21T20:03:17.467,0,OP27-EN002,Ultimate Rare,LIGHT,Illusion,Link/Effect Monster,1500,,"2 Effect Monsters<br>If this card battles a monster, neither can be destroyed by that battle. You can only use each of the following effects of ""Silhouhatte Rabbit"" once per turn. If this card is Link Summoned: You can Set 1 Continuous Trap from your Deck with an effect that Special Summons itself as a monster, also this card cannot be used as Link Material this turn. If a card in the Spell & Trap Zone is Special Summoned to the Monster Zone (except during the Damage Step): You can target 1 Spell/Trap your opponent controls; destroy it.",5.0,9.0,90.0,6.6,,Unlimited,2,Bottom-Right;Bottom-Left
620247,Dark Fusion (UTR),Dark Fusion UTR,https://tcgplayer-cdn.tcgplayer.com/product/620247_200w.jpg,2,23786,https://cpt.tcgcsv.com/Z6-6,2025-04-21T20:02:59.213,0,OP27-EN003,Ultimate Rare,SPELL,,Normal Spell,,,"Fusion Summon 1 Fiend Fusion Monster from your Extra Deck, using monsters from your hand or field as material. Your opponent cannot target it with card effects this turn.",4.25,9.0,29.99,5.4,,Unlimited,,
620248,Ghostrick Doll,Ghostrick Doll,https://tcgplayer-cdn.tcgplayer.com/product/620248_200w.jpg,2,23786,https://cpt.tcgcsv.com/-6-6,2025-02-27T17:11:48.26,0,OP27-EN004,Super Rare,DARK,Spellcaster,Effect Monster,300,1200,"Cannot be Normal Summoned, unless you control a ""Ghostrick"" monster. Once per turn: You can change this card to face-down Defense Position. If this card is flipped face-up: During the End Phase of this turn, change as many face-up monsters on the field as possible to face-down Defense Position, then you can Special Summon 1 ""Ghostrick"" monster from your Deck in face-down Defense Position, whose Level is less than or equal to the number of monsters flipped face-down by this effect.",0.01,0.25,4.99,0.16,,Unlimited,,
620249,"Endymion, the Magistus of Mastery",Endymion the Magistus of Mastery,https://tcgplayer-cdn.tcgplayer.com/product/620249_200w.jpg,2,23786,https://cpt.tcgcsv.com/_6-6,2025-02-27T17:11:48.34,0,OP27-EN005,Super Rare,WATER,Spellcaster,Effect Monster,1300,1700,"You can target 1 ""Magistus"" monster you control; equip it with 1 ""Magistus"" monster from your Extra Deck. You can target 1 face-up Spell you control; destroy it, and if you do, draw 1 card, then place 1 card from your hand on the bottom of the Deck. You can only use each effect of ""Endymion, the Magistus of Mastery"" once per turn.",0.01,0.25,2.0,0.29,,Unlimited,,
620250,Tenpai Dragon Chundra,Tenpai Dragon Chundra,https://tcgplayer-cdn.tcgplayer.com/product/620250_200w.jpg,2,23786,https://cpt.tcgcsv.com/07-6,2025-02-27T17:11:48.43,0,OP27-EN006,Super Rare,FIRE,Dragon,Tuner/Effect Monster,1500,1000,"Once per turn, during the Battle Phase, you can (Quick Effect): Immediately after this effect resolves, Synchro Summon using this card you control. You can only use each of the following effects of ""Tenpai Dragon Chundra"" once per turn. If you control a FIRE Dragon monster: You can Special Summon this card from your hand. At the start of the Damage Step, if a monster battles: You can Special Summon 1 Level 4 or lower FIRE Dragon monster from your Deck, except ""Tenpai Dragon Chundra"".",0.1,0.4,10.0,0.3,,Unlimited,,
620251,Gruesome Grave Squirmer,Gruesome Grave Squirmer,https://tcgplayer-cdn.tcgplayer.com/product/620251_200w.jpg,2,23786,https://cpt.tcgcsv.com/27-6,2025-02-27T17:11:48.523,0,OP27-EN007,Super Rare,DARK,Fiend,Effect Monster,0,0,"If you control a Fiend monster (Quick Effect): You can Special Summon this card from your hand, then you can destroy 1 ""Yubel"", or 1 monster that mentions it, in your Monster Zone. You can banish this card from your GY; Special Summon 1 Fiend monster with 0 ATK/DEF from your hand or GY, except ""Gruesome Grave Squirmer"". You can only use each effect of ""Gruesome Grave Squirmer"" once per turn.",0.05,0.25,1.23,0.2,,Unlimited,,
620252,Wightlord,Wightlord,https://tcgplayer-cdn.tcgplayer.com/product/620252_200w.jpg,2,23786,https://cpt.tcgcsv.com/37-6,2025-02-27T17:11:48.617,0,OP27-EN008,Super Rare,LIGHT,Zombie,Effect Monster,300,200,"This card's name becomes ""Skull Servant"" while in the GY. You can only use each of the following effects of ""Wightlord"" once per turn. If you have ""Skull Servant"" or ""King of the Skull Servants"" in your GY: You can send this card from your hand or field to the GY; send cards from the top of your Deck to the GY, up to the number of ""Skull Servant"" and ""King of the Skull Servants"" in your GY. You can banish this card from your GY, then target 1 ""Skull Servant"" or ""King of the Skull Servants"" in your GY; Special Summon it.",0.1,0.38,4.99,0.35,,Unlimited,,
620253,Rucia of the White Forest,Rucia of the White Forest,https://tcgplayer-cdn.tcgplayer.com/product/620253_200w.jpg,2,23786,https://cpt.tcgcsv.com/57-6,2025-02-27T17:11:48.71,0,OP27-EN009,Super Rare,LIGHT,Spellcaster,Tuner/Effect Monster,800,1500,"If you control a ""White Forest"" monster: You can Special Summon this card from your hand. You can send 1 Spell/Trap from your hand or field to the GY; draw 1 card. If this card is in your GY (Quick Effect): You can target 1 ""White Forest"" Synchro Monster you control or in your GY; return it to the Extra Deck, and if you do, Special Summon this card, but negate its effects. You can only use each effect of ""Rucia of the White Forest"" once per turn.",0.19,0.5,6.99,0.45,,Unlimited,,
620254,Number 104: Masquerade,Number 104 Masquerade,https://tcgplayer-cdn.tcgplayer.com/product/620254_200w.jpg,2,23786,https://cpt.tcgcsv.com/67-6,2025-02-27T17:11:48.803,0,OP27-EN010,Super Rare,LIGHT,Spellcaster,Xyz/Effect Monster,2700,1200,"3 Level 4 monsters<br>During the Battle Phase, When your opponent activates a monster effect (Quick Effect): You can detach 1 material from this card; negate the activation, and if you do, inflict 800 damage to your opponent. Once per turn, during your Main Phase: You can send the top card of your opponent's Deck to the GY.",0.75,1.81,5.0,0.95,,Unlimited,,
