productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extLinkRating,extLinkArrows
185722,Dark Neostorm - Booster Box [1st Edition],Dark Neostorm Booster Box 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/185722_200w.jpg,2,2421,https://cpt.tcgcsv.com/sjv2,2020-06-22T20:01:42.133,1,Each booster box contains 24 packs of 9 random cards.,58.8,65.95,119.99,62.58,,Normal,,,,,,,,,
185723,Dark Neostorm - Booster Pack [1st Edition],Dark Neostorm Booster Pack 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/185723_200w.jpg,2,2421,https://cpt.tcgcsv.com/tjv2,2020-06-22T20:01:07.543,1,Each booster pack contains 9 random cards.,2.96,3.69,7.16,2.95,,Normal,,,,,,,,,
185724,Dark Neostorm: Special Edition Box,Dark Neostorm Special Edition Box,https://tcgplayer-cdn.tcgplayer.com/product/185724_200w.jpg,2,2421,https://cpt.tcgcsv.com/vjv2,2019-02-28T18:15:13.26,1,"Includes 3 booster packs of Dark Neostorm, each box is guaranteed 1 of 2 Super Rare variant cards, as well as 1 of 2 Super Rare preview cards of non-foil cards from the next upcoming booster set!",8.95,11.95,25.0,9.15,,Normal,,,,,,,,,
185725,Dark Neostorm: Special Edition Display,Dark Neostorm Special Edition Display,https://tcgplayer-cdn.tcgplayer.com/product/185725_200w.jpg,2,2421,https://cpt.tcgcsv.com/wjv2,2019-02-28T18:15:03.393,1,Each display comes with 10 Dark Neostorm: Special Edition Boxes.,50.99,73.49,99.99,,,Normal,,,,,,,,,
189354,Gnomaterial,Gnomaterial,https://tcgplayer-cdn.tcgplayer.com/product/189354_200w.jpg,2,2421,https://cpt.tcgcsv.com/6Mw2,2019-06-14T13:14:36.797,1,"If your opponent Special Summons a monster(s) while you control no cards: You can discard this card, then target 1 face-up monster your opponent controls; this turn, that monster cannot be Tributed, or used as material for a Fusion, Synchro, Xyz, or Link Summon. You can only use this effect of ""Gnomaterial"" once per turn.",3.41,8.0,25.0,3.79,4.17,1st Edition,DANE-EN000,Secret Rare,EARTH,Fairy,Effect Monster,0,1000,,
189354,Gnomaterial,Gnomaterial,https://tcgplayer-cdn.tcgplayer.com/product/189354_200w.jpg,2,2421,https://cpt.tcgcsv.com/6Mw2,2019-06-14T13:14:36.797,1,"If your opponent Special Summons a monster(s) while you control no cards: You can discard this card, then target 1 face-up monster your opponent controls; this turn, that monster cannot be Tributed, or used as material for a Fusion, Synchro, Xyz, or Link Summon. You can only use this effect of ""Gnomaterial"" once per turn.",3.0,6.39,25.0,3.19,,Unlimited,DANE-EN000,Secret Rare,EARTH,Fairy,Effect Monster,0,1000,,
189355,Firewall Guardian,Firewall Guardian,https://tcgplayer-cdn.tcgplayer.com/product/189355_200w.jpg,2,2421,https://cpt.tcgcsv.com/7Mw2,2024-07-26T17:20:18.077,1,"If this card is sent to the GY as Link Material for the Link Summon of a Cyberse monster: You can Special Summon this card, but banish it when it leaves the field. When an attack is declared involving your Link Monster and an opponent's Link Monster: You can banish this card from your GY; negate that attack, and if you do, until the end of this turn, the original ATK of that opponent's monster becomes 0, also it is unaffected by card effects, except its own. You can only use each effect of ""Firewall Guardian"" once per turn.",0.2,0.5,22.56,0.39,0.39,1st Edition,DANE-EN001,Common,DARK,Cyberse,Effect Monster,100,2000,,
189355,Firewall Guardian,Firewall Guardian,https://tcgplayer-cdn.tcgplayer.com/product/189355_200w.jpg,2,2421,https://cpt.tcgcsv.com/7Mw2,2024-07-26T17:20:18.077,1,"If this card is sent to the GY as Link Material for the Link Summon of a Cyberse monster: You can Special Summon this card, but banish it when it leaves the field. When an attack is declared involving your Link Monster and an opponent's Link Monster: You can banish this card from your GY; negate that attack, and if you do, until the end of this turn, the original ATK of that opponent's monster becomes 0, also it is unaffected by card effects, except its own. You can only use each effect of ""Firewall Guardian"" once per turn.",0.29,0.55,4.49,0.49,0.49,Unlimited,DANE-EN001,Common,DARK,Cyberse,Effect Monster,100,2000,,
189356,Grid Sweeper,Grid Sweeper,https://tcgplayer-cdn.tcgplayer.com/product/189356_200w.jpg,2,2421,https://cpt.tcgcsv.com/8Mw2,2019-06-14T13:14:50.967,1,"If a face-up Field Spell is in any Field Zone: You can Special Summon this card from your hand. You can banish this card in your GY and 1 Link Monster you control; destroy 1 card your opponent controls. You can only use each effect of ""Grid Sweeper"" once per turn.",0.03,0.19,1.49,0.14,,Unlimited,DANE-EN002,Common,LIGHT,Cyberse,Effect Monster,100,2000,,
189356,Grid Sweeper,Grid Sweeper,https://tcgplayer-cdn.tcgplayer.com/product/189356_200w.jpg,2,2421,https://cpt.tcgcsv.com/8Mw2,2019-06-14T13:14:50.967,1,"If a face-up Field Spell is in any Field Zone: You can Special Summon this card from your hand. You can banish this card in your GY and 1 Link Monster you control; destroy 1 card your opponent controls. You can only use each effect of ""Grid Sweeper"" once per turn.",0.01,0.2,1.49,0.02,,1st Edition,DANE-EN002,Common,LIGHT,Cyberse,Effect Monster,100,2000,,
189357,Salamangreat Fennec,Salamangreat Fennec,https://tcgplayer-cdn.tcgplayer.com/product/189357_200w.jpg,2,2421,https://cpt.tcgcsv.com/9Mw2,2019-06-14T13:17:39.447,1,"If a Cyberse monster(s) you control that was Special Summoned from the Extra Deck is destroyed by battle or an opponent's card effect: You can Special Summon this card from the GY (if it was there when the monster was destroyed) or hand (even if not), but banish it when it leaves the field. If this card is sent to the GY as material for the Link Summon of a Link-2 or higher Cyberse monster: You can add 1 ""Salamangreat"" Normal Spell from your Deck to your hand. You can only use each effect of ""Salamangreat Fennec"" once per turn.",0.01,0.21,1.49,0.09,0.09,1st Edition,DANE-EN003,Common,FIRE,Cyberse,Effect Monster,1600,200,,
189357,Salamangreat Fennec,Salamangreat Fennec,https://tcgplayer-cdn.tcgplayer.com/product/189357_200w.jpg,2,2421,https://cpt.tcgcsv.com/9Mw2,2019-06-14T13:17:39.447,1,"If a Cyberse monster(s) you control that was Special Summoned from the Extra Deck is destroyed by battle or an opponent's card effect: You can Special Summon this card from the GY (if it was there when the monster was destroyed) or hand (even if not), but banish it when it leaves the field. If this card is sent to the GY as material for the Link Summon of a Link-2 or higher Cyberse monster: You can add 1 ""Salamangreat"" Normal Spell from your Deck to your hand. You can only use each effect of ""Salamangreat Fennec"" once per turn.",0.01,0.18,1.49,0.08,0.05,Unlimited,DANE-EN003,Common,FIRE,Cyberse,Effect Monster,1600,200,,
189358,Overflow Dragon,Overflow Dragon,https://tcgplayer-cdn.tcgplayer.com/product/189358_200w.jpg,2,2421,https://cpt.tcgcsv.com/bMw2,2019-06-14T13:17:14.74,1,"When a monster(s) on the field is destroyed by card effect (except during the Damage Step): You can Special Summon this card from your hand, then, if 2 or more monsters on the field were destroyed by that card effect, you can Special Summon 1 ""Overflow Token"" (Dragon/DARK/Level 1/ATK 0/DEF 0). You can only use this effect of ""Overflow Dragon"" once per turn.",0.01,0.2,1.49,0.11,,1st Edition,DANE-EN004,Common,DARK,Dragon,Effect Monster,0,0,,
189358,Overflow Dragon,Overflow Dragon,https://tcgplayer-cdn.tcgplayer.com/product/189358_200w.jpg,2,2421,https://cpt.tcgcsv.com/bMw2,2019-06-14T13:17:14.74,1,"When a monster(s) on the field is destroyed by card effect (except during the Damage Step): You can Special Summon this card from your hand, then, if 2 or more monsters on the field were destroyed by that card effect, you can Special Summon 1 ""Overflow Token"" (Dragon/DARK/Level 1/ATK 0/DEF 0). You can only use this effect of ""Overflow Dragon"" once per turn.",0.01,0.15,1.32,0.03,,Unlimited,DANE-EN004,Common,DARK,Dragon,Effect Monster,0,0,,
