productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extLinkRating,extLinkArrows
524323,Kurikara Divincarnate (UTR),Kurikara Divincarnate UTR,https://tcgplayer-cdn.tcgplayer.com/product/524323_200w.jpg,2,23334,https://cpt.tcgcsv.com/tLc6,2023-10-26T12:59:27.683,0,OP23-EN001,Ultimate Rare,FIRE,Fairy,Effect Monster,1500,1500,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by Tributing all face-up monsters on the field that activated their effects this turn in your opponent's Monster Zone. Gains 1500 ATK for each monster Tributed to Special Summon this card. During your End Phase: You can target 1 monster in your opponent's GY; Special Summon it to your field. You can only use this effect of ""Kurikara Divincarnate"" once per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",15.5,20.63,75.0,17.1,,Unlimited,,
524324,Enemy Controller (UTR),Enemy Controller UTR,https://tcgplayer-cdn.tcgplayer.com/product/524324_200w.jpg,2,23334,https://cpt.tcgcsv.com/vLc6,2023-10-26T12:59:48.51,0,OP23-EN002,Ultimate Rare,SPELL,,Quick-Play Spell,,,"Activate 1 of these effects.
<br>• Target 1 face-up monster your opponent controls; change that target's battle position.
<br>• Tribute 1 monster, then target 1 face-up monster your opponent controls; take control of that target until the End Phase.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",9.6,12.39,57.89,9.85,,Unlimited,,
524325,Big Welcome Labrynth (UTR),Big Welcome Labrynth UTR,https://tcgplayer-cdn.tcgplayer.com/product/524325_200w.jpg,2,23334,https://cpt.tcgcsv.com/wLc6,2023-10-26T13:04:27.49,0,OP23-EN003,Ultimate Rare,TRAP,,Normal Trap,,,"Special Summon 1 ""Labrynth"" monster from your hand, Deck, or GY, then return 1 monster you control to the hand. You can banish this card from your GY, then target 1 Fiend monster you control, or, if you control a Level 8 or higher Fiend monster, you can target 1 card your opponent controls instead; return that card to the hand. You can only use 1 ""Big Welcome Labrynth"" effect per turn, and only once that turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",5.7,9.97,49.98,7.04,10.24,Unlimited,,
524326,Rescue-ACE Preventer,Rescue ACE Preventer,https://tcgplayer-cdn.tcgplayer.com/product/524326_200w.jpg,2,23334,https://cpt.tcgcsv.com/xLc6,2023-10-26T13:05:48.59,0,OP23-EN007,Super Rare,FIRE,Machine,Effect Monster,2800,2800,"You can banish 1 ""Rescue-ACE"" card from your GY; Special Summon this card from your hand. If you control another ""Rescue-ACE"" monster (Quick Effect): You can target 1 Effect Monster your opponent controls; change it to face-down Defense Position. If this card is sent to the GY: You can target 1 of your banished ""Rescue-ACE"" monsters, except a Level 8 monster; Special Summon it. You can only use each effect of ""Rescue-ACE Preventer"" once per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.03,0.35,5.0,0.17,,Unlimited,,
524327,T.G. Star Guardian,TG Star Guardian,https://tcgplayer-cdn.tcgplayer.com/product/524327_200w.jpg,2,23334,https://cpt.tcgcsv.com/zLc6,2024-01-23T20:24:44.323,1,OP23-EN008,Super Rare,LIGHT,Warrior,Effect Tuner Synchro Monster,100,2200,"1 Tuner + 1+ non-Tuner ""T.G."" monsters
<br>Once per Chain, during your opponent's Main Phase, you can (Quick Effect): Immediately after this effect resolves, Synchro Summon using this card you control. You can only use each of the following effects of ""T.G. Star Guardian"" once per turn.
<br>• If this card is Special Summoned: You can target 1 ""T.G."" monster in your GY; add it to your hand.
<br>• During your Main Phase: You can Special Summon 1 ""T.G."" monster from your hand.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.04,0.25,1.99,0.18,,Unlimited,,
524328,T.G. Trident Launcher,TG Trident Launcher,https://tcgplayer-cdn.tcgplayer.com/product/524328_200w.jpg,2,23334,https://cpt.tcgcsv.com/BLc6,2024-01-23T20:26:16.133,1,OP23-EN009,Super Rare,EARTH,Machine,Effect Link Monster,2200,,"2+ Effect Monsters, including a ""T.G."" Tuner
<br>If this card is Link Summoned, you can: Special Summon 3 ""T.G."" monsters (1 from your hand, 1 from your Deck, and 1 from your GY) in Defense Position to your zones this card points to, also you cannot Special Summon monsters for the rest of this turn, except ""T.G."" monsters. You can only use this effect of ""T.G. Trident Launcher"" once per turn. Your opponent cannot target ""T.G."" Synchro Monsters this card points to with card effects.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.04,0.25,3.01,0.16,,Unlimited,3,Bottom-Right;Bottom;Bottom-Left
524329,EMERGENCY!,EMERGENCY,https://tcgplayer-cdn.tcgplayer.com/product/524329_200w.jpg,2,23334,https://cpt.tcgcsv.com/CLc6,2023-10-26T13:07:05.743,0,OP23-EN010,Super Rare,SPELL,,Quick-Play Spell,,,"(This card is always treated as a ""Rescue-ACE"" card.)
<br>Special Summon 1 ""Rescue-ACE"" monster from your Deck in Defense Position, then Tribute 1 ""Rescue-ACE"" monster from your hand or field. During your Main Phase: You can banish this card from your GY, then target 1 ""Rescue-ACE"" Trap in your GY; Set it. You can only use each effect of ""EMERGENCY!"" once per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.03,0.25,4.99,0.18,,Unlimited,,
524334,D.D. Crow,DD Crow,https://tcgplayer-cdn.tcgplayer.com/product/524334_200w.jpg,2,23334,https://cpt.tcgcsv.com/JLc6,2023-10-26T13:09:32.053,0,OP23-EN014,Common,DARK,Winged Beast,Effect Monster,100,100,"(Quick Effect): You can discard this card to the GY, then target 1 card in your opponent's GY; banish that target.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.25,0.5,1.68,0.38,,Unlimited,,
524337,Supreme King Gate Zero,Supreme King Gate Zero,https://tcgplayer-cdn.tcgplayer.com/product/524337_200w.jpg,2,23334,https://cpt.tcgcsv.com/MLc6,2024-01-23T20:28:50.763,1,OP23-EN016,Common,DARK,Fiend,Effect Pendulum Monster,0,0,"<b>Pendulum Effect :</b> If you control ""Supreme King Z-ARC"", you take no damage. Once per turn, if you have ""Supreme King Gate Infinity"" in your other Pendulum Zone: You can destroy both cards in your Pendulum Zones, and if you do, add 1 ""Polymerization"" Spell Card or ""Fusion"" Spell Card from your Deck to your hand.
<br><b>Monster Effect :</b> Once per turn: You can target 1 other face-up card you control; destroy both it and this card, and if you do, Special Summon 1 Dragon-Type Fusion or Synchro Monster from your Extra Deck, but its ATK and DEF become 0, it has its effects negated, also it cannot be used as a Material for a Synchro or Xyz Summon. If this card in the Monster Zone is destroyed by battle or card effect: You can place this card in your Pendulum Zone.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.03,0.32,1.0,0.13,,Unlimited,,
524339,Supreme King Gate Infinity,Supreme King Gate Infinity,https://tcgplayer-cdn.tcgplayer.com/product/524339_200w.jpg,2,23334,https://cpt.tcgcsv.com/PLc6,2024-01-23T20:29:39.663,1,OP23-EN017,Common,DARK,Fiend,Effect Pendulum Monster,0,0,"<b>Pendulum Effect :</b> If you control a monster, you cannot Pendulum Summon. This effect cannot be negated. Once per turn, if you control ""Supreme King Z-ARC"": You can target 1 face-up monster your opponent controls; gain LP equal to its ATK.
<br><b>Monster Effect :</b> Once per turn: You can target 1 other face-up card you control; destroy both it and this card, and if you do, Special Summon 1 Dragon-Type Xyz or Pendulum Monster from your Extra Deck, but its ATK and DEF become 0, it has its effects negated, also it cannot be used as a Material for a Synchro or Xyz Summon. If this card in the Monster Zone is destroyed by battle or card effect: You can place this card in your Pendulum Zone.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.04,0.27,1.49,0.12,,Unlimited,,
