productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription
133769,Link Strike Starter Deck,Link Strike Starter Deck,https://tcgplayer-cdn.tcgplayer.com/product/133769_200w.jpg,2,1954,https://cpt.tcgcsv.com/pw52,2021-10-25T12:29:16.163,1,9.21,11.46,64.95,10.31,,Normal,,,,,,,,
138007,Bitron,Bitron,https://tcgplayer-cdn.tcgplayer.com/product/138007_200w.jpg,2,1954,https://cpt.tcgcsv.com/9d72,2017-07-22T11:40:26.7,1,0.01,0.2,1.49,0.12,0.2,1st Edition,YS17-EN001,Common,EARTH,Cyberse,Normal Monster,200,2000,<em>A new species found in electronic space. There's not much information on it.</em>
138008,Draconnet,Draconnet,https://tcgplayer-cdn.tcgplayer.com/product/138008_200w.jpg,2,1954,https://cpt.tcgcsv.com/bd72,2017-07-22T11:40:52.573,1,0.02,0.47,9.99,0.4,0.34,1st Edition,YS17-EN002,Common,DARK,Cyberse,Effect Monster,1400,1200,When this card is Normal Summoned: You can Special Summon 1 Level 2 or lower Normal Monster from your hand or Deck in Defense Position.
138009,RAM Clouder,RAM Clouder,https://tcgplayer-cdn.tcgplayer.com/product/138009_200w.jpg,2,1954,https://cpt.tcgcsv.com/cd72,2025-05-15T20:19:44.817,1,0.01,0.25,1.99,0.1,,1st Edition,YS17-EN003,Super Rare,LIGHT,Cyberse,Effect Monster,1800,1000,"You can Tribute 1 monster, then target 1 Cyberse monster in your GY; Special Summon it. You can only use this effect of ""RAM Clouder"" once per turn."
138010,Linkslayer,Linkslayer,https://tcgplayer-cdn.tcgplayer.com/product/138010_200w.jpg,2,1954,https://cpt.tcgcsv.com/dd72,2025-05-15T20:19:44.863,1,0.05,0.33,5.0,0.33,,1st Edition,YS17-EN004,Ultra Rare,EARTH,Cyberse,Effect Monster,2000,600,"If you control no monsters, you can Special Summon this card (from your hand). Once per turn: You can discard up to 2 cards, then target that many Spells/Traps on the field; destroy them."
138011,Galaxy Serpent,Galaxy Serpent,https://tcgplayer-cdn.tcgplayer.com/product/138011_200w.jpg,2,1954,https://cpt.tcgcsv.com/fd72,2017-07-22T11:42:21.63,1,0.07,0.25,1.37,0.25,,1st Edition,YS17-EN005,Common,LIGHT,Dragon,Tuner/Normal Monster,1000,0,"<Em>Your hopes and dreams will be refreshed if you catch a glimpse of this rare creature in the evening twilight, soaring in the Sea of Stars.</em>"
138012,Mystery Shell Dragon,Mystery Shell Dragon,https://tcgplayer-cdn.tcgplayer.com/product/138012_200w.jpg,2,1954,https://cpt.tcgcsv.com/gd72,2024-08-12T12:01:08.19,1,0.05,0.21,1.44,0.15,,1st Edition,YS17-EN006,Common,DARK,Wyrm,Normal Monster,2000,0,"<em>Mysterious living matter that suddenly appeared from a different dimension. Its attack paralyzes the target's nerves, and causes intense hallucinations.</em>"
138013,Beast King Barbaros,Beast King Barbaros,https://tcgplayer-cdn.tcgplayer.com/product/138013_200w.jpg,2,1954,https://cpt.tcgcsv.com/hd72,2017-07-22T11:43:01.033,1,0.01,0.25,1.49,0.35,0.2,1st Edition,YS17-EN007,Common,EARTH,Beast-Warrior,Effect Monster,3000,1200,"You can Normal Summon/Set this card without Tributing, but its original ATK becomes 1900. You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way: Destroy all cards your opponent controls."
138014,Cyber Dragon,Cyber Dragon,https://tcgplayer-cdn.tcgplayer.com/product/138014_200w.jpg,2,1954,https://cpt.tcgcsv.com/jd72,2023-05-22T15:30:32.597,1,0.07,0.3,2.0,0.41,0.41,1st Edition,YS17-EN008,Common,LIGHT,Machine,Effect Monster,2100,1600,"If only your opponent controls a monster, you can Special Summon this card (from your hand)."
138015,Photon Thrasher,Photon Thrasher,https://tcgplayer-cdn.tcgplayer.com/product/138015_200w.jpg,2,1954,https://cpt.tcgcsv.com/kd72,2017-07-22T11:43:42.28,1,0.12,0.3,1.51,0.23,,1st Edition,YS17-EN009,Common,LIGHT,Warrior,Effect Monster,2100,0,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) while you control no monsters. Cannot attack if you control another monster.
138016,Exarion Universe,Exarion Universe,https://tcgplayer-cdn.tcgplayer.com/product/138016_200w.jpg,2,1954,https://cpt.tcgcsv.com/ld72,2025-05-15T20:19:44.91,1,0.01,0.22,1.49,0.14,,1st Edition,YS17-EN010,Common,DARK,Warrior,Effect Monster,1800,1900,"During your Battle Step, if this card attacks a Defense Position monster: You can make this card lose exactly 400 ATK, and if it does, it will inflict piercing battle damage. These effects last until the end of this turn."
