productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType
22772,Royal Decree,Royal Decree,https://tcgplayer-cdn.tcgplayer.com/product/22772_200w.jpg,2,336,https://cpt.tcgcsv.com/s7c,2013-05-09T12:13:41.653,1,TP4-001,Ultra Rare,TRAP,Continuous Trap,0,0,"As long as this card remains face-up on the field, negate the effects of all Trap Cards except this card on the field.",368.98,437.47,999.99,497.58,,Unlimited,
22773,Morphing Jar,Morphing Jar,https://tcgplayer-cdn.tcgplayer.com/product/22773_200w.jpg,2,336,https://cpt.tcgcsv.com/t7c,2013-05-09T12:13:41.653,1,TP4-002,Super Rare,EARTH,Effect Monster,700,600,FLIP: Both you and your opponent discard all cards in your hands and draw 5 cards from your respective Decks.,113.39,174.0,500.0,175.39,,Unlimited,Rock
22774,Megamorph,Megamorph,https://tcgplayer-cdn.tcgplayer.com/product/22774_200w.jpg,2,336,https://cpt.tcgcsv.com/v7c,2013-05-09T12:13:41.653,1,TP4-003,Super Rare,SPELL,Equip Spell,0,0,"If your Life Points are lower than your opponent's, the original ATK of a monster equipped with this card is doubled. If your Life Points are higher, the original ATK is halved.",9.44,34.43,49.99,26.82,,Unlimited,
22775,Chain Destruction,Chain Destruction,https://tcgplayer-cdn.tcgplayer.com/product/22775_200w.jpg,2,336,https://cpt.tcgcsv.com/w7c,2013-05-09T12:13:41.653,1,TP4-004,Super Rare,TRAP,Normal Trap,0,0,"You can activate this card when a monster with an ATK of 2000 points or less is summoned (including Special Summon). This monster is not destroyed, but all Monster Cards of the same name in the summoning player's hand and Deck are destroyed. The summonin",10.21,14.85,49.99,12.29,,Unlimited,
22776,The Fiend Megacyber,The Fiend Megacyber,https://tcgplayer-cdn.tcgplayer.com/product/22776_200w.jpg,2,336,https://cpt.tcgcsv.com/x7c,2013-05-09T12:13:41.653,1,TP4-005,Super Rare,DARK,Effect Monster,2200,1200,"If your opponent has 2 or more monsters than you have on the field, you can summon this card without offering any Tributes.",11.25,19.98,57.99,26.98,,Unlimited,Warrior
22777,Dragon Seeker,Dragon Seeker,https://tcgplayer-cdn.tcgplayer.com/product/22777_200w.jpg,2,336,https://cpt.tcgcsv.com/z7c,2013-05-09T12:13:41.653,1,TP4-006,Rare,DARK,Effect Monster,2000,2100,"When this card is Summoned (excluding Special Summon), destroy 1 face-up Dragon-Type monster on the field.",0.99,1.75,4.99,1.73,,Unlimited,Fiend
22778,Giant Red Seasnake,Giant Red Seasnake,https://tcgplayer-cdn.tcgplayer.com/product/22778_200w.jpg,2,336,https://cpt.tcgcsv.com/B7c,2013-05-09T12:13:41.653,1,TP4-007,Rare,WATER,Normal Monster,1800,800,,0.49,1.7,3.99,2.07,,Unlimited,Aqua
22779,Exile of the Wicked,Exile of the Wicked,https://tcgplayer-cdn.tcgplayer.com/product/22779_200w.jpg,2,336,https://cpt.tcgcsv.com/C7c,2013-05-09T12:13:41.653,1,TP4-008,Rare,SPELL,Normal Spell,0,0,Destroys all face-up Fiend-Type monsters on the field.,0.42,0.76,2.99,0.53,,Unlimited,
22780,Call of the Grave,Call of the Grave,https://tcgplayer-cdn.tcgplayer.com/product/22780_200w.jpg,2,336,https://cpt.tcgcsv.com/D7c,2013-05-09T12:13:41.653,1,TP4-009,Rare,TRAP,Normal Trap,0,0,You can activate this card when your opponent activates Monster Reborn. Negate the effect of Monster Reborn.,0.38,0.7,2.0,0.45,,Unlimited,
22781,Rush Recklessly,Rush Recklessly,https://tcgplayer-cdn.tcgplayer.com/product/22781_200w.jpg,2,336,https://cpt.tcgcsv.com/F7c,2013-05-09T12:13:41.653,1,TP4-010,Common,SPELL,Quick-Play Spell,0,0,Increase 1 monster's ATK by 700 points during the turn this card is activated.,0.14,0.49,9.99,0.2,,Unlimited,
