productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription
120692,The Dark Side of Dimensions Movie Pack Booster Box,The Dark Side of Dimensions Movie Pack Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/120692_200w.jpg,2,1820,https://cpt.tcgcsv.com/Sh-,2016-07-25T12:32:34.72,1,339.99,349.12,349.99,,,Normal,,,,,,,,
120693,The Dark Side of Dimensions Movie Pack Booster Pack,The Dark Side of Dimensions Movie Pack Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/120693_200w.jpg,2,1820,https://cpt.tcgcsv.com/Th-,2016-07-25T12:32:39.917,1,,,,,,,,,,,,,,
120903,Neo Blue-Eyes Ultimate Dragon,Neo Blue Eyes Ultimate Dragon,https://tcgplayer-cdn.tcgplayer.com/product/120903_200w.jpg,2,1820,https://cpt.tcgcsv.com/5n-,2024-03-05T15:05:26.52,1,3.65,5.74,16.0,4.8,4.91,Unlimited,MVP1-EN001,Ultra Rare,LIGHT,Dragon,Fusion/Effect Monster,4500,3800,"""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""
<br>At the end of the Damage Step, if this is the only face-up card you control, and this Fusion Summoned card attacked: You can send 1 ""Blue-Eyes"" Fusion Monster from your Extra Deck to the Graveyard; this card can attack again in a row. You can use this effect of ""Neo Blue-Eyes Ultimate Dragon"" up to twice per turn. During either player's turn, when a card or effect is activated that targets a ""Blue-Eyes"" monster(s) you control: You can banish this card from your Graveyard; negate the activation, and if you do, destroy that card."
120903,Neo Blue-Eyes Ultimate Dragon,Neo Blue Eyes Ultimate Dragon,https://tcgplayer-cdn.tcgplayer.com/product/120903_200w.jpg,2,1820,https://cpt.tcgcsv.com/5n-,2024-03-05T15:05:26.52,1,3.4,6.3,22.99,6.42,,1st Edition,MVP1-EN001,Ultra Rare,LIGHT,Dragon,Fusion/Effect Monster,4500,3800,"""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""
<br>At the end of the Damage Step, if this is the only face-up card you control, and this Fusion Summoned card attacked: You can send 1 ""Blue-Eyes"" Fusion Monster from your Extra Deck to the Graveyard; this card can attack again in a row. You can use this effect of ""Neo Blue-Eyes Ultimate Dragon"" up to twice per turn. During either player's turn, when a card or effect is activated that targets a ""Blue-Eyes"" monster(s) you control: You can banish this card from your Graveyard; negate the activation, and if you do, destroy that card."
120904,Kaiser Vorse Raider,Kaiser Vorse Raider,https://tcgplayer-cdn.tcgplayer.com/product/120904_200w.jpg,2,1820,https://cpt.tcgcsv.com/6n-,2024-09-28T18:55:04.593,1,0.08,0.3,2.0,0.22,,1st Edition,MVP1-EN002,Ultra Rare,DARK,Beast-Warrior,Effect Monster,1900,1200,"If you control no monsters, you can Special Summon this card (from your hand). If this card destroys an opponent's monster by battle: This card gains 500 ATK. If this card is destroyed by battle: The monster that destroyed it loses 500 ATK."
120904,Kaiser Vorse Raider,Kaiser Vorse Raider,https://tcgplayer-cdn.tcgplayer.com/product/120904_200w.jpg,2,1820,https://cpt.tcgcsv.com/6n-,2024-09-28T18:55:04.593,1,0.1,0.3,1.4,0.17,,Unlimited,MVP1-EN002,Ultra Rare,DARK,Beast-Warrior,Effect Monster,1900,1200,"If you control no monsters, you can Special Summon this card (from your hand). If this card destroys an opponent's monster by battle: This card gains 500 ATK. If this card is destroyed by battle: The monster that destroyed it loses 500 ATK."
120905,Assault Wyvern,Assault Wyvern,https://tcgplayer-cdn.tcgplayer.com/product/120905_200w.jpg,2,1820,https://cpt.tcgcsv.com/7n-,2024-11-15T11:17:42.39,1,0.23,0.4,2.48,0.38,,Unlimited,MVP1-EN003,Ultra Rare,LIGHT,Dragon,Effect Monster,1800,1000,"When this card destroys an opponent's monster by battle: You can Tribute this card; Special Summon 1 Dragon-Type monster from your hand or Graveyard, except ""Assault Wyvern""."
120905,Assault Wyvern,Assault Wyvern,https://tcgplayer-cdn.tcgplayer.com/product/120905_200w.jpg,2,1820,https://cpt.tcgcsv.com/7n-,2024-11-15T11:17:42.39,1,0.12,0.35,1.5,0.17,,1st Edition,MVP1-EN003,Ultra Rare,LIGHT,Dragon,Effect Monster,1800,1000,"When this card destroys an opponent's monster by battle: You can Tribute this card; Special Summon 1 Dragon-Type monster from your hand or Graveyard, except ""Assault Wyvern""."
120906,Blue-Eyes Chaos MAX Dragon,Blue Eyes Chaos MAX Dragon,https://tcgplayer-cdn.tcgplayer.com/product/120906_200w.jpg,2,1820,https://cpt.tcgcsv.com/8n-,2024-11-28T06:31:01.65,1,0.5,1.98,14.97,1.65,2.44,Unlimited,MVP1-EN004,Ultra Rare,DARK,Dragon,Ritual/Effect Monster,4000,0,"You can Ritual Summon this card with ""Chaos Form"". Must be Ritual Summoned, and cannot be Special Summoned by other ways. Cannot be targeted, or destroyed by, your opponent's card effects. If this card attacks a Defense Position monster, inflict double piercing battle damage to your opponent."
120906,Blue-Eyes Chaos MAX Dragon,Blue Eyes Chaos MAX Dragon,https://tcgplayer-cdn.tcgplayer.com/product/120906_200w.jpg,2,1820,https://cpt.tcgcsv.com/8n-,2024-11-28T06:31:01.65,1,0.64,1.62,15.0,1.16,,1st Edition,MVP1-EN004,Ultra Rare,DARK,Dragon,Ritual/Effect Monster,4000,0,"You can Ritual Summon this card with ""Chaos Form"". Must be Ritual Summoned, and cannot be Special Summoned by other ways. Cannot be targeted, or destroyed by, your opponent's card effects. If this card attacks a Defense Position monster, inflict double piercing battle damage to your opponent."
120907,Deep-Eyes White Dragon,Deep Eyes White Dragon,https://tcgplayer-cdn.tcgplayer.com/product/120907_200w.jpg,2,1820,https://cpt.tcgcsv.com/9n-,2017-03-31T11:54:27.173,1,0.75,1.01,2.45,1.0,,Unlimited,MVP1-EN005,Ultra Rare,LIGHT,Dragon,Effect Monster,0,0,"When a face-up ""Blue-Eyes"" monster(s) you control is destroyed by battle or an opponent's card effect, and you have a Dragon-Type monster in your Graveyard: You can Special Summon this card from your hand, and if you do, inflict 600 damage to your opponent for each Dragon-Type monster with different names in your Graveyard. If this card is Normal or Special Summoned: Target 1 Dragon-Type monster in your Graveyard; this card's ATK becomes equal to that monster's. If this card on the field is destroyed by a card effect: Destroy all monsters your opponent controls."
120907,Deep-Eyes White Dragon,Deep Eyes White Dragon,https://tcgplayer-cdn.tcgplayer.com/product/120907_200w.jpg,2,1820,https://cpt.tcgcsv.com/9n-,2017-03-31T11:54:27.173,1,0.75,1.21,5.0,1.17,,1st Edition,MVP1-EN005,Ultra Rare,LIGHT,Dragon,Effect Monster,0,0,"When a face-up ""Blue-Eyes"" monster(s) you control is destroyed by battle or an opponent's card effect, and you have a Dragon-Type monster in your Graveyard: You can Special Summon this card from your hand, and if you do, inflict 600 damage to your opponent for each Dragon-Type monster with different names in your Graveyard. If this card is Normal or Special Summoned: Target 1 Dragon-Type monster in your Graveyard; this card's ATK becomes equal to that monster's. If this card on the field is destroyed by a card effect: Destroy all monsters your opponent controls."
120908,Pandemic Dragon,Pandemic Dragon,https://tcgplayer-cdn.tcgplayer.com/product/120908_200w.jpg,2,1820,https://cpt.tcgcsv.com/bn-,2024-03-05T15:08:23.557,1,0.11,0.25,1.42,0.15,,Unlimited,MVP1-EN006,Ultra Rare,DARK,Dragon,Effect Monster,2500,1000,Once per turn: You can pay LP in multiples of 100; other face-up monsters on the field lose that much ATK. Once per turn: You can target 1 monster on the field with ATK less than or equal to this card's; destroy it. If this card is destroyed by battle or card effect: All face-up monsters on the field lose 1000 ATK.
120908,Pandemic Dragon,Pandemic Dragon,https://tcgplayer-cdn.tcgplayer.com/product/120908_200w.jpg,2,1820,https://cpt.tcgcsv.com/bn-,2024-03-05T15:08:23.557,1,0.09,0.28,1.49,0.24,0.25,1st Edition,MVP1-EN006,Ultra Rare,DARK,Dragon,Effect Monster,2500,1000,Once per turn: You can pay LP in multiples of 100; other face-up monsters on the field lose that much ATK. Once per turn: You can target 1 monster on the field with ATK less than or equal to this card's; destroy it. If this card is destroyed by battle or card effect: All face-up monsters on the field lose 1000 ATK.
120909,Dragon's Fighting Spirit,Dragons Fighting Spirit,https://tcgplayer-cdn.tcgplayer.com/product/120909_200w.jpg,2,1820,https://cpt.tcgcsv.com/cn-,2017-03-31T11:55:04.543,1,0.07,0.34,1.67,0.24,,1st Edition,MVP1-EN007,Ultra Rare,SPELL,,Normal Spell,,,"Target 1 Dragon-Type monster you control that was Special Summoned this turn; for each monster your opponent currently controls that was Special Summoned this turn, it gains 1 additional attack during each Battle Phase this turn."
120909,Dragon's Fighting Spirit,Dragons Fighting Spirit,https://tcgplayer-cdn.tcgplayer.com/product/120909_200w.jpg,2,1820,https://cpt.tcgcsv.com/cn-,2017-03-31T11:55:04.543,1,0.11,0.3,3.08,0.18,,Unlimited,MVP1-EN007,Ultra Rare,SPELL,,Normal Spell,,,"Target 1 Dragon-Type monster you control that was Special Summoned this turn; for each monster your opponent currently controls that was Special Summoned this turn, it gains 1 additional attack during each Battle Phase this turn."
120910,Chaos Form,Chaos Form,https://tcgplayer-cdn.tcgplayer.com/product/120910_200w.jpg,2,1820,https://cpt.tcgcsv.com/dn-,2017-03-31T11:55:26.967,1,0.5,0.83,9.97,0.81,,Unlimited,MVP1-EN008,Ultra Rare,SPELL,,Normal Spell,,,"This card can be used to Ritual Summon any ""Chaos"" or ""Black Luster Soldier"" Ritual Monster. You must also Tribute monsters from your hand or field, and/or banish ""Blue-Eyes White Dragon"" or ""Dark Magician"" from your Graveyard, whose total Levels exactly equal the Level of the ""Chaos"" or ""Black Luster Soldier"" Ritual Monster you Ritual Summon."
120910,Chaos Form,Chaos Form,https://tcgplayer-cdn.tcgplayer.com/product/120910_200w.jpg,2,1820,https://cpt.tcgcsv.com/dn-,2017-03-31T11:55:26.967,1,0.61,0.93,4.1,0.93,,1st Edition,MVP1-EN008,Ultra Rare,SPELL,,Normal Spell,,,"This card can be used to Ritual Summon any ""Chaos"" or ""Black Luster Soldier"" Ritual Monster. You must also Tribute monsters from your hand or field, and/or banish ""Blue-Eyes White Dragon"" or ""Dark Magician"" from your Graveyard, whose total Levels exactly equal the Level of the ""Chaos"" or ""Black Luster Soldier"" Ritual Monster you Ritual Summon."
120911,Induced Explosion,Induced Explosion,https://tcgplayer-cdn.tcgplayer.com/product/120911_200w.jpg,2,1820,https://cpt.tcgcsv.com/fn-,2017-03-31T11:55:52.397,1,0.05,0.35,1.53,0.38,0.05,1st Edition,MVP1-EN009,Ultra Rare,TRAP,,Normal Trap,,,"When a card(s) you control is destroyed by a Spell effect (except during the Damage Step): Target 1 card your opponent controls; destroy it. During either player's turn, except the turn this card was sent to the Graveyard, when a card(s) you control is destroyed by a Spell effect (except during the Damage Step): You can banish this card from your Graveyard, then target 1 card your opponent controls; destroy it."
120911,Induced Explosion,Induced Explosion,https://tcgplayer-cdn.tcgplayer.com/product/120911_200w.jpg,2,1820,https://cpt.tcgcsv.com/fn-,2017-03-31T11:55:52.397,1,0.02,0.25,1.41,0.11,0.05,Unlimited,MVP1-EN009,Ultra Rare,TRAP,,Normal Trap,,,"When a card(s) you control is destroyed by a Spell effect (except during the Damage Step): Target 1 card your opponent controls; destroy it. During either player's turn, except the turn this card was sent to the Graveyard, when a card(s) you control is destroyed by a Spell effect (except during the Damage Step): You can banish this card from your Graveyard, then target 1 card your opponent controls; destroy it."
120912,Counter Gate,Counter Gate,https://tcgplayer-cdn.tcgplayer.com/product/120912_200w.jpg,2,1820,https://cpt.tcgcsv.com/gn-,2017-03-31T11:56:07.693,1,0.06,0.3,1.49,0.11,,1st Edition,MVP1-EN010,Ultra Rare,TRAP,,Normal Trap,,,"When an opponent's monster declares a direct attack: Negate the attack, and if you do, draw 1 card, then if it is a monster, immediately after this effect resolves, you can Normal Summon it in face-up Attack Position."
120912,Counter Gate,Counter Gate,https://tcgplayer-cdn.tcgplayer.com/product/120912_200w.jpg,2,1820,https://cpt.tcgcsv.com/gn-,2017-03-31T11:56:07.693,1,0.09,0.3,1.55,0.14,,Unlimited,MVP1-EN010,Ultra Rare,TRAP,,Normal Trap,,,"When an opponent's monster declares a direct attack: Negate the attack, and if you do, draw 1 card, then if it is a monster, immediately after this effect resolves, you can Normal Summon it in face-up Attack Position."
120913,Krystal Avatar,Krystal Avatar,https://tcgplayer-cdn.tcgplayer.com/product/120913_200w.jpg,2,1820,https://cpt.tcgcsv.com/hn-,2017-03-31T11:56:25.357,1,0.05,0.31,1.63,0.32,0.11,1st Edition,MVP1-EN011,Ultra Rare,TRAP,,Normal Trap,,,"When an opponent's monster declares a direct attack, if its ATK is greater than or equal to your LP: Special Summon this card in Attack Position as an Effect Monster (Warrior-Type/LIGHT/Level 4/ATK ?/DEF 0) that has ATK equal to your LP, then change the attack target to this card. (This card is also still a Trap Card.) If this card Summoned this way is destroyed by battle, after damage calculation: Inflict damage to your opponent equal to its ATK."
120913,Krystal Avatar,Krystal Avatar,https://tcgplayer-cdn.tcgplayer.com/product/120913_200w.jpg,2,1820,https://cpt.tcgcsv.com/hn-,2017-03-31T11:56:25.357,1,0.05,0.25,1.4,0.09,,Unlimited,MVP1-EN011,Ultra Rare,TRAP,,Normal Trap,,,"When an opponent's monster declares a direct attack, if its ATK is greater than or equal to your LP: Special Summon this card in Attack Position as an Effect Monster (Warrior-Type/LIGHT/Level 4/ATK ?/DEF 0) that has ATK equal to your LP, then change the attack target to this card. (This card is also still a Trap Card.) If this card Summoned this way is destroyed by battle, after damage calculation: Inflict damage to your opponent equal to its ATK."
120914,Sentry Soldier of Stone,Sentry Soldier of Stone,https://tcgplayer-cdn.tcgplayer.com/product/120914_200w.jpg,2,1820,https://cpt.tcgcsv.com/jn-,2024-03-05T15:08:46.047,1,0.1,0.3,1.53,0.17,,1st Edition,MVP1-EN012,Ultra Rare,EARTH,Rock,Effect Monster,1300,2000,"If all monsters you control are Rock-Type monsters (min. 1) while this card is in your Graveyard: You can Special Summon this card. You can only use this effect of ""Sentry Soldier of Stone"" once per turn."
120914,Sentry Soldier of Stone,Sentry Soldier of Stone,https://tcgplayer-cdn.tcgplayer.com/product/120914_200w.jpg,2,1820,https://cpt.tcgcsv.com/jn-,2024-03-05T15:08:46.047,1,0.1,0.3,1.49,0.22,,Unlimited,MVP1-EN012,Ultra Rare,EARTH,Rock,Effect Monster,1300,2000,"If all monsters you control are Rock-Type monsters (min. 1) while this card is in your Graveyard: You can Special Summon this card. You can only use this effect of ""Sentry Soldier of Stone"" once per turn."
120915,Marshmacaron,Marshmacaron,https://tcgplayer-cdn.tcgplayer.com/product/120915_200w.jpg,2,1820,https://cpt.tcgcsv.com/kn-,2017-03-31T11:57:04.933,1,0.22,0.42,1.53,0.42,,Unlimited,MVP1-EN013,Ultra Rare,LIGHT,Fairy,Effect Monster,200,200,"If this card is destroyed by battle or card effect: You can Special Summon up to 2 other ""Marshmacaron"" from your hand, Deck, and/or Graveyard. You can only use this effect of ""Marshmacaron"" once per turn."
120915,Marshmacaron,Marshmacaron,https://tcgplayer-cdn.tcgplayer.com/product/120915_200w.jpg,2,1820,https://cpt.tcgcsv.com/kn-,2017-03-31T11:57:04.933,1,0.1,0.42,1.5,0.18,,1st Edition,MVP1-EN013,Ultra Rare,LIGHT,Fairy,Effect Monster,200,200,"If this card is destroyed by battle or card effect: You can Special Summon up to 2 other ""Marshmacaron"" from your hand, Deck, and/or Graveyard. You can only use this effect of ""Marshmacaron"" once per turn."
