productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extCardType,extMonsterType,extAttack,extDefense,extLinkRating,extLinkArrows
217821,2020 Tin of Lost Memories,2020 Tin of Lost Memories,https://tcgplayer-cdn.tcgplayer.com/product/217821_200w.jpg,2,2680,https://cpt.tcgcsv.com/r8M2,2020-08-31T15:15:30.49,1,"The 2020 Tin shows the beginning of the ancient Duel between the Pharaoh and Priest Seto as depicted on the Tablet of Lost Memories — the very artifact that inspired Kaiba to create the Battle City Tournament!
<br>
<br>Each tin contains 3 bigger-than-ever Mega-Packs, each with 2 more foils than last year's Tin Mega-Packs. So every 2020 Mega-Pack will contain 1 Prismatic Secret Rare, 2 Ultra Rares, 2 Super Rares, 1 Rare, and 12 Commons.",083717849148,52.86,57.82,79.9,55.01,,Normal,,,,,,,,,
217822,2020 Tin of Lost Memories Mega Pack,2020 Tin of Lost Memories Mega Pack,https://tcgplayer-cdn.tcgplayer.com/product/217822_200w.jpg,2,2680,https://cpt.tcgcsv.com/s8M2,2020-09-14T14:04:28.72,1,"The 2020 Tin shows the beginning of the ancient Duel between the Pharaoh and Priest Seto as depicted on the Tablet of Lost Memories — the very artifact that inspired Kaiba to create the Battle City Tournament!
<br>
<br>Each 2020 Mega-Pack contains 1 Prismatic Secret Rare, 2 Ultra Rares, 2 Super Rares, 1 Rare, and 12 Commons.",083717849131,17.21,19.1,24.99,,,Normal,,,,,,,,,
220551,Successor Soul,Successor Soul,https://tcgplayer-cdn.tcgplayer.com/product/220551_200w.jpg,2,2680,https://cpt.tcgcsv.com/2fN2,2021-11-20T09:48:20.293,1,"Tribute 1 Effect Monster, then target 1 Effect Monster your opponent controls; send it to the GY, then Special Summon 1 Level 7 or higher Normal Monster from your hand or Deck. You can only activate 1 ""Successor Soul"" per turn. You can only attack with 1 monster during the turn you activate this card.",,0.17,1.17,9.99,0.89,0.2,1st Edition,MP20-EN246,Ultra Rare,SPELL,Quick-Play Spell,,,,,
220552,Strength in Unity,Strength in Unity,https://tcgplayer-cdn.tcgplayer.com/product/220552_200w.jpg,2,2680,https://cpt.tcgcsv.com/3fN2,2024-07-26T15:10:56.74,1,"If you Ritual or Fusion Summon using ""Blue-Eyes White Dragon"" or ""Dark Magician"": You can target 1 card your opponent controls or in their GY; banish it. You can send this face-up card from the field to the GY, then target 1 Level 7 or higher Normal Monster in your GY; add it to your hand or shuffle it into the Deck. You can only use each effect of ""Strength in Unity"" once per turn.",,0.24,0.69,4.99,0.62,0.65,1st Edition,MP20-EN247,Ultra Rare,SPELL,Continuous Spell,,,,,
220553,Destined Rivals,Destined Rivals,https://tcgplayer-cdn.tcgplayer.com/product/220553_200w.jpg,2,2680,https://cpt.tcgcsv.com/5fN2,2023-06-04T10:08:16.107,1,"If you control ""Blue-Eyes White Dragon"" or ""Dark Magician"": Negate the effects of all face-up monsters your opponent currently controls, until the end of this turn. You can only activate 1 ""Destined Rivals"" per turn.",,0.85,1.91,10.0,1.09,1.2,1st Edition,MP20-EN248,Ultra Rare,TRAP,Normal Trap,,,,,
220554,Red-Eyes Dark Dragoon,Red Eyes Dark Dragoon,https://tcgplayer-cdn.tcgplayer.com/product/220554_200w.jpg,2,2680,https://cpt.tcgcsv.com/6fN2,2024-03-03T17:48:05.803,1,"""Dark Magician"" + ""Red-Eyes Black Dragon"" or 1 Dragon Effect Monster
<br>Cannot be destroyed by card effects. Neither player can target this card with card effects. During your Main Phase: You can destroy 1 monster your opponent controls, and if you do, inflict damage to your opponent equal to that monster's original ATK. You can use this effect a number of times per turn up to the number of Normal Monsters used as Fusion Material for this card. Once per turn, when a card or effect is activated (Quick Effect): You can discard 1 card; negate the activation, and if you do, destroy that card, and if you do that, this card gains 1000 ATK.",,2.86,5.01,180.0,4.14,9.59,1st Edition,MP20-EN249,Ultra Rare,DARK,Fusion/Effect Monster,Spellcaster,3000,2500,,
220677,Danger! Ogopogo!,Danger Ogopogo,https://tcgplayer-cdn.tcgplayer.com/product/220677_200w.jpg,2,2680,https://cpt.tcgcsv.com/zhN2,2020-08-31T13:00:49.567,1,"You can reveal this card in your hand; your opponent randomly chooses 1 card from your entire hand, then you discard the chosen card. Then, if the discarded card was not ""Danger! Ogopogo!"", Special Summon 1 ""Danger! Ogopogo!"" from your hand, and if you do, draw 1 card. If this card is discarded: You can send 1 ""Danger!"" card from your Deck to the GY, except ""Danger! Ogopogo!"". You can only use this effect of ""Danger! Ogopogo!"" once per turn.",,0.5,1.0,7.79,0.79,6.6,1st Edition,MP20-EN001,Prismatic Secret Rare,DARK,Effect Monster,Sea Serpent,1200,3000,,
220678,Salamangreat Wolvie,Salamangreat Wolvie,https://tcgplayer-cdn.tcgplayer.com/product/220678_200w.jpg,2,2680,https://cpt.tcgcsv.com/BhN2,2020-08-31T13:01:23.707,1,"A monster that was Link Summoned using this card as material cannot be destroyed by battle or card effect for the rest of that turn. You can only use 1 of the following effects of ""Salamangreat Wolvie"" per turn, and only once that turn.
<br>• If this card is Special Summoned from the GY: You can target 1 FIRE monster in your GY; add it to your hand.
<br>• If this card is added from your GY to your hand by an effect: You can reveal this card, then target 1 FIRE monster in your GY; add it to your hand.",,0.01,0.2,1.31,0.12,0.06,1st Edition,MP20-EN002,Common,FIRE,Effect Monster,Cyberse,1700,1000,,
220679,Salamangreat Parro,Salamangreat Parro,https://tcgplayer-cdn.tcgplayer.com/product/220679_200w.jpg,2,2680,https://cpt.tcgcsv.com/ChN2,2024-07-26T15:10:56.8,1,"When an opponent's monster declares an attack: You can Special Summon this card from your hand, in Attack Position. If this card is Special Summoned: You can target 1 ""Salamangreat"" monster in your GY; this card's ATK becomes that target's. You can Tribute this card; gain 2000 LP. You can only use this effect of ""Salamangreat Parro"" once per turn.",,0.01,0.17,1.49,0.06,0.05,1st Edition,MP20-EN003,Common,FIRE,Effect Monster,Cyberse,2000,1000,,
220680,Salamangreat Foxer,Salamangreat Foxer,https://tcgplayer-cdn.tcgplayer.com/product/220680_200w.jpg,2,2680,https://cpt.tcgcsv.com/DhN2,2024-07-26T15:10:56.863,1,"If you have 3 or more ""Salamangreat"" monsters in your GY: You can send this card from your hand to the GY, then target 1 ""Salamangreat"" Link Monster in your GY and 1 card in your opponent's Spell & Trap Zone; return that targeted monster from your GY to the Extra Deck, and if you do, destroy the targeted card on the field. If a card(s) in your opponent's Spell & Trap Zone is destroyed and sent to the GY, while this card is in your GY (except during the Damage Step): You can Special Summon this card in Defense Position. You can only use 1 ""Salamangreat Foxer"" effect per turn, and only once that turn.",,0.03,0.2,1.49,0.09,0.06,1st Edition,MP20-EN004,Common,FIRE,Effect Monster,Cyberse,1200,1000,,
220681,Speedburst Dragon,Speedburst Dragon,https://tcgplayer-cdn.tcgplayer.com/product/220681_200w.jpg,2,2680,https://cpt.tcgcsv.com/FhN2,2020-08-31T13:07:48.22,1,"When you take effect damage (except during the Damage Step): You can Special Summon this card from your hand, then inflict damage to your opponent equal to the damage you took, and if you do, you gain LP equal to half that damage you inflicted. When this card is Tribute Summoned: You can add 2 ""Rokket"" monsters with different names from your Deck to your hand. You can only use each effect of ""Speedburst Dragon"" once per turn.",,0.01,0.18,1.06,0.13,0.1,1st Edition,MP20-EN005,Common,DARK,Effect Monster,Dragon,2400,600,,
220682,Rokket Synchron,Rokket Synchron,https://tcgplayer-cdn.tcgplayer.com/product/220682_200w.jpg,2,2680,https://cpt.tcgcsv.com/GhN2,2024-07-26T15:10:56.893,1,"When this card is Normal Summoned: You can target 1 Level 5 or higher DARK Dragon monster in your GY; Special Summon it in Defense Position, negate its effects, destroy it during the End Phase, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except DARK monsters.",,0.09,0.25,1.39,0.17,0.11,1st Edition,MP20-EN006,Common,DARK,Tuner/Effect Monster,Dragon,0,0,,
