productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType
66794,The Seal of Orichalcos,The Seal of Orichalcos,https://tcgplayer-cdn.tcgplayer.com/product/66794_200w.jpg,2,584,https://cpt.tcgcsv.com/VKx,2014-07-18T15:14:45.473,1,LC03-EN001,Ultra Rare,SPELL,Normal Spell,0,0,"All monsters you control gain 500 ATK. Once per turn, this card cannot be destroyed by card effects. While you control 2 or more face-up Attack Position monsters, your opponent cannot target monster(s) with the lowest ATK for an attack. When this card is activated: Destroy all Special Summoned monsters you control. You cannot Special Summon monsters from your Extra Deck. You can only activate ""The Seal of Orichalcos"" once per Duel.",0.25,0.79,6.98,0.78,,Limited,
66795,Dark Necrofear,Dark Necrofear,https://tcgplayer-cdn.tcgplayer.com/product/66795_200w.jpg,2,584,https://cpt.tcgcsv.com/WKx,2014-07-18T15:15:06.19,1,LC03-EN002,Ultra Rare,DARK,Effect Monster,2200,2800,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 3 Fiend-Type monsters in your Graveyard. If this card is destroyed by battle, or by your opponent's card effect while it is a Monster Card, equip it to a monster your opponent controls during the End Phase of this turn. Take control of the equipped monster.",0.04,0.26,4.99,0.19,,Limited,Fiend
66796,Guardian Eatos,Guardian Eatos,https://tcgplayer-cdn.tcgplayer.com/product/66796_200w.jpg,2,584,https://cpt.tcgcsv.com/XKx,2014-07-18T15:15:17,1,LC03-EN003,Ultra Rare,WIND,Effect Monster,2500,2000,"If you have no monsters in your Graveyard, you can Special Summon this card (from your hand). You can send 1 Equip Spell Card equipped to this card to the Graveyard, then target up to 3 monsters in your opponent's Graveyard; banish those targets, and this card gains 500 ATK for each monster banished by this effect, until the End Phase.",0.08,0.5,5.0,0.4,,Limited,Fairy
66797,Five-Headed Dragon,Five Headed Dragon,https://tcgplayer-cdn.tcgplayer.com/product/66797_200w.jpg,2,584,https://cpt.tcgcsv.com/ZKx,2022-08-31T10:16:58.237,1,LC03-EN004,Ultra Rare,DARK,Fusion/Effect Monster,5000,5000,"5 Dragon-Type monsters // This monster cannot be Special Summoned except by Fusion Summon. This card cannot be destroyed by battle with an EARTH, WATER, FIRE, WIND, or DARK monster. (Damage calculation is applied normally.)",1.0,1.6,14.99,1.45,9.99,Limited,Dragon
66798,Token: Emissary of Darkness,Token Emissary of Darkness,https://tcgplayer-cdn.tcgplayer.com/product/66798_200w.jpg,2,584,https://cpt.tcgcsv.com/-Kx,2022-09-15T17:30:12.78,1,LC03-EN005,Ultra Rare,LIGHT,Token,0,0,This card can be used as any Token.,0.45,1.25,8.99,1.27,8.99,Limited,Fairy
66799,Token: Kuriboh (Pink),Token Kuriboh Pink,https://tcgplayer-cdn.tcgplayer.com/product/66799_200w.jpg,2,584,https://cpt.tcgcsv.com/_Kx,2022-01-13T09:26:50.01,1,LC03-EN006,Ultra Rare,DARK,Token,300,200,This card can be used as any Token.,0.4,0.99,9.99,0.78,0.75,Limited,Fiend
66800,Token: Kuriboh (Orange),Token Kuriboh Orange,https://tcgplayer-cdn.tcgplayer.com/product/66800_200w.jpg,2,584,https://cpt.tcgcsv.com/0Lx,2022-03-21T16:02:01.353,1,LC03-EN007,Ultra Rare,DARK,Token,300,200,This card can be used as any Token.,0.25,0.77,9.99,0.79,1.35,Limited,Fiend
66801,Dark Magician,Dark Magician,https://tcgplayer-cdn.tcgplayer.com/product/66801_200w.jpg,2,584,https://cpt.tcgcsv.com/2Lx,2024-10-06T06:16:34.577,1,LCYW-EN001,Secret Rare,DARK,Normal Monster,2500,2100,The ultimate wizard in terms of attack and defense.,3.52,5.28,16.49,4.51,4.51,Unlimited,Spellcaster
66801,Dark Magician,Dark Magician,https://tcgplayer-cdn.tcgplayer.com/product/66801_200w.jpg,2,584,https://cpt.tcgcsv.com/2Lx,2024-10-06T06:16:34.577,1,LCYW-EN001,Secret Rare,DARK,Normal Monster,2500,2100,The ultimate wizard in terms of attack and defense.,4.5,9.01,35.0,7.76,7.33,1st Edition,Spellcaster
66802,Gaia The Fierce Knight,Gaia The Fierce Knight,https://tcgplayer-cdn.tcgplayer.com/product/66802_200w.jpg,2,584,https://cpt.tcgcsv.com/3Lx,2014-06-03T13:21:14.047,1,LCYW-EN002,Super Rare,EARTH,Normal Monster,2300,2100,A knight whose horse travels faster than the wind. His battle-charge is a force to be reckoned with.,3.99,5.0,6.21,4.56,,Unlimited,Warrior
66802,Gaia The Fierce Knight,Gaia The Fierce Knight,https://tcgplayer-cdn.tcgplayer.com/product/66802_200w.jpg,2,584,https://cpt.tcgcsv.com/3Lx,2014-06-03T13:21:14.047,1,LCYW-EN002,Super Rare,EARTH,Normal Monster,2300,2100,A knight whose horse travels faster than the wind. His battle-charge is a force to be reckoned with.,3.5,4.95,14.99,5.09,,1st Edition,Warrior
66803,Celtic Guardian,Celtic Guardian,https://tcgplayer-cdn.tcgplayer.com/product/66803_200w.jpg,2,584,https://cpt.tcgcsv.com/5Lx,2014-06-03T12:47:14.63,1,LCYW-EN003,Super Rare,EARTH,Normal Monster,1400,1200,"An elf who learned to wield a sword, he baffles enemies with lightning-swift attacks.",1.66,3.0,5.0,1.63,,Unlimited,Warrior
