productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType
24928,Magical Dimension,Magical Dimension,https://tcgplayer-cdn.tcgplayer.com/product/24928_200w.jpg,2,313,https://cpt.tcgcsv.com/B-c,2013-05-09T12:13:41.653,1,SD6-EN029,Common,SPELL,Quick-Play Spell,0,0,You can only activate this card while there is a face-up Spellcaster-Type monster(s) on your side of the field. Tribute 1 monster on your side of the field and Special Summon 1 Spellcaster-Type monster from your hand. Then you can destroy 1 monster on the field.,0.09,0.25,1.39,0.13,,Unlimited,
24928,Magical Dimension,Magical Dimension,https://tcgplayer-cdn.tcgplayer.com/product/24928_200w.jpg,2,313,https://cpt.tcgcsv.com/B-c,2013-05-09T12:13:41.653,1,SD6-EN029,Common,SPELL,Quick-Play Spell,0,0,You can only activate this card while there is a face-up Spellcaster-Type monster(s) on your side of the field. Tribute 1 monster on your side of the field and Special Summon 1 Spellcaster-Type monster from your hand. Then you can destroy 1 monster on the field.,0.09,0.23,0.99,0.21,,1st Edition,
24929,Mythical Beast Cerberus,Mythical Beast Cerberus,https://tcgplayer-cdn.tcgplayer.com/product/24929_200w.jpg,2,313,https://cpt.tcgcsv.com/C-c,2013-05-09T12:13:41.653,1,SD6-EN002,Common,LIGHT,Effect Monster,1400,1400,"Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card. Increase the ATK of this card by 500 points for each Spell Counter on this card. At the end of the Battle Phase of the turn this card battles, remove all Spell Counters from this card.",0.1,0.2,1.0,0.19,,Unlimited,Spellcaster
24929,Mythical Beast Cerberus,Mythical Beast Cerberus,https://tcgplayer-cdn.tcgplayer.com/product/24929_200w.jpg,2,313,https://cpt.tcgcsv.com/C-c,2013-05-09T12:13:41.653,1,SD6-EN002,Common,LIGHT,Effect Monster,1400,1400,"Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card. Increase the ATK of this card by 500 points for each Spell Counter on this card. At the end of the Battle Phase of the turn this card battles, remove all Spell Counters from this card.",0.05,0.2,1.36,0.15,,1st Edition,Spellcaster
24930,Nightmare's Steelcage,Nightmares Steelcage,https://tcgplayer-cdn.tcgplayer.com/product/24930_200w.jpg,2,313,https://cpt.tcgcsv.com/D-c,2013-05-09T12:13:41.653,1,SD6-EN031,Common,SPELL,Normal Spell,0,0,This card remains face-up on the field for 2 of your opponent's turns. No monsters can attack. Destroy this card during your opponent's 2nd End Phase after this card was activated.,0.25,0.37,0.75,0.52,,Unlimited,
24930,Nightmare's Steelcage,Nightmares Steelcage,https://tcgplayer-cdn.tcgplayer.com/product/24930_200w.jpg,2,313,https://cpt.tcgcsv.com/D-c,2013-05-09T12:13:41.653,1,SD6-EN031,Common,SPELL,Normal Spell,0,0,This card remains face-up on the field for 2 of your opponent's turns. No monsters can attack. Destroy this card during your opponent's 2nd End Phase after this card was activated.,0.25,0.5,0.99,0.52,,1st Edition,
24994,Dark Eradicator Warlock,Dark Eradicator Warlock,https://tcgplayer-cdn.tcgplayer.com/product/24994_200w.jpg,2,313,https://cpt.tcgcsv.com/V_c,2013-05-09T12:13:41.653,1,SD6-EN001,Ultra Rare,DARK,Effect Monster,2500,2100,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 Dark Magician on your side of the field. While this card is face-up on the field, inflict 1000 points of damage to your opponent''s Life Points each time either player activates 1 Normal Spell Card.",0.73,1.73,20.0,1.73,,Unlimited,Spellcaster
24994,Dark Eradicator Warlock,Dark Eradicator Warlock,https://tcgplayer-cdn.tcgplayer.com/product/24994_200w.jpg,2,313,https://cpt.tcgcsv.com/V_c,2013-05-09T12:13:41.653,1,SD6-EN001,Ultra Rare,DARK,Effect Monster,2500,2100,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 Dark Magician on your side of the field. While this card is face-up on the field, inflict 1000 points of damage to your opponent''s Life Points each time either player activates 1 Normal Spell Card.",0.7,1.99,4.99,2.4,,1st Edition,Spellcaster
24995,Dark Magician,Dark Magician,https://tcgplayer-cdn.tcgplayer.com/product/24995_200w.jpg,2,313,https://cpt.tcgcsv.com/W_c,2013-05-09T12:13:41.653,1,SD6-EN003,Common,DARK,Normal Monster,2500,2100,The ultimate wizard in terms of attack and defense.,0.2,0.51,1.75,0.53,,Unlimited,Spellcaster
24995,Dark Magician,Dark Magician,https://tcgplayer-cdn.tcgplayer.com/product/24995_200w.jpg,2,313,https://cpt.tcgcsv.com/W_c,2013-05-09T12:13:41.653,1,SD6-EN003,Common,DARK,Normal Monster,2500,2100,The ultimate wizard in terms of attack and defense.,0.2,0.6,1.49,0.61,,1st Edition,Spellcaster
