productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extLinkRating,extLinkArrows
175259,Soul Fusion Booster Box,Soul Fusion Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/175259_200w.jpg,2,2327,https://cpt.tcgcsv.com/c7q2,2018-09-06T17:53:47.883,1,"Introducing new Fusion Summoning strategies. Deck themes from the earliest years of Dueling get a new lease on life, and there are more new cards to bolster strategies from recent releases as well.",49.99,85.99,134.97,92.5,,Normal,,,,,,,,,
175260,Soul Fusion Booster Pack,Soul Fusion Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/175260_200w.jpg,2,2327,https://cpt.tcgcsv.com/d7q2,2018-09-05T17:59:56.677,1,"Introducing new Fusion Summoning strategies. Deck themes from the earliest years of Dueling get a new lease on life, and there are more new cards to bolster strategies from recent releases as well.",4.98,5.0,9.04,4.13,,Normal,,,,,,,,,
175261,Soul Fusion: Special Edition Display,Soul Fusion Special Edition Display,https://tcgplayer-cdn.tcgplayer.com/product/175261_200w.jpg,2,2327,https://cpt.tcgcsv.com/f7q2,2018-09-06T18:00:58.61,1,"Soul Fusion: Special Edition is jam-packed with value! Not only does it include 3 booster packs of Soul Fusion, each box is guaranteed 1 of 2 Super Rare variant cards, as well as 1 of 2 Super Rare preview cards of non-foil cards from the upcoming Winter 2019 booster set!
<br>
<br>Each display comes with 10 Soul Fusion: Special Edition Boxes.",110.0,116.99,139.95,110.0,,Normal,,,,,,,,,
175262,Soul Fusion: Special Edition Box,Soul Fusion Special Edition Box,https://tcgplayer-cdn.tcgplayer.com/product/175262_200w.jpg,2,2327,https://cpt.tcgcsv.com/g7q2,2018-09-06T17:53:59.52,1,"Soul Fusion: Special Edition is jam-packed with value! Not only does it include 3 booster packs of Soul Fusion, each box is guaranteed 1 of 2 Super Rare variant cards, as well as 1 of 2 Super Rare preview cards of non-foil cards from the upcoming Winter 2019 booster set!",14.35,15.96,19.5,14.67,,Normal,,,,,,,,,
177962,Alviss of the Nordic Alfar,Alviss of the Nordic Alfar,https://tcgplayer-cdn.tcgplayer.com/product/177962_200w.jpg,2,2327,https://cpt.tcgcsv.com/gcr2,2025-05-15T20:14:18.963,1,"If only this card is banished by the effect of a “Nordic” Link Monster: You can send to the GY 1 “Nordic” monster you control and 2 “Nordic” monsters from your Deck whose total Levels equal 10, then Special Summon 1 “Aesir” monster from your Extra Deck. If an “Aesir” monster(s) in your possession is sent to your GY by your opponent’s card: You can banish this card from your GY; Special Summon 1 “Aesir” monster from your Extra Deck with a different name from the cards in your GY. You can only use this effect of “Alviss of the Nordic Alfar” once per Duel.",0.14,0.25,1.49,0.17,,Unlimited,SOFU-EN000,Common,LIGHT,Spellcaster,Effect Monster,1500,1000,,
177962,Alviss of the Nordic Alfar,Alviss of the Nordic Alfar,https://tcgplayer-cdn.tcgplayer.com/product/177962_200w.jpg,2,2327,https://cpt.tcgcsv.com/gcr2,2025-05-15T20:14:18.963,1,"If only this card is banished by the effect of a “Nordic” Link Monster: You can send to the GY 1 “Nordic” monster you control and 2 “Nordic” monsters from your Deck whose total Levels equal 10, then Special Summon 1 “Aesir” monster from your Extra Deck. If an “Aesir” monster(s) in your possession is sent to your GY by your opponent’s card: You can banish this card from your GY; Special Summon 1 “Aesir” monster from your Extra Deck with a different name from the cards in your GY. You can only use this effect of “Alviss of the Nordic Alfar” once per Duel.",0.1,0.3,1.49,0.22,,1st Edition,SOFU-EN000,Common,LIGHT,Spellcaster,Effect Monster,1500,1000,,
177963,Clock Wyvern,Clock Wyvern,https://tcgplayer-cdn.tcgplayer.com/product/177963_200w.jpg,2,2327,https://cpt.tcgcsv.com/hcr2,2023-04-28T09:49:17.377,1,"If this card is Normal or Special Summoned: You can halve this card's ATK, and if you do, Special Summon 1 ""Clock Token"" (Cyberse/WIND/Level 1/ATK 0/DEF 0). You can only use this effect of ""Clock Wyvern"" once per turn.",0.05,0.32,1.45,0.27,,1st Edition,SOFU-EN001,Rare,WIND,Cyberse,Effect Monster,1800,1000,,
177963,Clock Wyvern,Clock Wyvern,https://tcgplayer-cdn.tcgplayer.com/product/177963_200w.jpg,2,2327,https://cpt.tcgcsv.com/hcr2,2023-04-28T09:49:17.377,1,"If this card is Normal or Special Summoned: You can halve this card's ATK, and if you do, Special Summon 1 ""Clock Token"" (Cyberse/WIND/Level 1/ATK 0/DEF 0). You can only use this effect of ""Clock Wyvern"" once per turn.",0.14,0.35,2.0,0.21,,Unlimited,SOFU-EN001,Rare,WIND,Cyberse,Effect Monster,1800,1000,,
177964,Salamangreat Meer,Salamangreat Meer,https://tcgplayer-cdn.tcgplayer.com/product/177964_200w.jpg,2,2327,https://cpt.tcgcsv.com/jcr2,2025-05-15T20:14:19.023,1,"If this card is added to your hand, except for your normal draw: You can reveal it; Special Summon this card. If this card is in you hand: You can discard 1 other ""Salamangreat"" card; Special Summon this card. You can only use each effect of ""Salamangreat Meer"" once per turn.",0.05,0.25,1.49,0.23,,1st Edition,SOFU-EN002,Common,FIRE,Cyberse,Effect Monster,800,600,,
177964,Salamangreat Meer,Salamangreat Meer,https://tcgplayer-cdn.tcgplayer.com/product/177964_200w.jpg,2,2327,https://cpt.tcgcsv.com/jcr2,2025-05-15T20:14:19.023,1,"If this card is added to your hand, except for your normal draw: You can reveal it; Special Summon this card. If this card is in you hand: You can discard 1 other ""Salamangreat"" card; Special Summon this card. You can only use each effect of ""Salamangreat Meer"" once per turn.",0.05,0.25,1.5,0.2,,Unlimited,SOFU-EN002,Common,FIRE,Cyberse,Effect Monster,800,600,,
