productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extLinkRating,extLinkArrows
232919,Armed Dragon LV10 (UTR),Armed Dragon LV10 UTR,https://tcgplayer-cdn.tcgplayer.com/product/232919_200w.jpg,2,2790,https://cpt.tcgcsv.com/pbT2,2025-01-06T13:20:57.237,1,OP15-EN001,Ultimate Rare,WIND,Dragon,Effect Monster,3000,2000,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by Tributing 1 ""Armed DDragon LV7"". You can send 1 card from your hand to the GY; destroy all face-up monsters your opponent controls.",4.99,7.5,48.99,6.94,,Unlimited,,
232920,Dark Requiem Xyz Dragon (UTR),Dark Requiem Xyz Dragon UTR,https://tcgplayer-cdn.tcgplayer.com/product/232920_200w.jpg,2,2790,https://cpt.tcgcsv.com/qbT2,2023-08-04T15:19:37.363,1,OP15-EN002,Ultimate Rare,DARK,Dragon,Xyz/Effect Monster,3000,2500,"3 Level 5 monsters
<br>If this card has ""Dark Rebellion Xyz Dragon"" as Xyz Material, it gains these effects.
<br><b>-</b> Once per turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls; change its ATK to 0, and if you do, this card gains ATK equal to that monster's original ATK.
<br><b>-</b> During either player's turn, when your opponent activates a monster effect: You can detach 1 Xyz Material from this card; negate the activation, and if you do, destroy that card, then you can Special Summon 1 Xyz Monster from your Graveyard.",5.79,7.72,40.0,7.05,8.38,Unlimited,,
232921,Crystron Halqifibrax (UTR),Crystron Halqifibrax UTR,https://tcgplayer-cdn.tcgplayer.com/product/232921_200w.jpg,2,2790,https://cpt.tcgcsv.com/rbT2,2024-03-29T07:11:04.907,1,OP15-EN003,Ultimate Rare,WATER,Machine,Link/Effect Monster,1500,,"2 monsters, including a Tuner
<br>If this card is Link Summoned: You can Special Summon 1 Level 3 or lower Tuner from your hand or Deck in Defense Position, but it cannot activate its effects this turn. During your opponent's Main Phase or Battle Phase (Quick Effect): You can banish this card you control; Special Summon 1 Tuner Synchro Monster from your Extra Deck. (This is treated as a Synchro Summon.) You can only use each effect of ""Crystron Halqifibrax"" once per turn.",14.82,41.75,200.0,17.41,41.75,Unlimited,2,Bottom-Right;Bottom-Left
232922,Shaddoll Dragon,Shaddoll Dragon,https://tcgplayer-cdn.tcgplayer.com/product/232922_200w.jpg,2,2790,https://cpt.tcgcsv.com/sbT2,2021-06-11T18:37:05.07,1,OP15-EN004,Super Rare,DARK,Spellcaster,Flip/Effect Monster,1900,0,"FLIP: You can target 1 card your opponent controls; return it to the hand.
<br>If this card is sent to the Graveyard by a card effect: You can target 1 Spell/Trap Card on the field; destroy it. You can only use 1 ""Shaddoll Dragon"" effect per turn, and only once that turn.",0.99,2.08,14.45,1.88,,Unlimited,,
232923,Zoodiac Boarbow,Zoodiac Boarbow,https://tcgplayer-cdn.tcgplayer.com/product/232923_200w.jpg,2,2790,https://cpt.tcgcsv.com/tbT2,2022-03-24T14:36:17.473,1,OP15-EN005,Super Rare,EARTH,Beast-Warrior,Xyz/Effect Monster,0,0,"5 Level 4 monsters<br>
Once per turn, you can also Xyz Summon ""Zoodiac Boarbow"" by using 1 ""Zoodiac"" monster you control with a different name as Xyz Material. (If you used an Xyz Monster, any Xyz Materials attached to it also become Xyz Materials on this card.) This card gains ATK and DEF equal to the ATK and DEF of all ""Zoodiac"" monsters attached to it as Materials. This card can attack your opponent directly. When this card inflicts battle damage to your opponent while it has 12 or more Xyz Materials: You can send as many cards as possible from your opponent's hand and field to the Graveyard, then change this card to Defense Position.",1.2,2.99,12.42,2.39,2.97,Unlimited,,
232924,Barricadeborg Blocker,Barricadeborg Blocker,https://tcgplayer-cdn.tcgplayer.com/product/232924_200w.jpg,2,2790,https://cpt.tcgcsv.com/vbT2,2021-06-11T18:26:10.317,1,OP15-EN006,Super Rare,DARK,Machine,Link/Effect Monster,1000,,"2 monsters with different names
<br>If this card is Link Summoned: You can discard 1 card; during the End Phase of this turn, add 1 Continuous or Field Spell from your GY to your hand. You can only use this effect of ""Barricadeborg Blocker"" once per turn. Face-up Spells you control cannot be destroyed by your opponent's card effects.",0.99,2.07,9.99,0.95,,Unlimited,2,Left;Bottom
232926,Cross Over,Cross Over,https://tcgplayer-cdn.tcgplayer.com/product/232926_200w.jpg,2,2790,https://cpt.tcgcsv.com/xbT2,2021-06-11T18:26:23.493,1,OP15-EN007,Super Rare,SPELL,,Normal Spell,,,"Target 1 face-up monster your opponent controls and 1 Warrior monster you control; equip that opponent's face-up monster to your monster as an Equip Spell, and if you do, until the end of this turn, your opponent takes no damage from battles involving that monster you control. You can only activate 1 ""Cross Over"" per turn. While equipped, if the equipped monster would be destroyed by battle or card effect, destroy the monster equipped to it by this effect, instead.",0.1,0.4,4.99,0.24,,Unlimited,,
232928,Noctovision Dragon,Noctovision Dragon,https://tcgplayer-cdn.tcgplayer.com/product/232928_200w.jpg,2,2790,https://cpt.tcgcsv.com/BbT2,2021-06-11T18:34:48.317,1,OP15-EN008,Super Rare,DARK,Dragon,Effect Monster,0,2800,"When your opponent activates a card or effect that targets a face-down card(s) you control (Quick Effect): You can banish this card from your GY; negate that effect, also your opponent cannot target that face-down card(s) with card effects for the rest of this turn. You can only use each of the following effects of ""Noctovision Dragon"" once per turn.
<br>• If a DARK Dragon monster(s) is Special Summoned to your field (except during the Damage Step): You can Special Summon this card from your hand.
<br>• If this card is sent to the GY as Link Material: You can draw 1 card.",0.14,0.49,6.5,0.27,,Unlimited,,
232929,Proxy F Magician,Proxy F Magician,https://tcgplayer-cdn.tcgplayer.com/product/232929_200w.jpg,2,2790,https://cpt.tcgcsv.com/CbT2,2021-06-11T18:35:05.397,1,OP15-EN009,Super Rare,FIRE,Cyberse,Link/Effect Monster,1400,,"2 Effect Monsters
<br>During your Main Phase: You can Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your field as Fusion Material. If a Fusion Monster(s) is Fusion Summoned to a zone(s) this card points to: You can Special Summon 1 monster with 1000 or less ATK from your hand. You can only use each effect of ""Proxy F Magician"" once per turn.",0.04,0.35,5.0,0.27,,Unlimited,2,Bottom-Right;Bottom-Left
232930,Infernoble Knight Captain Roland,Infernoble Knight Captain Roland,https://tcgplayer-cdn.tcgplayer.com/product/232930_200w.jpg,2,2790,https://cpt.tcgcsv.com/DbT2,2021-06-11T18:33:11.397,1,OP15-EN010,Super Rare,FIRE,Warrior,Synchro/Tuner/Effect Monster,2000,500,"1 Tuner + 1+ non-Tuner monsters
<br>If this card is Synchro Summoned: You can activate this effect; during the End Phase of this turn, send 1 Equip Spell from your Deck to the GY, then add 1 Warrior monster from your Deck to your hand. During the Main Phase, if this card is in your GY (Quick Effect): You can target 1 Warrior monster you control; equip this card to that monster you control as an Equip Spell that gives it 500 ATK. You can only use each effect of ""Infernoble Knight Captain Roland"" once per turn.",0.01,0.47,5.35,0.41,,Unlimited,,
