productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType,extAttack,extDefense
90810,Igknight Reload,Igknight Reload,https://tcgplayer-cdn.tcgplayer.com/product/90810_200w.jpg,2,1855,https://cpt.tcgcsv.com/dlL,2016-11-29T15:29:18.1,1,OP03-EN008,Super Rare,SPELL,Quick-Play Spell,"Reveal any number of Pendulum Monsters from your hand and shuffle them into the Deck, then draw cards equal to the number of cards you shuffled into the Deck +1. For the rest of this turn after this card resolves, you cannot draw cards by card effects. You can only activate 1 ""Igknight Reload"" per turn.",0.1,0.45,4.99,0.2,,Unlimited,,,
95468,Sky Iris,Sky Iris,https://tcgplayer-cdn.tcgplayer.com/product/95468_200w.jpg,2,1855,https://cpt.tcgcsv.com/ncN,2016-11-29T15:29:37.083,1,OP03-EN009,Super Rare,SPELL,Field Spell,"Your opponent cannot target ""Magician"", ""Performapal"", or ""Odd-Eyes"" cards in your Pendulum Zones with card effects. You can target 1 other face-up card you control; destroy it, and if you do, add 1 ""Odd-Eyes"" card from your Deck to your hand. You can only use this effect of ""Sky Iris"" once per turn.",1.0,1.95,9.99,1.9,,Unlimited,,,
95489,Domain of the True Monarchs,Domain of the True Monarchs,https://tcgplayer-cdn.tcgplayer.com/product/95489_200w.jpg,2,1855,https://cpt.tcgcsv.com/PcN,2016-11-29T15:29:54.617,1,OP03-EN010,Super Rare,SPELL,Field Spell,"While you have no cards in your Extra Deck and you are the only player that controls a Tribute Summoned monster, your opponent cannot Special Summon monsters from the Extra Deck. If a Tribute Summoned monster you control attacks an opponent's monster, it gains 800 ATK during damage calculation only. Once per turn: You can reduce the Level of 1 monster with 2800 ATK and 1000 DEF in your hand by 2 until the end of this turn (even after they are Summoned/Set, and even if this card leaves the field).",1.99,2.99,9.99,3.34,,Unlimited,,,
95495,Magic Deflector,Magic Deflector,https://tcgplayer-cdn.tcgplayer.com/product/95495_200w.jpg,2,1855,https://cpt.tcgcsv.com/WcN,2016-11-29T15:30:51.007,1,OP03-EN011,Super Rare,TRAP,Normal Trap,"For the rest of this turn, negate all Equip, Field, Continuous and Quick-Play Spell Card effects on the field.",2.29,4.0,19.0,3.52,3.0,Unlimited,,,
95506,Slime Toad,Slime Toad,https://tcgplayer-cdn.tcgplayer.com/product/95506_200w.jpg,2,1855,https://cpt.tcgcsv.com/8dN,2016-11-29T15:33:41.253,1,OP03-EN015,Common,WATER,Normal Monster,"<em>A slime with the head of a frog, it attacks by croaking terribly.",0.23,0.5,5.0,0.33,,Unlimited,Aqua,700,500
95514,Chaos Trap Hole,Chaos Trap Hole,https://tcgplayer-cdn.tcgplayer.com/product/95514_200w.jpg,2,1855,https://cpt.tcgcsv.com/jdN,2016-11-29T15:31:22.56,1,OP03-EN012,Super Rare,TRAP,Token,"When a LIGHT or DARK monster(s) would be Summoned: Pay 2000 LP; negate the Summon of the LIGHT and DARK monster(s), and if you do, banish it.",0.3,0.99,9.99,0.69,,Unlimited,,,
95522,Oasis of Dragon Souls,Oasis of Dragon Souls,https://tcgplayer-cdn.tcgplayer.com/product/95522_200w.jpg,2,1855,https://cpt.tcgcsv.com/sdN,2016-11-29T15:31:59.653,1,OP03-EN013,Super Rare,TRAP,Continuous Trap,"Activate this card by targeting 1 monster in your Graveyard; Special Summon it in Defense Position. It becomes Wyrm-Type. When this card leaves the field, destroy that monster. When that monster leaves the field, destroy this card.",0.17,0.74,4.99,0.46,,Unlimited,,,
95535,Enchanting Mermaid,Enchanting Mermaid,https://tcgplayer-cdn.tcgplayer.com/product/95535_200w.jpg,2,1855,https://cpt.tcgcsv.com/KdN,2016-11-29T15:33:24.363,1,OP03-EN014,Common,WATER,Normal Monster,<em>A beautiful mermaid that lures voyagers to a watery grave.,0.1,0.49,1.41,0.15,,Unlimited,Aqua,1200,900
125534,Swap Frog (UTR),Swap Frog UTR,https://tcgplayer-cdn.tcgplayer.com/product/125534_200w.jpg,2,1855,https://cpt.tcgcsv.com/Jd02,2023-08-04T15:45:54.887,1,OP03-EN001,Ultimate Rare,WATER,Effect Monster,"You can Special Summon this card (from your hand) by discarding 1 other WATER monster. When this card is Summoned: You can send 1 Level 2 or lower Aqua-Type WATER monster from your Deck or face-up from your field to the Graveyard. Once per turn: You can return 1 monster you control to the hand; you can Normal Summon 1 ""Frog"" monster during your Main Phase this turn, except ""Swap Frog"", in addition to your Normal Summon/Set. (You can only gain this effect once per turn.)",111.95,141.77,549.99,109.99,129.97,Unlimited,Aqua,1000,500
125535,Speedroid Terrortop (UTR),Speedroid Terrortop UTR,https://tcgplayer-cdn.tcgplayer.com/product/125535_200w.jpg,2,1855,https://cpt.tcgcsv.com/Kd02,2023-08-04T15:45:36.793,1,OP03-EN002,Ultimate Rare,WIND,Effect Monster,"If you control no monsters, you can Special Summon this card (from your hand). When this card is Normal or Special Summoned: You can add 1 ""Speedroid"" monster from your Deck to your hand, except ""Speedroid Terrortop"". You can only use this effect of ""Speedroid Terrortop"" once per turn.",28.93,39.0,150.0,37.71,34.0,Unlimited,Machine,1200,600
