productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extLinkRating,extLinkArrows
181758,Elemental HERO Stratos (UTR),Elemental HERO Stratos UTR,https://tcgplayer-cdn.tcgplayer.com/product/181758_200w.jpg,2,2378,https://cpt.tcgcsv.com/bKs2,2023-08-04T15:49:09.207,1,OP09-EN001,Ultimate Rare,WIND,Warrior,Effect Monster,1800,300,"When this card is Normal or Special Summoned: You can activate 1 of these effects.
<br>• Destroy Spells/Traps on the field, up to the number of ""HERO"" monsters you control, except this card. 
<br>• Add 1 ""HERO"" monster from your deck to your hand.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",85.99,96.88,499.98,89.49,94.99,Unlimited,,
181759,Trickstar Lycoris (UTR),Trickstar Lycoris UTR,https://tcgplayer-cdn.tcgplayer.com/product/181759_200w.jpg,2,2378,https://cpt.tcgcsv.com/cKs2,2023-08-04T15:49:25.76,1,OP09-EN002,Ultimate Rare,LIGHT,Fairy,Effect Monster,1600,1200,"(Quick Effect): You can reveal this card in your hand, then target 1 ""Trickstar"" monster you control, except ""Trickstar Lycoris""; Special Summon this card, and if you do, return that monster to the hand. Each time a card(s) is added to your opponent's hand, inflict 200 damage to them for each.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",12.32,19.22,59.99,16.61,12.33,Unlimited,,
181760,Sky Striker Ace - Shizuku (UTR),Sky Striker Ace Shizuku UTR,https://tcgplayer-cdn.tcgplayer.com/product/181760_200w.jpg,2,2378,https://cpt.tcgcsv.com/dKs2,2023-08-04T15:49:18.74,1,OP09-EN003,Ultimate Rare,WATER,Machine,Link/Effect Monster,1500,,"1 non WATER ""Sky Striker Ace"" monster
<br>Monsters your opponent controls lose 100 ATK/DEF for each Spell in your GY. Once per turn, during the End Phase, if this card is Special Summoned this turn: You can add 1 ""Sky Striker"" Spell from your Deck to your hand, with a name different from the cards in your GY. You can only Special Summon ""Ace Sky Striker - Shizuku (s)"" once per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",36.4,44.72,299.99,38.93,38.92,Unlimited,1,Top-Right
181761,Morphing Jar,Morphing Jar,https://tcgplayer-cdn.tcgplayer.com/product/181761_200w.jpg,2,2378,https://cpt.tcgcsv.com/fKs2,2019-04-22T19:53:44.637,1,OP09-EN004,Super Rare,EARTH,Rock,Flip/Effect Monster,700,600,"FLIP: Both players discard as you can Many cards from Their hands , Then Each player draws 5 cards.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",3.3,5.35,19.99,3.85,11.99,Unlimited,,
181762,Galaxy Wizard,Galaxy Wizard,https://tcgplayer-cdn.tcgplayer.com/product/181762_200w.jpg,2,2378,https://cpt.tcgcsv.com/gKs2,2019-04-22T19:52:39.88,1,OP09-EN005,Super Rare,LIGHT,Spellcaster,Effect Monster,0,1800,"Once per turn: You can increase this card Level by 4 until the end of this turn. You can Tribute this card; add 1 ""Galaxy"" card from your Deck to your hand, except ""Galaxy Wizard"".
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",1.18,2.24,9.99,1.79,,Unlimited,,
181763,Thunder Dragonmatrix,Thunder Dragonmatrix,https://tcgplayer-cdn.tcgplayer.com/product/181763_200w.jpg,2,2378,https://cpt.tcgcsv.com/hKs2,2020-06-24T12:11:52.023,1,OP09-EN006,Super Rare,LIGHT,Thunder,Effect Monster,0,2000,"(Quick Effect): You can discard this card, then target 1 Thunder monster you control; it gains 500 ATK. If this card is banished, or sent from the field to the GY: You can add 1 ""Thunder Dragonmatrix"" from your Deck to your hand. You can only use 1 ""Thunder Dragonmatrix"" effect per turn, and only once that turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",1.25,3.13,9.99,1.95,,Unlimited,,
181764,Reprodocus,Reprodocus,https://tcgplayer-cdn.tcgplayer.com/product/181764_200w.jpg,2,2378,https://cpt.tcgcsv.com/jKs2,2023-03-02T15:40:20.137,1,OP09-EN007,Super Rare,EARTH,Dinosaur,Link/Effect Monster,800,,"2 monsters
<br>You can activate 1 of these effects.
<br>• Declare 1 Monster Type; all face-up monsters this card points to become that Type until the end of this turn.
<br>• Declare 1 Attribute; all face-up monsters this card points to become that Attribute until the end of this turn.
<br>You can only use this effect of ""Reprodocus"" once per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",0.24,0.68,4.99,0.37,,Unlimited,2,Bottom;Top
181765,Card Destruction,Card Destruction,https://tcgplayer-cdn.tcgplayer.com/product/181765_200w.jpg,2,2378,https://cpt.tcgcsv.com/kKs2,2022-05-05T12:31:41.587,1,OP09-EN008,Super Rare,SPELL,,Normal Spell,,,"Both players discard as many cards as possible from their hands, then each player draws the same number of cards they discarded.",0.79,1.72,10.0,1.64,,Unlimited,,
181766,Super Polymerization,Super Polymerization,https://tcgplayer-cdn.tcgplayer.com/product/181766_200w.jpg,2,2378,https://cpt.tcgcsv.com/lKs2,2022-07-01T08:02:01.983,1,OP09-EN009,Super Rare,SPELL,,Quick-Play Spell,,,"Discard 1 card; Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from either field as Fusion Material. Neither player can activate cards or effects in response to this card's activation.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",4.0,7.5,19.99,5.1,14.7,Unlimited,,
181767,Galaxy Expedition,Galaxy Expedition,https://tcgplayer-cdn.tcgplayer.com/product/181767_200w.jpg,2,2378,https://cpt.tcgcsv.com/mKs2,2023-08-23T19:21:45.943,1,OP09-EN010,Super Rare,SPELL,,Normal Spell,,,"If you control a Level 5 or higher ""Photon"" or ""Galaxy"" monster: Special Summon 1 Level 5 or higher ""Photon"" or ""Galaxy"" monster from your Deck in Defense Position. You can only activate 1 ""Galaxy Expedition"" per turn.
<br><br><strong>Official Tournament Stores must review their Konami OTS agreement before selling this product.</strong>",1.4,2.1,12.0,2.0,,Unlimited,,
