productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extLinkRating,extLinkArrows,extDefense
493306,Legendary Duelists: Soulburning Volcano Booster Pack [1st Edition],Legendary Duelists Soulburning Volcano Booster Pack 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/493306_200w.jpg,2,23111,https://cpt.tcgcsv.com/8lZ5,2023-08-11T04:03:08.853,1,Each pack contains 5 cards.,083717862437,0.8,2.17,7.06,0.92,,Normal,,,,,,,,,
493307,Legendary Duelists: Soulburning Volcano Booster Box [1st Edition],Legendary Duelists Soulburning Volcano Booster Box 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/493307_200w.jpg,2,23111,https://cpt.tcgcsv.com/9lZ5,2023-08-11T04:03:08.853,1,Each box contains 36 packs of 5 random cards.,083717862444,27.96,34.95,119.98,29.95,,Normal,,,,,,,,,
509806,Salamangreat Sunlight Wolf,Salamangreat Sunlight Wolf,https://tcgplayer-cdn.tcgplayer.com/product/509806_200w.jpg,2,23111,https://cpt.tcgcsv.com/8X56,2023-08-11T04:03:08.853,1,"2 FIRE Effect Monsters
<br>If a monster(s) is Normal or Special Summoned to the zone(s) this card points to (except during the Damage Step): You can add 1 FIRE monster from your GY to your hand, but for the rest of this turn, you cannot Normal Summon/Set or Special Summon monsters with the added monster's name. During your Main Phase, if you control this card that was Link Summoned using ""Salamangreat Sunlight Wolf"" as material: You can add 1 ""Salamangreat"" Spell/Trap from your GY to your hand. You can only use each effect of ""Salamangreat Sunlight Wolf"" once per turn.",,23.04,30.17,89.95,28.29,25.72,1st Edition,LD10-EN000,Ghost Rare,FIRE,Cyberse,Effect Link Monster,1800,2,Bottom;Top,
509813,Salamangreat of Fire,Salamangreat of Fire,https://tcgplayer-cdn.tcgplayer.com/product/509813_200w.jpg,2,23111,https://cpt.tcgcsv.com/hX56,2023-08-11T04:03:08.853,1,"If this card is Normal or Special Summoned: You can add 1 Level 4 or lower ""Salamangreat"" monster from your Deck to your hand, except ""Salamangreat of Fire"", also you cannot Special Summon monsters for the rest of this turn, except FIRE monsters. At the start of the Damage Step, if a Cyberse monster you control battles: You can banish this card from your GY; destroy that monster you control. You can only use each effect of ""Salamangreat of Fire"" once per turn.",,1.82,5.99,29.95,6.12,4.54,1st Edition,LD10-EN001,Ultra Rare,FIRE,Cyberse,Effect Monster,800,,,800
509815,Salamangreat Weasel,Salamangreat Weasel,https://tcgplayer-cdn.tcgplayer.com/product/509815_200w.jpg,2,23111,https://cpt.tcgcsv.com/kX56,2023-08-11T04:03:08.853,1,"If you have 2 or more ""Salamangreat"" monsters in your GY: You can Special Summon this card from your hand. If a ""Salamangreat"" Ritual, Fusion, Synchro, Xyz, or Link Monster(s) is Special Summoned to your field, while this card is in your GY (except during the Damage Step): You can target 1 other ""Salamangreat"" monster in your GY; place this card on the bottom of your Deck, and if you do, Special Summon that monster to your opponent's field, then draw 1 card. You can only use each effect of ""Salamangreat Weasel"" once per turn.",,0.25,0.75,4.99,0.53,0.66,1st Edition,LD10-EN002,Super Rare,FIRE,Cyberse,Effect Tuner Monster,700,,,1400
509817,Salamangreat Tiger,Salamangreat Tiger,https://tcgplayer-cdn.tcgplayer.com/product/509817_200w.jpg,2,23111,https://cpt.tcgcsv.com/mX56,2024-11-28T06:31:09.463,1,"You can discard 1 other ""Salamangreat"" card; Special Summon this card from your hand. You can only use this effect of ""Salamangreat Tiger"" once per turn. If this card you control would be used as Synchro Material for a FIRE monster, you can treat it as a non-Tuner. Once per turn: You can increase or decrease this card's Level by 1.",,0.1,0.5,4.99,0.34,0.37,1st Edition,LD10-EN003,Ultra Rare,FIRE,Cyberse,Effect Tuner Monster,2000,,,500
509820,Salamangreat Burst Gryphon,Salamangreat Burst Gryphon,https://tcgplayer-cdn.tcgplayer.com/product/509820_200w.jpg,2,23111,https://cpt.tcgcsv.com/qX56,2024-08-12T19:54:21.35,1,"1 Tuner + 1+ non-Tuner monsters
<br>You can target 1 Level 7 or lower FIRE monster in your GY; Special Summon it, and if you do, reduce this card's Level by that monster's original Level, also you cannot Special Summon monsters for the rest of this turn, except FIRE monsters. If this card is Synchro Summoned using ""Salamangreat Burst Gryphon"" as material: You can activate this effect; during the next Standby Phase, Special Summon 1 monster from your GY. You can only use each effect of ""Salamangreat Burst Gryphon"" once per turn.",,0.23,0.61,7.97,1.0,1.2,1st Edition,LD10-EN004,Ultra Rare,FIRE,Cyberse,Effect Synchro Monster,2800,,,2000
509822,Salamangreat Raging Phoenix,Salamangreat Raging Phoenix,https://tcgplayer-cdn.tcgplayer.com/product/509822_200w.jpg,2,23111,https://cpt.tcgcsv.com/sX56,2023-11-15T02:51:39.71,1,"2+ FIRE Effect Monsters
<br>If this card is Link Summoned using ""Salamangreat Raging Phoenix"" as material: You can add 1 ""Salamangreat"" card from your Deck to your hand. If a face-up FIRE monster(s) you control is destroyed by battle or card effect while this card is in your GY: You can target 1 of those monsters; Special Summon this card, and if you do, this card gains ATK equal to that monster's ATK. You can only use each effect of ""Salamangreat Raging Phoenix"" once per turn.",,0.25,1.3,94.99,0.8,0.95,1st Edition,LD10-EN005,Ultra Rare,FIRE,Cyberse,Effect Link Monster,2800,4,Bottom-Right;Bottom;Bottom-Left,
509824,Salamangreat Charge,Salamangreat Charge,https://tcgplayer-cdn.tcgplayer.com/product/509824_200w.jpg,2,23111,https://cpt.tcgcsv.com/vX56,2024-08-12T19:54:21.383,1,"Activate 1 of these effects;
<br>• Target 3 of your FIRE monsters that are banished and/or in your GY; shuffle 2 of the 3 into the Deck, and if you do, Special Summon the remaining monster, but for the rest of this turn, its effects are negated, also it cannot attack.
<br>• If you control a FIRE Ritual, Fusion, Synchro, Xyz, or Link Monster(s) whose current ATK is different from its original ATK: You can target 1 card on the field; destroy it.
<br>You can only activate 1 ""Salamangreat Charge"" per turn.",,0.04,0.21,2.0,0.21,0.13,1st Edition,LD10-EN006,Rare,SPELL,,Quick-Play Spell,,,,
509828,Salamangreat Revive,Salamangreat Revive,https://tcgplayer-cdn.tcgplayer.com/product/509828_200w.jpg,2,23111,https://cpt.tcgcsv.com/BX56,2024-08-12T19:54:21.43,1,"Target 1 FIRE monster in your GY; Special Summon it. You can banish this card from your GY, then target 1 ""Salamangreat"" monster you control and 1 monster in your GY with the same name; shuffle that monster from the GY into the Deck, and if you do, that monster you control gains ATK equal to its original ATK until the end of this turn. You can only use each effect of ""Salamangreat Revive"" once per turn.",,0.01,0.15,1.82,0.11,0.05,1st Edition,LD10-EN007,Rare,TRAP,,Normal Trap,,,,
