productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extAttribute,extMonsterType,extAttack,extDefense
488605,Speed Duel: Streets of Battle City Box,Speed Duel Streets of Battle City Box,https://tcgplayer-cdn.tcgplayer.com/product/488605_200w.jpg,2,23073,https://cpt.tcgcsv.com/7sW5,2023-08-25T04:03:09.797,1,"Each <em>Speed Duel: Streets of Battle City</em> box contains a grand total of 228 cards, all usable in Speed Duel:
<br>• 200 Commons
<br>• 20 Skill Cards
<br>• 8 (of 24) Secret Rares
<br>• 2 of the 8 Secret Rares in every box will be Slifer the Sky Dragon and Arkana’s Dark Magician.
<br>• 4 Deluxe 2-Player Game Mats featuring Yami Yugi and Arkana",083717861690,24.88,34.0,42.94,26.19,,Normal,,,,,,,
512165,Ultimate Wizardry,Ultimate Wizardry,https://tcgplayer-cdn.tcgplayer.com/product/512165_200w.jpg,2,23073,https://cpt.tcgcsv.com/kT66,2023-08-25T04:03:09.797,1,"When you activate this Skill, place up to 1 Spell Counter on each face-up Spellcaster monster you control that you can place a Spell Counter on. Once per turn, during your Main Phase, you can place 1 Spell Counter on a face-up Spellcaster monster you control that you can place a Spell Counter on.",,0.05,0.16,0.99,0.16,,1st Edition,SBC1-ENS01,Common,Skill,,,,
512166,Iron Grit,Iron Grit,https://tcgplayer-cdn.tcgplayer.com/product/512166_200w.jpg,2,23073,https://cpt.tcgcsv.com/lT66,2023-08-25T04:03:09.797,1,"""Gearfried the Iron Knight(s)"" you control are unaffected by card effects.",,0.05,0.17,0.99,0.14,,1st Edition,SBC1-ENS02,Common,Skill,,,,
512168,Whale of a Tale,Whale of a Tale,https://tcgplayer-cdn.tcgplayer.com/product/512168_200w.jpg,2,23073,https://cpt.tcgcsv.com/nT66,2023-08-25T04:03:09.797,1,"Discard 1 card from your hand and add 1 ""Fortress Whale"" or ""Fortress Whale's Oath"" from your Deck to your hand. ""Fortress Whale"" monsters you control gain the following effect:
<br>• Your opponent cannot target face-up WATER monsters you control with Spell/Trap cards or effects.",,0.06,0.15,0.99,0.08,,1st Edition,SBC1-ENS03,Common,Skill,,,,
512169,Insect Infestation,Insect Infestation,https://tcgplayer-cdn.tcgplayer.com/product/512169_200w.jpg,2,23073,https://cpt.tcgcsv.com/pT66,2023-08-25T04:03:09.797,1,"""Parasite Paracide(s)"" on the field cannot be Tributed. If all monsters on the field are Insect monster(s), Level 7 or higher Insect monsters you control can attack directly. Once per Duel, you can discard 1 card, then place 1 ""Parasite Paracide"" from your GY on top of your opponent's Deck face-up. Treat it as if it were added to their Deck by its effect.",,0.08,0.18,0.99,0.14,,1st Edition,SBC1-ENS04,Common,Skill,,,,
512170,"Intel from the ""Cosmos""",Intel from the Cosmos,https://tcgplayer-cdn.tcgplayer.com/product/512170_200w.jpg,2,23073,https://cpt.tcgcsv.com/qT66,2023-08-25T04:03:09.797,1,Your opponent must reveal all cards they draw during their Draw Phase.,,0.04,0.15,0.99,0.07,,1st Edition,SBC1-ENS05,Common,Skill,,,,
512171,Stalked by the Rare Hunters,Stalked by the Rare Hunters,https://tcgplayer-cdn.tcgplayer.com/product/512171_200w.jpg,2,23073,https://cpt.tcgcsv.com/rT66,2023-08-25T04:03:09.797,1,"Once per Duel, during your End Phase, discard 1 card, then choose 1 monster in your opponent's GY that was destroyed and sent there this turn, and Set it on your field.",,0.05,0.18,0.99,0.21,,1st Edition,SBC1-ENS06,Common,Skill,,,,
512173,Now You See Them...,Now You See Them,https://tcgplayer-cdn.tcgplayer.com/product/512173_200w.jpg,2,23073,https://cpt.tcgcsv.com/tT66,2023-08-25T04:03:09.797,1,"Once per Duel, if you have 2 or more ""Dark Magician(s)"" in your hand, reveal your hand and place any number of ""Dark Magician(s)"" from your hand on the bottom of the Deck(s), then draw cards based on how many cards you placed.
<br>• 1: 1 card.
<br>• 2: 3 cards.
<br>• 3: 5 cards.",,0.07,0.18,0.99,0.21,,1st Edition,SBC1-ENS07,Common,Skill,,,,
512175,Slimey Slimes,Slimey Slimes,https://tcgplayer-cdn.tcgplayer.com/product/512175_200w.jpg,2,23073,https://cpt.tcgcsv.com/wT66,2023-08-25T04:03:09.797,1,"Once per turn, during your Main Phase, you can destroy 1 ""Jam Breeding Machine"" you control and 1 Spell/Trap your opponent controls. Once per turn, during your Standby Phase, if you Special Summoned ""Revival Jam"" by it's own effect this turn, draw 3 cards.",,0.07,0.15,0.99,0.13,,1st Edition,SBC1-ENS08,Common,Skill,,,,
512176,The Dragon Hunting Swordsman,The Dragon Hunting Swordsman,https://tcgplayer-cdn.tcgplayer.com/product/512176_200w.jpg,2,23073,https://cpt.tcgcsv.com/xT66,2023-08-25T04:03:09.797,1,"Once per Duel, you can discard 1 card, then Fusion Summon 1 Fusion Monster that mentions ""Buster Blader"", using monsters from your hand or field as material. While the only monster you control is ""Buster Blader"" or a Fusion Monster that mentions it, monsters in your opponent's GY become Dragons.",,0.07,0.17,0.99,0.16,,1st Edition,SBC1-ENS09,Common,Skill,,,,
512177,Heart of a Warrior,Heart of a Warrior,https://tcgplayer-cdn.tcgplayer.com/product/512177_200w.jpg,2,23073,https://cpt.tcgcsv.com/zT66,2023-08-25T04:03:09.797,1,"Once per turn, you can discard 1 card, then Special Summon 1 Level 5 or lower Warrior non-Effect Fusion Monster from your Extra Deck. (This is treated as a Fusion Summon.) You cannot Normal Summon/Set the turn you activate this Skill.",,0.06,0.16,0.99,0.13,,1st Edition,SBC1-ENS10,Common,Skill,,,,
512179,A Bountiful Ocean,A Bountiful Ocean,https://tcgplayer-cdn.tcgplayer.com/product/512179_200w.jpg,2,23073,https://cpt.tcgcsv.com/CT66,2023-08-25T04:03:09.797,1,"While ""Umi"" is face-up on the field, apply the following:
<br>• Non-Effect WATER monsters you control are unaffected by non-WATER monster effects.
<br>• Once per turn, you can add 1 WATER monster from your GY to your hand, but for the rest of this turn, you cannot activate cards or effects, until you Normal Summon that monster or a card with its name.",,0.07,0.16,0.99,0.08,,1st Edition,SBC1-ENS11,Common,Skill,,,,
512180,My Precious Queen!,My Precious Queen,https://tcgplayer-cdn.tcgplayer.com/product/512180_200w.jpg,2,23073,https://cpt.tcgcsv.com/DT66,2023-08-25T04:03:09.797,1,"You can Normal Summon Level 7 Insect monsters for 1 less Tribute. Once per turn, during the End Phase, you can Special Summon 1 ""Insect Monster Token"" (Insect/EARTH/Level 1/ATK 100/DEF 100). This Token cannot be Tributed, except for the Tribute Summon of an Insect monster or their effects. You can Tribute 1 Insect monster from your hand instead, when attacking with ""Insect Queen"" monsters you control.",,0.07,0.18,0.99,0.1,,1st Edition,SBC1-ENS12,Common,Skill,,,,
512181,The Machine Menace,The Machine Menace,https://tcgplayer-cdn.tcgplayer.com/product/512181_200w.jpg,2,23073,https://cpt.tcgcsv.com/FT66,2023-08-25T04:03:09.797,1,"Once per Duel, if your opponent controls a face-up Trap, Tribute 1 Machine or Psychic monster you control, then Special Summon 1 ""Jinzo"" from your hand or GY.",,0.07,0.15,0.99,0.09,,1st Edition,SBC1-ENS13,Common,Skill,,,,
512182,Collector,Collector,https://tcgplayer-cdn.tcgplayer.com/product/512182_200w.jpg,2,23073,https://cpt.tcgcsv.com/GT66,2023-08-25T04:03:09.797,1,"Once per Duel, if your opponent controls a monster, discard 2 cards with different card types (Monster, Spell, Trap) then add 1 card from your Deck to your hand of the third type.",,0.07,0.19,0.99,0.16,,1st Edition,SBC1-ENS14,Common,Skill,,,,
512183,A Terrible Fate,A Terrible Fate,https://tcgplayer-cdn.tcgplayer.com/product/512183_200w.jpg,2,23073,https://cpt.tcgcsv.com/HT66,2023-08-25T04:03:09.797,1,"Once per Duel, during your End Phase, Tribute 1 face-up Spellcaster monster you control, then your opponent destroys 1 card they control or sends 1 card from their hand to the GY (their choice).",,0.07,0.15,0.89,0.14,,1st Edition,SBC1-ENS15,Common,Skill,,,,
512185,Slimey Disposition,Slimey Disposition,https://tcgplayer-cdn.tcgplayer.com/product/512185_200w.jpg,2,23073,https://cpt.tcgcsv.com/KT66,2023-08-25T04:03:09.797,1,"Once per turn, you can Special Summon 1 ""Humanoid Slime"" or 1 ""Worm Drake"" from your GY in Attack Position, but it cannot be Tributed, except for the Tribute Summon of a Divine-Beast monster. Once per turn, you can discard 1 card, then Fusion Summon 1 ""Humanoid Worm Drake"" using either ""Worm Drake"" or ""Humanoid Slime"" from your field as 1 of the Fusion Materials, and the other material from your Deck.",,0.06,0.15,0.99,0.1,,1st Edition,SBC1-ENS16,Common,Skill,,,,
512187,Malicious Motivation,Malicious Motivation,https://tcgplayer-cdn.tcgplayer.com/product/512187_200w.jpg,2,23073,https://cpt.tcgcsv.com/MT66,2023-08-25T04:03:09.797,1,"Once per Duel, if your opponent controls 3 monsters, discard 1 card, then destroy all monsters your opponent controls, also for the rest of this turn, any damage your opponent takes is halved.",,0.07,0.17,0.99,0.15,,1st Edition,SBC1-ENS17,Common,Skill,,,,
512188,KaibaCorp Research,KaibaCorp Research,https://tcgplayer-cdn.tcgplayer.com/product/512188_200w.jpg,2,23073,https://cpt.tcgcsv.com/NT66,2023-08-25T04:03:09.797,1,"Once per Duel, shuffle 1 monster from your GY into the Main Deck, then send 1 card from your hand to the GY. During your next Draw Phase, draw 2 cards instead of 1.",,0.07,0.2,0.99,0.22,,1st Edition,SBC1-ENS18,Common,Skill,,,,
512189,Battle City Siren,Battle City Siren,https://tcgplayer-cdn.tcgplayer.com/product/512189_200w.jpg,2,23073,https://cpt.tcgcsv.com/PT66,2023-08-25T04:03:09.797,1,"Once per turn, during your Main Phase, you can change the battle position of 1 monster your opponent controls. This turn, the first attack you declare must target that monster. This Skill can only be used twice per Duel.",,0.07,0.18,0.99,0.13,,1st Edition,SBC1-ENS19,Common,Skill,,,,
512191,Premature Material,Premature Material,https://tcgplayer-cdn.tcgplayer.com/product/512191_200w.jpg,2,23073,https://cpt.tcgcsv.com/RT66,2023-08-25T04:03:09.797,1,"Once per Duel, lose 800 LP and reveal 1 Fusion Monster in your Extra Deck, then Special Summon 1 Normal Monster from your GY whose name is mentioned on that Fusion Monster as material, but its ATK/DEF become 0.",,0.06,0.15,0.99,0.07,,1st Edition,SBC1-ENS20,Common,Skill,,,,
512195,Dark Magician (A),Dark Magician A,https://tcgplayer-cdn.tcgplayer.com/product/512195_200w.jpg,2,23073,https://cpt.tcgcsv.com/WT66,2023-08-25T04:03:09.797,1,<em>The ultimate wizard in terms of attack and defense.</em>,,0.38,0.75,4.94,0.59,,1st Edition,SBC1-ENA01,Common,Normal Monster,DARK,Spellcaster,2500,2100
