productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType,extAttack,extDefense
216618,Book of Moon (UTR),Book of Moon UTR,https://tcgplayer-cdn.tcgplayer.com/product/216618_200w.jpg,2,2672,https://cpt.tcgcsv.com/nGL2,2023-08-04T15:17:31.443,1,OP13-EN001,Ultimate Rare,SPELL,Quick-Play Spell,Target 1 face-up monster on the field; change that target to face-down Defense Position.,32.79,43.97,222.22,41.88,41.88,Unlimited,,,
216623,Abyss Dweller (UTR),Abyss Dweller UTR,https://tcgplayer-cdn.tcgplayer.com/product/216623_200w.jpg,2,2672,https://cpt.tcgcsv.com/tGL2,2023-08-04T15:17:19.193,1,OP13-EN002,Ultimate Rare,WATER,Xyz/Effect Monster,"2 Level 4 monsters
<br>While this card has a material attached that was originally WATER, all WATER monsters you control gain 500 ATK. Once per turn (Quick Effect): You can detach 1 material from this card; your opponent cannot activate any card effects in their GY this turn.",12.66,15.18,140.0,14.32,13.48,Unlimited,Sea Serpent,1700,1400
216625,Traptrix Rafflesia (UTR),Traptrix Rafflesia UTR,https://tcgplayer-cdn.tcgplayer.com/product/216625_200w.jpg,2,2672,https://cpt.tcgcsv.com/wGL2,2023-08-04T15:17:41.657,1,OP13-EN003,Ultimate Rare,EARTH,Xyz/Effect Monster,"2 Level 4 monsters
<br>This card is unaffected by Trap effects while it has Xyz Material. ""Traptrix"" monsters you control, except ""Traptrix Rafflesia"", cannot be destroyed by battle or card effects. Your opponent cannot target ""Traptrix"" monsters you control, except ""Traptrix Rafflesia"", with card effects. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card and send 1 ""Hole"" Normal Trap Card that meets its activation conditions from your Deck to the Graveyard; this effect becomes that Trap Card's effect when that card is activated.",6.99,13.76,53.0,11.32,11.31,Unlimited,Plant,300,2500
216627,Deep Sea Diva,Deep Sea Diva,https://tcgplayer-cdn.tcgplayer.com/product/216627_200w.jpg,2,2672,https://cpt.tcgcsv.com/zGL2,2023-02-07T09:18:14.45,1,OP13-EN004,Super Rare,WATER,Tuner/Effect monster,When this card is Normal Summoned: You can Special Summon 1 Level 3 or lower Sea Serpent monster from your Deck.,0.13,0.77,22.0,0.41,0.5,Unlimited,Sea Serpent,200,400
216628,Scrap Golem,Scrap Golem,https://tcgplayer-cdn.tcgplayer.com/product/216628_200w.jpg,2,2672,https://cpt.tcgcsv.com/BGL2,2025-05-15T19:35:15.72,1,OP13-EN005,Super Rare,EARTH,Effect Monster,"Once per turn: You can target 1 Level 4 or lower ""Scrap"" monster in your GY; Special Summon that target to either player's field.",0.24,0.66,7.0,0.38,,Unlimited,Rock,2300,1400
216632,ABC-Dragon Buster,ABC Dragon Buster,https://tcgplayer-cdn.tcgplayer.com/product/216632_200w.jpg,2,2672,https://cpt.tcgcsv.com/GGL2,2025-05-15T19:35:15.767,1,OP13-EN006,Super Rare,LIGHT,Fusion/Effect Monster,"""A-Assault Core"" + ""B-Buster Drake"" + ""C-Crush Wyvern""
<br>Must first be Special Summoned (from your Extra Deck) by banishing the above cards you control and/or from your GY. (You do not use ""Polymerization"".) Once per turn (Quick Effect): You can discard 1 card, then target 1 card on the field; banish it. During your opponent's turn (Quick Effect): You can Tribute this card, then target 3 of your banished LIGHT Machine Union monsters with different names; Special Summon them.",0.02,0.59,4.99,0.49,,Unlimited,Machine,3000,2800
216634,Junk Speeder,Junk Speeder,https://tcgplayer-cdn.tcgplayer.com/product/216634_200w.jpg,2,2672,https://cpt.tcgcsv.com/JGL2,2020-06-22T14:49:28.117,1,OP13-EN007,Super Rare,WIND,Synchro/Effect Monster,"1 ""Synchron"" Tuner + 1+ non-Tuner monsters
<br>If this card is Synchro Summoned: You can Special Summon as many ""Synchron"" Tuners as possible with different Levels from your Deck, in Defense Position. You cannot Special Summon monsters from the Extra Deck, except Synchro Monsters, the turn you activate this effect. When an attack is declared involving this card that was Synchro Summoned this turn and another monster: You can make this card's ATK become double its original ATK until the end of this turn. You can only use each effect of ""Junk Speeder"" once per turn.",0.06,0.44,4.99,0.21,,Unlimited,Warrior,1800,1000
216635,Crystal Wing Synchro Dragon,Crystal Wing Synchro Dragon,https://tcgplayer-cdn.tcgplayer.com/product/216635_200w.jpg,2,2672,https://cpt.tcgcsv.com/KGL2,2020-06-22T14:48:40.613,1,OP13-EN008,Super Rare,WIND,Synchro/Effect Monster,"1 Tuner + 1+ non-Tuner Synchro Monsters
<br>Once per turn, when another monster's effect is activated (Quick Effect): You can negate the activation, and if you do, destroy that monster, and if you do that, this card gains ATK equal to the destroyed monster's original ATK until the end of this turn. If this card battles an opponent's Level 5 or higher monster, during damage calculation: This card gains ATK equal to the current ATK of the opponent's monster it is battling during that damage calculation only.",0.24,1.22,15.19,1.13,2.99,Unlimited,Dragon,3000,2500
216641,Bahamut Shark,Bahamut Shark,https://tcgplayer-cdn.tcgplayer.com/product/216641_200w.jpg,2,2672,https://cpt.tcgcsv.com/RGL2,2021-12-23T12:33:31.003,1,OP13-EN009,Super Rare,WATER,Xyz/Effect Monster,"2 Level 4 WATER monsters
<br>Once per turn: You can detach 1 material from this card; Special Summon 1 Rank 3 or lower WATER Xyz Monster from your Extra Deck. This card cannot attack for the rest of this turn.",0.25,1.0,37.69,0.64,0.63,Unlimited,Sea Serpent,2600,2100
216644,Where Arf Thou?,Where Arf Thou,https://tcgplayer-cdn.tcgplayer.com/product/216644_200w.jpg,2,2672,https://cpt.tcgcsv.com/VGL2,2021-06-11T18:03:35.263,1,OP13-EN010,Super Rare,SPELL,Normal Spell,"If you control a face-up Level 1 monster: Add 1 Level 1 monster from your Deck to your hand. During the End Phase of this turn, take 2000 damage if you did not Normal Summon the added monster, or a card with the same name, after activating this card.",1.0,1.99,9.0,1.5,1.15,Unlimited,,,
