productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extAttribute,extMonsterType,extAttack,extDefense
191928,Speed Duel: Scars of Battle Booster Box,Speed Duel Scars of Battle Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/191928_200w.jpg,2,2468,https://cpt.tcgcsv.com/BNx2,2019-06-04T19:41:34.613,1,Each booster box contains 36 packs of 4 random cards.,37.49,45.08,79.96,42.06,,Normal,,,,,,,
191929,Speed Duel: Scars of Battle Booster Pack,Speed Duel Scars of Battle Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/191929_200w.jpg,2,2468,https://cpt.tcgcsv.com/CNx2,2019-06-04T19:41:40.74,1,Each booster pack contains 4 random cards.,1.81,2.39,5.0,1.8,,Normal,,,,,,,
196183,Heavy Metal Raiders (Skill Card),Heavy Metal Raiders Skill Card,https://tcgplayer-cdn.tcgplayer.com/product/196183_200w.jpg,2,2468,https://cpt.tcgcsv.com/HtB2,2020-11-17T19:59:32.377,1,"The first time each DARK Machine monster you control would be destroyed by battle each turn, it is not destroyed, and if you took battle damage from the battle, it gains that much ATK after damage calculation, and keeps that ATK gain as long as this card is on the field. Once per turn, if a monster you control that was originally a DARK Machine destroys a card(s) on the field by battle or card effect: You can Special Summon 1 DARK Machine monster from your hand.",2.25,2.86,7.75,2.86,2.72,1st Edition,SBSC-ENS01,Ultra Rare,Skill,,,,
196184,Spell Proof Armor,Spell Proof Armor,https://tcgplayer-cdn.tcgplayer.com/product/196184_200w.jpg,2,2468,https://cpt.tcgcsv.com/JtB2,2019-08-03T14:23:37.153,1,"Activate this Skill during your Main Phase. All Machine monsters you control are unaffected by your opponent's Spell effects. You can Normal Summon Machine Normal Monsters with 1 less Tribute. If a non-Machine monster is in your GY, flip this Skill over. This Skill can only be used once per Duel.",0.31,0.99,7.27,0.98,,1st Edition,SBSC-ENS02,Super Rare,Skill,,,,
196185,Bandit,Bandit,https://tcgplayer-cdn.tcgplayer.com/product/196185_200w.jpg,2,2468,https://cpt.tcgcsv.com/KtB2,2019-08-03T14:19:19.027,1,"If your LP are 1500 or less, activate this Skill. Take control of 1 Set card in your opponent's Spell & Trap Zone. This Skill can only be used once per Duel.",0.34,0.66,1.99,0.8,,1st Edition,SBSC-ENS03,Super Rare,Skill,,,,
196186,Servants of the Fallen King,Servants of the Fallen King,https://tcgplayer-cdn.tcgplayer.com/product/196186_200w.jpg,2,2468,https://cpt.tcgcsv.com/LtB2,2019-08-03T14:23:25.027,1,"Once per turn, you can send 1 Level 3 or lower Zombie Normal Monster from your Deck to the GY.",0.5,1.0,2.89,1.11,,1st Edition,SBSC-ENS04,Super Rare,Skill,,,,
196187,Double Evolution Pill (Skill Card),Double Evolution Pill Skill Card,https://tcgplayer-cdn.tcgplayer.com/product/196187_200w.jpg,2,2468,https://cpt.tcgcsv.com/MtB2,2020-11-17T19:45:19.82,1,"At the start of your Draw Phase, instead of drawing a card, you can pay 1500 LP to activate this Skill. Banish 1 Dinosaur monster and 1 non-Dinosaur monster from your hand and/or GY; Special Summon 1 Level 7 or higher Dinosaur monster from your hand or Deck, ignoring its Summoning conditions. This Skill can only be used once per Duel.",3.55,4.19,8.37,4.08,,1st Edition,SBSC-ENS05,Ultra Rare,Skill,,,,
196188,Magical Plant Mandragola,Magical Plant Mandragola,https://tcgplayer-cdn.tcgplayer.com/product/196188_200w.jpg,2,2468,https://cpt.tcgcsv.com/NtB2,2019-08-03T14:23:20.177,1,FLIP: Place 1 Spell Counter on each face-up card on the field that you can place a Spell Counter on.,0.03,0.15,1.49,0.12,,1st Edition,SBSC-EN001,Common,Flip/Effect Monster,DARK,Spellcaster,500,200
196189,Dark Red Enchanter,Dark Red Enchanter,https://tcgplayer-cdn.tcgplayer.com/product/196189_200w.jpg,2,2468,https://cpt.tcgcsv.com/PtB2,2019-08-03T14:19:25.297,1,"If this card is Normal Summoned: Place 2 Spell Counters on it. Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. Gains 300 ATK for each Spell Counter on it. Once per turn: You can remove 2 Spell Counters from this card; discard 1 random card from your opponent's hand.",0.58,1.23,3.99,1.14,,1st Edition,SBSC-EN002,Super Rare,Effect Monster,DARK,Spellcaster,1700,2200
196190,Crystal Seer,Crystal Seer,https://tcgplayer-cdn.tcgplayer.com/product/196190_200w.jpg,2,2468,https://cpt.tcgcsv.com/QtB2,2019-08-03T14:19:24.18,1,"FLIP: Excavate the top 2 cards of your Deck, then add 1 of them to your hand, then place the other on the bottom of your Deck.",0.74,1.07,4.0,0.96,,1st Edition,SBSC-EN003,Super Rare,Flip/Effect Monster,WATER,Spellcaster,100,100
