productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType,extUPC
48019,Xyz Veil,Xyz Veil,https://tcgplayer-cdn.tcgplayer.com/product/48019_200w.jpg,2,209,https://cpt.tcgcsv.com/pdp,2013-05-09T12:13:41.653,1,GENF-EN000,Super Rare,TRAP,Normal Trap,0,0,Face-up Xyz Monsters with Xyz Material cannot be targeted by card effects.,0.65,1.0,2.38,0.87,,Unlimited,,
48019,Xyz Veil,Xyz Veil,https://tcgplayer-cdn.tcgplayer.com/product/48019_200w.jpg,2,209,https://cpt.tcgcsv.com/pdp,2013-05-09T12:13:41.653,1,GENF-EN000,Super Rare,TRAP,Normal Trap,0,0,Face-up Xyz Monsters with Xyz Material cannot be targeted by card effects.,0.5,0.99,2.0,0.89,,1st Edition,,
48020,Gagaga Magician,Gagaga Magician,https://tcgplayer-cdn.tcgplayer.com/product/48020_200w.jpg,2,209,https://cpt.tcgcsv.com/qdp,2024-03-28T16:48:59.463,1,GENF-EN001,Super Rare,DARK,Effect Monster,1500,1000,"Once per turn, during your Main Phase: You can declare a Level from 1 to 8,  this card becomes that Level until the End Phase. You can only control 1 face-up Gagaga Magician. This card cannot be used as a Synchro Material Monster.",0.19,0.74,2.44,0.53,,Unlimited,Spellcaster,
48020,Gagaga Magician,Gagaga Magician,https://tcgplayer-cdn.tcgplayer.com/product/48020_200w.jpg,2,209,https://cpt.tcgcsv.com/qdp,2024-03-28T16:48:59.463,1,GENF-EN001,Super Rare,DARK,Effect Monster,1500,1000,"Once per turn, during your Main Phase: You can declare a Level from 1 to 8,  this card becomes that Level until the End Phase. You can only control 1 face-up Gagaga Magician. This card cannot be used as a Synchro Material Monster.",0.21,0.88,2.65,0.39,,1st Edition,Spellcaster,
48021,Gogogo Golem,Gogogo Golem,https://tcgplayer-cdn.tcgplayer.com/product/48021_200w.jpg,2,209,https://cpt.tcgcsv.com/rdp,2024-03-28T16:48:59.507,1,GENF-EN002,Common,EARTH,Effect Monster,1800,1500,"Once per turn, this face-up Defense Position card cannot be destroyed by battle.",0.05,0.23,1.49,0.13,,Unlimited,Rock,
48021,Gogogo Golem,Gogogo Golem,https://tcgplayer-cdn.tcgplayer.com/product/48021_200w.jpg,2,209,https://cpt.tcgcsv.com/rdp,2024-03-28T16:48:59.507,1,GENF-EN002,Common,EARTH,Effect Monster,1800,1500,"Once per turn, this face-up Defense Position card cannot be destroyed by battle.",0.09,0.25,1.45,0.17,,1st Edition,Rock,
48022,Achacha Archer,Achacha Archer,https://tcgplayer-cdn.tcgplayer.com/product/48022_200w.jpg,2,209,https://cpt.tcgcsv.com/sdp,2024-03-28T16:48:59.55,1,GENF-EN003,Common,FIRE,Effect Monster,1200,600,When this card is Normal or Flip Summoned: Inflict 500 damage to your opponent.,0.07,0.24,1.49,0.15,,Unlimited,Warrior,
48022,Achacha Archer,Achacha Archer,https://tcgplayer-cdn.tcgplayer.com/product/48022_200w.jpg,2,209,https://cpt.tcgcsv.com/sdp,2024-03-28T16:48:59.55,1,GENF-EN003,Common,FIRE,Effect Monster,1200,600,When this card is Normal or Flip Summoned: Inflict 500 damage to your opponent.,0.08,0.25,1.39,0.33,,1st Edition,Warrior,
48023,Goblindbergh,Goblindbergh,https://tcgplayer-cdn.tcgplayer.com/product/48023_200w.jpg,2,209,https://cpt.tcgcsv.com/tdp,2024-03-28T16:48:59.597,1,GENF-EN004,Common,EARTH,Effect Monster,1400,0,"When this card is Normal Summoned: You can Special Summon 1 Level 4 or lower monster from your hand, then change this card to Defense Position.",0.11,0.3,1.5,0.2,,Unlimited,Warrior,
48023,Goblindbergh,Goblindbergh,https://tcgplayer-cdn.tcgplayer.com/product/48023_200w.jpg,2,209,https://cpt.tcgcsv.com/tdp,2024-03-28T16:48:59.597,1,GENF-EN004,Common,EARTH,Effect Monster,1400,0,"When this card is Normal Summoned: You can Special Summon 1 Level 4 or lower monster from your hand, then change this card to Defense Position.",0.02,0.45,1.48,0.25,,1st Edition,Warrior,
