productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription
67706,Onslaught of the Fire Kings Structure Deck,Onslaught of the Fire Kings Structure Deck,https://tcgplayer-cdn.tcgplayer.com/product/67706_200w.jpg,2,590,https://cpt.tcgcsv.com/86z,2021-10-18T14:12:28.92,1,083717893035,29.99,31.73,36.99,24.43,,Normal,,,,,,,,
67707,Fire King High Avatar Garunix,Fire King High Avatar Garunix,https://tcgplayer-cdn.tcgplayer.com/product/67707_200w.jpg,2,590,https://cpt.tcgcsv.com/96z,2013-05-09T12:13:41.653,1,,0.44,1.25,9.0,0.92,,1st Edition,SDOK-EN001,Ultra Rare,FIRE,Winged Beast,Effect Monster,2700,1700,"During the next Standby Phase after this card was destroyed by a card effect and sent to the Graveyard: Special Summon this card from the Graveyard. When you do: Destroy all other monsters on the field. When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 ""Fire King"" monster from your Deck, except ""Fire King High Avatar Garunix""."
67708,Fire King Avatar Barong,Fire King Avatar Barong,https://tcgplayer-cdn.tcgplayer.com/product/67708_200w.jpg,2,590,https://cpt.tcgcsv.com/b6z,2013-05-09T12:13:41.653,1,,0.24,0.52,2.68,0.42,,1st Edition,SDOK-EN002,Common,FIRE,Beast-Warrior,Effect Monster,1800,200,"If a face-up ""Fire King"" monster you control is destroyed by a card effect (except during the Damage Step): You can Special Summon this card from your hand. During the next Standby Phase after this card was destroyed by a card effect and sent to the Graveyard: Add 1 ""Fire King"" card from your Deck to your hand, except ""Fire King Avatar Barong""."
67709,Fire King Avatar Kirin,Fire King Avatar Kirin,https://tcgplayer-cdn.tcgplayer.com/product/67709_200w.jpg,2,590,https://cpt.tcgcsv.com/c6z,2013-05-09T12:13:41.653,1,,0.1,0.38,1.98,0.35,,1st Edition,SDOK-EN003,Common,FIRE,Beast,Effect Monster,1000,200,"If a face-up ""Fire King"" monster you control is destroyed by a card effect (except during the Damage Step): You can Special Summon this card from your hand. If this card is destroyed and sent to the Graveyard: You can send 1 FIRE monster from your Deck to the Graveyard."
67710,Sacred Phoenix of Nephthys,Sacred Phoenix of Nephthys,https://tcgplayer-cdn.tcgplayer.com/product/67710_200w.jpg,2,590,https://cpt.tcgcsv.com/d6z,2013-05-09T12:13:41.653,1,,0.13,0.3,2.46,0.16,,1st Edition,SDOK-EN004,Common,FIRE,Winged Beast,Effect Monster,2400,1600,During your next Standby Phase after this card was destroyed by a card effect and sent to the Graveyard: Special Summon this card from the Graveyard. When you do: Destroy all Spell and Trap Cards on the field.
67711,Manticore of Darkness,Manticore of Darkness,https://tcgplayer-cdn.tcgplayer.com/product/67711_200w.jpg,2,590,https://cpt.tcgcsv.com/f6z,2013-05-09T12:13:41.653,1,,0.15,0.53,1.57,0.51,,1st Edition,SDOK-EN005,Common,FIRE,Beast-Warrior,Effect Monster,2300,1000,"During the End Phase of the turn this card was sent to the Graveyard: You can send to the Graveyard 1 Beast, Beast-Warrior, or Winged Beast-Type monster from your hand or your side of the field; Special Summon this card from your Graveyard."
67712,"Goka, the Pyre of Malice",Goka the Pyre of Malice,https://tcgplayer-cdn.tcgplayer.com/product/67712_200w.jpg,2,590,https://cpt.tcgcsv.com/g6z,2013-05-09T12:13:41.653,1,,0.1,0.25,1.42,0.23,,1st Edition,SDOK-EN006,Common,FIRE,Zombie,Effect Monster,2200,1900,"If you control a FIRE monster, you can Special Summon this card (from your hand). When you do: Target 1 FIRE monster you control; destroy that target. During each of your Standby Phases: Special Summon 1 ""Fireball Token"" (Pyro-Type/FIRE/Level 1/ATK 100/DEF 100) in Defense Position. You can Tribute 1 other FIRE monster; this card gains 500 ATK, until the End Phase."
67713,Hazy Flame Hyppogrif,Hazy Flame Hyppogrif,https://tcgplayer-cdn.tcgplayer.com/product/67713_200w.jpg,2,590,https://cpt.tcgcsv.com/h6z,2013-05-09T12:13:41.653,1,,0.05,0.35,1.0,0.21,,1st Edition,SDOK-EN007,Common,FIRE,Pyro,Effect Monster,2100,200,Your opponent cannot target this card with card effects. Once per turn: You can Tribute 1 other FIRE monster; this card gains 300 ATK.
67714,Laval Lancelord,Laval Lancelord,https://tcgplayer-cdn.tcgplayer.com/product/67714_200w.jpg,2,590,https://cpt.tcgcsv.com/j6z,2013-05-09T12:13:41.653,1,,0.09,0.24,1.41,0.23,,1st Edition,SDOK-EN008,Common,FIRE,Warrior,Effect Monster,2100,200,"You can Normal Summon this card without Tributing. If you do, during the End Phase: Send it to the Graveyard. When this card on the field is destroyed and sent to the Graveyard: You can target 1 of your banished FIRE monsters; add that target to your hand."
67715,Flamvell Firedog,Flamvell Firedog,https://tcgplayer-cdn.tcgplayer.com/product/67715_200w.jpg,2,590,https://cpt.tcgcsv.com/k6z,2014-07-15T13:03:54.143,1,,0.13,0.31,1.5,0.21,,1st Edition,SDOK-EN009,Common,FIRE,Beast,Effect Monster,1900,200,"When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can Special Summon 1 FIRE monster with 200 or less DEF from your Deck, except ""Flamvell Firedog""."
