productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extLinkRating,extLinkArrows
174808,2018 Mega-Tins Mega Pack,2018 Mega Tins Mega Pack,https://tcgplayer-cdn.tcgplayer.com/product/174808_200w.jpg,2,2317,https://cpt.tcgcsv.com/bXp2,2022-09-19T13:11:27.857,1,"The set contains cards, made up of a year's worth of Booster Packs from the sets ""Maximum Crisis"", ""Code of the Duelist"", ""Circuit Break"", and ""Extreme Force"".
<br>
Cards reprinted from ""Maximum Crisis"" have been updated to match the new card layout.",6.0,7.5,8.3,7.99,,Normal,,,,,,,,,
174809,Supreme King Z-ARC,Supreme King Z ARC,https://tcgplayer-cdn.tcgplayer.com/product/174809_200w.jpg,2,2317,https://cpt.tcgcsv.com/cXp2,2018-09-04T14:46:37.923,1,"<b>Pendulum Effect :</b> Fusion, Synchro, and Xyz Monsters your opponent controls cannot activate their effects. Once per turn, when your opponent adds a card(s) from their Deck to their hand (except during the Draw Phase or the Damage Step): You can destroy that card(s).
<br><b>Monster Effect :</b> 4 Dragon-Type monsters (1 Fusion, 1 Synchro, 1 Xyz, and 1 Pendulum)<br>
Must be Fusion Summoned and cannot be Special Summoned by other ways. If this card is Special Summoned: Destroy all cards your opponent controls. Cannot be destroyed by your opponent's card effects. Your opponent cannot target this card with card effects. When this card destroys an opponent's monster by battle: You can Special Summon 1 ""Supreme King Dragon"" monster from your Deck or Extra Deck. If this card in the Monster Zone is destroyed by battle or card effect: You can place this card in your Pendulum Zone.",0.64,2.68,19.99,1.5,9.53,1st Edition,MP18-EN011,Secret Rare,DARK,Dragon,Fusion/Pendulum/Effect Monster,4000,4000,,
174810,Ultra Polymerization,Ultra Polymerization,https://tcgplayer-cdn.tcgplayer.com/product/174810_200w.jpg,2,2317,https://cpt.tcgcsv.com/dXp2,2018-09-04T14:46:59.53,1,"Pay 2000 LP; Fusion Summon 1 Fusion Monster from your Extra Deck, using 2 monsters you control as Fusion Materials. Neither player can activate cards or effects in response to this card's activation. You can banish this card from your GY, then target 1 Fusion Monster that was Fusion Summoned with this card's effect; Special Summon all the Fusion Materials used for its Fusion Summon from your GY, but change their ATK and DEF to 0, also they have their effects negated.",0.39,0.72,5.97,0.6,0.58,1st Edition,MP18-EN014,Secret Rare,SPELL,,Normal Spell,,,,
174811,Dragonic Diagram,Dragonic Diagram,https://tcgplayer-cdn.tcgplayer.com/product/174811_200w.jpg,2,2317,https://cpt.tcgcsv.com/fXp2,2023-08-23T19:19:03.31,1,"All ""True Draco"" and ""True King"" monsters on the field gain 300 ATK and DEF. The first time each Tribute Summoned ""True Draco"" or ""True King"" monster would be destroyed by battle each turn, it is not destroyed. Once per turn: You can destroy 1 other card you control or in your hand, and if you do, add 1 ""True Draco"" or ""True King"" card from your Deck to your hand.",0.5,3.45,25.0,2.06,18.68,1st Edition,MP18-EN015,Secret Rare,SPELL,,Field Spell,,,,
174812,"Lumina, Twilightsworn Shaman",Lumina Twilightsworn Shaman,https://tcgplayer-cdn.tcgplayer.com/product/174812_200w.jpg,2,2317,https://cpt.tcgcsv.com/gXp2,2018-09-04T14:58:56.527,1,"Once per turn: You can banish 1 ""Lightsworn"" monster from your hand or GY, then target 1 of your banished ""Lightsworn"" monsters, except ""Lumina, Twilightsworn Shaman""; Special Summon it. Once per turn, if your other ""Lightsworn"" monster's effect is activated: Send the top 3 cards of your Deck to the GY.",0.2,0.75,6.98,0.53,0.36,1st Edition,MP18-EN052,Secret Rare,DARK,Spellcaster,Effect Monster,1000,1000,,
174813,Rescue Ferret,Rescue Ferret,https://tcgplayer-cdn.tcgplayer.com/product/174813_200w.jpg,2,2317,https://cpt.tcgcsv.com/hXp2,2024-07-26T14:51:56.173,1,"You can shuffle this card you control into the Deck; Special Summon monster(s) from your Deck, except ""Rescue Ferret"", whose total Levels equal 6, to your zone(s) a Link Monster(s) points to, but those Summoned monsters have their effects negated, also destroy them during the End Phase. You can only use this effect of ""Rescue Ferret"" once per turn.",0.15,0.71,4.99,0.53,1.0,1st Edition,MP18-EN054,Secret Rare,EARTH,,Effect Monster,300,100,,
174814,Firewall Dragon,Firewall Dragon,https://tcgplayer-cdn.tcgplayer.com/product/174814_200w.jpg,2,2317,https://cpt.tcgcsv.com/jXp2,2024-08-21T14:53:42.66,1,"2+ monsters
<br>Once while face-up on the field (Quick Effect): You can target monsters on the field and/or GY up to the number of monsters co-linked to this card; return them to the hand. If a monster this card points to is destroyed by battle or sent to the GY: You can Special Summon 1 monster from your hand.",2.99,4.29,21.0,3.93,4.0,1st Edition,MP18-EN062,Secret Rare,LIGHT,Cyberse,Link/Effect Monster,2500,,4,Left;Bottom;Top;Right
174815,Topologic Bomber Dragon,Topologic Bomber Dragon,https://tcgplayer-cdn.tcgplayer.com/product/174815_200w.jpg,2,2317,https://cpt.tcgcsv.com/kXp2,2023-05-31T11:39:03.207,1,"2+ Effect Monsters
<br>If another monster is Special Summoned to a zone a Link Monster points to, while this monster is on the field: Destroy all monsters in the Main Monster Zones, also your other monsters cannot attack for the rest of this turn. After damage calculation, if this card attacked an opponent's monster: Inflict damage to your opponent equal to that monster's original ATK.",0.95,2.33,15.0,2.26,1.67,1st Edition,MP18-EN065,Secret Rare,DARK,Cyberse,Link/Effect Monster,3000,,,
174816,Ningirsu the World Chalice Warrior,Ningirsu the World Chalice Warrior,https://tcgplayer-cdn.tcgplayer.com/product/174816_200w.jpg,2,2317,https://cpt.tcgcsv.com/lXp2,2024-09-07T14:29:05.213,1,"2+ Link Monsters
<br>If this card is Link Summoned: Draw cards equal to the number of ""World Chalice"" monsters this card points to. You can only use this effect of ""Ningirsu the World Chalice Warrior"" once per turn. Once per turn: You can send 1 card from each player's field to the GYs. If this card is sent from the field to the GY: You can Special Summon 1 ""World Chalice"" monster from your hand.",0.23,0.5,5.95,0.33,0.49,1st Edition,MP18-EN068,Secret Rare,EARTH,Warrior,Link/Effect Monster,2500,,,
174817,Vendread Reorigin,Vendread Reorigin,https://tcgplayer-cdn.tcgplayer.com/product/174817_200w.jpg,2,2317,https://cpt.tcgcsv.com/mXp2,2024-07-26T14:51:56.203,1,"Target 1 face-up monster your opponent controls that has a Level; Tribute it, and if you do, Special Summon 1 ""Vendread Token"" (Zombie/DARK/ATK 0/DEF 0) with a Level equal to the Tributed monster's original Level. While the Token Special Summoned by this effect is on the field, you cannot Normal or Special Summon monsters, except ""Vendread"" monsters.",0.2,0.49,4.98,0.43,0.33,1st Edition,MP18-EN090,Secret Rare,TRAP,,Normal Trap,,,,
