productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extCardType,extDescription,extMonsterType,extAttack,extDefense
131411,Duelist Pack: Dimensional Guardians Booster Box,Duelist Pack Dimensional Guardians Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/131411_200w.jpg,2,1931,https://cpt.tcgcsv.com/fB32,2017-05-23T17:43:31.447,1,48.0,57.0,84.59,48.5,,Normal,,,,,,,,
131412,Duelist Pack: Dimensional Guardians Booster Pack,Duelist Pack Dimensional Guardians Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/131412_200w.jpg,2,1931,https://cpt.tcgcsv.com/gB32,2017-05-23T17:43:54.703,1,3.96,4.77,10.0,,,Normal,,,,,,,,
131741,Spiral Flame Strike,Spiral Flame Strike,https://tcgplayer-cdn.tcgplayer.com/product/131741_200w.jpg,2,1931,https://cpt.tcgcsv.com/RJ32,2017-07-05T15:21:24.553,1,1.0,1.84,9.99,1.49,,1st Edition,DPDG-EN001,Ultra Rare,SPELL,Normal Spell,"Activate 1 of these effects;<br>
<b>-</b> If you control an ""Odd-Eyes"" card: Target 1 card on the field; destroy it.<br>
<b>-</b> Add to your hand, 1 Level 7 ""Odd-Eyes"" monster from your Deck, or 1 face-up Level 7 ""Odd-Eyes"" Pendulum Monster from your Extra Deck.",,,
131742,Performapal Ballad,Performapal Ballad,https://tcgplayer-cdn.tcgplayer.com/product/131742_200w.jpg,2,1931,https://cpt.tcgcsv.com/SJ32,2024-07-26T17:53:14.963,1,0.01,0.39,1.99,0.28,0.1,1st Edition,DPDG-EN002,Super Rare,EARTH,Pendulum/Effect Monster,"<b>Pendulum Effect: </b>Once per turn, at the start of the Damage Step, when your ""Performapal"" monster battles an opponent's face-up monster: You can make that opponent's monster lose 600 ATK (even if this card leaves the field).<br>
<b>Monster Effect: </b>If your ""Performapal"" monster attacked, after damage calculation: You can target 1 face-up monster your opponent controls; that target loses ATK equal to the ATK of that ""Performapal"" monster.",Plant,500,1100
131743,Performapal Barracuda,Performapal Barracuda,https://tcgplayer-cdn.tcgplayer.com/product/131743_200w.jpg,2,1931,https://cpt.tcgcsv.com/TJ32,2024-07-26T17:53:15.04,1,0.15,0.38,1.99,0.29,,1st Edition,DPDG-EN003,Super Rare,EARTH,Pendulum/Effect Monster,"<b>Pendulum Effect: </b>Once per turn, if your ""Performapal"" monster battles an opponent's monster, before damage calculation: You can make that opponent's monster lose ATK equal to the difference between its original ATK and current ATK (even if this card leaves the field).<br>
<b>Monster Effect: </b>During either player's turn: You can target 1 ""Performapal"" monster whose current ATK is different from its original ATK; it gains ATK equal to the difference until the end of this turn. You can only use this effect of ""Performapal Barracuda"" once per turn.",Plant,500,1100
131744,Speedroid Dominobutterfly,Speedroid Dominobutterfly,https://tcgplayer-cdn.tcgplayer.com/product/131744_200w.jpg,2,1931,https://cpt.tcgcsv.com/VJ32,2021-08-12T13:02:22.04,1,4.0,5.19,14.0,5.11,,1st Edition,DPDG-EN004,Ultra Rare,WIND,Pendulum/Tuner/Effect Monster,"<b>Pendulum Effect: </b>You cannot Pendulum Summon monsters, except WIND monsters. This effect cannot be negated. You can discard 1 WIND monster, then target 1 of your banished WIND monsters; add it to your hand. You can only use this effect of ""Speedroid Dominobutterfly"" once per turn.<br>
<b>Monster Effect: </b>Cannot be used as a Synchro Material, except for the Synchro Summon of a WIND Dragon or Machine-Type Synchro Monster. If this card, Special Summoned from the Extra Deck, is used as a Material for a Synchro Summon, banish it.",Machine,100,300
131745,Pendulum Fusion,Pendulum Fusion,https://tcgplayer-cdn.tcgplayer.com/product/131745_200w.jpg,2,1931,https://cpt.tcgcsv.com/WJ32,2017-07-05T15:18:14.88,1,0.16,0.7,7.49,0.37,,1st Edition,DPDG-EN005,Super Rare,SPELL,Normal Spell,"Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters you control as Fusion Materials. If you have 2 cards in your Pendulum Zones, you can also use cards in your Pendulum Zones as Fusion Material(s). You can only activate 1 ""Pendulum Fusion"" per turn.",,,
131746,Frightfur Daredevil,Frightfur Daredevil,https://tcgplayer-cdn.tcgplayer.com/product/131746_200w.jpg,2,1931,https://cpt.tcgcsv.com/XJ32,2022-07-14T06:18:59.883,1,8.79,10.0,19.99,9.82,,1st Edition,DPDG-EN006,Super Rare,DARK,Fusion/Effect Monster,"1 ""Edge Imp"" monster + 1 ""Fluffal"" monster<br>
When this card destroys an opponent's monster by battle: You can inflict 1000 damage to your opponent. If this face-up card is destroyed by battle, or leaves the field because of an opponent's card effect while its owner controls it: You can inflict 500 damage to your opponent for each ""Frightfur"" monster in your Graveyard. You can only use this effect of ""Frightfur Daredevil"" once per turn.",Fiend,3000,2200
131747,Frightfur Reborn,Frightfur Reborn,https://tcgplayer-cdn.tcgplayer.com/product/131747_200w.jpg,2,1931,https://cpt.tcgcsv.com/ZJ32,2017-07-05T15:12:38.397,1,5.28,6.0,39.99,5.3,,1st Edition,DPDG-EN007,Ultra Rare,SPELL,Normal Spell,"Target 1 ""Frightfur"" monster in your Graveyard; Special Summon it. During your Main Phase, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 of your banished ""Fluffal"" or ""Frightfur"" monsters; return it to the Graveyard.",,,
131748,Raidraptor Replica,Raidraptor Replica,https://tcgplayer-cdn.tcgplayer.com/product/131748_200w.jpg,2,1931,https://cpt.tcgcsv.com/-J32,2017-07-05T15:19:12.24,1,1.0,1.97,5.0,1.55,,1st Edition,DPDG-EN008,Ultra Rare,TRAP,Normal Trap,"Target 1 ""Raidraptor"" monster you control; Special Summon 1 monster with the same name from your Deck, and if you do, as long as you control the face-up Special Summoned monster, monsters your opponent controls cannot target the targeted monster for attacks, also your opponent cannot target the targeted monster with card effects.",,,
