productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extMonsterType
68106,Abyss-scale of the Mizuchi,Abyss scale of the Mizuchi,https://tcgplayer-cdn.tcgplayer.com/product/68106_200w.jpg,2,1112,https://cpt.tcgcsv.com/8gz,2013-05-20T19:28:53.283,1,LTGY-EN064,Common,SPELL,Normal Spell,0,0,"Equip only to a ""Mermail"" monster. It gains 800 ATK. When a Spell effect that was activated on your opponent's side of the field resolves, negate that effect, then send this card to the Graveyard.",0.15,0.47,1.35,0.32,,Unlimited,
68106,Abyss-scale of the Mizuchi,Abyss scale of the Mizuchi,https://tcgplayer-cdn.tcgplayer.com/product/68106_200w.jpg,2,1112,https://cpt.tcgcsv.com/8gz,2013-05-20T19:28:53.283,1,LTGY-EN064,Common,SPELL,Normal Spell,0,0,"Equip only to a ""Mermail"" monster. It gains 800 ATK. When a Spell effect that was activated on your opponent's side of the field resolves, negate that effect, then send this card to the Graveyard.",0.2,0.45,1.55,0.45,,1st Edition,
68107,Aerial Recharge,Aerial Recharge,https://tcgplayer-cdn.tcgplayer.com/product/68107_200w.jpg,2,1112,https://cpt.tcgcsv.com/9gz,2013-05-20T19:28:53.283,1,LTGY-EN073,Common,TRAP,Normal Trap,0,0,"Once per turn: You can Special Summon 1 ""Mecha Phantom Beast Token"" (Machine-Type/WIND/Level 3/ATK 0/DEF 0). During each player#s End Phase, Tribute 1 Token or ""Mecha Phantom Beast"" monster, or send this card to the Graveyard.",0.05,0.24,20.0,0.16,,Unlimited,
68107,Aerial Recharge,Aerial Recharge,https://tcgplayer-cdn.tcgplayer.com/product/68107_200w.jpg,2,1112,https://cpt.tcgcsv.com/9gz,2013-05-20T19:28:53.283,1,LTGY-EN073,Common,TRAP,Normal Trap,0,0,"Once per turn: You can Special Summon 1 ""Mecha Phantom Beast Token"" (Machine-Type/WIND/Level 3/ATK 0/DEF 0). During each player#s End Phase, Tribute 1 Token or ""Mecha Phantom Beast"" monster, or send this card to the Graveyard.",0.09,0.25,1.42,0.18,,1st Edition,
68108,Altitude Knight,Altitude Knight,https://tcgplayer-cdn.tcgplayer.com/product/68108_200w.jpg,2,1112,https://cpt.tcgcsv.com/bgz,2013-05-20T19:28:53.283,1,LTGY-EN036,Rare,WIND,Effect Monster,1400,1200,"Once per turn, when another monster on the field returns to the hand or Main Deck: Send 1 WIN monster from your Deck to the Graveyard.",0.02,0.25,3.0,0.28,,Unlimited,Warrior
68108,Altitude Knight,Altitude Knight,https://tcgplayer-cdn.tcgplayer.com/product/68108_200w.jpg,2,1112,https://cpt.tcgcsv.com/bgz,2013-05-20T19:28:53.283,1,LTGY-EN036,Rare,WIND,Effect Monster,1400,1200,"Once per turn, when another monster on the field returns to the hand or Main Deck: Send 1 WIN monster from your Deck to the Graveyard.",0.03,0.23,1.36,0.1,,1st Edition,Warrior
68109,Aurora Wing,Aurora Wing,https://tcgplayer-cdn.tcgplayer.com/product/68109_200w.jpg,2,1112,https://cpt.tcgcsv.com/cgz,2013-05-20T19:28:53.283,1,LTGY-EN013,Common,WATER,Effect Monster,1200,1600,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon this card in face-up Attack Position. You can only use the effect of ""Aurora Wing"" once per turn.",0.07,0.22,1.49,0.18,,Unlimited,Winged Beast
68109,Aurora Wing,Aurora Wing,https://tcgplayer-cdn.tcgplayer.com/product/68109_200w.jpg,2,1112,https://cpt.tcgcsv.com/cgz,2013-05-20T19:28:53.283,1,LTGY-EN013,Common,WATER,Effect Monster,1200,1600,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon this card in face-up Attack Position. You can only use the effect of ""Aurora Wing"" once per turn.",0.09,0.22,1.49,0.16,,1st Edition,Winged Beast
68110,Bachibachibachi,Bachibachibachi,https://tcgplayer-cdn.tcgplayer.com/product/68110_200w.jpg,2,1112,https://cpt.tcgcsv.com/dgz,2013-05-20T19:28:53.283,1,LTGY-EN001,Common,LIGHT,Effect Monster,800,800,"An Xyz Monster that was Summoned using this card on the field as Xyz Material gains this effect. // * If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent.",0.01,0.24,1.39,0.28,,Unlimited,Insect
68110,Bachibachibachi,Bachibachibachi,https://tcgplayer-cdn.tcgplayer.com/product/68110_200w.jpg,2,1112,https://cpt.tcgcsv.com/dgz,2013-05-20T19:28:53.283,1,LTGY-EN001,Common,LIGHT,Effect Monster,800,800,"An Xyz Monster that was Summoned using this card on the field as Xyz Material gains this effect. // * If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent.",0.05,0.22,1.42,0.17,,1st Edition,Insect
