productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extLinkRating,extLinkArrows
251593,Number 39: Utopia (UTR),Number 39 Utopia UTR,https://tcgplayer-cdn.tcgplayer.com/product/251593_200w.jpg,2,2934,https://cpt.tcgcsv.com/TF03,2023-08-04T15:21:06.49,1,OP17-EN001,Ultimate Rare,LIGHT,Warrior,Xyz/Effect Monster,2500,2000,"2 Level 4 monsters
<br>When a monster declares an attack: You can detach 1 material from this card; negate the attack. If this card is targeted for an attack, while it has no material: Destroy this card.",8.99,13.44,999.0,10.61,,Unlimited,,
251594,Infinite Impermanence (UTR),Infinite Impermanence UTR,https://tcgplayer-cdn.tcgplayer.com/product/251594_200w.jpg,2,2934,https://cpt.tcgcsv.com/VF03,2023-08-04T15:20:53.6,1,OP17-EN002,Ultimate Rare,TRAP,,Normal Trap,,,"Target 1 face-up monster your opponent controls; negate its effects (until the end of this turn), then, if this card was Set before activation and is on the field at resolution, for the rest of this turn all other Spell/Trap effects in this column are negated. If you control no cards, you can activate this card from your hand.",68.0,92.67,199.99,91.12,,Unlimited,,
251595,Black Luster Soldier - Soldier of Chaos (UTR),Black Luster Soldier Soldier of Chaos UTR,https://tcgplayer-cdn.tcgplayer.com/product/251595_200w.jpg,2,2934,https://cpt.tcgcsv.com/WF03,2023-08-04T15:20:44.383,1,OP17-EN003,Ultimate Rare,EARTH,Warrior,Link/Effect Monster,3000,,"3 monsters with different names
<br>If this card was Link Summoned using a Level 7 or higher monster(s) as material, your opponent cannot target it with card effects, also it cannot be destroyed by your opponent's card effects. When this card destroys an opponent's monster by battle: You can activate 1 of these effects;
<br>• This card gains 1500 ATK.
<br>• This card can make a second attack during the Battle Phase of your next turn.
<br>• Banish 1 card on the field.",16.0,46.71,149.99,15.95,19.45,Unlimited,3,Bottom-Right;Bottom-Left;Top
251596,Power Bond,Power Bond,https://tcgplayer-cdn.tcgplayer.com/product/251596_200w.jpg,2,2934,https://cpt.tcgcsv.com/XF03,2022-05-06T21:21:32.63,1,OP17-EN004,Super Rare,SPELL,,Normal Spell,,,"Fusion Summon 1 Machine Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material, and it gains ATK equal to its original ATK. During the End Phase of the turn this card is activated, you take damage equal to the amount of ATK gained from this effect at the time of the Summon.",0.49,0.99,5.0,0.74,,Unlimited,,
251597,The Great Emperor Penguin,The Great Emperor Penguin,https://tcgplayer-cdn.tcgplayer.com/product/251597_200w.jpg,2,2934,https://cpt.tcgcsv.com/ZF03,2022-05-06T21:21:33.477,1,OP17-EN005,Super Rare,WATER,Aqua,Effect Monster,1800,1500,"You can Tribute this card; Special Summon up to 2 ""Penguin"" monsters from your Deck, except ""The Great Emperor Penguin"".",0.25,0.87,5.99,0.57,,Unlimited,,
251598,Cyber Dragon Nova,Cyber Dragon Nova,https://tcgplayer-cdn.tcgplayer.com/product/251598_200w.jpg,2,2934,https://cpt.tcgcsv.com/-F03,2022-05-06T21:21:34.293,1,OP17-EN006,Super Rare,LIGHT,Machine,Xyz/Effect Monster,2100,1600,"2 Level 5 Machine monsters
<br>Once per turn: You can detach 1 material from this card, then target 1 ""Cyber Dragon"" in your GY; Special Summon that target. Once per turn (Quick Effect): You can banish 1 ""Cyber Dragon"" from your hand or face-up from your Monster Zone; this card gains 2100 ATK until the end of this turn. If this card in your possession is sent to your GY by your opponent's card effect: You can Special Summon 1 Machine Fusion Monster from your Extra Deck.",1.9,4.0,19.99,3.45,9.62,Unlimited,,
251599,Resonance Insect,Resonance Insect,https://tcgplayer-cdn.tcgplayer.com/product/251599_200w.jpg,2,2934,https://cpt.tcgcsv.com/_F03,2022-05-06T21:21:35.21,1,OP17-EN007,Super Rare,EARTH,Insect,Effect Monster,1000,700,"If this card is sent from the field to the GY: You can add 1 Level 5 or higher Insect-Type monster from your Deck to your hand. If this card is banished: You can send 1 Insect-Type monster from your Deck to the GY, except ""Resonance Insect"".",0.04,0.65,25.0,0.47,,Unlimited,,
251600,Flawless Perfection of the Tenyi,Flawless Perfection of the Tenyi,https://tcgplayer-cdn.tcgplayer.com/product/251600_200w.jpg,2,2934,https://cpt.tcgcsv.com/0G03,2022-05-06T21:21:35.973,1,OP17-EN008,Super Rare,SPELL,,Field Spell,,,"All non-Effect Monsters on the field are unaffected by monster effects. Once per turn, if your opponent Special Summons an Effect Monster(s), while you control a face-down monster or non-Effect Monster (except during the Damage Step): You can draw 2 cards.",0.47,1.21,9.99,0.77,,Unlimited,,
251601,Vessel for the Dragon Cycle,Vessel for the Dragon Cycle,https://tcgplayer-cdn.tcgplayer.com/product/251601_200w.jpg,2,2934,https://cpt.tcgcsv.com/2G03,2025-01-26T13:15:18.797,1,OP17-EN009,Super Rare,SPELL,,Normal Spell,,,"Send 1 Wyrm monster from your Deck to the GY, then, if you control a face-up non-Effect Monster, you can add from your Deck to your hand 1 ""Tenyi"" monster with a different name from the monster sent to the GY. You can only activate 1 ""Vessel for the Dragon Cycle"" per turn.",0.67,1.93,10.0,1.19,,Unlimited,,
251602,Penguin Brave,Penguin Brave,https://tcgplayer-cdn.tcgplayer.com/product/251602_200w.jpg,2,2934,https://cpt.tcgcsv.com/3G03,2022-05-06T21:21:37.83,1,OP17-EN010,Super Rare,WATER,Aqua,Synchro/Effect Monster,2400,1200,"1 Tuner + 1+ non-Tuner monsters
<br>Your opponent cannot target face-down Defense Position monsters you control with card effects. You can only use each of the following effects of ""Penguin Brave"" once per turn. If this card is Synchro Summoned: You can Special Summon 1 ""Penguin"" monster from your Deck in face-down Defense Position. When your opponent activates a monster effect (Quick Effect): You can flip 1 face-down Defense Position WATER monster you control face-up.",0.19,0.5,4.99,0.36,,Unlimited,,
251603,Scrap Raptor,Scrap Raptor,https://tcgplayer-cdn.tcgplayer.com/product/251603_200w.jpg,2,2934,https://cpt.tcgcsv.com/5G03,2022-05-06T21:21:38.707,1,OP17-EN011,Super Rare,EARTH,Dinosaur,Tuner/Effect Monster,1400,1000,"You can target 1 monster you control; destroy it, also, during your Main Phase this turn, you can Normal Summon 1 ""Scrap"" monster in addition to your Normal Summon/Set. If this card is destroyed by the effect of a ""Scrap"" card and sent to your GY: You can add 1 ""Scrap Factory"" or 1 non-Tuner ""Scrap"" monster from your Deck to your hand. You can only use each effect of ""Scrap Raptor"" once per turn.",0.17,0.5,14.99,0.32,,Unlimited,,
251604,Basal Rose Shoot,Basal Rose Shoot,https://tcgplayer-cdn.tcgplayer.com/product/251604_200w.jpg,2,2934,https://cpt.tcgcsv.com/6G03,2022-05-06T21:21:39.55,1,OP17-EN012,Super Rare,SPELL,,Quick-Play Spell,,,"Special Summon 1 ""Rose Dragon"" monster from your hand or GY in Defense Position. If this Set card is destroyed: You can target 1 of your ""Black Rose Dragon"" or 1 monster that specifically lists that card in its text, that is banished or in your GY; Special Summon it. You can only use each effect of ""Basal Rose Shoot"" once per turn.",4.51,4.92,5.0,3.29,,Unlimited,,
251605,Penguin Soldier,Penguin Soldier,https://tcgplayer-cdn.tcgplayer.com/product/251605_200w.jpg,2,2934,https://cpt.tcgcsv.com/7G03,2022-05-06T21:21:40.423,1,OP17-EN013,Common,WATER,Aqua,Effect Monster,750,500,FLIP: You can target up to 2 monsters on the field; return those targets to the hand.,0.2,0.36,2.35,0.35,,Unlimited,,
251606,Outstanding Dog Marron,Outstanding Dog Marron,https://tcgplayer-cdn.tcgplayer.com/product/251606_200w.jpg,2,2934,https://cpt.tcgcsv.com/8G03,2022-05-06T21:21:41.207,1,OP17-EN014,Common,LIGHT,Beast,Effect Monster,100,100,"When this card is sent to your GY, add it to your Deck and shuffle it.",0.04,0.25,2.32,0.1,,Unlimited,,
251607,Junk Synchron,Junk Synchron,https://tcgplayer-cdn.tcgplayer.com/product/251607_200w.jpg,2,2934,https://cpt.tcgcsv.com/9G03,2022-05-06T21:21:42.113,1,OP17-EN015,Common,DARK,Warrior,Tuner/Effect Monster,1300,500,"When this card is Normal Summoned: You can target 1 Level 2 or lower monster in your GY; Special Summon that target in Defense Position, but it has its effects negated.",0.42,0.74,2.99,0.58,,Unlimited,,
251608,Dark Simorgh,Dark Simorgh,https://tcgplayer-cdn.tcgplayer.com/product/251608_200w.jpg,2,2934,https://cpt.tcgcsv.com/bG03,2022-05-06T21:21:42.953,1,OP17-EN016,Common,DARK,Winged Beast,Effect Monster,2700,1000,"While face-up on the field, this card is also WIND-Attribute. You can banish 1 DARK monster and 1 WIND monster from your GY; Special Summon this card from your hand. You can banish 1 DARK monster and 1 WIND monster from your hand; Special Summon this card from your GY. Your opponent cannot Set any cards on the field.",0.6,0.95,2.29,0.83,,Unlimited,,
251609,T.G. Wonder Magician,TG Wonder Magician,https://tcgplayer-cdn.tcgplayer.com/product/251609_200w.jpg,2,2934,https://cpt.tcgcsv.com/cG03,2022-05-06T21:21:43.85,1,OP17-EN017,Common,LIGHT,Spellcaster,Synchro/Tuner/Effect Monster,1900,0,"1 Tuner + 1+ non-Tuner ""T.G."" monsters
<br>If this card is Synchro Summoned: Target 1 Spell/Trap on the field; destroy that target. If this card on the field is destroyed: Draw 1 card. Once per Chain, during your opponent's Main Phase, you can (Quick Effect): Immediately after this effect resolves, Synchro Summon using this card you control.",0.06,0.36,4.99,0.16,,Unlimited,,
251610,Utopian Aura,Utopian Aura,https://tcgplayer-cdn.tcgplayer.com/product/251610_200w.jpg,2,2934,https://cpt.tcgcsv.com/dG03,2022-05-06T21:21:44.61,1,OP17-EN018,Common,TRAP,,Normal Trap,,,Detach 1 Xyz Material from a monster you control; the face-up Xyz Monsters you currently control cannot be destroyed by card effects until the End Phase.,0.04,0.24,1.49,0.13,,Unlimited,,
251611,Inzektor Dragonfly,Inzektor Dragonfly,https://tcgplayer-cdn.tcgplayer.com/product/251611_200w.jpg,2,2934,https://cpt.tcgcsv.com/fG03,2022-05-06T21:21:45.44,1,OP17-EN019,Common,DARK,Insect,Effect Monster,1000,1800,"Once per turn: You can equip 1 ""Inzektor"" monster from your hand or GY to this card. If an Equip Card(s) is sent to your GY while equipped to this card (except during the Damage Step): You can Special Summon 1 ""Inzektor"" monster from your Deck, except ""Inzektor Dragonfly"". While this card is equipped to a monster, that monster's Level is increased by 3.",0.04,0.25,2.32,0.11,,Unlimited,,
251612,Number C39: Utopia Ray V,Number C39 Utopia Ray V,https://tcgplayer-cdn.tcgplayer.com/product/251612_200w.jpg,2,2934,https://cpt.tcgcsv.com/gG03,2022-05-06T21:21:46.28,1,OP17-EN020,Common,LIGHT,Warior,Xyz/Effect Monster,2600,2000,"3 Level 5 monsters
<br>When this card in its owner's possession is destroyed by an opponent's card (either by battle or by card effect): You can target 1 Xyz Monster in your GY; return that target to the Extra Deck. If this card has a ""Utopia"" monster as an Xyz Material, it gains this effect.
<br>• Once per turn: You can detach 1 Xyz Material from this card, then target 1 monster your opponent controls; destroy that monster, and if you do, inflict damage to your opponent equal to the destroyed monster's ATK on the field.",0.1,0.31,1.2,0.23,,Unlimited,,
251613,Shaman of the Tenyi,Shaman of the Tenyi,https://tcgplayer-cdn.tcgplayer.com/product/251613_200w.jpg,2,2934,https://cpt.tcgcsv.com/hG03,2024-04-16T18:29:00.41,1,OP17-EN024,Common,FIRE,Wyrm,Link/Effect Monster,1600,,"2 Wyrm monsters
<br>You can discard 1 card, then target 1 Wyrm monster in your GY; Special Summon it, also, for the rest of this turn, you cannot activate the effects of monsters Special Summoned from the Extra Deck, except ""Tenyi"" monsters. When an attack is declared involving your face-up non-Effect Monster: You can target 1 card your opponent controls; destroy it. You can only use each effect of ""Shaman of the Tenyi"" once per turn.",0.44,1.25,4.99,1.2,,Unlimited,2,Bottom-Right;Bottom-Left
251614,Tenyi Spirit - Sahasrara,Tenyi Spirit Sahasrara,https://tcgplayer-cdn.tcgplayer.com/product/251614_200w.jpg,2,2934,https://cpt.tcgcsv.com/jG03,2022-05-06T21:21:54.407,1,OP17-EN025,Common,LIGHT,Wyrm,Link/Effect Monster,3000,,"2+ Wyrm monsters
<br>While you control a face-up non-Effect Monster, monsters your opponent controls cannot target Effect Monsters for attacks, also your opponent cannot target Effect Monsters on the field with card effects. (Quick Effect): You can target 1 Effect Monster your opponent controls; Special Summon 1 ""Tenyi Spirit Token"" (Wyrm/LIGHT/Level 4/ATK ?/DEF 0). This Token's ATK becomes that targeted monster's original ATK. You can only use this effect of ""Tenyi Spirit - Sahasrara"" once per turn.",0.74,0.97,3.01,0.73,,Unlimited,4,Bottom-Right;Bottom;Top-Right;Top
251615,Ice Barrier Token,Ice Barrier Token,https://tcgplayer-cdn.tcgplayer.com/product/251615_200w.jpg,2,2934,https://cpt.tcgcsv.com/kG03,2022-05-06T21:21:55.41,1,OP17-EN026,Super Rare,WATER,Aqua,Token,0,0,"This card can be used as a ""Ice Barrier Token"".
<br>
<br>*If used for another Token, apply that Token's Type/Attribute/Level/ATK/DEF.",1.15,2.18,11.75,1.75,,Unlimited,,
251616,SZW - Fenrir Sword,SZW Fenrir Sword,https://tcgplayer-cdn.tcgplayer.com/product/251616_200w.jpg,2,2934,https://cpt.tcgcsv.com/lG03,2022-05-06T21:21:47.14,1,OP17-EN021,Common,LIGHT,Beast,Effect Monster,1800,1100,"When this card is Normal Summoned: You can target 1 ""ZW -"" monster you control that is an Equip Card; Special Summon that target in Defense Position. You can target 1 ""Utopia"" monster you control; equip this card from your hand to that target. When the equipped monster destroys an opponent's monster by battle and sends it to the GY: You can target 1 ""ZW -"" monster in your GY; add that target to your hand.",0.05,0.25,2.32,0.09,,Unlimited,,
251617,"Yazi, Evil of the Yang Zing",Yazi Evil of the Yang Zing,https://tcgplayer-cdn.tcgplayer.com/product/251617_200w.jpg,2,2934,https://cpt.tcgcsv.com/mG03,2022-05-06T21:21:48.017,1,OP17-EN022,Common,DARK,Wyrm,Synchro/Effect Monster,2600,2100,"1 Tuner + 1 or more non-Tuner monsters
<br>Cannot be targeted by an opponent's card effects. You can only use each of these effects of ""Yazi, Evil of the Yang Zing"" once per turn.
<br>• You can target 1 ""Yang Zing"" monster you control and 1 card your opponent controls; destroy them.
<br>• When this card you control is destroyed by battle or card effect and sent to your Graveyard: You can Special Summon 1 Wyrm-Type monster from your Deck in Defense Position.",0.01,0.35,6.0,0.24,0.25,Unlimited,,
251618,Painful Decision,Painful Decision,https://tcgplayer-cdn.tcgplayer.com/product/251618_200w.jpg,2,2934,https://cpt.tcgcsv.com/nG03,2023-06-28T10:50:19.057,1,OP17-EN023,Common,SPELL,,Normal Spell,,,"Send 1 Level 4 or lower Normal Monster from your Deck to the GY, and if you do, add 1 card with the same name as that card from your Deck to your hand. You can only activate 1 ""Painful Decision"" per turn.",0.29,0.66,4.99,0.61,1.45,Unlimited,,
