productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extCardType,extDescription,extMonsterType,extAttack,extDefense
130610,Maximum Crisis Booster Box,Maximum Crisis Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/130610_200w.jpg,2,1922,https://cpt.tcgcsv.com/dg32,2018-05-16T18:04:28.373,1,60.0,95.49,249.95,,,Normal,,,,,,,,
130611,Maximum Crisis Booster Pack,Maximum Crisis Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/130611_200w.jpg,2,1922,https://cpt.tcgcsv.com/fg32,2021-10-25T12:28:12.367,1,4.96,5.99,15.0,,,Normal,,,,,,,,
131117,Pendulum Switch,Pendulum Switch,https://tcgplayer-cdn.tcgplayer.com/product/131117_200w.jpg,2,1922,https://cpt.tcgcsv.com/ms32,2024-08-12T20:06:15.427,1,0.04,0.22,1.08,0.09,,Unlimited,MACR-EN000,Rare,TRAP,Continuous Trap,"You can target 1 card in your Pendulum Zone; Special Summon it. You can target 1 Pendulum Monster in your Monster Zone; place it in your Pendulum Zone. You can only use 1 ""Pendulum Switch"" effect per turn, and only once that turn.",,,
131117,Pendulum Switch,Pendulum Switch,https://tcgplayer-cdn.tcgplayer.com/product/131117_200w.jpg,2,1922,https://cpt.tcgcsv.com/ms32,2024-08-12T20:06:15.427,1,0.01,0.25,1.35,0.74,,1st Edition,MACR-EN000,Rare,TRAP,Continuous Trap,"You can target 1 card in your Pendulum Zone; Special Summon it. You can target 1 Pendulum Monster in your Monster Zone; place it in your Pendulum Zone. You can only use 1 ""Pendulum Switch"" effect per turn, and only once that turn.",,,
131118,Performapal Sky Magician,Performapal Sky Magician,https://tcgplayer-cdn.tcgplayer.com/product/131118_200w.jpg,2,1922,https://cpt.tcgcsv.com/ns32,2017-06-22T18:59:34.503,1,0.01,0.26,1.41,0.18,,1st Edition,MACR-EN001,Rare,WIND,Effect Monster,"Once per turn, if you activate a Spell Card: This card gains 300 ATK. During either player's turn: You can target 1 Continuous Spell Card you control; return it to the hand, then you can activate 1 ""Magician"" Continuous Spell Card from your hand. You can only use this effect of ""Performapal Sky Magician"" once per turn. If this face-up card leaves the field: You can target 1 card on the field; destroy it.",Spellcaster,2500,2000
131118,Performapal Sky Magician,Performapal Sky Magician,https://tcgplayer-cdn.tcgplayer.com/product/131118_200w.jpg,2,1922,https://cpt.tcgcsv.com/ns32,2017-06-22T18:59:34.503,1,0.05,0.25,1.49,0.14,,Unlimited,MACR-EN001,Rare,WIND,Effect Monster,"Once per turn, if you activate a Spell Card: This card gains 300 ATK. During either player's turn: You can target 1 Continuous Spell Card you control; return it to the hand, then you can activate 1 ""Magician"" Continuous Spell Card from your hand. You can only use this effect of ""Performapal Sky Magician"" once per turn. If this face-up card leaves the field: You can target 1 card on the field; destroy it.",Spellcaster,2500,2000
131119,Performapal Sky Pupil,Performapal Sky Pupil,https://tcgplayer-cdn.tcgplayer.com/product/131119_200w.jpg,2,1922,https://cpt.tcgcsv.com/ps32,2023-01-20T06:28:28.4,1,0.05,0.23,1.55,0.11,0.11,Unlimited,MACR-EN002,Rare,LIGHT,Effect Monster,"During either player's turn: You can return 1 Level 5 or higher ""Performapal"" monster you control to the hand; Special Summon this card from your hand. You can only use this effect of ""Performapal Sky Pupil"" once per turn. If this card battles an opponent's monster, that monster has its effects negated until the end of the Damage Step. Before damage calculation, if this card attacked an opponent's monster while you control another ""Performapal"" monster: You can destroy that opponent's monster.",Spellcaster,800,800
131119,Performapal Sky Pupil,Performapal Sky Pupil,https://tcgplayer-cdn.tcgplayer.com/product/131119_200w.jpg,2,1922,https://cpt.tcgcsv.com/ps32,2023-01-20T06:28:28.4,1,0.01,0.25,1.49,0.15,0.11,1st Edition,MACR-EN002,Rare,LIGHT,Effect Monster,"During either player's turn: You can return 1 Level 5 or higher ""Performapal"" monster you control to the hand; Special Summon this card from your hand. You can only use this effect of ""Performapal Sky Pupil"" once per turn. If this card battles an opponent's monster, that monster has its effects negated until the end of the Damage Step. Before damage calculation, if this card attacked an opponent's monster while you control another ""Performapal"" monster: You can destroy that opponent's monster.",Spellcaster,800,800
131120,Performapal Revue Dancer,Performapal Revue Dancer,https://tcgplayer-cdn.tcgplayer.com/product/131120_200w.jpg,2,1922,https://cpt.tcgcsv.com/qs32,2024-08-12T20:06:15.713,1,0.02,0.21,1.38,0.19,,1st Edition,MACR-EN003,Common,LIGHT,Effect Monster,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand). This card can be treated as 2 Tributes for the Tribute Summon of a ""Performapal"" monster.",Spellcaster,800,1000
131120,Performapal Revue Dancer,Performapal Revue Dancer,https://tcgplayer-cdn.tcgplayer.com/product/131120_200w.jpg,2,1922,https://cpt.tcgcsv.com/qs32,2024-08-12T20:06:15.713,1,0.03,0.2,1.49,0.11,0.11,Unlimited,MACR-EN003,Common,LIGHT,Effect Monster,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand). This card can be treated as 2 Tributes for the Tribute Summon of a ""Performapal"" monster.",Spellcaster,800,1000
131121,Performapal U Go Golem,Performapal U Go Golem,https://tcgplayer-cdn.tcgplayer.com/product/131121_200w.jpg,2,1922,https://cpt.tcgcsv.com/rs32,2017-06-22T19:00:10.387,1,0.05,0.25,1.49,0.11,,Unlimited,MACR-EN004,Rare,DARK,Pendulum/Effect Monster,"<b>Pendulum Effect :</b> Once per turn, if a monster is Fusion Summoned to your field (except during the Damage Step): You can add 1 ""Performapal"", ""Odd-Eyes"", or ""Magician"" Pendulum Monster from your Graveyard or face-up in your Extra Deck to your hand.
<br><b>Monster Effect :</b> Once per turn, during your Main Phase, if this card was Pendulum Summoned this turn: You can Fusion Summon 1 Fusion Monster from your Extra Deck, using this card you control and Dragon-Type monsters you control as Fusion Materials.",Fiend,1600,1000
131121,Performapal U Go Golem,Performapal U Go Golem,https://tcgplayer-cdn.tcgplayer.com/product/131121_200w.jpg,2,1922,https://cpt.tcgcsv.com/rs32,2017-06-22T19:00:10.387,1,0.04,0.25,1.35,0.15,0.11,1st Edition,MACR-EN004,Rare,DARK,Pendulum/Effect Monster,"<b>Pendulum Effect :</b> Once per turn, if a monster is Fusion Summoned to your field (except during the Damage Step): You can add 1 ""Performapal"", ""Odd-Eyes"", or ""Magician"" Pendulum Monster from your Graveyard or face-up in your Extra Deck to your hand.
<br><b>Monster Effect :</b> Once per turn, during your Main Phase, if this card was Pendulum Summoned this turn: You can Fusion Summon 1 Fusion Monster from your Extra Deck, using this card you control and Dragon-Type monsters you control as Fusion Materials.",Fiend,1600,1000
131122,Performapal Coin Dragon,Performapal Coin Dragon,https://tcgplayer-cdn.tcgplayer.com/product/131122_200w.jpg,2,1922,https://cpt.tcgcsv.com/ss32,2022-02-08T09:45:55.843,1,0.1,0.25,1.46,0.25,,1st Edition,MACR-EN005,Rare,WATER,Pendulum/Effect Monster,"<b>Pendulum Effect :</b> Once per turn: You can target 1 Dragon-Type monster you control that was Special Summoned from the Extra Deck; this turn, if that monster you control battles an opponent's monster, banish that opponent's monster after damage calculation (even if this card leaves the field).
<br><b>Monster Effect :</b> Other Dragon-Type monsters you control gain 500 ATK, also they cannot be destroyed by card effects.",Dragon,1700,1000
131122,Performapal Coin Dragon,Performapal Coin Dragon,https://tcgplayer-cdn.tcgplayer.com/product/131122_200w.jpg,2,1922,https://cpt.tcgcsv.com/ss32,2022-02-08T09:45:55.843,1,0.04,0.24,1.49,0.22,0.23,Unlimited,MACR-EN005,Rare,WATER,Pendulum/Effect Monster,"<b>Pendulum Effect :</b> Once per turn: You can target 1 Dragon-Type monster you control that was Special Summoned from the Extra Deck; this turn, if that monster you control battles an opponent's monster, banish that opponent's monster after damage calculation (even if this card leaves the field).
<br><b>Monster Effect :</b> Other Dragon-Type monsters you control gain 500 ATK, also they cannot be destroyed by card effects.",Dragon,1700,1000
131123,Speedroid Skull Marbles,Speedroid Skull Marbles,https://tcgplayer-cdn.tcgplayer.com/product/131123_200w.jpg,2,1922,https://cpt.tcgcsv.com/ts32,2024-08-12T20:06:15.743,1,0.05,0.2,1.36,0.18,0.11,Unlimited,MACR-EN006,Common,WIND,Effect Monster,"Once per turn, during the Standby Phase, if your opponent controls a face-up monster that was Special Summoned from the Extra Deck: You can Special Summon this card from your hand. Cannot be destroyed by battle with a Normal Summoned/Set monster. Your opponent takes any battle damage you would have taken from battles involving this card. You can only use this effect of ""Speedroid Skull Marbles"" once per turn. If you control a face-up monster that is not a ""Speedroid"" monster, destroy this card.",Machine,0,3000
