productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription
127521,Fusion Enforcers Booster Box [1st Edition],Fusion Enforcers Booster Box 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/127521_200w.jpg,2,1890,https://cpt.tcgcsv.com/r022,2020-11-30T22:21:29.563,1,249.99,279.98,309.97,,,Normal,,,,,,,,
127522,Fusion Enforcers Booster Pack [1st Edition],Fusion Enforcers Booster Pack 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/127522_200w.jpg,2,1890,https://cpt.tcgcsv.com/s022,2020-04-13T19:07:04.027,1,9.86,14.01,19.89,18.08,,Normal,,,,,,,,
127792,Predaplant Sarraceniant,Predaplant Sarraceniant,https://tcgplayer-cdn.tcgplayer.com/product/127792_200w.jpg,2,1890,https://cpt.tcgcsv.com/S722,2022-05-15T03:39:39.737,1,0.1,0.75,2.89,0.52,,Unlimited,FUEN-EN001,Super Rare,DARK,Plant,Effect Monster,100,600,"When an opponent's monster declares a direct attack: You can Special Summon this card from your hand. After damage calculation, if this card battled an opponent's monster: You can destroy that opponent's monster. If this card is destroyed by battle, or if this card on the field is sent to the Graveyard by a card effect: You can add 1 ""Predap"" card from your Deck to your hand, except ""Predaplant Sarraceniant"". You can only use this effect of ""Predaplant Sarraceniant"" once per turn."
127792,Predaplant Sarraceniant,Predaplant Sarraceniant,https://tcgplayer-cdn.tcgplayer.com/product/127792_200w.jpg,2,1890,https://cpt.tcgcsv.com/S722,2022-05-15T03:39:39.737,1,0.25,0.72,3.13,0.58,1.38,1st Edition,FUEN-EN001,Super Rare,DARK,Plant,Effect Monster,100,600,"When an opponent's monster declares a direct attack: You can Special Summon this card from your hand. After damage calculation, if this card battled an opponent's monster: You can destroy that opponent's monster. If this card is destroyed by battle, or if this card on the field is sent to the Graveyard by a card effect: You can add 1 ""Predap"" card from your Deck to your hand, except ""Predaplant Sarraceniant"". You can only use this effect of ""Predaplant Sarraceniant"" once per turn."
127793,Predaplant Drosophyllum Hydra,Predaplant Drosophyllum Hydra,https://tcgplayer-cdn.tcgplayer.com/product/127793_200w.jpg,2,1890,https://cpt.tcgcsv.com/T722,2024-07-26T19:13:26.287,1,0.2,0.48,2.99,0.39,0.27,1st Edition,FUEN-EN002,Secret Rare,DARK,Plant,Effect Monster,800,2300,"You can Special Summon this card (from your hand or Graveyard) by Tributing 1 monster on either player's field with a Predator Counter. You can only Special Summon ""Predaplant Drosophyllum Hydra"" once per turn this way. During either player's turn, if this card is on the field or in the Graveyard: You can banish 1 other ""Predaplant"" monster from your Graveyard, then target 1 monster on the field; it loses 500 ATK. You can only use this effect of ""Predaplant Drosophyllum Hydra"" once per turn."
127793,Predaplant Drosophyllum Hydra,Predaplant Drosophyllum Hydra,https://tcgplayer-cdn.tcgplayer.com/product/127793_200w.jpg,2,1890,https://cpt.tcgcsv.com/T722,2024-07-26T19:13:26.287,1,0.18,0.5,2.0,0.34,,Unlimited,FUEN-EN002,Secret Rare,DARK,Plant,Effect Monster,800,2300,"You can Special Summon this card (from your hand or Graveyard) by Tributing 1 monster on either player's field with a Predator Counter. You can only Special Summon ""Predaplant Drosophyllum Hydra"" once per turn this way. During either player's turn, if this card is on the field or in the Graveyard: You can banish 1 other ""Predaplant"" monster from your Graveyard, then target 1 monster on the field; it loses 500 ATK. You can only use this effect of ""Predaplant Drosophyllum Hydra"" once per turn."
127794,Predaplant Pterapenthes,Predaplant Pterapenthes,https://tcgplayer-cdn.tcgplayer.com/product/127794_200w.jpg,2,1890,https://cpt.tcgcsv.com/V722,2024-07-26T19:13:26.32,1,0.15,0.53,1.52,0.54,0.45,Unlimited,FUEN-EN003,Super Rare,DARK,Plant,Effect Monster,300,2100,"When this card inflicts battle damage to your opponent: You can target 1 face-up monster your opponent controls; place 1 Predator Counter on it, and if it is Level 2 or higher, it becomes Level 1 as long as it has a Predator Counter. Once per turn: You can target 1 monster your opponent controls with a Level less than or equal to this card's; take control of it until the End Phase."
127794,Predaplant Pterapenthes,Predaplant Pterapenthes,https://tcgplayer-cdn.tcgplayer.com/product/127794_200w.jpg,2,1890,https://cpt.tcgcsv.com/V722,2024-07-26T19:13:26.32,1,0.1,0.46,1.98,0.48,0.48,1st Edition,FUEN-EN003,Super Rare,DARK,Plant,Effect Monster,300,2100,"When this card inflicts battle damage to your opponent: You can target 1 face-up monster your opponent controls; place 1 Predator Counter on it, and if it is Level 2 or higher, it becomes Level 1 as long as it has a Predator Counter. Once per turn: You can target 1 monster your opponent controls with a Level less than or equal to this card's; take control of it until the End Phase."
127795,Predaplant Spinodionaea,Predaplant Spinodionaea,https://tcgplayer-cdn.tcgplayer.com/product/127795_200w.jpg,2,1890,https://cpt.tcgcsv.com/W722,2020-04-13T20:47:20.063,1,1.6,3.09,29.96,2.73,3.25,1st Edition,FUEN-EN004,Secret Rare,DARK,Plant,Effect Monster,1800,0,"If this card is Normal or Special Summoned: You can target 1 face-up monster your opponent controls; place 1 Predator Counter on it, and if it is Level 2 or higher, it becomes Level 1 as long as it has a Predator Counter. After damage calculation, if this card battled a monster with an equal or lower Level: You can Special Summon 1 ""Predaplant"" monster from your Deck, except ""Predaplant Spinodionaea""."
127795,Predaplant Spinodionaea,Predaplant Spinodionaea,https://tcgplayer-cdn.tcgplayer.com/product/127795_200w.jpg,2,1890,https://cpt.tcgcsv.com/W722,2020-04-13T20:47:20.063,1,1.85,2.48,29.98,2.25,2.49,Unlimited,FUEN-EN004,Secret Rare,DARK,Plant,Effect Monster,1800,0,"If this card is Normal or Special Summoned: You can target 1 face-up monster your opponent controls; place 1 Predator Counter on it, and if it is Level 2 or higher, it becomes Level 1 as long as it has a Predator Counter. After damage calculation, if this card battled a monster with an equal or lower Level: You can Special Summon 1 ""Predaplant"" monster from your Deck, except ""Predaplant Spinodionaea""."
127796,Predaplant Chlamydosundew,Predaplant Chlamydosundew,https://tcgplayer-cdn.tcgplayer.com/product/127796_200w.jpg,2,1890,https://cpt.tcgcsv.com/X722,2024-04-23T12:07:21.433,1,0.35,0.9,5.61,0.85,,Unlimited,FUEN-EN005,Secret Rare,DARK,Plant,Effect Monster,600,200,"Monsters with a Predator Counter that you use as Fusion Materials are treated as DARK. During your Main Phase: You can Fusion Summon 1 DARK Fusion Monster from your Extra Deck, using this card on the field and monsters from your hand, field, and/or monsters with a Predator Counter your opponent controls as Fusion Materials. You can only use this effect of ""Predaplant Chlamydosundew"" once per turn."
127796,Predaplant Chlamydosundew,Predaplant Chlamydosundew,https://tcgplayer-cdn.tcgplayer.com/product/127796_200w.jpg,2,1890,https://cpt.tcgcsv.com/X722,2024-04-23T12:07:21.433,1,0.3,0.9,11.0,0.85,0.99,1st Edition,FUEN-EN005,Secret Rare,DARK,Plant,Effect Monster,600,200,"Monsters with a Predator Counter that you use as Fusion Materials are treated as DARK. During your Main Phase: You can Fusion Summon 1 DARK Fusion Monster from your Extra Deck, using this card on the field and monsters from your hand, field, and/or monsters with a Predator Counter your opponent controls as Fusion Materials. You can only use this effect of ""Predaplant Chlamydosundew"" once per turn."
127797,Predaplant Flytrap,Predaplant Flytrap,https://tcgplayer-cdn.tcgplayer.com/product/127797_200w.jpg,2,1890,https://cpt.tcgcsv.com/Z722,2024-07-26T19:13:26.35,1,0.12,0.29,1.36,0.2,0.2,Unlimited,FUEN-EN006,Super Rare,DARK,Plant,Effect Monster,400,800,"Once per turn: You can target 1 face-up monster your opponent controls; place 1 Predator Counter on it, and if it is Level 2 or higher, it becomes Level 1 as long as it has a Predator Counter. At the start of the Damage Step, when this card battles a monster with an equal or lower Level: You can destroy that monster, then increase this card's Level by the original Level of the destroyed monster."
127797,Predaplant Flytrap,Predaplant Flytrap,https://tcgplayer-cdn.tcgplayer.com/product/127797_200w.jpg,2,1890,https://cpt.tcgcsv.com/Z722,2024-07-26T19:13:26.35,1,0.1,0.45,1.51,0.31,,1st Edition,FUEN-EN006,Super Rare,DARK,Plant,Effect Monster,400,800,"Once per turn: You can target 1 face-up monster your opponent controls; place 1 Predator Counter on it, and if it is Level 2 or higher, it becomes Level 1 as long as it has a Predator Counter. At the start of the Damage Step, when this card battles a monster with an equal or lower Level: You can destroy that monster, then increase this card's Level by the original Level of the destroyed monster."
127798,Predaplant Moray Nepenthes,Predaplant Moray Nepenthes,https://tcgplayer-cdn.tcgplayer.com/product/127798_200w.jpg,2,1890,https://cpt.tcgcsv.com/-722,2024-07-26T19:13:26.38,1,0.08,0.25,1.49,0.18,0.11,1st Edition,FUEN-EN007,Super Rare,DARK,Plant,Effect Monster,1600,1000,"This card gains 200 ATK for each Predator Counter on the field. When this card destroys an opponent's monster by battle: You can equip that monster to this card. Once per turn: You can target 1 Monster Card equipped to this card by this card's effect; destroy it, and if you do, gain LP equal to its original ATK."
