productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense
95324,Secrets of Eternity Booster Pack [1st Edition],Secrets of Eternity Booster Pack 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/95324_200w.jpg,2,1505,https://cpt.tcgcsv.com/v8N,2022-11-25T15:24:46.83,1,"<em>Celebrate the start of a new year with Secrets of Eternity, the new booster set packed with dozens of new cards befitting the occasion! Secrets of Eternity abounds with support cards for new tournament favorites, Burning Abyss, Shaddolls, and Stellarknights, as well as cards for recent introductions like Qliphorts, Performapals, and Superheavy Samurai. Devise wicked game strategies with a brand new diabolical theme. In addition to this new theme, Secrets of Eternity leaves virtually no Deck untouched, with support for even more Deck themes, including Gem-Knights, Dragunity, Morphtronics, Wind-Ups, Volcanics, Monarchs, and much more!</em>",3.39,4.2,5.25,4.0,,Normal,,,,,,,
95325,Secrets of Eternity Booster Box [1st Edition],Secrets of Eternity Booster Box 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/95325_200w.jpg,2,1505,https://cpt.tcgcsv.com/w8N,2022-11-25T15:24:37.25,1,"<em>Celebrate the start of a new year with Secrets of Eternity, the new booster set packed with dozens of new cards befitting the occasion! Secrets of Eternity abounds with support cards for new tournament favorites, Burning Abyss, Shaddolls, and Stellarknights, as well as cards for recent introductions like Qliphorts, Performapals, and Superheavy Samurai. Devise wicked game strategies with a brand new diabolical theme. In addition to this new theme, Secrets of Eternity leaves virtually no Deck untouched, with support for even more Deck themes, including Gem-Knights, Dragunity, Morphtronics, Wind-Ups, Volcanics, Monarchs, and much more!</em>",50.99,84.97,93.0,47.3,,Normal,,,,,,,
95326,Secrets of Eternity Booster Box Case [1st Edition],Secrets of Eternity Booster Box Case 1st Edition,https://tcgplayer-cdn.tcgplayer.com/product/95326_200w.jpg,2,1505,https://cpt.tcgcsv.com/x8N,2020-08-25T20:36:10.873,0,"12 Count Booster Box Case

<br><em>Celebrate the start of a new year with Secrets of Eternity, the new booster set packed with dozens of new cards befitting the occasion! Secrets of Eternity abounds with support cards for new tournament favorites, Burning Abyss, Shaddolls, and Stellarknights, as well as cards for recent introductions like Qliphorts, Performapals, and Superheavy Samurai. Devise wicked game strategies with a brand new diabolical theme. In addition to this new theme, Secrets of Eternity leaves virtually no Deck untouched, with support for even more Deck themes, including Gem-Knights, Dragunity, Morphtronics, Wind-Ups, Volcanics, Monarchs, and much more!</em>",,,,,,,,,,,,,
95327,Dragoons of Draconia (SECE-ENSP1),Dragoons of Draconia SECE ENSP1,https://tcgplayer-cdn.tcgplayer.com/product/95327_200w.jpg,2,1505,https://cpt.tcgcsv.com/z8N,2022-05-04T14:00:42.243,1,"<b>Pendulum Effect:</b>  Once per turn, if a Normal Monster you control destroys an opponent's monster by battle, after damage calculation: You can add 1 Level 4 or higher Normal Monster from your Deck to your hand.
<br><b>Monster Effect:</b>  Armed with muskets and iron spears, these mounted land troops of the Draconia Empire are feared by the Reptier Kingdom and other bordering nations.",0.15,0.5,2.0,0.4,,Limited,SECE-ENSP1,Ultra Rare,FIRE,Beast-Warrior,Pendulum Monster,1800,200
95329,Infernoid Antra (SE),Infernoid Antra SE,https://tcgplayer-cdn.tcgplayer.com/product/95329_200w.jpg,2,1505,https://cpt.tcgcsv.com/C8N,2020-09-17T13:48:23.13,1,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 1 other ""Infernoid"" monster from your hand or Graveyard, while the combined Levels/Ranks of all Effect Monsters you control (if any) are 8 or less, and cannot be Special Summoned by other ways. Once per turn: You can target 1 face-up card your opponent controls; return it to the hand. Once per turn, during your opponent's turn: You can Tribute 1 monster, then target 1 card in your opponent's Graveyard; banish it (this is a Quick Effect).",1.6,3.5,18.94,3.25,,Limited,SECE-ENS03,Super Rare,FIRE,Fiend,Effect Monster,0,2000
95466,Dragoons of Draconia,Dragoons of Draconia Rare,https://tcgplayer-cdn.tcgplayer.com/product/95466_200w.jpg,2,1505,https://cpt.tcgcsv.com/lcN,2015-01-19T14:54:35.487,1,"Once per turn, if a Normal Monster you control destroys an opponent's monster by battle, after damage calculation: You can add 1 Level 4 or higher Normal Monster from your Deck to your hand. 
<br>
Armed with muskets and iron spears, these mounted land troops of the Draconia Empire are feared by the Reptier Kingdom and other bordering nations.",0.12,0.25,0.98,0.2,,Unlimited,SECE-EN000,Rare,FIRE,Beast-Warrior,Pendulum Monster,1800,200
95466,Dragoons of Draconia,Dragoons of Draconia Rare,https://tcgplayer-cdn.tcgplayer.com/product/95466_200w.jpg,2,1505,https://cpt.tcgcsv.com/lcN,2015-01-19T14:54:35.487,1,"Once per turn, if a Normal Monster you control destroys an opponent's monster by battle, after damage calculation: You can add 1 Level 4 or higher Normal Monster from your Deck to your hand. 
<br>
Armed with muskets and iron spears, these mounted land troops of the Draconia Empire are feared by the Reptier Kingdom and other bordering nations.",0.09,0.32,1.49,0.4,,1st Edition,SECE-EN000,Rare,FIRE,Beast-Warrior,Pendulum Monster,1800,200
95467,Apoqliphort Skybase,Apoqliphort Skybase,https://tcgplayer-cdn.tcgplayer.com/product/95467_200w.jpg,2,1505,https://cpt.tcgcsv.com/mcN,2015-01-16T19:39:10.41,1,"Cannot be Special Summoned. Requires 3 ""Qli"" Tributes to Normal Summon/Set. If this card is Normal Summoned/Set, it is unaffected by Spell/Trap effects and by activated effects from any monster whose original Level/Rank is lower than this card's current Level. Once per turn: You can target 1 monster your opponent controls; take control of it until the End Phase.",0.2,0.69,2.98,0.35,,Unlimited,SECE-EN023,Ultra Rare,EARTH,Machine,Effect Monster,2900,2500
95467,Apoqliphort Skybase,Apoqliphort Skybase,https://tcgplayer-cdn.tcgplayer.com/product/95467_200w.jpg,2,1505,https://cpt.tcgcsv.com/mcN,2015-01-16T19:39:10.41,1,"Cannot be Special Summoned. Requires 3 ""Qli"" Tributes to Normal Summon/Set. If this card is Normal Summoned/Set, it is unaffected by Spell/Trap effects and by activated effects from any monster whose original Level/Rank is lower than this card's current Level. Once per turn: You can target 1 monster your opponent controls; take control of it until the End Phase.",0.27,0.75,2.99,0.49,,1st Edition,SECE-EN023,Ultra Rare,EARTH,Machine,Effect Monster,2900,2500
95469,"Cagna, Malebranche of the Burning Abyss",Cagna Malebranche of the Burning Abyss,https://tcgplayer-cdn.tcgplayer.com/product/95469_200w.jpg,2,1505,https://cpt.tcgcsv.com/pcN,2015-02-25T15:15:28.463,1,"If you control a monster that is not a ""Burning Abyss"" monster, destroy this card. You can only use 1 of the following effects of ""Cagna, Malebranche of the Burning Abyss"" per turn, and only once that turn.<br>
If you control no Spell/Trap Cards: You can Special Summon this card from your hand.<br>
If this card is sent to the Graveyard: You can send 1 ""Burning Abyss"" Spell/Trap Card from your Deck to the Graveyard.",0.14,0.44,1.5,0.18,,Unlimited,SECE-EN084,Rare,DARK,Fiend,Effect Monster,1500,300
95469,"Cagna, Malebranche of the Burning Abyss",Cagna Malebranche of the Burning Abyss,https://tcgplayer-cdn.tcgplayer.com/product/95469_200w.jpg,2,1505,https://cpt.tcgcsv.com/pcN,2015-02-25T15:15:28.463,1,"If you control a monster that is not a ""Burning Abyss"" monster, destroy this card. You can only use 1 of the following effects of ""Cagna, Malebranche of the Burning Abyss"" per turn, and only once that turn.<br>
If you control no Spell/Trap Cards: You can Special Summon this card from your hand.<br>
If this card is sent to the Graveyard: You can send 1 ""Burning Abyss"" Spell/Trap Card from your Deck to the Graveyard.",0.04,0.3,1.95,0.22,,1st Edition,SECE-EN084,Rare,DARK,Fiend,Effect Monster,1500,300
95470,Dododo Swordsman,Dododo Swordsman,https://tcgplayer-cdn.tcgplayer.com/product/95470_200w.jpg,2,1505,https://cpt.tcgcsv.com/qcN,2015-01-19T15:48:34.043,1,"While this Flip Summoned card is face-up on the field, it gains 3500 ATK. When this card is flipped face-up: You can target up to 2 face-up monsters on the field; destroy them.",0.04,0.25,0.94,0.21,,Unlimited,SECE-EN092,Common,EARTH,Warior,Effect Monster,0,3000
95470,Dododo Swordsman,Dododo Swordsman,https://tcgplayer-cdn.tcgplayer.com/product/95470_200w.jpg,2,1505,https://cpt.tcgcsv.com/qcN,2015-01-19T15:48:34.043,1,"While this Flip Summoned card is face-up on the field, it gains 3500 ATK. When this card is flipped face-up: You can target up to 2 face-up monsters on the field; destroy them.",0.05,0.25,1.49,0.26,,1st Edition,SECE-EN092,Common,EARTH,Warior,Effect Monster,0,3000
95471,Dododo Witch,Dododo Witch,https://tcgplayer-cdn.tcgplayer.com/product/95471_200w.jpg,2,1505,https://cpt.tcgcsv.com/rcN,2015-01-19T15:49:12.37,1,"When this card is Normal or Special Summoned: You can Special Summon 1 ""Dododo"" monster from your hand in Attack Position or face-down Defense Position, except ""Dododo Witch"".",0.1,0.28,0.87,0.2,,Unlimited,SECE-EN091,Common,EARTH,Warior,Effect Monster,1200,1600
95471,Dododo Witch,Dododo Witch,https://tcgplayer-cdn.tcgplayer.com/product/95471_200w.jpg,2,1505,https://cpt.tcgcsv.com/rcN,2015-01-19T15:49:12.37,1,"When this card is Normal or Special Summoned: You can Special Summon 1 ""Dododo"" monster from your hand in Attack Position or face-down Defense Position, except ""Dododo Witch"".",0.12,0.26,1.49,0.24,,1st Edition,SECE-EN091,Common,EARTH,Warior,Effect Monster,1200,1600
95472,Doggy Diver,Doggy Diver,https://tcgplayer-cdn.tcgplayer.com/product/95472_200w.jpg,2,1505,https://cpt.tcgcsv.com/scN,2015-01-19T15:50:10.143,1,"f your opponent controls a monster and all face-up monsters you control (min. 1) are Level 4, you can Special Summon this card (from your hand). You can only Special Summon ""Doggy Diver"" once per turn this way. This card cannot be used as an Xyz Material for an Xyz Summon, except for the Xyz Summon of a Warrior-Type monster.",0.06,0.24,1.1,0.11,,Unlimited,SECE-EN096,Rare,DARK,Warior,Effect Monster,1000,1000
95472,Doggy Diver,Doggy Diver,https://tcgplayer-cdn.tcgplayer.com/product/95472_200w.jpg,2,1505,https://cpt.tcgcsv.com/scN,2015-01-19T15:50:10.143,1,"f your opponent controls a monster and all face-up monsters you control (min. 1) are Level 4, you can Special Summon this card (from your hand). You can only Special Summon ""Doggy Diver"" once per turn this way. This card cannot be used as an Xyz Material for an Xyz Summon, except for the Xyz Summon of a Warrior-Type monster.",0.01,0.25,1.49,0.17,,1st Edition,SECE-EN096,Rare,DARK,Warior,Effect Monster,1000,1000
95473,El Shaddoll Wendigo,El Shaddoll Wendigo,https://tcgplayer-cdn.tcgplayer.com/product/95473_200w.jpg,2,1505,https://cpt.tcgcsv.com/tcN,2015-01-19T14:34:34.67,1,"1 ""Shaddoll"" monster + 1 WIND monster<br>
Must first be Fusion Summoned. During either player's turn: You can target 1 monster you control; this turn, it cannot be destroyed by battle with an opponent's Special Summoned monster. You can only use this effect of ""El Shaddoll Wendigo"" once per turn. If this card is sent to the Graveyard: You can target 1 ""Shaddoll"" Spell/Trap Card in your Graveyard; add it to your hand.",0.3,0.74,1.98,0.72,,Unlimited,SECE-EN047,Super Rare,WIND,Psychic,Fusion/Effect Monster,200,2800
95473,El Shaddoll Wendigo,El Shaddoll Wendigo,https://tcgplayer-cdn.tcgplayer.com/product/95473_200w.jpg,2,1505,https://cpt.tcgcsv.com/tcN,2015-01-19T14:34:34.67,1,"1 ""Shaddoll"" monster + 1 WIND monster<br>
Must first be Fusion Summoned. During either player's turn: You can target 1 monster you control; this turn, it cannot be destroyed by battle with an opponent's Special Summoned monster. You can only use this effect of ""El Shaddoll Wendigo"" once per turn. If this card is sent to the Graveyard: You can target 1 ""Shaddoll"" Spell/Trap Card in your Graveyard; add it to your hand.",0.32,0.78,2.0,0.74,,1st Edition,SECE-EN047,Super Rare,WIND,Psychic,Fusion/Effect Monster,200,2800
95474,Explossum,Explossum,https://tcgplayer-cdn.tcgplayer.com/product/95474_200w.jpg,2,1505,https://cpt.tcgcsv.com/vcN,2022-09-15T19:39:48.09,1,"You can target 1 face-up Xyz Monster your opponent controls; equip this monster from your hand or your side of the field to that target. If a monster equipped with this card by this effect has no Xyz Materials, destroy that monster. While this card is equipped to a monster, during each of your opponent's Standby Phases: Detach 1 Xyz Material from the equipped monster.",0.05,0.2,0.99,0.18,,Unlimited,SECE-EN094,Common,EARTH,Beast,Effect Monster,100,100
95474,Explossum,Explossum,https://tcgplayer-cdn.tcgplayer.com/product/95474_200w.jpg,2,1505,https://cpt.tcgcsv.com/vcN,2022-09-15T19:39:48.09,1,"You can target 1 face-up Xyz Monster your opponent controls; equip this monster from your hand or your side of the field to that target. If a monster equipped with this card by this effect has no Xyz Materials, destroy that monster. While this card is equipped to a monster, during each of your opponent's Standby Phases: Detach 1 Xyz Material from the equipped monster.",0.01,0.2,1.49,0.08,,1st Edition,SECE-EN094,Common,EARTH,Beast,Effect Monster,100,100
95475,Eye of the Void,Eye of the Void,https://tcgplayer-cdn.tcgplayer.com/product/95475_200w.jpg,2,1505,https://cpt.tcgcsv.com/wcN,2015-01-19T14:02:19.39,1,"Special Summon 1 ""Infernoid"" monster from your hand, ignoring its Summoning conditions, but its effects are negated until the end of this turn.",0.42,0.62,2.98,0.43,,Unlimited,SECE-EN071,Ultra Rare,TRAP,,Normal Trap,,
