productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extAttribute,extMonsterType,extCardType,extAttack,extDefense,extDescription,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extLinkRating,extLinkArrows
82260,Number 106: Giant Hand,Number 106 Giant Hand,https://tcgplayer-cdn.tcgplayer.com/product/82260_200w.jpg,2,1347,https://cpt.tcgcsv.com/dWG,2014-08-29T12:10:15.2,1,YCSW-EN006,Super Rare,EARTH,Rock,Xyz/Effect Monster,2000,2000,"2 Level 4 monsters
During either player's turn, when a monster effect is activated on your opponent's side of the field (except during the Damage Step): You can detach 2 Xyz Materials from this card, then target 1 Effect Monster your opponent controls; while this card is face-up on the field, that Effect Monster's effects are negated, also it cannot change its battle position.",499.37,504.84,1399.99,499.62,,Limited,,
82261,Number 106: Giant Hand,Number 106 Giant Hand Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/82261_200w.jpg,2,1347,https://cpt.tcgcsv.com/fWG,2014-08-29T12:10:38.07,1,YCSW-EN006,Ultra Rare,EARTH,Rock,Xyz/Effect Monster,2000,2000,"2 Level 4 monsters
During either player's turn, when a monster effect is activated on your opponent's side of the field (except during the Damage Step): You can detach 2 Xyz Materials from this card, then target 1 Effect Monster your opponent controls; while this card is face-up on the field, that Effect Monster's effects are negated, also it cannot change its battle position.",,,,,,,,
82262,Darklord Asmodeus,Darklord Asmodeus,https://tcgplayer-cdn.tcgplayer.com/product/82262_200w.jpg,2,1347,https://cpt.tcgcsv.com/gWG,2014-08-29T12:05:48.803,1,YCSW-EN001,Super Rare,DARK,Fairy,Effect Monster,3000,2500,"This card cannot be Special Summoned from the Deck or Graveyard. Once per turn: You can send 1 Fairy-Type monster from your Deck to the Graveyard. When this card you control is destroyed and sent to your Graveyard: Special Summon 1 ""Asmo Token"" (Fairy-Type/DARK/Level 5/ATK 1800/DEF 1300) and 1 ""Deus Token"" (Fairy-Type/DARK/Level 3/ATK 1200/DEF 1200). ""Asmo Token"" cannot be destroyed by card effects. ""Deus Token"" cannot be destroyed by battle.",274.99,645.59,4999.99,,,Limited,,
82263,Darklord Asmodeus,Darklord Asmodeus Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/82263_200w.jpg,2,1347,https://cpt.tcgcsv.com/hWG,2014-08-29T12:06:18.343,1,YCSW-EN001,Ultra Rare,DARK,Fairy,Effect Monster,3000,2500,"This card cannot be Special Summoned from the Deck or Graveyard. Once per turn: You can send 1 Fairy-Type monster from your Deck to the Graveyard. When this card you control is destroyed and sent to your Graveyard: Special Summon 1 ""Asmo Token"" (Fairy-Type/DARK/Level 5/ATK 1800/DEF 1300) and 1 ""Deus Token"" (Fairy-Type/DARK/Level 3/ATK 1200/DEF 1200). ""Asmo Token"" cannot be destroyed by card effects. ""Deus Token"" cannot be destroyed by battle.",,,,,,,,
82264,Darklord Superbia,Darklord Superbia,https://tcgplayer-cdn.tcgplayer.com/product/82264_200w.jpg,2,1347,https://cpt.tcgcsv.com/jWG,2014-08-29T12:07:43.367,1,YCSW-EN002,Super Rare,DARK,Fairy,Effect Monster,2900,2400,"When this card is Special Summoned from the Graveyard: You can target 1 Fairy-Type monster in your Graveyard, except ""Darklord Superbia""; Special Summon that target.",369.99,499.99,999.99,,,Limited,,
82265,Darklord Superbia,Darklord Superbia Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/82265_200w.jpg,2,1347,https://cpt.tcgcsv.com/kWG,2014-08-29T12:08:02.333,1,YCSW-EN002,Ultra Rare,DARK,Fairy,Effect Monster,2900,2400,"When this card is Special Summoned from the Graveyard: You can target 1 Fairy-Type monster in your Graveyard, except ""Darklord Superbia""; Special Summon that target.",,,,,,,,
82267,Darklord Edeh Arae,Darklord Edeh Arae,https://tcgplayer-cdn.tcgplayer.com/product/82267_200w.jpg,2,1347,https://cpt.tcgcsv.com/mWG,2014-08-29T12:06:56.47,1,YCSW-EN003,Super Rare,DARK,Fairy,Effect Monster,2300,2000,"If this card is Special Summoned from the Graveyard, it gains the following effect.
<BR>If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent.",299.99,649.99,999.99,,,Limited,,
82268,Darklord Edeh Arae,Darklord Edeh Arae Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/82268_200w.jpg,2,1347,https://cpt.tcgcsv.com/nWG,2014-08-29T12:07:20.67,1,YCSW-EN003,Ultra Rare,DARK,Fairy,Effect Monster,2300,2000,"If this card is Special Summoned from the Graveyard, it gains the following effect.
<BR>If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent.",,,,,,,,
82269,Blood Mefist,Blood Mefist,https://tcgplayer-cdn.tcgplayer.com/product/82269_200w.jpg,2,1347,https://cpt.tcgcsv.com/pWG,2014-08-29T12:04:25.257,1,YCSW-EN004,Super Rare,DARK,Fiend,Synchro/Effect Monster,2800,1300,"1 Tuner + 1 or more non-Tuner monsters
Once per turn, during your opponent's Standby Phase: You can inflict 300 damage to your opponent for each card your opponent controls. Each time your opponent Sets a Spell or Trap Card(s): Inflict 300 damage to your opponent.",2800.0,2900.0,2999.99,,,Limited,,
82270,Blood Mefist,Blood Mefist Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/82270_200w.jpg,2,1347,https://cpt.tcgcsv.com/qWG,2014-08-29T12:04:50.24,1,YCSW-EN004,Ultra Rare,DARK,Fiend,Synchro/Effect Monster,2800,1300,"1 Tuner + 1 or more non-Tuner monsters
Once per turn, during your opponent's Standby Phase: You can inflict 300 damage to your opponent for each card your opponent controls. Each time your opponent Sets a Spell or Trap Card(s): Inflict 300 damage to your opponent.",25000.0,25000.0,25000.0,,,Limited,,
