productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extDescription,extColor,extCardType,extLife,extPower,extSubtypes,extAttribute,extCost,extCounterplus
628478,Learn Together Deck Set,Learn Together Deck Set,https://tcgplayer-cdn.tcgplayer.com/product/628478_200w.jpg,68,24306,https://cpt.tcgcsv.com/Bp27,2025-10-03T04:10:12.673,1,39.97,49.99,64.95,43.7,,Normal,,,,,,,,,,,
628479,Learn Together Deck Set Display,Learn Together Deck Set Display,https://tcgplayer-cdn.tcgplayer.com/product/628479_200w.jpg,68,24306,https://cpt.tcgcsv.com/Cp27,2025-10-03T04:10:12.673,1,199.95,199.99,214.99,204.98,,Normal,,,,,,,,,,,
656631,Roronoa Zoro - OP12-020 (Zoro Deck),Roronoa Zoro OP12 020 Zoro Deck,https://tcgplayer-cdn.tcgplayer.com/product/656631_200w.jpg,68,24306,https://cpt.tcgcsv.com/FGg7,2025-10-03T04:10:12.673,0,,,,,,,L,OP12-020,"[DON!! x3] [Activate: Main] [Once Per Turn] If this Leader battles your opponent's Character during this turn, set this Leader as active. Then, this Leader cannot attack your opponent's Characters with a base cost of 7 or less during this turn.",Green,Leader,5,5000,Straw Hat Crew;Supernovas,Slash,,
656637,Kouzuki Hiyori (Zoro Deck),Kouzuki Hiyori Zoro Deck,https://tcgplayer-cdn.tcgplayer.com/product/656637_200w.jpg,68,24306,https://cpt.tcgcsv.com/MGg7,2025-10-03T04:10:12.673,0,0.24,0.25,0.4,,,Normal,R,OP12-028,"[Activate: Main] <strong>You may rest 1 of your DON!! cards and this Character:</strong> If your Leader is [Roronoa Zoro], look at 5 cards from the top of your deck; reveal up to 1 (Slash) attribute card or green Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Green,Character,,,Land of Wano;Kouzuki Clan,Wisdom,1,1000
656638,Kawamatsu (Zoro Deck),Kawamatsu Zoro Deck,https://tcgplayer-cdn.tcgplayer.com/product/656638_200w.jpg,68,24306,https://cpt.tcgcsv.com/NGg7,2025-10-03T04:10:12.673,0,0.29,0.3,0.5,,,Normal,C,OP01-037,[Trigger] Play this card.,Green,Character,,3000,Fish-Man;Land of Wano;The Akazaya Nine,Slash,2,1000
656639,Koushirou (Zoro Deck),Koushirou Zoro Deck,https://tcgplayer-cdn.tcgplayer.com/product/656639_200w.jpg,68,24306,https://cpt.tcgcsv.com/PGg7,2025-10-03T04:10:12.673,0,0.49,0.5,0.5,,,Normal,UC,OP12-027,"If your (Slash) attribute Character with a cost of 5 or less other than this Character would be K.O.'d by your opponent's effect, you may rest this Character instead.<br>
[Blocker]",Green,Character,,1000,East Blue;Frost Moon Village,Slash,2,1000
656640,Shimotsuki Kouzaburou (Zoro Deck),Shimotsuki Kouzaburou Zoro Deck,https://tcgplayer-cdn.tcgplayer.com/product/656640_200w.jpg,68,24306,https://cpt.tcgcsv.com/QGg7,2025-10-03T04:10:12.673,0,0.49,0.5,0.5,,,Normal,UC,OP12-029,"[On Play] Rest up to 1 of your opponent's Characters with a cost of 2 or less. Then, K.O. up to 1 of your opponent's rested Characters with a base cost of 1 or less.",Green,Character,,2000,Land of Wano;East Blue;Frost Moon Village,Slash,3,2000
656641,Roronoa Zoro - EB02-019 (Zoro Deck),Roronoa Zoro EB02 019 Zoro Deck,https://tcgplayer-cdn.tcgplayer.com/product/656641_200w.jpg,68,24306,https://cpt.tcgcsv.com/RGg7,2025-10-03T04:10:12.673,0,0.24,0.28,0.5,,,Normal,R,EB02-019,"If your opponent has 2 or more Characters, this Character can attack Characters on the turn in which it is played.<br>
[On Play] If your Leader has the ""Straw Hat Crew"" type, rest up to 1 of your opponent's Characters with a cost of 4 or less.",Green,Character,,5000,Straw Hat Crew;East Blue,Slash,4,1000
656642,Ryuma (Zoro Deck),Ryuma Zoro Deck,https://tcgplayer-cdn.tcgplayer.com/product/656642_200w.jpg,68,24306,https://cpt.tcgcsv.com/SGg7,2025-10-03T04:10:12.673,0,0.39,0.4,0.5,,,Normal,R,OP06-036,[On Play] / [On K.O.] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less.,Green,Character,,6000,Land of Wano;Thriller Bark Pirates,Slash,4,
656643,Roronoa Zoro - OP12-036 (Zoro Deck),Roronoa Zoro OP12 036 Zoro Deck,https://tcgplayer-cdn.tcgplayer.com/product/656643_200w.jpg,68,24306,https://cpt.tcgcsv.com/TGg7,2025-10-03T04:10:12.673,0,0.29,0.3,0.3,,,Normal,C,OP12-036,"This card in your hand cannot be played by effects.<br>
If your Leader has the (Slash) attribute, this Character cannot be K.O.'d in battle by (Slash) attribute cards and gains +1000 power.",Green,Character,,5000,Straw Hat Crew;Supernovas,Slash,4,1000
656644,Cavendish (Zoro Deck),Cavendish Zoro Deck,https://tcgplayer-cdn.tcgplayer.com/product/656644_200w.jpg,68,24306,https://cpt.tcgcsv.com/VGg7,2025-10-03T04:10:12.673,0,,,,,,,SR,EB01-012,"[On Play]/[When Attacking] If your Leader has the [Supernovas] type and you have no other [Cavendish] Characters, set up to 2 of your DON!! cards as active.",Green,Character,,6000,Beautiful Pirates;Supernovas,Slash,5,1000
656645,Smoker (Zoro Deck),Smoker Zoro Deck,https://tcgplayer-cdn.tcgplayer.com/product/656645_200w.jpg,68,24306,https://cpt.tcgcsv.com/WGg7,2025-10-03T04:10:12.673,0,2.99,3.0,3.0,2.99,,Normal,SR,OP10-030,"[Banish] <em>(When this card deals damage, the target card is trashed without activating its Trigger.)</em><br>
[Activate: Main] Set up to 1 of your DON!! cards as active. Then, you cannot set DON!! cards as active using Character effects during this turn.",Green,Character,,7000,Navy;Punk Hazard,Slash,5,
656646,Tashigi (Zoro Deck),Tashigi Zoro Deck,https://tcgplayer-cdn.tcgplayer.com/product/656646_200w.jpg,68,24306,https://cpt.tcgcsv.com/XGg7,2025-10-03T04:10:12.673,0,0.24,0.28,0.5,,,Normal,R,OP12-031,"[On Play] Rest up to 1 of your opponent's Characters with a base cost of 6 or less. Then, give up to 3 rested DON!! cards to your [Roronoa Zoro] Leader.",Green,Character,,7000,Navy;East Blue,Slash,5,
656648,Kin'emon (Zoro Deck),Kinemon Zoro Deck,https://tcgplayer-cdn.tcgplayer.com/product/656648_200w.jpg,68,24306,https://cpt.tcgcsv.com/-Gg7,2025-10-03T04:10:12.673,0,0.29,0.3,0.5,,,Normal,C,OP12-025,,Green,Character,,8000,Land of Wano;The Akazaya Nine,Slash,6,1000
656649,Nekomamushi (Zoro Deck),Nekomamushi Zoro Deck,https://tcgplayer-cdn.tcgplayer.com/product/656649_200w.jpg,68,24306,https://cpt.tcgcsv.com/_Gg7,2025-10-03T04:10:12.673,0,0.29,0.3,0.5,,,Normal,UC,OP12-032,,Green,Character,,7000,Land of Wano;Minks;The Akazaya Nine,Slash,6,2000
656650,The Billion-fold World Trichiliocosm (Zoro Deck),The Billion fold World Trichiliocosm Zoro Deck,https://tcgplayer-cdn.tcgplayer.com/product/656650_200w.jpg,68,24306,https://cpt.tcgcsv.com/0Hg7,2025-10-03T04:10:12.673,0,0.29,0.3,0.5,,,Normal,UC,OP06-038,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 8 or more rested cards, that card gains an additional +2000 power during this battle.
<br>
[Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.",Green,Event,,,Straw Hat Crew;Dressrosa,,1,
656651,Luffy Is the Man Who Will Become the King of Pirates!!! (Zoro Deck),Luffy Is the Man Who Will Become the King of Pirates Zoro Deck,https://tcgplayer-cdn.tcgplayer.com/product/656651_200w.jpg,68,24306,https://cpt.tcgcsv.com/2Hg7,2025-10-03T04:10:12.673,0,0.24,0.25,0.4,,,Normal,R,OP12-039,"[Main] Set your [Roronoa Zoro] Leader as active.<br>
[Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.",Green,Event,,,Straw Hat Crew,,3,
656654,Koala (Luffy Deck),Koala Luffy Deck,https://tcgplayer-cdn.tcgplayer.com/product/656654_200w.jpg,68,24306,https://cpt.tcgcsv.com/6Hg7,2025-10-03T04:10:12.673,0,0.39,0.4,0.4,0.45,,Normal,PR,P-069,[Activate:Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.,Red,Character,,1000,Revolutionary Army,Strike,1,1000
656655,Monkey.D.Luffy - ST21-001 (Luffy Deck),MonkeyDLuffy ST21 001 Luffy Deck,https://tcgplayer-cdn.tcgplayer.com/product/656655_200w.jpg,68,24306,https://cpt.tcgcsv.com/7Hg7,2025-10-03T04:10:12.673,0,9.99,9.99,9.99,,,Foil,L,ST21-001,[DON!! x1] [Activate: Main] [Once Per Turn] Give up to 2 rested DON!! cards to 1 of your Characters.,Red,Leader,5,5000,Straw Hat Crew;The Four Emperors,Strike,,
656656,Nami - OP01-016 (Luffy Deck),Nami OP01 016 Luffy Deck,https://tcgplayer-cdn.tcgplayer.com/product/656656_200w.jpg,68,24306,https://cpt.tcgcsv.com/8Hg7,2025-10-03T04:10:12.673,0,0.5,0.5,0.5,0.37,,Normal,R,OP01-016,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Straw Hat Crew] type Character card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Red,Character,,2000,Straw Hat Crew,Special,1,1000
656657,Sanji - ST21-003 (Luffy Deck),Sanji ST21 003 Luffy Deck,https://tcgplayer-cdn.tcgplayer.com/product/656657_200w.jpg,68,24306,https://cpt.tcgcsv.com/9Hg7,2025-10-03T04:10:12.673,0,0.24,0.28,0.5,,,Normal,C,ST21-003,"[On Play] Select up to 1 of your {Straw Hat Crew} type Characters with 6000 power or more. If the selected Character attacks during this turn, your opponent cannot activate [Blocker].
<br>
<br><span style=""color: red;"">Disclaimer: This card was reprinted from the original set with changes to the copyright information (Note: the original print did not include ""EN"" at the end of the copyright).</span>",Red,Character,,3000,Straw Hat Crew,Strike,2,2000
656659,Nico Robin - ST21-010 (Luffy Deck),Nico Robin ST21 010 Luffy Deck,https://tcgplayer-cdn.tcgplayer.com/product/656659_200w.jpg,68,24306,https://cpt.tcgcsv.com/cHg7,2025-10-03T04:10:12.673,0,0.24,0.28,0.99,,,Normal,C,ST21-010,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 4000 power or less.,Red,Character,,4000,Straw Hat Crew,Strike,3,1000
656660,Tony Tony.Chopper - OP10-011 (Luffy Deck),Tony TonyChopper OP10 011 Luffy Deck,https://tcgplayer-cdn.tcgplayer.com/product/656660_200w.jpg,68,24306,https://cpt.tcgcsv.com/dHg7,2025-10-03T04:10:12.673,0,0.99,0.99,1.0,,,Normal,R,OP10-011,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em><br>
[Opponent's Turn] This Character gains +2000 power.",Red,Character,,4000,Straw Hat Crew;Punk Hazard,Strike,4,2000
656662,Tony Tony.Chopper - ST21-008 (Luffy Deck),Tony TonyChopper ST21 008 Luffy Deck,https://tcgplayer-cdn.tcgplayer.com/product/656662_200w.jpg,68,24306,https://cpt.tcgcsv.com/gHg7,2025-10-03T04:10:12.673,0,0.29,0.3,0.5,,,Normal,C,ST21-008,,Red,Character,,6000,Animal;Straw Hat Crew,Wisdom,4,1000
